
"日/時","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","總和"
"11","0.00","0.00","0.00","0.00","0.00","0.00","0.57","1.84","2.76","3.65","4.35","3.23","1.38","1.62","1.54","1.41","0.67","0.38","0.00","0.00","0.00","0.00","0.00","0.00","23.40"
"12","0.00","0.00","0.00","0.00","0.00","0.03","0.60","1.49","1.91","2.40","1.69","0.73","1.35","2.00","1.66","1.51","1.32","0.32","0.00","0.00","0.00","0.00","0.00","0.00","17.01"
"13","0.00","0.00","0.00","0.00","0.00","0.00","0.31","1.80","2.73","3.55","3.29","2.93","2.55","2.07","1.97","1.65","0.68","0.04","0.00","0.00","0.00","0.00","0.00","0.00","23.57"
"14","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.29","1.02","1.40","0.83","1.45","1.47","1.40","1.01","0.60","0.60","0.30","0.00","0.00","0.00","0.00","0.00","0.00","10.37"
"15","0.00","0.00","0.00","0.00","0.00","0.00","0.51","1.64","2.68","3.42","4.10","4.20","4.20","3.99","3.27","2.47","1.32","0.35","0.00","0.00","0.00","0.00","0.00","0.00","32.15"
"16","0.00","0.00","0.00","0.00","0.00","0.00","0.42","1.69","2.56","2.86","3.12","3.49","4.14","3.08","1.50","1.38","0.76","0.33","0.00","0.00","0.00","0.00","0.00","0.00","25.33"
"17","0.00","0.00","0.00","0.00","0.00","0.00","0.47","1.89","2.82","3.71","4.20","4.44","4.21","4.08","3.40","2.47","1.30","0.20","0.00","0.00","0.00","0.00","0.00","0.00","33.19"
"18","0.00","0.00","0.00","0.00","0.00","0.00","0.44","0.76","1.25","2.04","2.97","3.82","2.33","2.22","1.44","1.25","0.66","0.04","0.00","0.00","0.00","0.00","0.00","0.00","19.22"
"19","0.00","0.00","0.00","0.00","0.00","0.00","0.35","1.45","2.65","3.41","2.09","1.98","2.17","1.70","1.20","1.05","0.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.35"
"20","0.00","0.00","0.00","0.00","0.00","0.00","0.39","1.32","2.51","2.75","2.16","1.67","1.29","1.32","1.64","1.31","0.73","0.03","0.00","0.00","0.00","0.00","0.00","0.00","17.12"
"21","0.00","0.00","0.00","0.00","0.00","0.00","0.43","0.85","2.17","2.15","1.63","1.54","1.28","0.84","0.89","0.72","0.61","0.01","0.00","0.00","0.00","0.00","0.00","0.00","13.12"
"22","0.00","0.00","0.00","0.00","0.00","0.00","0.22","0.61","0.99","1.38","1.38","2.11","1.83","1.48","1.33","1.07","0.60","0.10","0.00","0.00","0.00","0.00","0.00","0.00","13.10"
"23","0.00","0.00","0.00","0.00","0.00","0.00","0.39","0.60","1.30","2.01","2.36","2.07","1.56","1.53","1.08","1.34","0.94","0.23","0.00","0.00","0.00","0.00","0.00","0.00","15.41"
"24","0.00","0.00","0.00","0.00","0.00","0.01","0.37","1.39","2.64","3.29","3.57","2.53","1.85","1.80","1.17","1.55","0.70","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.87"
"25","0.00","0.00","0.00","0.00","0.00","0.00","0.38","0.71","1.14","1.35","1.98","2.28","1.84","1.33","0.77","0.61","0.60","0.39","0.00","0.00","0.00","0.00","0.00","0.00","13.38"
"26","0.00","0.00","0.00","0.00","0.00","0.00","0.39","0.60","1.24","2.34","3.01","3.23","3.00","2.85","2.61","1.95","1.18","0.46","0.00","0.00","0.00","0.00","0.00","0.00","22.86"
"27","0.00","0.00","0.00","0.00","0.00","0.00","0.07","0.75","1.11","2.15","2.73","2.32","1.53","1.34","1.21","1.09","1.06","0.15","0.00","0.00","0.00","0.00","0.00","0.00","15.51"
"28","0.00","0.00","0.00","0.00","0.00","0.00","0.71","1.73","2.64","3.16","2.58","3.22","2.87","3.12","2.13","1.12","0.65","0.31","0.00","0.00","0.00","0.00","0.00","0.00","24.24"
"29","0.00","0.00","0.00","0.00","0.00","0.00","0.42","1.60","2.26","2.29","1.70","1.53","1.59","1.27","1.30","1.12","0.60","0.19","0.00","0.00","0.00","0.00","0.00","0.00","15.87"
"30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.11","0.62","0.60","1.01","1.47","1.15","0.60","0.60","0.60","0.60","0.31","0.00","0.00","0.00","0.00","0.00","0.00","7.67"
"總和","0.00","0.00","0.00","0.00","0.02","1.40","13.21","39.32","62.57","79.23","83.61","76.61","67.08","57.36","49.24","37.67","22.62","7.85","1.04","0.93","0.00","0.00","0.00","0.00","總和"
