
"日/時","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","總和"
"18","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.31","0.71","1.46","1.05","0.94","0.93","0.93","0.88","0.64","0.25","0.02","0.00","0.00","0.00","0.00","0.00","0.00","8.12"
"19","0.00","0.00","0.00","0.00","0.00","0.00","0.13","0.56","1.46","3.40","2.36","2.02","1.72","2.37","1.41","1.67","1.73","0.61","0.00","0.00","0.00","0.00","0.00","0.00","19.44"
"20","0.00","0.00","0.00","0.00","0.00","0.00","0.03","0.39","1.61","2.47","2.39","3.39","4.66","3.66","2.91","2.92","1.31","0.66","0.00","0.00","0.00","0.00","0.00","0.00","26.40"
"21","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.40","0.92","2.44","3.17","4.80","4.80","4.37","3.64","2.51","1.17","0.44","0.00","0.00","0.00","0.00","0.00","0.00","28.66"
"22","0.00","0.00","0.00","0.00","0.00","0.00","0.36","0.66","2.81","3.64","2.95","2.55","2.07","1.37","0.70","0.23","0.58","0.39","0.00","0.00","0.00","0.00","0.00","0.00","18.31"
"23","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.12","0.49","0.44","0.75","0.52","0.57","0.49","0.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.68"
"24","0.00","0.00","0.00","0.00","0.00","0.00","0.01","0.12","0.33","0.49","0.50","0.66","1.02","0.40","0.00","0.00","0.19","0.04","0.00","0.00","0.00","0.00","0.00","0.00","3.76"
"25","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.13","0.27","0.24","0.12","0.64","0.63","0.87","0.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.01"
"26","0.00","0.00","0.00","0.00","0.00","0.00","0.02","0.40","0.69","0.63","0.04","0.50","0.21","0.07","0.13","0.00","0.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.72"
"27","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.27","1.00","1.32","1.20","0.74","0.99","2.01","2.24","1.88","1.08","0.29","0.00","0.00","0.00","0.00","0.00","0.00","13.02"
"28","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.01","0.26","0.26","0.47","0.60","0.74","0.57","0.67","0.34","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.92"
"29","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.32","1.64","1.06","0.36","0.92","1.06","1.11","0.93","0.40","0.01","0.00","0.00","0.00","0.00","0.00","0.00","7.81"
"30","0.00","0.00","0.00","0.00","0.00","0.00","0.80","1.75","2.87","3.68","4.11","4.62","4.37","2.42","1.15","0.79","0.08","0.00","0.00","0.00","0.00","0.00","0.00","0.00","26.64"
"總和","0.00","0.00","0.00","0.00","0.00","0.00","2.38","19.35","41.99","62.58","70.10","77.30","75.72","62.84","50.79","42.20","25.60","8.16","0.00","0.00","0.00","0.00","0.00","0.00","總和"
