DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),height,angle,Power(mW),year,month,day,hour,minute,is_upper,SunlightPred
2024-03-02 10:20:00,12.0,0.13,1019.88,16.96,79.88,6967.67,1.0,298.0,9.19,2024,3,61,10,20,0,6967.67
2024-03-02 10:30:00,12.0,0.23,1019.97,16.85,79.52,14024.83,1.0,298.0,41.35,2024,3,61,10,30,0,14024.83
2024-03-02 10:40:00,12.0,0.24,1019.72,17.08,79.99,15911.42,1.0,298.0,56.6,2024,3,61,10,40,0,15911.42
2024-03-02 10:50:00,12.0,0.03,1019.62,17.76,77.92,16900.75,1.0,298.0,66.72,2024,3,61,10,50,0,16900.75
2024-03-02 11:00:00,12.0,0.24,1019.58,18.01,74.3,13967.33,1.0,298.0,48.69,2024,3,61,11,0,0,13967.33
2024-03-02 11:10:00,12.0,0.02,1019.72,17.03,76.31,6387.75,1.0,298.0,8.81,2024,3,61,11,10,0,6387.75
2024-03-02 11:20:00,12.0,0.32,1019.54,17.01,76.84,16085.83,1.0,298.0,62.54,2024,3,61,11,20,0,16085.83
2024-03-02 11:30:00,12.0,0.54,1019.18,18.09,74.38,22045.33,1.0,298.0,117.37,2024,3,61,11,30,0,22045.33
2024-03-02 11:40:00,12.0,0.89,1018.91,17.32,76.45,17253.67,1.0,298.0,68.13,2024,3,61,11,40,0,17253.67
2024-03-02 11:50:00,12.0,0.38,1018.84,17.87,74.1,13444.0,1.0,298.0,56.72,2024,3,61,11,50,0,13444.0
2024-03-02 12:00:00,12.0,0.28,1018.88,16.63,77.88,3666.25,1.0,298.0,2.53,2024,3,61,12,0,0,3666.25
2024-03-02 12:10:00,12.0,0.06,1018.81,16.07,82.68,5135.5,1.0,298.0,5.32,2024,3,61,12,10,0,5135.5
2024-03-02 12:20:00,12.0,0.03,1018.63,15.92,86.34,7014.42,1.0,298.0,11.95,2024,3,61,12,20,0,7014.42
2024-03-02 12:30:00,12.0,0.02,1018.45,16.31,85.76,10780.5,1.0,298.0,31.34,2024,3,61,12,30,0,10780.5
2024-03-02 12:40:00,12.0,0.04,1018.37,16.29,84.57,5729.83,1.0,298.0,7.44,2024,3,61,12,40,0,5729.83
2024-03-02 12:50:00,12.0,0.0,1018.09,15.87,86.84,6137.83,1.0,298.0,8.02,2024,3,61,12,50,0,6137.83
2024-03-02 13:00:00,12.0,0.0,1017.81,15.97,86.94,6931.67,1.0,298.0,10.96,2024,3,61,13,0,0,6931.67
2024-03-02 13:10:00,12.0,0.0,1017.59,16.18,87.4,6380.5,1.0,298.0,8.27,2024,3,61,13,10,0,6380.5
2024-03-02 13:20:00,12.0,0.0,1017.46,16.12,88.69,4360.17,1.0,298.0,3.81,2024,3,61,13,20,0,4360.17
2024-03-02 13:30:00,12.0,0.0,1017.25,16.03,86.87,5480.42,1.0,298.0,6.03,2024,3,61,13,30,0,5480.42
2024-03-02 13:40:00,12.0,0.0,1017.09,16.12,84.3,7548.25,1.0,298.0,12.15,2024,3,61,13,40,0,7548.25
2024-03-02 13:50:00,12.0,0.09,1016.82,16.82,82.41,11723.17,1.0,298.0,30.51,2024,3,61,13,50,0,11723.17
2024-03-02 14:00:00,12.0,0.1,1016.77,16.79,80.82,6427.33,1.0,298.0,8.73,2024,3,61,14,0,0,6427.33
2024-03-02 14:10:00,12.0,0.0,1016.59,16.5,82.14,5609.17,1.0,298.0,6.8,2024,3,61,14,10,0,5609.17
2024-03-02 14:20:00,12.0,0.0,1016.51,16.6,83.22,5568.42,1.0,298.0,6.81,2024,3,61,14,20,0,5568.42
2024-03-02 14:30:00,12.0,0.0,1016.55,16.66,82.16,5779.58,1.0,298.0,7.32,2024,3,61,14,30,0,5779.58
2024-03-02 14:40:00,12.0,0.0,1016.39,16.59,82.98,5467.08,1.0,298.0,7.91,2024,3,61,14,40,0,5467.08
2024-03-02 14:50:00,12.0,0.0,1016.36,16.44,84.96,4830.25,1.0,298.0,6.07,2024,3,61,14,50,0,4830.25
2024-03-02 15:00:00,12.0,0.0,1016.3,16.5,83.52,4858.25,1.0,298.0,6.93,2024,3,61,15,0,0,4858.25
2024-03-02 15:10:00,12.0,0.0,1016.32,16.21,82.59,2217.67,1.0,298.0,1.34,2024,3,61,15,10,0,2217.67
2024-03-02 15:20:00,12.0,0.1,1016.24,15.97,83.59,2373.0,1.0,298.0,1.45,2024,3,61,15,20,0,2373.0
2024-03-02 15:30:00,12.0,0.04,1016.3,15.9,83.62,2303.16,1.0,298.0,1.31,2024,3,61,15,30,0,2303.16
2024-03-02 15:40:00,12.0,0.0,1016.32,15.84,85.44,2039.92,1.0,298.0,1.05,2024,3,61,15,40,0,2039.92
2024-03-02 15:50:00,12.0,0.0,1016.15,15.9,85.23,2330.33,1.0,298.0,1.37,2024,3,61,15,50,0,2330.33
2024-03-02 16:00:00,12.0,0.0,1016.17,15.96,85.5,1872.67,1.0,298.0,0.93,2024,3,61,16,0,0,1872.67
2024-03-02 16:10:00,12.0,0.0,1016.23,15.97,86.36,1625.83,1.0,298.0,0.69,2024,3,61,16,10,0,1625.83
2024-03-02 16:20:00,12.0,0.0,1016.31,15.96,85.05,1731.0,1.0,298.0,0.8,2024,3,61,16,20,0,1731.0
2024-03-02 16:30:00,12.0,0.0,1016.49,15.92,84.92,1676.92,1.0,298.0,0.76,2024,3,61,16,30,0,1676.92
2024-03-02 16:40:00,12.0,0.0,1016.4,16.06,87.2,2010.42,1.0,298.0,1.06,2024,3,61,16,40,0,2010.42
2024-03-02 16:50:00,12.0,0.0,1016.48,16.12,86.73,1304.92,1.0,298.0,0.47,2024,3,61,16,50,0,1304.92
2024-03-02 17:00:00,12.0,0.0,1016.6,16.04,87.32,820.67,1.0,298.0,0.19,2024,3,61,17,0,0,820.67
2024-03-02 17:10:00,12.0,0.0,1016.93,15.96,87.03,433.67,1.0,298.0,0.07,2024,3,61,17,10,0,433.67
2024-03-02 17:20:00,12.0,0.03,1017.17,15.77,85.53,292.5,1.0,298.0,0.03,2024,3,61,17,20,0,292.5
2024-03-02 17:30:00,12.0,0.02,1017.25,15.54,84.19,180.33,1.0,298.0,0.01,2024,3,61,17,30,0,180.33
2024-03-02 17:40:00,12.0,0.04,1017.31,15.32,85.85,125.25,1.0,298.0,0.01,2024,3,61,17,40,0,125.25
2024-03-02 17:50:00,12.0,0.03,1017.42,15.21,86.71,52.58,1.0,298.0,0.0,2024,3,61,17,50,0,52.58
2024-03-02 18:00:00,12.0,0.0,1017.39,15.22,87.99,25.83,1.0,298.0,0.0,2024,3,61,18,0,0,25.83
2024-03-03 06:10:00,12.0,0.0,1018.36,15.09,94.81,35.36,1.0,298.0,0.0,2024,3,62,6,10,0,35.36
2024-03-03 06:20:00,12.0,0.1,1018.42,15.01,94.77,82.83,1.0,298.0,0.0,2024,3,62,6,20,0,82.83
2024-03-03 06:30:00,12.0,0.12,1018.47,15.0,94.72,187.75,1.0,298.0,0.02,2024,3,62,6,30,0,187.75
2024-03-03 06:40:00,12.0,0.02,1018.54,15.06,94.84,359.67,1.0,298.0,0.09,2024,3,62,6,40,0,359.67
2024-03-03 06:50:00,12.0,0.0,1018.62,15.12,94.69,532.17,1.0,298.0,0.17,2024,3,62,6,50,0,532.17
2024-03-03 07:00:00,12.0,0.0,1018.66,15.2,94.54,668.92,1.0,298.0,0.29,2024,3,62,7,0,0,668.92
2024-03-03 07:10:00,12.0,0.0,1018.66,15.42,94.44,1215.42,1.0,298.0,0.87,2024,3,62,7,10,0,1215.42
2024-03-03 07:20:00,12.0,0.0,1018.65,15.61,94.03,1356.67,1.0,298.0,0.99,2024,3,62,7,20,0,1356.67
2024-03-03 07:30:00,12.0,0.0,1018.67,15.8,93.97,1694.67,1.0,298.0,1.61,2024,3,62,7,30,0,1694.67
2024-03-03 07:40:00,12.0,0.0,1018.71,15.96,93.58,1914.25,1.0,298.0,1.94,2024,3,62,7,40,0,1914.25
2024-03-03 07:50:00,12.0,0.0,1018.83,15.87,93.24,1799.17,1.0,298.0,1.72,2024,3,62,7,50,0,1799.17
2024-03-03 08:00:00,12.0,0.2,1018.86,15.87,93.07,2086.42,1.0,298.0,2.28,2024,3,62,8,0,0,2086.42
2024-03-03 08:10:00,12.0,0.09,1018.87,15.86,93.0,2406.25,1.0,298.0,3.11,2024,3,62,8,10,0,2406.25
2024-03-03 08:20:00,12.0,0.07,1018.89,16.08,92.41,3293.25,1.0,298.0,5.61,2024,3,62,8,20,0,3293.25
2024-03-03 08:30:00,12.0,0.1,1019.0,16.27,92.09,3422.16,1.0,298.0,6.02,2024,3,62,8,30,0,3422.16
2024-03-03 08:40:00,12.0,0.03,1019.05,16.28,92.02,2762.92,1.0,298.0,4.01,2024,3,62,8,40,0,2762.92
2024-03-03 08:50:00,12.0,0.02,1019.08,16.3,92.26,2766.08,1.0,298.0,4.04,2024,3,62,8,50,0,2766.08
2024-03-03 09:00:00,12.0,0.04,1019.03,16.52,91.84,3941.42,1.0,298.0,8.2,2024,3,62,9,0,0,3941.42
2024-03-03 09:10:00,12.0,0.02,1018.99,17.21,89.6,7174.58,1.0,298.0,26.64,2024,3,62,9,10,0,7174.58
2024-03-03 09:20:00,12.0,0.09,1018.97,18.09,87.0,10255.17,1.0,298.0,52.26,2024,3,62,9,20,0,10255.17
2024-03-03 09:30:00,12.0,0.0,1018.86,18.96,86.31,10724.17,1.0,298.0,56.14,2024,3,62,9,30,0,10724.17
2024-03-03 09:40:00,12.0,0.03,1018.67,19.49,81.67,9171.0,1.0,298.0,41.65,2024,3,62,9,40,0,9171.0
2024-03-03 09:50:00,12.0,0.0,1018.58,19.12,81.78,8991.58,1.0,298.0,38.12,2024,3,62,9,50,0,8991.58
2024-03-03 10:00:00,12.0,0.04,1018.46,19.11,81.45,8275.5,1.0,298.0,31.35,2024,3,62,10,0,0,8275.5
2024-03-03 10:10:00,12.0,0.02,1018.35,19.23,81.86,6995.58,1.0,298.0,22.98,2024,3,62,10,10,0,6995.58
2024-03-03 10:20:00,12.0,0.0,1018.2,18.99,81.79,6552.92,1.0,298.0,20.34,2024,3,62,10,20,0,6552.92
2024-03-03 10:30:00,12.0,0.04,1018.02,18.9,80.74,5643.25,1.0,298.0,13.16,2024,3,62,10,30,0,5643.25
2024-03-03 10:40:00,12.0,0.0,1017.88,18.4,81.82,5621.75,1.0,298.0,13.31,2024,3,62,10,40,0,5621.75
2024-03-03 10:50:00,12.0,0.13,1017.7,18.76,81.25,6601.75,1.0,298.0,19.27,2024,3,62,10,50,0,6601.75
2024-03-03 11:00:00,12.0,0.11,1017.53,19.11,77.5,9586.92,1.0,298.0,42.29,2024,3,62,11,0,0,9586.92
2024-03-03 11:10:00,12.0,0.11,1017.42,20.71,74.39,16602.92,1.0,298.0,106.7,2024,3,62,11,10,0,16602.92
2024-03-03 11:20:00,12.0,0.17,1017.26,21.74,69.43,16944.92,1.0,298.0,103.99,2024,3,62,11,20,0,16944.92
2024-03-03 11:30:00,12.0,0.2,1017.2,21.92,68.51,16051.0,1.0,298.0,86.85,2024,3,62,11,30,0,16051.0
2024-03-03 11:40:00,12.0,0.37,1017.08,21.69,69.2,20880.17,1.0,298.0,129.61,2024,3,62,11,40,0,20880.17
2024-03-03 11:50:00,12.0,0.42,1016.97,22.59,67.3,23307.0,1.0,298.0,157.24,2024,3,62,11,50,0,23307.0
2024-03-03 12:00:00,12.0,0.48,1016.77,22.68,66.61,22696.75,1.0,298.0,132.63,2024,3,62,12,0,0,22696.75
2024-03-03 12:10:00,12.0,0.58,1016.66,22.2,67.86,20680.5,1.0,298.0,98.14,2024,3,62,12,10,0,20680.5
2024-03-03 12:20:00,12.0,0.37,1016.52,22.2,68.71,19261.25,1.0,298.0,78.71,2024,3,62,12,20,0,19261.25
2024-03-03 12:30:00,12.0,0.64,1016.37,21.34,69.19,14320.5,1.0,298.0,43.16,2024,3,62,12,30,0,14320.5
2024-03-03 12:40:00,12.0,0.48,1016.11,21.22,69.62,14590.75,1.0,298.0,46.14,2024,3,62,12,40,0,14590.75
2024-03-03 12:50:00,12.0,0.3,1015.9,21.37,69.13,15880.0,1.0,298.0,52.76,2024,3,62,12,50,0,15880.0
2024-03-03 13:00:00,12.0,0.08,1015.65,22.1,67.25,20102.0,1.0,298.0,82.8,2024,3,62,13,0,0,20102.0
2024-03-03 13:10:00,12.0,0.31,1015.47,22.65,64.67,20996.17,1.0,298.0,89.43,2024,3,62,13,10,0,20996.17
2024-03-03 13:20:00,12.0,0.63,1015.29,25.64,55.55,52303.48,1.0,298.0,792.51,2024,3,62,13,20,0,52303.48
2024-03-03 13:30:00,12.0,0.58,1015.21,25.49,54.15,20177.25,1.0,298.0,96.91,2024,3,62,13,30,0,20177.25
2024-03-03 13:40:00,12.0,0.62,1015.13,22.85,60.88,12588.5,1.0,298.0,36.17,2024,3,62,13,40,0,12588.5
2024-03-03 13:50:00,12.0,0.45,1015.02,21.69,64.53,10715.25,1.0,298.0,25.21,2024,3,62,13,50,0,10715.25
2024-03-03 14:00:00,12.0,0.48,1015.02,21.42,66.05,11323.5,1.0,298.0,26.3,2024,3,62,14,0,0,11323.5
2024-03-03 14:10:00,12.0,0.24,1014.9,21.37,67.47,10533.58,1.0,298.0,24.18,2024,3,62,14,10,0,10533.58
2024-03-03 14:20:00,12.0,0.48,1014.82,21.33,66.26,10300.0,1.0,298.0,21.88,2024,3,62,14,20,0,10300.0
2024-03-03 14:30:00,12.0,0.48,1014.76,21.14,66.49,9713.75,1.0,298.0,21.16,2024,3,62,14,30,0,9713.75
2024-03-03 14:40:00,12.0,0.17,1014.76,21.34,66.98,9665.75,1.0,298.0,20.96,2024,3,62,14,40,0,9665.75
2024-03-03 14:50:00,12.0,0.44,1014.73,21.19,65.93,6866.92,1.0,298.0,11.6,2024,3,62,14,50,0,6866.92
2024-03-03 15:00:00,12.0,0.21,1014.7,20.71,68.59,5449.75,1.0,298.0,7.21,2024,3,62,15,0,0,5449.75
2024-03-03 15:10:00,12.0,0.08,1014.68,20.81,67.97,5848.08,1.0,298.0,7.95,2024,3,62,15,10,0,5848.08
2024-03-03 15:20:00,12.0,0.03,1014.66,20.86,66.92,6865.33,1.0,298.0,10.45,2024,3,62,15,20,0,6865.33
2024-03-03 15:30:00,12.0,0.46,1014.61,20.96,66.31,7859.58,1.0,298.0,13.54,2024,3,62,15,30,0,7859.58
2024-03-03 15:40:00,12.0,0.42,1014.58,21.26,65.74,10167.0,1.0,298.0,22.18,2024,3,62,15,40,0,10167.0
2024-03-03 15:50:00,12.0,0.34,1014.58,21.4,66.77,9838.83,1.0,298.0,18.26,2024,3,62,15,50,0,9838.83
2024-03-03 16:00:00,12.0,0.45,1014.58,21.54,65.26,12467.08,1.0,298.0,27.1,2024,3,62,16,0,0,12467.08
2024-03-03 16:10:00,12.0,0.17,1014.67,21.44,65.16,10563.0,1.0,298.0,17.66,2024,3,62,16,10,0,10563.0
2024-03-03 16:20:00,12.0,0.26,1014.84,21.45,64.21,11677.25,1.0,298.0,19.52,2024,3,62,16,20,0,11677.25
2024-03-03 16:30:00,12.0,0.1,1014.98,20.92,67.11,6698.42,1.0,298.0,5.45,2024,3,62,16,30,0,6698.42
2024-03-03 16:40:00,12.0,0.03,1014.94,20.37,68.85,5930.33,1.0,298.0,4.27,2024,3,62,16,40,0,5930.33
2024-03-03 16:50:00,12.0,0.03,1014.96,20.02,70.8,4380.92,1.0,298.0,2.27,2024,3,62,16,50,0,4380.92
2024-03-03 17:00:00,12.0,0.0,1015.02,19.68,71.46,3266.17,1.0,298.0,1.27,2024,3,62,17,0,0,3266.17
2024-03-03 17:10:00,12.0,0.0,1015.11,19.37,72.48,2561.08,1.0,298.0,0.8,2024,3,62,17,10,0,2561.08
2024-03-03 17:20:00,12.0,0.0,1015.12,19.12,74.0,1802.25,1.0,298.0,0.43,2024,3,62,17,20,0,1802.25
2024-03-03 17:30:00,12.0,0.0,1015.18,18.89,75.22,1326.92,1.0,298.0,0.27,2024,3,62,17,30,0,1326.92
2024-03-03 17:40:00,12.0,0.06,1015.2,18.61,76.44,740.67,1.0,298.0,0.09,2024,3,62,17,40,0,740.67
2024-03-03 17:50:00,12.0,0.0,1015.16,18.35,77.74,315.92,1.0,298.0,0.02,2024,3,62,17,50,0,315.92
2024-03-03 18:00:00,12.0,0.0,1015.23,18.12,78.9,88.83,1.0,298.0,0.0,2024,3,62,18,0,0,88.83
2024-03-03 18:10:00,12.0,0.0,1015.26,18.03,79.31,25.83,1.0,298.0,0.0,2024,3,62,18,10,0,25.83
2024-03-04 06:00:00,12.0,1.14,1014.44,15.33,87.31,54.48,1.0,298.0,0.0,2024,3,63,6,0,0,54.48
2024-03-04 06:10:00,12.0,1.2,1014.5,15.5,86.51,212.08,1.0,298.0,0.01,2024,3,63,6,10,0,212.08
2024-03-04 06:20:00,12.0,0.89,1014.57,15.47,86.56,491.08,1.0,298.0,0.05,2024,3,63,6,20,0,491.08
2024-03-04 06:30:00,12.0,1.03,1014.7,15.38,86.62,814.58,1.0,298.0,0.11,2024,3,63,6,30,0,814.58
2024-03-04 06:40:00,12.0,0.93,1014.86,15.37,86.53,1139.75,1.0,298.0,0.2,2024,3,63,6,40,0,1139.75
2024-03-04 06:50:00,12.0,1.09,1014.85,15.48,86.4,1458.75,1.0,298.0,0.34,2024,3,63,6,50,0,1458.75
2024-03-04 07:00:00,12.0,1.34,1014.93,15.59,86.34,1766.92,1.0,298.0,0.48,2024,3,63,7,0,0,1766.92
2024-03-04 07:10:00,12.0,1.3,1014.97,15.73,86.09,2038.75,1.0,298.0,0.64,2024,3,63,7,10,0,2038.75
2024-03-04 07:20:00,12.0,1.04,1014.96,15.91,85.16,2284.33,1.0,298.0,0.8,2024,3,63,7,20,0,2284.33
2024-03-04 07:30:00,12.0,0.93,1014.99,16.12,84.38,2508.83,1.0,298.0,1.02,2024,3,63,7,30,0,2508.83
2024-03-04 07:40:00,12.0,0.99,1015.06,16.42,83.49,2736.25,1.0,298.0,1.18,2024,3,63,7,40,0,2736.25
2024-03-04 07:50:00,12.0,1.14,1015.12,16.71,82.58,2943.25,1.0,298.0,1.43,2024,3,63,7,50,0,2943.25
2024-03-04 08:00:00,12.0,0.81,1015.1,16.92,82.48,3137.33,1.0,298.0,1.59,2024,3,63,8,0,0,3137.33
2024-03-04 08:10:00,12.0,1.03,1015.11,17.14,81.6,3333.0,1.0,298.0,1.81,2024,3,63,8,10,0,3333.0
2024-03-04 08:20:00,12.0,1.02,1015.07,17.35,80.92,3525.92,1.0,298.0,2.11,2024,3,63,8,20,0,3525.92
2024-03-04 08:30:00,12.0,0.7,1014.98,17.65,79.94,3720.33,1.0,298.0,2.38,2024,3,63,8,30,0,3720.33
2024-03-04 08:40:00,12.0,0.93,1014.92,17.92,78.91,3929.83,1.0,298.0,2.76,2024,3,63,8,40,0,3929.83
2024-03-04 08:50:00,12.0,0.61,1014.79,18.24,78.14,4160.25,1.0,298.0,3.13,2024,3,63,8,50,0,4160.25
2024-03-04 09:00:00,12.0,0.38,1014.72,18.57,78.26,4375.25,1.0,298.0,3.58,2024,3,63,9,0,0,4375.25
2024-03-04 09:10:00,12.0,0.84,1014.62,18.96,76.19,4602.67,1.0,298.0,4.05,2024,3,63,9,10,0,4602.67
2024-03-04 09:20:00,12.0,1.09,1014.59,19.4,73.3,4854.42,1.0,298.0,4.7,2024,3,63,9,20,0,4854.42
2024-03-04 09:30:00,12.0,1.2,1014.56,19.88,70.47,5111.42,1.0,298.0,5.38,2024,3,63,9,30,0,5111.42
2024-03-04 09:40:00,12.0,1.16,1014.44,20.23,68.62,5374.42,1.0,298.0,5.99,2024,3,63,9,40,0,5374.42
2024-03-04 09:50:00,12.0,1.05,1014.36,20.63,67.51,5621.08,1.0,298.0,6.7,2024,3,63,9,50,0,5621.08
2024-03-04 10:00:00,12.0,0.52,1014.2,20.94,67.6,5869.17,1.0,298.0,7.48,2024,3,63,10,0,0,5869.17
2024-03-04 10:10:00,12.0,0.99,1014.02,21.26,64.68,6120.25,1.0,298.0,8.06,2024,3,63,10,10,0,6120.25
2024-03-04 10:20:00,12.0,0.51,1013.9,21.58,64.4,6351.17,1.0,298.0,8.8,2024,3,63,10,20,0,6351.17
2024-03-04 10:30:00,12.0,0.99,1013.85,21.89,62.39,6560.5,1.0,298.0,9.36,2024,3,63,10,30,0,6560.5
2024-03-04 10:40:00,12.0,0.5,1013.62,22.23,62.25,6791.0,1.0,298.0,10.14,2024,3,63,10,40,0,6791.0
2024-03-04 10:50:00,12.0,0.48,1013.37,22.58,62.32,7077.33,1.0,298.0,10.85,2024,3,63,10,50,0,7077.33
2024-03-04 11:00:00,12.0,0.16,1013.23,22.9,63.37,7419.92,1.0,298.0,12.04,2024,3,63,11,0,0,7419.92
2024-03-04 11:10:00,12.0,0.03,1013.11,23.1,62.66,7812.33,1.0,298.0,13.32,2024,3,63,11,10,0,7812.33
2024-03-04 11:20:00,12.0,0.07,1012.92,23.41,62.64,8315.5,1.0,298.0,15.29,2024,3,63,11,20,0,8315.5
2024-03-04 11:30:00,12.0,0.02,1012.59,23.61,62.65,8882.33,1.0,298.0,17.7,2024,3,63,11,30,0,8882.33
2024-03-04 11:40:00,12.0,0.57,1012.25,24.01,62.11,9352.75,1.0,298.0,20.03,2024,3,63,11,40,0,9352.75
2024-03-04 11:50:00,12.0,0.02,1012.05,24.42,60.41,9869.92,1.0,298.0,23.14,2024,3,63,11,50,0,9869.92
2024-03-04 12:00:00,12.0,0.6,1011.86,26.16,53.6,19913.0,1.0,298.0,455.08,2024,3,63,12,0,0,19913.0
2024-03-04 12:10:00,12.0,0.84,1011.54,35.65,35.52,33511.91,1.0,298.0,1085.22,2024,3,63,12,10,0,33511.91
2024-03-04 12:20:00,12.0,0.37,1011.2,40.29,29.81,34950.33,1.0,298.0,1173.98,2024,3,63,12,20,0,34950.33
2024-03-04 12:30:00,12.0,0.04,1010.89,43.88,25.46,37159.08,1.0,298.0,1234.05,2024,3,63,12,30,0,37159.08
