idx,DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),height,angle,Power(mW),year,month,day,hour,minute,is_upper,SunlightPred
29,2024-05-18 07:40:00,7.0,0.0,1006.72,28.24,60.13,32868.92,5.0,172.0,172.58,2024,5,138,7,40,0,32868.92
30,2024-05-18 07:50:00,7.0,0.0,1006.85,28.57,58.54,31069.08,5.0,172.0,152.45,2024,5,138,7,50,0,31069.08
31,2024-05-18 08:00:00,7.0,0.0,1006.88,28.73,56.88,32947.83,5.0,172.0,172.34,2024,5,138,8,0,0,32947.83
32,2024-05-18 08:10:00,7.0,0.0,1006.89,30.12,53.56,52376.16,5.0,172.0,457.73,2024,5,138,8,10,0,52376.16
33,2024-05-18 08:20:00,7.0,0.0,1006.82,32.31,46.75,41194.49,5.0,172.0,288.58,2024,5,138,8,20,0,41194.49
34,2024-05-18 08:30:00,7.0,0.0,1006.72,31.78,46.95,44737.32,5.0,172.0,341.71,2024,5,138,8,30,0,44737.32
35,2024-05-18 08:40:00,7.0,0.0,1006.66,32.12,46.52,42947.38,5.0,172.0,298.16,2024,5,138,8,40,0,42947.38
36,2024-05-18 08:50:00,7.0,0.0,1006.59,32.41,45.07,32644.01,5.0,172.0,177.44,2024,5,138,8,50,0,32644.01
37,2024-05-18 09:00:00,7.0,0.0,1006.48,31.12,48.46,26856.42,5.0,172.0,117.27,2024,5,138,9,0,0,26856.42
38,2024-05-18 09:10:00,7.0,0.0,1006.45,34.09,41.87,83458.91,5.0,172.0,1138.77,2024,5,138,9,10,0,83458.91
39,2024-05-18 09:20:00,7.0,0.0,1006.41,36.58,34.08,64541.59,5.0,172.0,643.26,2024,5,138,9,20,0,64541.59
40,2024-05-18 09:30:00,7.0,0.0,1006.42,39.67,28.97,98440.18,5.0,172.0,1504.71,2024,5,138,9,30,0,98440.18
41,2024-05-18 09:40:00,7.0,0.0,1006.38,42.54,23.79,85159.65,5.0,172.0,1118.23,2024,5,138,9,40,0,85159.65
42,2024-05-18 09:50:00,7.0,0.0,1006.31,41.3,24.38,71783.54,5.0,172.0,823.71,2024,5,138,9,50,0,71783.54
43,2024-05-18 10:00:00,7.0,0.0,1006.21,43.94,21.23,113221.99,5.0,172.0,1918.08,2024,5,138,10,0,0,113221.99
44,2024-05-18 10:10:00,7.0,0.0,1006.13,45.7,18.01,84321.77,5.0,172.0,1165.81,2024,5,138,10,10,0,84321.77
45,2024-05-18 10:20:00,7.0,0.0,1006.02,44.54,19.0,89368.3,5.0,172.0,1272.59,2024,5,138,10,20,0,89368.3
46,2024-05-18 10:30:00,7.0,0.0,1005.84,45.09,18.36,104232.22,5.0,172.0,1543.79,2024,5,138,10,30,0,104232.22
47,2024-05-18 10:40:00,7.0,0.0,1005.82,47.65,15.96,115306.9,5.0,172.0,2035.77,2024,5,138,10,40,0,115306.9
48,2024-05-18 10:50:00,7.0,0.0,1005.6,48.12,15.07,101066.85,5.0,172.0,1496.61,2024,5,138,10,50,0,101066.85
49,2024-05-18 11:00:00,7.0,0.0,1005.43,48.68,14.72,113523.32,5.0,172.0,1899.85,2024,5,138,11,0,0,113523.32
50,2024-05-18 11:10:00,7.0,0.0,1005.22,47.03,16.38,94844.63,5.0,172.0,1307.53,2024,5,138,11,10,0,94844.63
51,2024-05-18 11:20:00,7.0,0.0,1005.02,44.73,18.66,81903.72,5.0,172.0,1057.93,2024,5,138,11,20,0,81903.72
52,2024-05-18 11:30:00,7.0,0.0,1004.81,42.8,20.88,96700.62,5.0,172.0,1422.39,2024,5,138,11,30,0,96700.62
53,2024-05-18 11:40:00,7.0,0.0,1004.62,44.39,19.01,109423.21,5.0,172.0,1657.48,2024,5,138,11,40,0,109423.21
54,2024-05-18 11:50:00,7.0,0.0,1004.5,44.43,19.01,89871.6,5.0,172.0,1141.34,2024,5,138,11,50,0,89871.6
55,2024-05-18 12:00:00,7.0,0.0,1004.43,43.08,20.67,113009.06,5.0,172.0,1840.6,2024,5,138,12,0,0,113009.06
56,2024-05-18 12:10:00,7.0,0.0,1004.31,44.65,18.92,117665.66,5.0,172.0,2026.41,2024,5,138,12,10,0,117665.66
57,2024-05-18 12:20:00,7.0,0.0,1004.05,42.04,22.11,103097.86,5.0,172.0,1537.7,2024,5,138,12,20,0,103097.86
58,2024-05-18 12:30:00,7.0,0.0,1003.93,41.04,23.91,73418.16,5.0,172.0,851.04,2024,5,138,12,30,0,73418.16
59,2024-05-18 12:40:00,7.0,0.0,1003.82,39.09,27.36,62834.02,5.0,172.0,644.08,2024,5,138,12,40,0,62834.02
60,2024-05-18 12:50:00,7.0,0.0,1003.77,39.5,27.02,57111.87,5.0,172.0,527.22,2024,5,138,12,50,0,57111.87
61,2024-05-18 13:00:00,7.0,0.0,1003.71,37.3,30.93,48603.31,5.0,172.0,370.63,2024,5,138,13,0,0,48603.31
62,2024-05-18 13:10:00,7.0,0.0,1003.6,36.77,32.44,50689.12,5.0,172.0,407.42,2024,5,138,13,10,0,50689.12
63,2024-05-18 13:20:00,7.0,0.0,1003.48,35.71,35.33,39892.92,5.0,172.0,254.22,2024,5,138,13,20,0,39892.92
64,2024-05-18 13:30:00,7.0,0.0,1003.44,34.67,37.79,29774.33,5.0,172.0,141.8,2024,5,138,13,30,0,29774.33
65,2024-05-18 13:40:00,7.0,0.0,1003.37,33.76,40.76,25697.17,5.0,172.0,105.65,2024,5,138,13,40,0,25697.17
66,2024-05-18 13:50:00,7.0,0.0,1003.33,32.49,44.29,15729.5,5.0,172.0,40.02,2024,5,138,13,50,0,15729.5
67,2024-05-18 14:00:00,7.0,0.0,1003.26,31.06,50.33,13886.75,5.0,172.0,31.51,2024,5,138,14,0,0,13886.75
68,2024-05-18 14:10:00,7.0,0.0,1003.31,30.66,54.06,18938.75,5.0,172.0,57.77,2024,5,138,14,10,0,18938.75
69,2024-05-18 14:20:00,7.0,0.0,1003.34,29.5,63.4,21450.58,5.0,172.0,75.73,2024,5,138,14,20,0,21450.58
70,2024-05-18 14:30:00,7.0,0.0,1003.27,29.24,63.08,25004.83,5.0,172.0,104.63,2024,5,138,14,30,0,25004.83
71,2024-05-18 14:40:00,7.0,0.0,1003.24,30.51,56.84,33937.0,5.0,172.0,182.02,2024,5,138,14,40,0,33937.0
72,2024-05-18 14:50:00,7.0,0.0,1003.17,31.28,52.51,33875.33,5.0,172.0,180.8,2024,5,138,14,50,0,33875.33
73,2024-05-18 15:00:00,7.0,0.0,1003.07,31.95,49.67,31125.08,5.0,172.0,155.03,2024,5,138,15,0,0,31125.08
74,2024-05-18 15:10:00,7.0,0.0,1003.02,32.34,48.42,28760.34,5.0,172.0,133.0,2024,5,138,15,10,0,28760.34
75,2024-05-18 15:20:00,7.0,0.0,1003.01,31.52,50.56,28294.08,5.0,172.0,126.55,2024,5,138,15,20,0,28294.08
76,2024-05-18 15:30:00,7.0,0.0,1002.88,30.99,52.38,21822.17,5.0,172.0,77.5,2024,5,138,15,30,0,21822.17
77,2024-05-18 15:40:00,7.0,0.0,1002.75,30.94,52.35,16951.58,5.0,172.0,46.91,2024,5,138,15,40,0,16951.58
78,2024-05-18 15:50:00,7.0,0.0,1002.71,30.13,54.24,17462.17,5.0,172.0,49.45,2024,5,138,15,50,0,17462.17
79,2024-05-18 16:00:00,7.0,0.0,1002.71,30.14,53.6,16958.25,5.0,172.0,48.08,2024,5,138,16,0,0,16958.25
80,2024-05-18 16:10:00,7.0,0.0,1002.62,30.56,51.95,23245.5,5.0,172.0,91.51,2024,5,138,16,10,0,23245.5
81,2024-05-18 16:20:00,7.0,0.0,1002.53,31.01,49.57,24962.58,5.0,172.0,107.86,2024,5,138,16,20,0,24962.58
82,2024-05-18 16:30:00,7.0,0.0,1002.5,30.55,52.2,15446.75,5.0,172.0,41.76,2024,5,138,16,30,0,15446.75
83,2024-05-18 16:40:00,7.0,0.0,1002.58,29.92,54.82,13380.42,5.0,172.0,30.4,2024,5,138,16,40,0,13380.42
84,2024-05-18 16:50:00,7.0,0.0,1002.53,29.65,56.69,9058.25,5.0,172.0,14.48,2024,5,138,16,50,0,9058.25
85,2024-05-18 17:00:00,7.0,0.0,1002.58,28.94,59.16,6238.75,5.0,172.0,6.85,2024,5,138,17,0,0,6238.75
86,2024-05-18 17:10:00,7.0,0.0,1002.56,28.6,60.71,6760.08,5.0,172.0,8.26,2024,5,138,17,10,0,6760.08
87,2024-05-18 17:20:00,7.0,0.0,1002.72,28.84,61.05,9743.5,5.0,172.0,18.5,2024,5,138,17,20,0,9743.5
88,2024-05-18 17:30:00,7.0,0.0,1002.74,29.59,60.09,10736.0,5.0,172.0,24.22,2024,5,138,17,30,0,10736.0
89,2024-05-18 17:40:00,7.0,0.0,1002.85,29.58,59.94,9324.5,5.0,172.0,17.97,2024,5,138,17,40,0,9324.5
90,2024-05-18 17:50:00,7.0,0.0,1002.9,28.93,61.33,5376.66,5.0,172.0,5.88,2024,5,138,17,50,0,5376.66
91,2024-05-18 18:00:00,7.0,0.0,1003.06,27.99,64.01,2203.67,5.0,172.0,1.03,2024,5,138,18,0,0,2203.67
92,2024-05-18 18:10:00,7.0,0.0,1003.09,27.19,66.32,1163.75,5.0,172.0,0.33,2024,5,138,18,10,0,1163.75
93,2024-05-18 18:20:00,7.0,0.0,1003.26,26.53,67.84,453.67,5.0,172.0,0.08,2024,5,138,18,20,0,453.67
94,2024-05-18 18:30:00,7.0,0.0,1003.33,25.99,69.91,125.25,5.0,172.0,0.01,2024,5,138,18,30,0,125.25
95,2024-05-18 18:40:00,7.0,0.0,1003.32,25.68,71.11,31.46,5.0,172.0,0.0,2024,5,138,18,40,0,31.46
96,2024-05-19 04:50:00,7.0,0.0,1003.38,22.85,87.05,23.33,5.0,172.0,0.0,2024,5,139,4,50,0,23.33
97,2024-05-19 05:00:00,7.0,0.0,1003.41,22.86,87.55,78.83,5.0,172.0,0.0,2024,5,139,5,0,0,78.83
98,2024-05-19 05:10:00,7.0,0.0,1003.5,22.8,87.6,271.25,5.0,172.0,0.04,2024,5,139,5,10,0,271.25
99,2024-05-19 05:20:00,7.0,0.0,1003.54,22.77,87.69,763.08,5.0,172.0,0.18,2024,5,139,5,20,0,763.08
100,2024-05-19 05:30:00,7.0,0.0,1003.59,22.84,87.19,1566.57,5.0,172.0,0.61,2024,5,139,5,30,0,1566.57
101,2024-05-19 05:40:00,7.0,0.0,1003.58,23.05,86.43,3506.42,5.0,172.0,2.59,2024,5,139,5,40,0,3506.42
102,2024-05-19 05:50:00,7.0,0.0,1003.75,23.55,83.11,4569.17,5.0,172.0,3.92,2024,5,139,5,50,0,4569.17
103,2024-05-19 06:00:00,7.0,0.0,1003.93,23.81,80.91,3218.58,5.0,172.0,1.94,2024,5,139,6,0,0,3218.58
104,2024-05-19 06:10:00,7.0,0.0,1004.17,23.85,80.29,3889.0,5.0,172.0,3.05,2024,5,139,6,10,0,3889.0
105,2024-05-19 06:20:00,7.0,0.0,1004.33,24.22,77.54,6107.5,5.0,172.0,6.79,2024,5,139,6,20,0,6107.5
106,2024-05-19 06:30:00,7.0,0.0,1004.43,24.68,76.32,7698.83,5.0,172.0,10.67,2024,5,139,6,30,0,7698.83
107,2024-05-19 06:40:00,7.0,0.0,1004.46,25.19,75.44,11592.66,5.0,172.0,23.82,2024,5,139,6,40,0,11592.66
108,2024-05-19 06:50:00,7.0,0.0,1004.62,25.84,73.11,15851.75,5.0,172.0,40.81,2024,5,139,6,50,0,15851.75
109,2024-05-19 07:00:00,7.0,0.0,1004.68,26.28,71.5,13186.25,5.0,172.0,28.23,2024,5,139,7,0,0,13186.25
110,2024-05-19 07:10:00,7.0,0.0,1004.63,26.57,71.03,13404.5,5.0,172.0,29.62,2024,5,139,7,10,0,13404.5
111,2024-05-19 07:20:00,7.0,0.0,1004.65,27.51,68.36,18888.42,5.0,172.0,57.39,2024,5,139,7,20,0,18888.42
112,2024-05-19 07:30:00,7.0,0.0,1004.65,28.45,65.16,19305.5,5.0,172.0,60.23,2024,5,139,7,30,0,19305.5
113,2024-05-19 07:40:00,7.0,0.0,1004.68,29.0,62.83,22783.33,5.0,172.0,82.71,2024,5,139,7,40,0,22783.33
114,2024-05-19 07:50:00,7.0,0.0,1004.77,29.39,59.94,24913.0,5.0,172.0,98.75,2024,5,139,7,50,0,24913.0
115,2024-05-19 08:00:00,7.0,0.0,1004.76,29.58,59.35,25267.17,5.0,172.0,102.13,2024,5,139,8,0,0,25267.17
116,2024-05-19 08:10:00,7.0,0.0,1004.77,29.94,58.12,27813.75,5.0,172.0,124.36,2024,5,139,8,10,0,27813.75
117,2024-05-19 08:20:00,7.0,0.0,1004.76,30.84,55.82,31875.75,5.0,172.0,160.01,2024,5,139,8,20,0,31875.75
118,2024-05-19 08:30:00,7.0,0.0,1004.89,31.72,51.9,36313.91,5.0,172.0,203.46,2024,5,139,8,30,0,36313.91
119,2024-05-19 08:40:00,7.0,0.0,1004.94,32.36,49.2,34981.91,5.0,172.0,187.08,2024,5,139,8,40,0,34981.91
120,2024-05-19 08:50:00,7.0,0.0,1004.88,32.75,47.66,37202.58,5.0,172.0,214.05,2024,5,139,8,50,0,37202.58
121,2024-05-19 09:00:00,7.0,0.0,1004.86,33.04,46.45,32217.42,5.0,172.0,163.42,2024,5,139,9,0,0,32217.42
122,2024-05-19 09:10:00,7.0,0.0,1004.83,33.14,46.08,29358.0,5.0,172.0,136.01,2024,5,139,9,10,0,29358.0
123,2024-05-19 09:20:00,7.0,0.0,1004.81,33.08,46.52,27501.58,5.0,172.0,120.36,2024,5,139,9,20,0,27501.58
124,2024-05-19 09:30:00,7.0,0.0,1004.82,32.63,47.39,21919.33,5.0,172.0,77.53,2024,5,139,9,30,0,21919.33
125,2024-05-19 09:40:00,7.0,0.0,1004.84,31.72,49.83,20553.83,5.0,172.0,69.56,2024,5,139,9,40,0,20553.83
126,2024-05-19 09:50:00,7.0,0.0,1004.69,32.04,48.64,24061.92,5.0,172.0,95.43,2024,5,139,9,50,0,24061.92
127,2024-05-19 10:00:00,7.0,0.0,1004.68,32.64,47.08,26973.25,5.0,172.0,117.66,2024,5,139,10,0,0,26973.25
128,2024-05-19 10:10:00,7.0,0.0,1004.69,33.05,45.87,26587.58,5.0,172.0,114.06,2024,5,139,10,10,0,26587.58
129,2024-05-19 10:20:00,7.0,0.0,1004.65,33.24,45.82,26424.17,5.0,172.0,114.0,2024,5,139,10,20,0,26424.17
130,2024-05-19 10:30:00,7.0,0.0,1004.63,33.57,44.83,28280.67,5.0,172.0,129.66,2024,5,139,10,30,0,28280.67
131,2024-05-19 10:40:00,7.0,0.0,1004.64,34.43,42.2,31154.33,5.0,172.0,155.5,2024,5,139,10,40,0,31154.33
132,2024-05-19 10:50:00,7.0,0.0,1004.6,34.48,42.18,26697.5,5.0,172.0,112.26,2024,5,139,10,50,0,26697.5
133,2024-05-19 11:00:00,7.0,0.0,1004.46,34.56,41.88,26801.42,5.0,172.0,114.29,2024,5,139,11,0,0,26801.42
134,2024-05-19 11:10:00,7.0,0.0,1004.35,35.45,40.46,34188.42,5.0,172.0,190.26,2024,5,139,11,10,0,34188.42
135,2024-05-19 11:20:00,7.0,0.0,1004.37,36.44,37.46,35078.41,5.0,172.0,198.78,2024,5,139,11,20,0,35078.41
136,2024-05-19 11:30:00,7.0,0.0,1004.25,36.82,36.64,31236.0,5.0,172.0,158.09,2024,5,139,11,30,0,31236.0
137,2024-05-19 11:40:00,7.0,0.0,1004.13,36.69,36.51,34678.66,5.0,172.0,190.7,2024,5,139,11,40,0,34678.66
138,2024-05-19 11:50:00,7.0,0.0,1004.12,36.97,35.79,36686.65,5.0,172.0,208.42,2024,5,139,11,50,0,36686.65
139,2024-05-19 12:00:00,7.0,0.0,1004.12,36.52,35.86,24528.42,5.0,172.0,94.99,2024,5,139,12,0,0,24528.42
140,2024-05-19 12:10:00,7.0,0.0,1004.12,35.3,38.49,22520.58,5.0,172.0,78.7,2024,5,139,12,10,0,22520.58
141,2024-05-19 12:20:00,7.0,0.0,1004.09,34.49,40.05,18460.0,5.0,172.0,52.84,2024,5,139,12,20,0,18460.0
142,2024-05-19 12:30:00,7.0,0.0,1004.06,33.55,43.1,18756.58,5.0,172.0,54.98,2024,5,139,12,30,0,18756.58
143,2024-05-19 12:40:00,7.0,0.0,1004.03,32.9,48.2,22252.58,5.0,172.0,76.19,2024,5,139,12,40,0,22252.58
144,2024-05-19 12:50:00,7.0,0.16,1003.93,31.66,60.32,24741.0,5.0,172.0,99.9,2024,5,139,12,50,0,24741.0
145,2024-05-19 13:00:00,7.0,0.0,1003.96,30.54,65.1,23860.25,5.0,172.0,94.78,2024,5,139,13,0,0,23860.25
146,2024-05-19 13:10:00,7.0,0.0,1003.93,30.3,68.14,23049.75,5.0,172.0,91.69,2024,5,139,13,10,0,23049.75
147,2024-05-19 13:20:00,7.0,0.0,1003.85,30.57,66.34,26719.08,5.0,172.0,118.75,2024,5,139,13,20,0,26719.08
148,2024-05-19 13:30:00,7.0,0.0,1003.76,31.05,61.94,27502.75,5.0,172.0,119.09,2024,5,139,13,30,0,27502.75
149,2024-05-19 13:40:00,7.0,0.0,1003.66,31.19,61.67,24324.5,5.0,172.0,92.93,2024,5,139,13,40,0,24324.5
150,2024-05-19 13:50:00,7.0,0.0,1003.57,30.47,67.29,24947.75,5.0,172.0,100.56,2024,5,139,13,50,0,24947.75
151,2024-05-19 14:00:00,7.0,0.0,1003.41,30.84,65.1,30290.83,5.0,172.0,153.79,2024,5,139,14,0,0,30290.83
152,2024-05-19 14:10:00,7.0,0.0,1003.32,31.81,62.05,35629.16,5.0,172.0,204.67,2024,5,139,14,10,0,35629.16
153,2024-05-19 14:20:00,7.0,0.0,1003.26,33.02,54.78,33783.91,5.0,172.0,190.07,2024,5,139,14,20,0,33783.91
154,2024-05-19 14:30:00,7.0,0.0,1003.13,34.16,50.5,34635.5,5.0,172.0,198.32,2024,5,139,14,30,0,34635.5
155,2024-05-19 14:40:00,7.0,0.0,1003.06,34.2,48.9,31593.67,5.0,172.0,168.71,2024,5,139,14,40,0,31593.67
156,2024-05-19 14:50:00,7.0,0.0,1002.94,35.13,44.65,36664.75,5.0,172.0,233.82,2024,5,139,14,50,0,36664.75
157,2024-05-19 15:00:00,7.0,0.0,1002.87,36.29,39.74,36907.58,5.0,172.0,241.12,2024,5,139,15,0,0,36907.58
158,2024-05-19 15:10:00,7.0,0.0,1002.85,35.76,40.93,30293.16,5.0,172.0,152.27,2024,5,139,15,10,0,30293.16
159,2024-05-19 15:20:00,7.0,0.0,1002.82,35.33,41.82,29588.33,5.0,172.0,147.18,2024,5,139,15,20,0,29588.33
160,2024-05-19 15:30:00,7.0,0.0,1002.8,35.37,42.76,31433.42,5.0,172.0,165.98,2024,5,139,15,30,0,31433.42
161,2024-05-19 15:40:00,7.0,0.0,1002.71,36.33,40.67,40698.01,5.0,172.0,297.84,2024,5,139,15,40,0,40698.01
162,2024-05-19 15:50:00,7.0,0.0,1002.67,37.99,36.12,34626.16,5.0,172.0,217.48,2024,5,139,15,50,0,34626.16
163,2024-05-19 16:00:00,7.0,0.0,1002.63,37.54,35.6,25874.25,5.0,172.0,117.09,2024,5,139,16,0,0,25874.25
164,2024-05-19 16:10:00,7.0,0.0,1002.48,34.73,39.95,17472.58,5.0,172.0,53.57,2024,5,139,16,10,0,17472.58
165,2024-05-19 16:20:00,7.0,0.0,1002.66,33.62,42.2,18326.75,5.0,172.0,58.85,2024,5,139,16,20,0,18326.75
166,2024-05-19 16:30:00,7.0,0.0,1002.8,32.95,43.72,15658.67,5.0,172.0,41.98,2024,5,139,16,30,0,15658.67
167,2024-05-19 16:40:00,7.0,0.0,1002.91,32.02,46.19,11277.0,5.0,172.0,21.57,2024,5,139,16,40,0,11277.0
168,2024-05-19 16:50:00,7.0,0.0,1003.01,31.68,46.95,10674.83,5.0,172.0,19.05,2024,5,139,16,50,0,10674.83
169,2024-05-19 17:00:00,7.0,0.0,1003.07,31.08,48.86,8971.0,5.0,172.0,13.48,2024,5,139,17,0,0,8971.0
170,2024-05-19 17:10:00,7.0,0.0,1003.07,30.69,49.59,7569.75,5.0,172.0,9.94,2024,5,139,17,10,0,7569.75
171,2024-05-19 17:20:00,7.0,0.0,1003.12,30.2,51.19,5284.92,5.0,172.0,5.17,2024,5,139,17,20,0,5284.92
172,2024-05-19 17:30:00,7.0,0.0,1003.2,29.53,53.13,3252.17,5.0,172.0,2.02,2024,5,139,17,30,0,3252.17
173,2024-05-19 17:40:00,7.0,0.0,1003.25,28.94,55.64,2565.67,5.0,172.0,1.29,2024,5,139,17,40,0,2565.67
174,2024-05-19 17:50:00,7.0,0.0,1003.36,28.41,58.53,1766.25,5.0,172.0,0.67,2024,5,139,17,50,0,1766.25
175,2024-05-19 18:00:00,7.0,0.0,1003.37,27.94,61.03,1274.83,5.0,172.0,0.38,2024,5,139,18,0,0,1274.83
176,2024-05-19 18:10:00,7.0,0.0,1003.34,27.59,63.09,752.08,5.0,172.0,0.17,2024,5,139,18,10,0,752.08
177,2024-05-19 18:20:00,7.0,0.0,1003.32,27.25,64.64,262.17,5.0,172.0,0.03,2024,5,139,18,20,0,262.17
178,2024-05-19 18:30:00,7.0,0.0,1003.32,26.9,66.61,87.5,5.0,172.0,0.01,2024,5,139,18,30,0,87.5
179,2024-05-19 18:40:00,7.0,0.0,1003.37,26.65,67.69,27.78,5.0,172.0,0.0,2024,5,139,18,40,0,27.78
180,2024-05-20 04:50:00,7.0,0.0,1003.5,22.7,89.88,32.71,5.0,172.0,0.0,2024,5,140,4,50,0,32.71
181,2024-05-20 05:00:00,7.0,0.0,1003.53,22.73,89.45,127.33,5.0,172.0,0.01,2024,5,140,5,0,0,127.33
182,2024-05-20 05:10:00,7.0,0.0,1003.64,22.82,88.56,487.5,5.0,172.0,0.09,2024,5,140,5,10,0,487.5
183,2024-05-20 05:20:00,7.0,0.0,1003.69,22.9,87.1,1166.25,5.0,172.0,0.37,2024,5,140,5,20,0,1166.25
184,2024-05-20 05:30:00,7.0,0.0,1003.78,23.04,86.3,2227.08,5.0,172.0,1.1,2024,5,140,5,30,0,2227.08
185,2024-05-20 05:40:00,7.0,0.0,1003.78,23.26,85.45,3596.33,5.0,172.0,2.53,2024,5,140,5,40,0,3596.33
186,2024-05-20 05:50:00,7.0,0.0,1003.8,23.58,84.22,4768.92,5.0,172.0,4.17,2024,5,140,5,50,0,4768.92
187,2024-05-20 06:00:00,7.0,0.0,1003.93,24.07,82.42,6685.75,5.0,172.0,7.76,2024,5,140,6,0,0,6685.75
188,2024-05-20 06:10:00,7.0,0.0,1004.04,24.6,81.02,8541.42,5.0,172.0,12.56,2024,5,140,6,10,0,8541.42
189,2024-05-20 06:20:00,7.0,0.0,1004.1,25.07,79.56,9920.08,5.0,172.0,16.54,2024,5,140,6,20,0,9920.08
190,2024-05-20 06:30:00,7.0,0.0,1004.21,25.73,76.61,11577.33,5.0,172.0,22.17,2024,5,140,6,30,0,11577.33
191,2024-05-20 06:40:00,7.0,0.0,1004.28,26.37,73.44,14318.75,5.0,172.0,33.91,2024,5,140,6,40,0,14318.75
192,2024-05-20 06:50:00,7.0,0.0,1004.38,27.31,69.14,20857.67,5.0,172.0,73.15,2024,5,140,6,50,0,20857.67
193,2024-05-20 07:00:00,7.0,0.0,1004.52,28.55,64.26,22619.5,5.0,172.0,84.16,2024,5,140,7,0,0,22619.5
