DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),height,angle,Power(mW)
2024-05-15 09:50:00,6.0,1.56,1009.76,36.91,31.47,97006.45,5.0,208.0,1150.41
2024-05-15 10:00:00,6.0,1.12,1009.72,37.42,30.93,92921.43,5.0,208.0,1097.7
2024-05-15 10:10:00,6.0,1.52,1009.57,37.64,30.08,93217.38,5.0,208.0,1158.4
2024-05-15 10:20:00,6.0,1.03,1009.64,37.11,31.14,86444.24,5.0,208.0,1100.24
2024-05-15 10:30:00,6.0,0.99,1009.59,36.88,31.59,83813.98,5.0,208.0,1061.63
2024-05-15 10:40:00,6.0,1.63,1009.53,36.24,33.02,86542.89,5.0,208.0,1173.36
2024-05-15 10:50:00,6.0,1.89,1009.41,36.65,32.06,98822.91,5.0,208.0,1547.26
2024-05-15 11:00:00,6.0,1.67,1009.42,37.34,31.19,104864.54,5.0,208.0,1785.37
2024-05-15 11:10:00,6.0,2.58,1009.51,37.07,31.52,88695.19,5.0,208.0,1556.85
2024-05-15 11:20:00,6.0,2.21,1009.42,35.64,34.49,94057.6,5.0,208.0,1888.85
2024-05-15 11:30:00,6.0,2.85,1009.42,35.56,35.28,82432.72,5.0,208.0,1778.03
2024-05-15 11:40:00,6.0,2.66,1009.32,36.11,34.61,76279.32,5.0,208.0,1803.56
2024-05-15 11:50:00,6.0,3.3,1009.19,35.26,36.18,69154.89,5.0,208.0,1712.16
2024-05-15 12:00:00,6.0,2.26,1009.12,35.95,34.44,68438.12,5.0,208.0,1833.15
2024-05-15 12:10:00,6.0,3.51,1009.15,35.95,34.73,73108.02,5.0,208.0,2062.86
2024-05-15 12:20:00,6.0,3.17,1009.1,36.42,33.91,72246.05,5.0,208.0,2088.41
2024-05-15 12:30:00,6.0,2.46,1009.01,37.13,32.7,72990.86,5.0,208.0,2101.36
2024-05-15 12:40:00,6.0,3.14,1008.95,36.23,33.99,59577.19,5.0,208.0,1582.64
2024-05-15 12:50:00,6.0,2.97,1008.78,35.8,35.17,67214.08,5.0,208.0,1952.53
2024-05-15 13:00:00,6.0,3.04,1008.71,35.63,35.65,65463.57,5.0,208.0,1923.62
2024-05-15 13:10:00,6.0,3.07,1008.46,35.51,35.82,65342.1,5.0,208.0,1991.58
2024-05-15 13:20:00,6.0,3.47,1008.35,35.3,36.24,62394.86,5.0,208.0,1911.96
2024-05-15 13:30:00,6.0,3.55,1008.39,34.64,37.25,53395.48,5.0,208.0,1426.34
2024-05-15 13:40:00,6.0,2.73,1008.37,32.6,42.03,45530.97,5.0,208.0,775.27
2024-05-15 13:50:00,6.0,3.12,1008.34,33.47,40.11,49842.48,5.0,208.0,1138.15
2024-05-15 14:00:00,6.0,3.08,1008.26,32.26,42.86,42472.4,5.0,208.0,712.52
2024-05-15 14:10:00,6.0,2.55,1008.17,31.74,44.13,36245.75,5.0,208.0,350.78
2024-05-15 14:20:00,6.0,2.34,1008.08,31.27,45.35,31604.25,5.0,208.0,251.4
2024-05-15 14:30:00,6.0,2.09,1008.16,30.68,47.0,30380.25,5.0,208.0,235.55
2024-05-15 14:40:00,6.0,2.84,1008.05,30.22,48.0,28066.83,5.0,208.0,197.32
2024-05-15 14:50:00,6.0,2.19,1008.07,29.95,49.0,24585.08,5.0,208.0,150.72
2024-05-15 15:00:00,6.0,3.2,1008.18,29.45,50.57,25023.17,5.0,208.0,156.96
2024-05-15 15:10:00,6.0,2.71,1008.17,28.97,51.65,19729.33,5.0,208.0,92.96
2024-05-15 15:20:00,6.0,2.55,1008.09,28.63,52.62,17407.42,5.0,208.0,73.15
2024-05-15 15:30:00,6.0,2.78,1007.9,28.03,53.93,15526.25,5.0,208.0,59.11
2024-05-15 15:40:00,6.0,1.69,1008.21,28.01,54.35,11062.67,5.0,208.0,31.36
2024-05-15 15:50:00,6.0,1.67,1008.16,27.63,55.36,13172.5,5.0,208.0,41.07
2024-05-15 16:00:00,6.0,1.86,1008.4,27.68,55.25,13223.17,5.0,208.0,40.99
2024-05-15 16:10:00,6.0,1.67,1008.16,27.43,55.41,11106.5,5.0,208.0,32.11
2024-05-15 16:20:00,6.0,1.95,1008.43,27.15,56.66,9006.41,5.0,208.0,20.18
2024-05-15 16:30:00,6.0,1.21,1008.7,26.78,58.21,6408.92,5.0,208.0,11.62
2024-05-15 16:40:00,6.0,1.54,1008.65,26.5,58.93,6836.58,5.0,208.0,11.96
2024-05-15 16:50:00,6.0,1.55,1008.74,26.4,59.3,6282.33,5.0,208.0,9.68
2024-05-15 17:00:00,6.0,1.45,1009.04,26.39,59.46,4308.67,5.0,208.0,5.19
2024-05-15 17:10:00,6.0,1.17,1009.02,26.2,60.17,3630.58,5.0,208.0,3.44
2024-05-15 17:20:00,6.0,0.96,1008.95,26.01,60.69,2821.17,5.0,208.0,2.06
2024-05-15 17:30:00,6.0,1.07,1009.1,25.93,60.83,2238.08,5.0,208.0,1.12
2024-05-15 17:40:00,6.0,1.32,1009.47,25.79,61.78,1616.75,5.0,208.0,0.63
2024-05-15 17:50:00,6.0,0.67,1009.45,25.68,61.9,1230.83,5.0,208.0,0.39
2024-05-15 18:00:00,6.0,0.43,1009.58,25.59,62.21,767.5,5.0,208.0,0.16
2024-05-15 18:10:00,6.0,0.2,1009.78,25.62,62.07,485.17,5.0,208.0,0.08
2024-05-15 18:20:00,6.0,0.98,1009.65,25.33,62.71,262.67,5.0,208.0,0.03
2024-05-15 18:30:00,6.0,0.43,1009.8,25.28,62.9,69.96,5.0,208.0,0.0
2024-05-15 18:40:00,6.0,0.18,1009.89,25.35,62.84,22.5,5.0,208.0,0.0
2024-05-16 04:50:00,6.0,0.0,1011.42,19.13,90.62,33.67,5.0,208.0,0.0
2024-05-16 05:00:00,6.0,0.22,1011.56,19.32,86.37,159.75,5.0,208.0,0.02
2024-05-16 05:10:00,6.0,0.39,1011.68,19.33,87.03,572.17,5.0,208.0,0.13
2024-05-16 05:20:00,6.0,0.39,1011.76,19.81,84.22,1409.17,5.0,208.0,0.57
2024-05-16 05:30:00,6.0,0.71,1011.86,21.49,75.14,2974.58,5.0,208.0,2.47
2024-05-16 05:40:00,6.0,0.54,1012.04,23.81,67.88,4736.08,5.0,208.0,5.19
2024-05-16 05:50:00,6.0,0.52,1012.21,25.13,64.16,6539.25,5.0,208.0,8.34
2024-05-16 06:00:00,6.0,0.3,1012.34,27.17,57.1,7757.67,5.0,208.0,11.73
2024-05-16 06:10:00,6.0,0.19,1012.46,28.35,52.54,9657.0,5.0,208.0,18.01
2024-05-16 06:20:00,6.0,0.21,1012.54,30.2,46.57,10093.83,5.0,208.0,18.03
2024-05-16 06:30:00,6.0,0.22,1012.68,29.5,48.22,11106.0,5.0,208.0,19.49
2024-05-16 06:40:00,6.0,0.1,1013.0,31.53,43.55,15554.25,5.0,208.0,42.23
2024-05-16 06:50:00,6.0,0.02,1013.16,32.92,39.96,16425.67,5.0,208.0,52.31
2024-05-16 07:00:00,6.0,0.24,1013.31,35.75,33.57,19021.67,5.0,208.0,82.14
2024-05-16 07:10:00,6.0,0.02,1013.4,36.71,31.19,20678.5,5.0,208.0,90.64
2024-05-16 07:20:00,6.0,0.04,1013.5,38.1,28.61,26209.33,5.0,208.0,99.66
2024-05-16 07:30:00,6.0,0.02,1013.48,38.58,27.23,31157.33,5.0,208.0,106.1
2024-05-16 07:40:00,6.0,0.02,1013.49,39.69,24.77,38089.34,5.0,208.0,164.62
2024-05-16 07:50:00,6.0,0.35,1013.48,41.05,21.91,46672.03,5.0,208.0,260.23
2024-05-16 08:00:00,6.0,0.38,1013.33,41.08,20.69,53792.5,5.0,208.0,373.35
2024-05-16 08:10:00,6.0,0.11,1013.42,42.01,19.21,56580.9,5.0,208.0,445.83
2024-05-16 08:20:00,6.0,0.35,1013.43,43.07,17.76,59635.94,5.0,208.0,529.86
2024-05-16 08:30:00,6.0,0.24,1013.28,42.69,17.39,67750.27,5.0,208.0,666.13
2024-05-16 08:40:00,6.0,0.12,1013.19,45.09,15.1,77207.76,5.0,208.0,841.59
2024-05-16 08:50:00,6.0,0.95,1013.15,43.08,15.25,74543.0,5.0,208.0,860.99
2024-05-16 09:00:00,6.0,1.94,1013.04,38.74,21.82,82678.89,5.0,208.0,969.67
2024-05-16 09:10:00,6.0,1.97,1012.75,38.56,21.57,95898.32,5.0,208.0,1257.85
2024-05-16 09:20:00,6.0,1.47,1012.66,39.48,19.39,101841.3,5.0,208.0,1458.08
2024-05-16 09:30:00,6.0,3.51,1012.53,37.21,24.91,58276.79,5.0,208.0,579.66
2024-05-16 09:40:00,6.0,4.29,1012.39,31.81,36.15,52423.83,5.0,208.0,582.28
2024-05-16 09:50:00,6.0,4.86,1012.3,31.28,38.04,58046.25,5.0,208.0,690.85
2024-05-16 10:00:00,6.0,3.55,1012.18,32.69,35.06,82117.37,5.0,208.0,1256.58
2024-05-16 10:10:00,6.0,3.97,1012.07,32.96,34.18,79720.87,5.0,208.0,1217.74
2024-05-16 10:20:00,6.0,4.53,1012.04,32.82,33.73,87391.01,5.0,208.0,1384.28
2024-05-16 10:30:00,6.0,4.7,1011.95,31.12,37.23,47391.32,5.0,208.0,461.07
2024-05-16 10:40:00,6.0,3.54,1012.03,30.59,39.33,51025.25,5.0,208.0,566.42
2024-05-16 10:50:00,6.0,4.22,1011.91,29.84,40.96,48833.49,5.0,208.0,596.27
2024-05-16 11:00:00,6.0,3.07,1011.9,31.35,37.63,58111.89,5.0,208.0,886.55
2024-05-16 11:10:00,6.0,3.68,1011.84,30.38,39.85,39359.85,5.0,208.0,348.43
2024-05-16 11:20:00,6.0,3.47,1011.77,29.33,42.44,38799.78,5.0,208.0,341.32
2024-05-16 11:30:00,6.0,4.09,1011.91,30.33,40.26,55897.55,5.0,208.0,892.5
2024-05-16 11:40:00,6.0,3.03,1011.79,30.39,40.87,38842.81,5.0,208.0,580.67
2024-05-16 11:50:00,6.0,3.42,1011.67,32.14,36.45,58492.95,5.0,208.0,1093.5
2024-05-16 12:00:00,6.0,3.07,1011.62,31.51,37.76,41065.56,5.0,208.0,466.89
2024-05-16 12:10:00,6.0,3.88,1011.59,30.8,39.65,43713.12,5.0,208.0,532.54
2024-05-16 12:20:00,6.0,3.96,1011.54,29.82,42.94,41797.93,5.0,208.0,471.02
2024-05-16 12:30:00,6.0,3.27,1011.4,30.03,42.25,36420.29,5.0,208.0,336.0
2024-05-16 12:40:00,6.0,3.56,1011.21,29.31,43.76,34378.39,5.0,208.0,323.08
2024-05-16 12:50:00,6.0,3.51,1011.13,29.75,42.46,39812.91,5.0,208.0,463.75
2024-05-16 13:00:00,6.0,3.05,1011.09,30.34,40.79,44513.56,5.0,208.0,524.64
2024-05-16 13:10:00,6.0,2.36,1011.06,32.16,36.72,48489.93,5.0,208.0,736.27
2024-05-16 13:20:00,6.0,3.43,1011.01,30.69,39.66,40679.86,5.0,208.0,489.96
2024-05-16 13:30:00,6.0,2.96,1010.79,29.9,41.49,37956.82,5.0,208.0,522.7
2024-05-16 13:40:00,6.0,4.15,1010.62,30.85,38.73,59373.06,5.0,208.0,1543.62
2024-05-16 13:50:00,6.0,3.4,1010.64,31.51,36.99,42754.95,5.0,208.0,806.62
2024-05-16 14:00:00,6.0,2.12,1010.52,30.13,40.55,34709.91,5.0,208.0,367.35
2024-05-16 14:10:00,6.0,2.65,1010.53,30.05,40.61,35690.64,5.0,208.0,445.26
2024-05-16 14:20:00,6.0,2.26,1010.56,29.54,42.36,31227.42,5.0,208.0,261.77
2024-05-16 14:30:00,6.0,2.91,1010.43,29.36,42.19,31528.25,5.0,208.0,287.45
2024-05-16 14:40:00,6.0,2.11,1010.32,28.54,44.21,22460.5,5.0,208.0,127.43
2024-05-16 14:50:00,6.0,2.59,1010.09,27.82,46.04,19681.33,5.0,208.0,98.79
2024-05-16 15:00:00,6.0,1.72,1010.09,28.0,45.77,20964.92,5.0,208.0,107.73
2024-05-16 15:10:00,6.0,1.51,1009.98,28.1,45.48,22037.17,5.0,208.0,134.32
2024-05-16 15:20:00,6.0,1.86,1009.89,28.55,44.39,29466.75,5.0,208.0,327.16
2024-05-16 15:30:00,6.0,3.11,1009.75,28.31,44.66,23337.08,5.0,208.0,162.89
2024-05-16 15:40:00,6.0,1.52,1009.68,27.41,48.14,17993.33,5.0,208.0,82.14
2024-05-16 15:50:00,6.0,1.73,1009.57,27.36,47.79,18908.0,5.0,208.0,105.7
2024-05-16 16:00:00,6.0,1.76,1009.59,27.67,46.92,19751.08,5.0,208.0,113.14
2024-05-16 16:10:00,6.0,1.3,1009.54,27.64,47.48,13723.33,5.0,208.0,54.03
2024-05-16 16:20:00,6.0,0.51,1009.52,27.11,48.74,9928.08,5.0,208.0,28.0
2024-05-16 16:30:00,6.0,0.9,1009.66,27.14,49.0,12050.33,5.0,208.0,40.73
2024-05-16 16:40:00,6.0,1.19,1009.7,26.94,48.78,11020.17,5.0,208.0,34.27
2024-05-16 16:50:00,6.0,0.54,1009.82,27.08,48.94,11649.92,5.0,208.0,37.42
2024-05-16 17:00:00,6.0,0.33,1009.78,27.35,47.53,9234.42,5.0,208.0,21.42
2024-05-16 17:10:00,6.0,0.57,1009.81,26.62,49.3,7780.17,5.0,208.0,16.64
2024-05-16 17:20:00,6.0,0.16,1009.76,26.43,50.69,7881.17,5.0,208.0,19.54
2024-05-16 17:30:00,6.0,0.1,1009.79,26.41,50.88,6421.0,5.0,208.0,11.7
2024-05-16 17:40:00,6.0,0.04,1009.75,26.34,51.13,5318.08,5.0,208.0,8.52
2024-05-16 17:50:00,6.0,0.02,1009.69,25.92,52.71,3608.08,5.0,208.0,3.81
2024-05-16 18:00:00,6.0,0.02,1009.8,25.49,54.39,2129.92,5.0,208.0,1.82
2024-05-16 18:10:00,6.0,0.0,1009.8,25.03,55.98,1384.42,5.0,208.0,0.91
2024-05-16 18:20:00,6.0,0.04,1009.9,24.77,57.36,687.0,5.0,208.0,0.45
2024-05-16 18:30:00,6.0,0.0,1009.96,24.56,58.54,125.08,5.0,208.0,0.02
2024-05-16 18:40:00,6.0,0.0,1010.09,24.46,59.26,28.89,5.0,208.0,0.0
2024-05-17 04:50:00,6.0,0.12,1008.29,20.36,85.66,26.11,5.0,208.0,0.0
2024-05-17 05:00:00,6.0,0.04,1008.33,20.36,84.7,97.83,5.0,208.0,0.0
2024-05-17 05:10:00,6.0,0.03,1008.42,20.47,83.99,359.17,5.0,208.0,0.04
2024-05-17 05:20:00,6.0,0.28,1008.5,20.54,83.61,985.92,5.0,208.0,0.31
2024-05-17 05:30:00,6.0,0.32,1008.51,20.83,82.27,1930.58,5.0,208.0,1.09
2024-05-17 05:40:00,6.0,0.12,1008.64,21.25,80.48,3003.0,5.0,208.0,2.89
2024-05-17 05:50:00,6.0,0.1,1008.69,21.6,79.21,3313.42,5.0,208.0,3.39
2024-05-17 06:00:00,6.0,0.59,1008.84,21.79,78.83,4047.0,5.0,208.0,4.67
2024-05-17 06:10:00,6.0,0.12,1008.86,22.18,77.03,6071.58,5.0,208.0,10.77
2024-05-17 06:20:00,6.0,0.03,1008.86,22.98,73.88,9218.92,5.0,208.0,18.12
2024-05-17 06:30:00,6.0,0.07,1008.92,23.69,71.0,10605.75,5.0,208.0,25.24
2024-05-17 06:40:00,6.0,0.16,1008.98,24.42,67.96,13858.17,5.0,208.0,39.87
2024-05-17 06:50:00,6.0,0.21,1008.94,25.97,62.19,16094.33,5.0,208.0,52.4
2024-05-17 07:00:00,6.0,0.09,1008.94,27.66,56.04,17329.75,5.0,208.0,58.9
2024-05-17 07:10:00,6.0,0.2,1008.98,29.33,50.31,18521.92,5.0,208.0,72.37
2024-05-17 07:20:00,6.0,0.22,1009.01,32.37,42.27,29903.17,5.0,208.0,162.89
2024-05-17 07:30:00,6.0,0.24,1009.0,32.16,41.48,24033.75,5.0,208.0,116.7
2024-05-17 07:40:00,6.0,0.16,1009.0,30.92,44.35,26856.75,5.0,208.0,137.28
2024-05-17 07:50:00,6.0,0.3,1009.11,31.14,43.84,31230.08,5.0,208.0,182.75
2024-05-17 08:00:00,6.0,0.18,1009.13,33.9,37.97,46097.22,5.0,208.0,357.4
2024-05-17 08:10:00,6.0,0.43,1009.12,35.82,33.57,50990.5,5.0,208.0,411.99
2024-05-17 08:20:00,6.0,0.18,1009.23,40.55,25.88,66087.62,5.0,208.0,626.86
2024-05-17 08:30:00,6.0,0.51,1009.08,42.32,22.18,68572.7,5.0,208.0,650.71
2024-05-17 08:40:00,6.0,0.44,1009.08,42.68,21.6,76817.48,5.0,208.0,796.55
2024-05-17 08:50:00,6.0,0.34,1009.02,44.12,19.18,86969.83,5.0,208.0,1019.66
2024-05-17 09:00:00,6.0,0.12,1008.99,43.91,19.8,70914.03,5.0,208.0,723.91
2024-05-17 09:10:00,6.0,0.08,1008.88,45.76,17.91,93257.45,5.0,208.0,1097.83
2024-05-17 09:20:00,6.0,0.21,1008.76,48.1,15.07,101084.64,5.0,208.0,1280.61
2024-05-17 09:30:00,6.0,0.3,1008.74,49.93,13.14,111671.28,5.0,208.0,1654.9
2024-05-17 09:40:00,6.0,0.46,1008.63,48.52,14.26,86808.46,5.0,208.0,1211.78
2024-05-17 09:50:00,6.0,0.16,1008.4,46.64,15.75,72914.67,5.0,208.0,935.25
2024-05-17 10:00:00,6.0,0.1,1008.41,48.64,13.76,102371.56,5.0,208.0,1574.09
2024-05-17 10:10:00,6.0,0.29,1008.25,46.45,15.87,48053.46,5.0,208.0,516.34
2024-05-17 10:20:00,6.0,0.26,1008.14,42.16,20.44,36907.91,5.0,208.0,339.0
2024-05-17 10:30:00,6.0,0.24,1008.03,39.04,24.62,25272.33,5.0,208.0,186.11
2024-05-17 10:40:00,6.0,0.94,1007.84,35.3,31.31,30327.0,5.0,208.0,282.98
2024-05-17 10:50:00,6.0,1.31,1007.83,34.53,33.39,29405.92,5.0,208.0,225.12
2024-05-17 11:00:00,6.0,0.7,1007.76,34.44,34.12,39875.72,5.0,208.0,334.56
2024-05-17 11:10:00,6.0,0.04,1007.58,37.44,28.88,37545.84,5.0,208.0,286.29
2024-05-17 11:20:00,6.0,0.47,1007.52,37.68,28.77,35794.6,5.0,208.0,329.85
2024-05-17 11:30:00,6.0,0.23,1007.34,39.93,25.62,56465.36,5.0,208.0,945.8
2024-05-17 11:40:00,6.0,0.19,1007.3,41.26,23.75,55698.45,5.0,208.0,877.77
2024-05-17 11:50:00,6.0,0.3,1007.19,41.5,23.1,56603.9,5.0,208.0,940.51
2024-05-17 12:00:00,6.0,0.21,1007.08,39.96,25.25,40364.61,5.0,208.0,436.01
2024-05-17 12:10:00,6.0,0.22,1006.96,36.94,30.24,19770.33,5.0,208.0,88.11
2024-05-17 12:20:00,6.0,0.15,1006.9,34.04,36.03,11328.92,5.0,208.0,28.5
2024-05-17 12:30:00,6.0,0.03,1006.77,32.12,40.51,8550.83,5.0,208.0,15.96
2024-05-17 12:40:00,6.0,0.04,1006.72,31.06,43.54,7353.75,5.0,208.0,12.38
2024-05-17 12:50:00,6.0,0.0,1006.68,30.41,44.82,5768.08,5.0,208.0,7.83
2024-05-17 13:00:00,6.0,0.0,1006.53,29.88,46.53,5475.58,5.0,208.0,6.74
2024-05-17 13:10:00,6.0,0.0,1006.49,29.15,51.02,8488.17,5.0,208.0,18.1
2024-05-17 13:20:00,6.0,0.06,1006.35,28.53,57.94,13869.08,5.0,208.0,49.76
2024-05-17 13:30:00,6.0,0.02,1006.38,27.94,66.95,15875.08,5.0,208.0,65.81
2024-05-17 13:40:00,6.0,0.08,1006.24,27.82,64.31,16835.92,5.0,208.0,73.26
2024-05-17 13:50:00,6.0,0.0,1006.24,28.94,61.48,18077.17,5.0,208.0,84.74
2024-05-17 14:00:00,6.0,0.0,1006.32,30.18,55.05,17776.58,5.0,208.0,89.04
2024-05-17 14:10:00,6.0,0.0,1006.19,31.67,50.05,28880.92,5.0,208.0,235.63
2024-05-17 14:20:00,6.0,0.0,1006.27,33.57,43.03,29827.67,5.0,208.0,250.98
2024-05-17 14:30:00,6.0,0.1,1006.26,32.8,43.76,12217.92,5.0,208.0,47.99
2024-05-17 14:40:00,6.0,0.03,1006.21,31.79,46.07,7729.17,5.0,208.0,16.12
2024-05-17 14:50:00,6.0,0.0,1006.22,30.49,48.68,6380.08,5.0,208.0,10.65
2024-05-17 15:00:00,6.0,0.0,1006.22,29.99,51.38,7728.75,5.0,208.0,13.46
2024-05-17 15:10:00,6.0,0.1,1006.34,29.58,54.05,7836.92,5.0,208.0,11.57
2024-05-17 15:20:00,6.0,0.05,1006.19,29.08,55.08,8747.83,5.0,208.0,16.87
2024-05-17 15:30:00,6.0,0.0,1006.03,29.64,53.97,15328.17,5.0,208.0,69.98
2024-05-17 15:40:00,6.0,0.0,1006.12,31.26,49.75,19121.25,5.0,208.0,101.8
2024-05-17 15:50:00,6.0,0.03,1006.12,33.43,43.68,28208.0,5.0,208.0,323.45
2024-05-17 16:00:00,6.0,0.04,1006.05,35.76,37.58,29821.66,5.0,208.0,387.32
2024-05-17 16:10:00,6.0,0.0,1005.8,35.57,36.9,18252.08,5.0,208.0,140.7
2024-05-17 16:20:00,6.0,0.18,1006.04,33.73,39.34,11214.58,5.0,208.0,60.74
2024-05-17 16:30:00,6.0,0.04,1006.05,32.14,43.76,5466.75,5.0,208.0,7.73
2024-05-17 16:40:00,6.0,0.0,1006.12,30.94,47.53,4827.5,5.0,208.0,5.24
2024-05-17 16:50:00,6.0,0.0,1006.15,29.21,52.79,3007.08,5.0,208.0,1.9
2024-05-17 17:00:00,6.0,0.02,1006.27,28.42,55.93,2754.67,5.0,208.0,1.65
2024-05-17 17:10:00,6.0,0.0,1006.45,27.99,57.45,1880.67,5.0,208.0,0.89
2024-05-17 17:20:00,6.0,0.0,1006.33,27.13,64.88,1426.58,5.0,208.0,0.57
2024-05-17 17:30:00,6.0,0.02,1006.3,25.54,75.71,2004.5,5.0,208.0,1.57
2024-05-17 17:40:00,6.0,0.0,1006.43,24.76,85.51,2917.75,5.0,208.0,2.89
2024-05-17 17:50:00,6.0,0.06,1006.46,24.5,87.35,1728.0,5.0,208.0,0.96
2024-05-17 18:00:00,6.0,0.04,1006.31,24.14,87.47,1168.58,5.0,208.0,0.55
2024-05-17 18:10:00,6.0,0.03,1006.17,23.79,87.93,749.0,5.0,208.0,0.22
2024-05-17 18:20:00,6.0,0.04,1006.21,23.7,88.5,331.67,5.0,208.0,0.05
2024-05-17 18:30:00,6.0,0.02,1006.32,23.72,89.28,101.5,5.0,208.0,0.0
2024-05-17 18:40:00,6.0,0.0,1006.42,23.62,89.52,29.16,5.0,208.0,0.0
2024-05-18 04:50:00,6.0,0.17,1005.15,20.9,92.15,28.06,5.0,208.0,0.0
2024-05-18 05:00:00,6.0,0.05,1005.16,20.92,91.84,142.5,5.0,208.0,0.03
2024-05-18 05:10:00,6.0,0.28,1005.24,21.1,90.91,615.58,5.0,208.0,0.25
2024-05-18 05:20:00,6.0,0.23,1005.25,21.54,89.11,1522.5,5.0,208.0,1.02
2024-05-18 05:30:00,6.0,0.37,1005.42,23.15,82.39,3163.42,5.0,208.0,3.29
2024-05-18 05:40:00,6.0,0.39,1005.45,24.76,75.45,5169.17,5.0,208.0,7.0
2024-05-18 05:50:00,6.0,0.24,1005.45,26.06,69.94,6707.58,5.0,208.0,10.34
