,idx,DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),height,angle,Power(mW),SunlightPred
41,41,2024-03-02 11:50:00,10.0,0.81,1019.09,19.6,76.68,21938.33,1.0,223.0,101.89,21938.33
42,42,2024-03-02 12:00:00,10.0,0.55,1019.17,17.05,83.38,5103.17,1.0,223.0,4.01,5103.17
43,43,2024-03-02 12:10:00,10.0,0.18,1019.12,16.4,87.58,7435.33,1.0,223.0,8.34,7435.33
44,44,2024-03-02 12:20:00,10.0,0.24,1018.96,16.39,90.54,10801.25,1.0,223.0,21.94,10801.25
45,45,2024-03-02 12:30:00,10.0,0.1,1018.74,17.32,89.02,17236.83,1.0,223.0,58.17,17236.83
46,46,2024-03-02 12:40:00,10.0,0.03,1018.66,17.49,88.62,9173.42,1.0,223.0,14.25,9173.42
47,47,2024-03-02 12:50:00,10.0,0.11,1018.42,16.56,90.21,8302.17,1.0,223.0,12.22,8302.17
48,48,2024-03-02 13:00:00,10.0,0.02,1018.15,17.04,91.18,10223.58,1.0,223.0,17.88,10223.58
49,49,2024-03-02 13:10:00,10.0,0.32,1017.92,16.74,90.09,7796.92,1.0,223.0,10.11,7796.92
50,50,2024-03-02 13:20:00,10.0,0.0,1017.8,16.32,91.84,6086.0,1.0,223.0,5.25,6086.0
51,51,2024-03-02 13:30:00,10.0,0.07,1017.58,16.48,91.35,7522.0,1.0,223.0,8.17,7522.0
52,52,2024-03-02 13:40:00,10.0,0.13,1017.43,16.68,90.34,10774.83,1.0,223.0,18.48,10774.83
53,53,2024-03-02 13:50:00,10.0,0.52,1017.14,17.67,85.15,17905.17,1.0,223.0,52.47,17905.17
54,54,2024-03-02 14:00:00,10.0,0.36,1017.07,16.99,85.3,8848.66,1.0,223.0,13.0,8848.66
55,55,2024-03-02 14:10:00,10.0,0.51,1016.93,16.61,85.83,7847.5,1.0,223.0,10.22,7847.5
56,56,2024-03-02 14:20:00,10.0,0.4,1016.86,16.74,86.46,7670.83,1.0,223.0,9.65,7670.83
57,57,2024-03-02 14:30:00,10.0,0.45,1016.87,16.63,86.28,7543.42,1.0,223.0,9.43,7543.42
58,58,2024-03-02 14:40:00,10.0,0.14,1016.72,16.66,88.7,7489.08,1.0,223.0,10.04,7489.08
59,59,2024-03-02 14:50:00,10.0,0.03,1016.68,16.49,87.63,6617.0,1.0,223.0,7.88,6617.0
60,60,2024-03-02 15:00:00,10.0,0.08,1016.61,16.77,89.2,7440.33,1.0,223.0,10.69,7440.33
61,61,2024-03-02 15:10:00,10.0,0.03,1016.61,16.48,90.78,3481.75,1.0,223.0,2.32,3481.75
62,62,2024-03-02 15:20:00,10.0,0.04,1016.56,16.27,91.42,3470.92,1.0,223.0,2.2,3470.92
63,63,2024-03-02 15:30:00,10.0,0.33,1016.6,16.11,90.86,3085.17,1.0,223.0,1.71,3085.17
64,64,2024-03-02 15:40:00,10.0,0.0,1016.63,16.04,92.49,2863.42,1.0,223.0,1.48,2863.42
65,65,2024-03-02 15:50:00,10.0,0.04,1016.45,16.03,91.89,3044.92,1.0,223.0,1.72,3044.92
66,66,2024-03-02 16:00:00,10.0,0.22,1016.47,16.01,91.14,2784.75,1.0,223.0,1.46,2784.75
67,67,2024-03-02 16:10:00,10.0,0.0,1016.54,15.91,91.72,2294.84,1.0,223.0,0.98,2294.84
68,68,2024-03-02 16:20:00,10.0,0.08,1016.61,15.95,92.14,2323.33,1.0,223.0,1.03,2323.33
69,69,2024-03-02 16:30:00,10.0,0.04,1016.77,15.98,92.42,2153.16,1.0,223.0,0.93,2153.16
70,70,2024-03-02 16:40:00,10.0,0.0,1016.69,16.06,92.07,2514.67,1.0,223.0,1.22,2514.67
71,71,2024-03-02 16:50:00,10.0,0.08,1016.79,15.96,90.79,1578.92,1.0,223.0,0.51,1578.92
72,72,2024-03-02 17:00:00,10.0,0.06,1016.91,15.78,91.12,1096.08,1.0,223.0,0.28,1096.08
73,73,2024-03-02 17:10:00,10.0,0.48,1017.22,15.66,91.3,646.5,1.0,223.0,0.11,646.5
74,74,2024-03-02 17:20:00,10.0,0.5,1017.4,15.53,91.41,407.08,1.0,223.0,0.05,407.08
75,75,2024-03-02 17:30:00,10.0,0.24,1017.51,15.47,92.22,254.75,1.0,223.0,0.02,254.75
76,76,2024-03-02 17:40:00,10.0,0.03,1017.6,15.39,93.39,172.08,1.0,223.0,0.01,172.08
77,77,2024-03-02 17:50:00,10.0,0.1,1017.72,15.28,94.04,70.25,1.0,223.0,0.0,70.25
78,78,2024-03-02 18:00:00,10.0,0.26,1017.73,15.22,94.56,30.83,1.0,223.0,0.0,30.83
79,79,2024-03-03 06:00:00,10.0,0.07,1018.43,14.85,97.56,30.33,1.0,223.0,0.0,30.33
80,80,2024-03-03 06:10:00,10.0,0.04,1018.5,14.88,97.65,65.67,1.0,223.0,0.0,65.67
81,81,2024-03-03 06:20:00,10.0,0.03,1018.56,15.03,97.76,175.0,1.0,223.0,0.02,175.0
82,82,2024-03-03 06:30:00,10.0,0.04,1018.62,15.05,97.61,378.75,1.0,223.0,0.04,378.75
83,83,2024-03-03 06:40:00,10.0,0.0,1018.69,15.13,97.58,685.83,1.0,223.0,0.12,685.83
84,84,2024-03-03 06:50:00,10.0,0.0,1018.74,15.19,97.43,1033.58,1.0,223.0,0.25,1033.58
85,85,2024-03-03 07:00:00,10.0,0.0,1018.79,15.26,97.25,1414.67,1.0,223.0,0.43,1414.67
86,86,2024-03-03 07:10:00,10.0,0.0,1018.82,15.41,97.07,2401.0,1.0,223.0,1.15,2401.0
87,87,2024-03-03 07:20:00,10.0,0.0,1018.8,15.66,96.93,2823.08,1.0,223.0,1.46,2823.08
88,88,2024-03-03 07:30:00,10.0,0.0,1018.81,15.72,96.34,3460.5,1.0,223.0,2.21,3460.5
89,89,2024-03-03 07:40:00,10.0,0.0,1018.84,15.72,96.05,3346.25,1.0,223.0,2.06,3346.25
90,90,2024-03-03 07:50:00,10.0,0.05,1018.95,15.79,95.61,3384.0,1.0,223.0,2.16,3384.0
91,91,2024-03-03 08:00:00,10.0,0.02,1018.96,15.94,95.48,3714.25,1.0,223.0,2.65,3714.25
92,92,2024-03-03 08:10:00,10.0,0.14,1018.94,16.08,95.33,4732.33,1.0,223.0,4.03,4732.33
93,93,2024-03-03 08:20:00,10.0,0.0,1018.92,16.48,94.81,6501.42,1.0,223.0,7.46,6501.42
94,94,2024-03-03 08:30:00,10.0,0.1,1019.02,16.62,93.89,6369.42,1.0,223.0,7.28,6369.42
95,95,2024-03-03 08:40:00,10.0,0.07,1019.09,16.58,93.29,5642.08,1.0,223.0,6.27,5642.08
96,96,2024-03-03 08:50:00,10.0,0.12,1019.11,16.75,93.51,5713.08,1.0,223.0,6.46,5713.08
97,97,2024-03-03 09:00:00,10.0,0.0,1019.07,17.21,91.89,9853.08,1.0,223.0,21.19,9853.08
98,98,2024-03-03 09:10:00,10.0,0.14,1018.97,19.23,86.76,20132.83,1.0,223.0,80.49,20132.83
99,99,2024-03-03 09:20:00,10.0,0.45,1018.92,19.91,82.51,21707.25,1.0,223.0,90.43,21707.25
100,100,2024-03-03 09:30:00,10.0,0.06,1018.75,21.13,78.55,26444.92,1.0,223.0,141.52,26444.92
101,101,2024-03-03 09:40:00,10.0,0.24,1018.38,26.2,62.35,45897.88,1.0,223.0,402.73,45897.88
102,102,2024-03-03 09:50:00,10.0,0.28,1018.28,24.72,60.4,29469.17,1.0,223.0,154.43,29469.17
103,103,2024-03-03 10:00:00,10.0,0.17,1018.18,24.13,64.54,31602.33,1.0,223.0,171.62,31602.33
104,104,2024-03-03 10:10:00,10.0,0.2,1018.01,24.66,61.88,30652.08,1.0,223.0,162.48,30652.08
105,105,2024-03-03 10:20:00,10.0,0.51,1017.75,28.93,50.95,57022.67,1.0,223.0,769.55,57022.67
106,106,2024-03-03 10:30:00,10.0,0.68,1017.63,24.34,59.7,17551.5,1.0,223.0,53.51,17551.5
107,107,2024-03-03 10:40:00,10.0,0.52,1017.5,22.66,65.5,25505.51,1.0,223.0,131.03,25505.51
108,108,2024-03-03 10:50:00,10.0,0.52,1017.15,31.23,46.13,100755.1,1.0,223.0,1801.3,100755.1
109,109,2024-03-03 11:00:00,10.0,0.49,1016.85,36.03,34.65,96299.38,1.0,223.0,1443.25,96299.38
110,110,2024-03-03 11:10:00,10.0,0.81,1016.79,34.72,35.63,89371.17,1.0,223.0,1257.7,89371.17
111,111,2024-03-03 11:20:00,10.0,0.52,1016.65,33.41,35.23,78794.4,1.0,223.0,991.25,78794.4
112,112,2024-03-03 11:30:00,10.0,0.98,1016.52,32.92,37.49,66867.54,1.0,223.0,833.7,66867.54
113,113,2024-03-03 11:40:00,10.0,0.9,1016.48,29.56,42.83,60354.15,1.0,223.0,669.25,60354.15
114,114,2024-03-03 11:50:00,10.0,1.26,1016.34,31.7,37.83,76158.75,1.0,223.0,1011.83,76158.75
115,115,2024-03-03 12:00:00,10.0,0.9,1016.15,30.13,41.27,46552.9,1.0,223.0,377.29,46552.9
116,116,2024-03-03 12:10:00,10.0,1.12,1016.06,26.88,49.2,32180.25,1.0,223.0,173.71,32180.25
117,117,2024-03-03 12:20:00,10.0,1.06,1015.97,25.96,52.13,25649.42,1.0,223.0,115.23,25649.42
118,118,2024-03-03 12:30:00,10.0,0.97,1015.83,24.12,56.66,16319.25,1.0,223.0,47.18,16319.25
119,119,2024-03-03 12:40:00,10.0,1.04,1015.59,24.03,56.61,18246.17,1.0,223.0,59.68,18246.17
120,120,2024-03-03 12:50:00,10.0,0.92,1015.37,23.89,56.89,19229.08,1.0,223.0,64.59,19229.08
121,121,2024-03-03 13:00:00,10.0,0.94,1015.15,24.22,55.15,24041.92,1.0,223.0,98.78,24041.92
122,122,2024-03-03 13:10:00,10.0,0.92,1014.97,24.56,54.92,28156.08,1.0,223.0,129.89,28156.08
123,123,2024-03-03 13:20:00,10.0,1.0,1014.71,28.35,45.46,82247.41,1.0,223.0,1182.29,82247.41
124,124,2024-03-03 13:30:00,10.0,0.95,1014.62,28.05,44.93,30181.28,1.0,223.0,154.3,30181.28
125,125,2024-03-03 13:40:00,10.0,1.05,1014.58,25.88,50.39,21191.66,1.0,223.0,75.89,21191.66
126,126,2024-03-03 13:50:00,10.0,0.91,1014.56,24.77,53.49,17236.83,1.0,223.0,51.87,17236.83
127,127,2024-03-03 14:00:00,10.0,0.82,1014.55,23.75,58.44,14797.58,1.0,223.0,38.5,14797.58
128,128,2024-03-03 14:10:00,10.0,0.82,1014.44,23.57,59.04,15296.33,1.0,223.0,40.77,15296.33
129,129,2024-03-03 14:20:00,10.0,0.74,1014.37,23.35,58.34,13977.25,1.0,223.0,33.83,13977.25
130,130,2024-03-03 14:30:00,10.0,0.98,1014.31,23.21,58.57,15125.17,1.0,223.0,38.32,15125.17
131,131,2024-03-03 14:40:00,10.0,0.84,1014.34,23.36,58.46,14946.25,1.0,223.0,36.84,14946.25
132,132,2024-03-03 14:50:00,10.0,0.97,1014.32,22.89,59.13,11696.33,1.0,223.0,23.08,11696.33
133,133,2024-03-03 15:00:00,10.0,0.76,1014.26,22.44,61.93,9918.67,1.0,223.0,17.09,9918.67
134,134,2024-03-03 15:10:00,10.0,0.68,1014.27,22.42,62.47,8784.58,1.0,223.0,13.72,8784.58
135,135,2024-03-03 15:20:00,10.0,0.62,1014.26,22.57,62.08,9709.67,1.0,223.0,16.56,9709.67
136,136,2024-03-03 15:30:00,10.0,0.85,1014.19,22.55,62.51,11126.83,1.0,223.0,20.74,11126.83
137,137,2024-03-03 15:40:00,10.0,1.04,1014.15,22.35,62.03,13516.67,1.0,223.0,30.13,13516.67
138,138,2024-03-03 15:50:00,10.0,0.92,1014.19,22.32,64.34,11320.83,1.0,223.0,21.52,11320.83
139,139,2024-03-03 16:00:00,10.0,1.0,1014.2,22.28,64.91,12713.67,1.0,223.0,26.39,12713.67
140,140,2024-03-03 16:10:00,10.0,1.12,1014.28,21.79,64.84,8950.5,1.0,223.0,12.04,8950.5
141,141,2024-03-03 16:20:00,10.0,0.44,1014.5,21.42,66.6,8195.41,1.0,223.0,9.82,8195.41
142,142,2024-03-03 16:30:00,10.0,0.6,1014.61,20.95,68.68,6035.58,1.0,223.0,4.55,6035.58
143,143,2024-03-03 16:40:00,10.0,0.41,1014.63,20.64,70.35,5491.58,1.0,223.0,3.64,5491.58
144,144,2024-03-03 16:50:00,10.0,0.2,1014.67,20.43,70.84,4458.42,1.0,223.0,2.4,4458.42
145,145,2024-03-03 17:00:00,10.0,0.55,1014.7,20.11,71.8,3532.67,1.0,223.0,1.57,3532.67
146,146,2024-03-03 17:10:00,10.0,0.25,1014.79,19.86,74.15,2702.08,1.0,223.0,1.0,2702.08
147,147,2024-03-03 17:20:00,10.0,0.05,1014.82,19.58,76.23,1878.5,1.0,223.0,0.54,1878.5
148,148,2024-03-03 17:30:00,10.0,0.1,1014.88,19.41,78.33,1280.58,1.0,223.0,0.28,1280.58
149,149,2024-03-03 17:40:00,10.0,0.0,1014.95,18.74,82.72,771.17,1.0,223.0,0.11,771.17
150,150,2024-03-03 17:50:00,10.0,0.0,1014.92,18.34,83.62,351.5,1.0,223.0,0.03,351.5
151,151,2024-03-03 18:00:00,10.0,0.0,1014.99,18.05,84.55,93.5,1.0,223.0,0.01,93.5
152,152,2024-03-03 18:10:00,10.0,0.0,1015.08,17.91,85.01,23.75,1.0,223.0,0.0,23.75
153,153,2024-03-04 05:50:00,10.0,1.92,1014.38,15.34,91.41,20.0,1.0,223.0,0.01,20.0
154,154,2024-03-04 06:00:00,10.0,2.17,1014.4,15.51,90.53,76.08,1.0,223.0,0.01,76.08
155,155,2024-03-04 06:10:00,10.0,2.12,1014.43,15.71,89.29,314.08,1.0,223.0,0.03,314.08
156,156,2024-03-04 06:20:00,10.0,2.29,1014.52,15.7,89.04,764.33,1.0,223.0,0.14,764.33
157,157,2024-03-04 06:30:00,10.0,1.97,1014.67,15.71,88.97,1377.42,1.0,223.0,0.42,1377.42
158,158,2024-03-04 06:40:00,10.0,1.56,1014.79,15.9,88.26,2091.58,1.0,223.0,0.9,2091.58
159,159,2024-03-04 06:50:00,10.0,1.73,1014.77,16.23,86.78,3001.75,1.0,223.0,2.02,3001.75
160,160,2024-03-04 07:00:00,10.0,2.34,1014.85,16.66,85.21,4110.92,1.0,223.0,3.8,4110.92
161,161,2024-03-04 07:10:00,10.0,1.84,1014.8,18.5,78.05,5110.67,1.0,223.0,5.81,5110.67
162,162,2024-03-04 07:20:00,10.0,2.0,1014.73,20.8,68.29,6094.42,1.0,223.0,8.11,6094.42
163,163,2024-03-04 07:30:00,10.0,1.66,1014.68,23.37,60.01,7020.75,1.0,223.0,10.88,7020.75
164,164,2024-03-04 07:40:00,10.0,1.97,1014.63,26.05,50.44,7862.58,1.0,223.0,15.58,7862.58
165,165,2024-03-04 07:50:00,10.0,2.06,1014.62,27.14,46.44,8534.67,1.0,223.0,24.63,8534.67
166,166,2024-03-04 08:00:00,10.0,2.19,1014.55,28.13,44.03,9246.42,1.0,223.0,44.38,9246.42
167,167,2024-03-04 08:10:00,10.0,2.2,1014.54,28.86,42.88,10153.5,1.0,223.0,72.21,10153.5
168,168,2024-03-04 08:20:00,10.0,2.01,1014.46,29.82,40.73,18246.83,1.0,223.0,119.56,18246.83
169,169,2024-03-04 08:30:00,10.0,1.91,1014.38,30.94,37.61,29835.75,1.0,223.0,172.75,29835.75
170,170,2024-03-04 08:40:00,10.0,2.95,1014.28,30.59,37.85,34190.83,1.0,223.0,233.7,34190.83
171,171,2024-03-04 08:50:00,10.0,2.22,1014.15,31.08,36.66,38924.5,1.0,223.0,303.93,38924.5
172,172,2024-03-04 09:00:00,10.0,1.71,1014.02,33.38,33.6,43742.94,1.0,223.0,375.21,43742.94
173,173,2024-03-04 09:10:00,10.0,2.79,1013.93,32.6,34.33,48660.81,1.0,223.0,460.56,48660.81
174,174,2024-03-04 09:20:00,10.0,2.98,1013.93,32.34,34.71,54142.18,1.0,223.0,554.87,54142.18
175,175,2024-03-04 09:30:00,10.0,2.8,1013.81,33.37,31.87,60592.24,1.0,223.0,655.97,60592.24
176,176,2024-03-04 09:40:00,10.0,2.9,1013.64,33.31,32.67,67260.98,1.0,223.0,758.42,67260.98
177,177,2024-03-04 09:50:00,10.0,2.4,1013.52,34.44,31.66,71625.24,1.0,223.0,858.84,71625.24
178,178,2024-03-04 10:00:00,10.0,2.24,1013.36,35.94,28.91,73516.44,1.0,223.0,971.5,73516.44
179,179,2024-03-04 10:10:00,10.0,3.22,1013.17,35.72,29.51,76775.8,1.0,223.0,1085.54,76775.8
180,180,2024-03-04 10:20:00,10.0,2.33,1013.02,36.22,28.17,80815.17,1.0,223.0,1202.93,80815.17
181,181,2024-03-04 10:30:00,10.0,3.32,1012.95,36.37,26.67,84004.98,1.0,223.0,1302.7,84004.98
182,182,2024-03-04 10:40:00,10.0,1.78,1012.67,37.73,24.87,87870.78,1.0,223.0,1391.07,87870.78
183,183,2024-03-04 10:50:00,10.0,2.08,1012.43,38.72,24.13,91641.52,1.0,223.0,1483.66,91641.52
184,184,2024-03-04 11:00:00,10.0,1.28,1012.25,40.35,22.29,95004.55,1.0,223.0,1556.24,95004.55
185,185,2024-03-04 11:10:00,10.0,1.44,1012.12,40.11,23.6,99038.18,1.0,223.0,1609.12,99038.18
186,186,2024-03-04 11:20:00,10.0,1.39,1011.84,41.58,21.41,102219.0,1.0,223.0,1648.84,102219.0
187,187,2024-03-04 11:30:00,10.0,1.52,1011.51,40.71,21.55,103607.44,1.0,223.0,1694.63,103607.44
188,188,2024-03-04 11:40:00,10.0,1.55,1011.16,40.45,22.11,105989.38,1.0,223.0,1745.4,105989.38
189,189,2024-03-04 11:50:00,10.0,1.62,1010.99,40.03,21.62,108729.26,1.0,223.0,1772.7,108729.26
190,190,2024-03-04 12:00:00,10.0,1.93,1010.75,40.11,24.32,111811.8,1.0,223.0,1807.75,111811.8
191,191,2024-03-04 12:10:00,10.0,2.14,1010.58,39.53,22.38,114338.02,1.0,223.0,1828.68,114338.02
192,192,2024-03-04 12:20:00,10.0,1.89,1010.26,40.09,21.64,115445.62,1.0,223.0,1835.5,115445.62
193,193,2024-03-04 12:30:00,10.0,1.48,1010.02,41.28,22.87,116251.16,1.0,223.0,1821.05,116251.16
194,194,2024-03-04 12:40:00,10.0,1.61,1009.83,39.9,24.11,116971.53,1.0,223.0,1837.44,116971.53
195,195,2024-03-04 12:50:00,10.0,2.47,1009.71,38.26,26.49,117599.36,1.0,223.0,1865.9,117599.36
196,196,2024-03-04 13:00:00,10.0,1.91,1009.51,38.74,26.73,117354.26,1.0,223.0,1857.09,117354.26
197,197,2024-03-04 13:10:00,10.0,1.48,1009.28,39.71,24.75,115623.69,1.0,223.0,1826.29,115623.69
198,198,2024-03-04 13:20:00,10.0,2.47,1009.22,38.04,26.68,113484.87,1.0,223.0,1840.26,113484.87
199,199,2024-03-04 13:30:00,10.0,2.51,1008.98,37.26,28.57,105798.92,1.0,223.0,1680.56,105798.92
200,200,2024-03-04 13:40:00,10.0,2.31,1008.84,36.61,29.92,107514.57,1.0,223.0,1710.28,107514.57
201,201,2024-03-04 13:50:00,10.0,3.34,1008.8,34.83,32.6,83603.23,1.0,223.0,1359.55,83603.23
202,202,2024-03-04 14:00:00,10.0,3.29,1008.73,33.39,35.26,105701.17,1.0,223.0,1737.09,105701.17
203,203,2024-03-04 14:10:00,10.0,3.11,1008.54,34.8,32.85,104502.11,1.0,223.0,1729.43,104502.11
204,204,2024-03-04 14:20:00,10.0,3.27,1008.54,34.4,33.68,89975.46,1.0,223.0,1533.06,89975.46
205,205,2024-03-04 14:30:00,10.0,2.91,1008.45,33.82,35.09,59780.57,1.0,223.0,961.13,59780.57
206,206,2024-03-04 14:40:00,10.0,2.48,1008.35,34.22,34.04,90768.78,1.0,223.0,1411.28,90768.78
207,207,2024-03-04 14:50:00,10.0,2.5,1008.38,32.74,37.04,50608.42,1.0,223.0,602.28,50608.42
208,208,2024-03-04 15:00:00,10.0,2.47,1008.39,32.52,36.26,63768.58,1.0,223.0,808.11,63768.58
209,209,2024-03-04 15:10:00,10.0,1.7,1008.36,32.1,36.14,44243.76,1.0,223.0,461.21,44243.76
210,210,2024-03-04 15:20:00,10.0,2.17,1008.23,34.11,32.64,71523.17,1.0,223.0,958.67,71523.17
211,211,2024-03-04 15:30:00,10.0,1.84,1008.3,34.39,32.54,49456.01,1.0,223.0,595.1,49456.01
212,212,2024-03-04 15:40:00,10.0,2.17,1008.52,30.08,41.03,13993.0,1.0,223.0,24.6,13993.0
213,213,2024-03-04 15:50:00,10.0,1.88,1008.62,28.73,44.11,12443.42,1.0,223.0,19.31,12443.42
214,214,2024-03-04 16:00:00,10.0,2.6,1008.67,28.27,45.98,11736.83,1.0,223.0,16.87,11736.83
215,215,2024-03-04 16:10:00,10.0,1.91,1008.74,28.01,47.23,10512.17,1.0,223.0,14.29,10512.17
216,216,2024-03-04 16:20:00,10.0,1.94,1008.79,27.41,48.56,8185.0,1.0,223.0,9.61,8185.0
217,217,2024-03-04 16:30:00,10.0,2.24,1008.76,27.25,48.89,7916.33,1.0,223.0,9.84,7916.33
218,218,2024-03-04 16:40:00,10.0,1.5,1009.03,26.71,50.97,4009.5,1.0,223.0,3.06,4009.5
219,219,2024-03-04 16:50:00,10.0,1.08,1009.12,26.32,53.56,3620.33,1.0,223.0,2.46,3620.33
220,220,2024-03-04 17:00:00,10.0,0.04,1009.27,26.11,54.21,3602.67,1.0,223.0,2.38,3602.67
221,221,2024-03-04 17:10:00,10.0,0.1,1009.36,26.0,55.12,3038.5,1.0,223.0,1.68,3038.5
222,222,2024-03-04 17:20:00,10.0,0.02,1009.35,25.82,56.13,2259.83,1.0,223.0,0.89,2259.83
223,223,2024-03-04 17:30:00,10.0,0.15,1009.34,25.04,58.44,1195.08,1.0,223.0,0.25,1195.08
224,224,2024-03-04 17:40:00,10.0,0.02,1009.39,24.73,60.04,569.33,1.0,223.0,0.08,569.33
225,225,2024-03-04 17:50:00,10.0,0.08,1009.36,24.46,60.89,283.08,1.0,223.0,0.02,283.08
226,226,2024-03-04 18:00:00,10.0,0.0,1009.31,24.33,62.09,85.17,1.0,223.0,0.0,85.17
227,227,2024-03-04 18:10:00,10.0,0.08,1009.26,24.14,63.0,22.92,1.0,223.0,0.0,22.92
228,228,2024-03-05 05:50:00,10.0,1.83,1008.74,19.98,86.05,21.66,1.0,223.0,0.0,21.66
229,229,2024-03-05 06:00:00,10.0,1.18,1008.83,20.04,85.76,58.25,1.0,223.0,0.0,58.25
230,230,2024-03-05 06:10:00,10.0,0.96,1008.81,20.08,86.32,181.75,1.0,223.0,0.02,181.75
