,idx,DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),height,angle,Power(mW),SunlightPred
47,47,2024-05-18 10:40:00,7.0,0.0,1005.82,47.65,15.96,115306.9,5.0,172.0,2035.77,115306.9
48,48,2024-05-18 10:50:00,7.0,0.0,1005.6,48.12,15.07,101066.85,5.0,172.0,1496.61,101066.85
49,49,2024-05-18 11:00:00,7.0,0.0,1005.43,48.68,14.72,113523.32,5.0,172.0,1899.85,113523.32
50,50,2024-05-18 11:10:00,7.0,0.0,1005.22,47.03,16.38,94844.63,5.0,172.0,1307.53,94844.63
51,51,2024-05-18 11:20:00,7.0,0.0,1005.02,44.73,18.66,81903.72,5.0,172.0,1057.93,81903.72
52,52,2024-05-18 11:30:00,7.0,0.0,1004.81,42.8,20.88,96700.62,5.0,172.0,1422.39,96700.62
53,53,2024-05-18 11:40:00,7.0,0.0,1004.62,44.39,19.01,109423.21,5.0,172.0,1657.48,109423.21
54,54,2024-05-18 11:50:00,7.0,0.0,1004.5,44.43,19.01,89871.6,5.0,172.0,1141.34,89871.6
55,55,2024-05-18 12:00:00,7.0,0.0,1004.43,43.08,20.67,113009.06,5.0,172.0,1840.6,113009.06
56,56,2024-05-18 12:10:00,7.0,0.0,1004.31,44.65,18.92,117665.66,5.0,172.0,2026.41,117665.66
57,57,2024-05-18 12:20:00,7.0,0.0,1004.05,42.04,22.11,103097.86,5.0,172.0,1537.7,103097.86
58,58,2024-05-18 12:30:00,7.0,0.0,1003.93,41.04,23.91,73418.16,5.0,172.0,851.04,73418.16
59,59,2024-05-18 12:40:00,7.0,0.0,1003.82,39.09,27.36,62834.02,5.0,172.0,644.08,62834.02
60,60,2024-05-18 12:50:00,7.0,0.0,1003.77,39.5,27.02,57111.87,5.0,172.0,527.22,57111.87
61,61,2024-05-18 13:00:00,7.0,0.0,1003.71,37.3,30.93,48603.31,5.0,172.0,370.63,48603.31
62,62,2024-05-18 13:10:00,7.0,0.0,1003.6,36.77,32.44,50689.12,5.0,172.0,407.42,50689.12
63,63,2024-05-18 13:20:00,7.0,0.0,1003.48,35.71,35.33,39892.92,5.0,172.0,254.22,39892.92
64,64,2024-05-18 13:30:00,7.0,0.0,1003.44,34.67,37.79,29774.33,5.0,172.0,141.8,29774.33
65,65,2024-05-18 13:40:00,7.0,0.0,1003.37,33.76,40.76,25697.17,5.0,172.0,105.65,25697.17
66,66,2024-05-18 13:50:00,7.0,0.0,1003.33,32.49,44.29,15729.5,5.0,172.0,40.02,15729.5
67,67,2024-05-18 14:00:00,7.0,0.0,1003.26,31.06,50.33,13886.75,5.0,172.0,31.51,13886.75
68,68,2024-05-18 14:10:00,7.0,0.0,1003.31,30.66,54.06,18938.75,5.0,172.0,57.77,18938.75
69,69,2024-05-18 14:20:00,7.0,0.0,1003.34,29.5,63.4,21450.58,5.0,172.0,75.73,21450.58
70,70,2024-05-18 14:30:00,7.0,0.0,1003.27,29.24,63.08,25004.83,5.0,172.0,104.63,25004.83
71,71,2024-05-18 14:40:00,7.0,0.0,1003.24,30.51,56.84,33937.0,5.0,172.0,182.02,33937.0
72,72,2024-05-18 14:50:00,7.0,0.0,1003.17,31.28,52.51,33875.33,5.0,172.0,180.8,33875.33
73,73,2024-05-18 15:00:00,7.0,0.0,1003.07,31.95,49.67,31125.08,5.0,172.0,155.03,31125.08
74,74,2024-05-18 15:10:00,7.0,0.0,1003.02,32.34,48.42,28760.34,5.0,172.0,133.0,28760.34
75,75,2024-05-18 15:20:00,7.0,0.0,1003.01,31.52,50.56,28294.08,5.0,172.0,126.55,28294.08
76,76,2024-05-18 15:30:00,7.0,0.0,1002.88,30.99,52.38,21822.17,5.0,172.0,77.5,21822.17
77,77,2024-05-18 15:40:00,7.0,0.0,1002.75,30.94,52.35,16951.58,5.0,172.0,46.91,16951.58
78,78,2024-05-18 15:50:00,7.0,0.0,1002.71,30.13,54.24,17462.17,5.0,172.0,49.45,17462.17
79,79,2024-05-18 16:00:00,7.0,0.0,1002.71,30.14,53.6,16958.25,5.0,172.0,48.08,16958.25
80,80,2024-05-18 16:10:00,7.0,0.0,1002.62,30.56,51.95,23245.5,5.0,172.0,91.51,23245.5
81,81,2024-05-18 16:20:00,7.0,0.0,1002.53,31.01,49.57,24962.58,5.0,172.0,107.86,24962.58
82,82,2024-05-18 16:30:00,7.0,0.0,1002.5,30.55,52.2,15446.75,5.0,172.0,41.76,15446.75
83,83,2024-05-18 16:40:00,7.0,0.0,1002.58,29.92,54.82,13380.42,5.0,172.0,30.4,13380.42
84,84,2024-05-18 16:50:00,7.0,0.0,1002.53,29.65,56.69,9058.25,5.0,172.0,14.48,9058.25
85,85,2024-05-18 17:00:00,7.0,0.0,1002.58,28.94,59.16,6238.75,5.0,172.0,6.85,6238.75
86,86,2024-05-18 17:10:00,7.0,0.0,1002.56,28.6,60.71,6760.08,5.0,172.0,8.26,6760.08
87,87,2024-05-18 17:20:00,7.0,0.0,1002.72,28.84,61.05,9743.5,5.0,172.0,18.5,9743.5
88,88,2024-05-18 17:30:00,7.0,0.0,1002.74,29.59,60.09,10736.0,5.0,172.0,24.22,10736.0
89,89,2024-05-18 17:40:00,7.0,0.0,1002.85,29.58,59.94,9324.5,5.0,172.0,17.97,9324.5
90,90,2024-05-18 17:50:00,7.0,0.0,1002.9,28.93,61.33,5376.66,5.0,172.0,5.88,5376.66
91,91,2024-05-18 18:00:00,7.0,0.0,1003.06,27.99,64.01,2203.67,5.0,172.0,1.03,2203.67
92,92,2024-05-18 18:10:00,7.0,0.0,1003.09,27.19,66.32,1163.75,5.0,172.0,0.33,1163.75
93,93,2024-05-18 18:20:00,7.0,0.0,1003.26,26.53,67.84,453.67,5.0,172.0,0.08,453.67
94,94,2024-05-18 18:30:00,7.0,0.0,1003.33,25.99,69.91,125.25,5.0,172.0,0.01,125.25
95,95,2024-05-18 18:40:00,7.0,0.0,1003.32,25.68,71.11,31.46,5.0,172.0,0.0,31.46
96,96,2024-05-19 04:50:00,7.0,0.0,1003.38,22.85,87.05,23.33,5.0,172.0,0.0,23.33
97,97,2024-05-19 05:00:00,7.0,0.0,1003.41,22.86,87.55,78.83,5.0,172.0,0.0,78.83
98,98,2024-05-19 05:10:00,7.0,0.0,1003.5,22.8,87.6,271.25,5.0,172.0,0.04,271.25
99,99,2024-05-19 05:20:00,7.0,0.0,1003.54,22.77,87.69,763.08,5.0,172.0,0.18,763.08
100,100,2024-05-19 05:30:00,7.0,0.0,1003.59,22.84,87.19,1566.57,5.0,172.0,0.61,1566.57
101,101,2024-05-19 05:40:00,7.0,0.0,1003.58,23.05,86.43,3506.42,5.0,172.0,2.59,3506.42
102,102,2024-05-19 05:50:00,7.0,0.0,1003.75,23.55,83.11,4569.17,5.0,172.0,3.92,4569.17
103,103,2024-05-19 06:00:00,7.0,0.0,1003.93,23.81,80.91,3218.58,5.0,172.0,1.94,3218.58
104,104,2024-05-19 06:10:00,7.0,0.0,1004.17,23.85,80.29,3889.0,5.0,172.0,3.05,3889.0
105,105,2024-05-19 06:20:00,7.0,0.0,1004.33,24.22,77.54,6107.5,5.0,172.0,6.79,6107.5
106,106,2024-05-19 06:30:00,7.0,0.0,1004.43,24.68,76.32,7698.83,5.0,172.0,10.67,7698.83
107,107,2024-05-19 06:40:00,7.0,0.0,1004.46,25.19,75.44,11592.66,5.0,172.0,23.82,11592.66
108,108,2024-05-19 06:50:00,7.0,0.0,1004.62,25.84,73.11,15851.75,5.0,172.0,40.81,15851.75
109,109,2024-05-19 07:00:00,7.0,0.0,1004.68,26.28,71.5,13186.25,5.0,172.0,28.23,13186.25
110,110,2024-05-19 07:10:00,7.0,0.0,1004.63,26.57,71.03,13404.5,5.0,172.0,29.62,13404.5
111,111,2024-05-19 07:20:00,7.0,0.0,1004.65,27.51,68.36,18888.42,5.0,172.0,57.39,18888.42
112,112,2024-05-19 07:30:00,7.0,0.0,1004.65,28.45,65.16,19305.5,5.0,172.0,60.23,19305.5
113,113,2024-05-19 07:40:00,7.0,0.0,1004.68,29.0,62.83,22783.33,5.0,172.0,82.71,22783.33
114,114,2024-05-19 07:50:00,7.0,0.0,1004.77,29.39,59.94,24913.0,5.0,172.0,98.75,24913.0
115,115,2024-05-19 08:00:00,7.0,0.0,1004.76,29.58,59.35,25267.17,5.0,172.0,102.13,25267.17
116,116,2024-05-19 08:10:00,7.0,0.0,1004.77,29.94,58.12,27813.75,5.0,172.0,124.36,27813.75
117,117,2024-05-19 08:20:00,7.0,0.0,1004.76,30.84,55.82,31875.75,5.0,172.0,160.01,31875.75
118,118,2024-05-19 08:30:00,7.0,0.0,1004.89,31.72,51.9,36313.91,5.0,172.0,203.46,36313.91
119,119,2024-05-19 08:40:00,7.0,0.0,1004.94,32.36,49.2,34981.91,5.0,172.0,187.08,34981.91
120,120,2024-05-19 08:50:00,7.0,0.0,1004.88,32.75,47.66,37202.58,5.0,172.0,214.05,37202.58
121,121,2024-05-19 09:00:00,7.0,0.0,1004.86,33.04,46.45,32217.42,5.0,172.0,163.42,32217.42
122,122,2024-05-19 09:10:00,7.0,0.0,1004.83,33.14,46.08,29358.0,5.0,172.0,136.01,29358.0
123,123,2024-05-19 09:20:00,7.0,0.0,1004.81,33.08,46.52,27501.58,5.0,172.0,120.36,27501.58
124,124,2024-05-19 09:30:00,7.0,0.0,1004.82,32.63,47.39,21919.33,5.0,172.0,77.53,21919.33
125,125,2024-05-19 09:40:00,7.0,0.0,1004.84,31.72,49.83,20553.83,5.0,172.0,69.56,20553.83
126,126,2024-05-19 09:50:00,7.0,0.0,1004.69,32.04,48.64,24061.92,5.0,172.0,95.43,24061.92
127,127,2024-05-19 10:00:00,7.0,0.0,1004.68,32.64,47.08,26973.25,5.0,172.0,117.66,26973.25
128,128,2024-05-19 10:10:00,7.0,0.0,1004.69,33.05,45.87,26587.58,5.0,172.0,114.06,26587.58
129,129,2024-05-19 10:20:00,7.0,0.0,1004.65,33.24,45.82,26424.17,5.0,172.0,114.0,26424.17
130,130,2024-05-19 10:30:00,7.0,0.0,1004.63,33.57,44.83,28280.67,5.0,172.0,129.66,28280.67
131,131,2024-05-19 10:40:00,7.0,0.0,1004.64,34.43,42.2,31154.33,5.0,172.0,155.5,31154.33
132,132,2024-05-19 10:50:00,7.0,0.0,1004.6,34.48,42.18,26697.5,5.0,172.0,112.26,26697.5
133,133,2024-05-19 11:00:00,7.0,0.0,1004.46,34.56,41.88,26801.42,5.0,172.0,114.29,26801.42
134,134,2024-05-19 11:10:00,7.0,0.0,1004.35,35.45,40.46,34188.42,5.0,172.0,190.26,34188.42
135,135,2024-05-19 11:20:00,7.0,0.0,1004.37,36.44,37.46,35078.41,5.0,172.0,198.78,35078.41
136,136,2024-05-19 11:30:00,7.0,0.0,1004.25,36.82,36.64,31236.0,5.0,172.0,158.09,31236.0
137,137,2024-05-19 11:40:00,7.0,0.0,1004.13,36.69,36.51,34678.66,5.0,172.0,190.7,34678.66
138,138,2024-05-19 11:50:00,7.0,0.0,1004.12,36.97,35.79,36686.65,5.0,172.0,208.42,36686.65
139,139,2024-05-19 12:00:00,7.0,0.0,1004.12,36.52,35.86,24528.42,5.0,172.0,94.99,24528.42
140,140,2024-05-19 12:10:00,7.0,0.0,1004.12,35.3,38.49,22520.58,5.0,172.0,78.7,22520.58
141,141,2024-05-19 12:20:00,7.0,0.0,1004.09,34.49,40.05,18460.0,5.0,172.0,52.84,18460.0
142,142,2024-05-19 12:30:00,7.0,0.0,1004.06,33.55,43.1,18756.58,5.0,172.0,54.98,18756.58
143,143,2024-05-19 12:40:00,7.0,0.0,1004.03,32.9,48.2,22252.58,5.0,172.0,76.19,22252.58
144,144,2024-05-19 12:50:00,7.0,0.16,1003.93,31.66,60.32,24741.0,5.0,172.0,99.9,24741.0
145,145,2024-05-19 13:00:00,7.0,0.0,1003.96,30.54,65.1,23860.25,5.0,172.0,94.78,23860.25
146,146,2024-05-19 13:10:00,7.0,0.0,1003.93,30.3,68.14,23049.75,5.0,172.0,91.69,23049.75
147,147,2024-05-19 13:20:00,7.0,0.0,1003.85,30.57,66.34,26719.08,5.0,172.0,118.75,26719.08
148,148,2024-05-19 13:30:00,7.0,0.0,1003.76,31.05,61.94,27502.75,5.0,172.0,119.09,27502.75
149,149,2024-05-19 13:40:00,7.0,0.0,1003.66,31.19,61.67,24324.5,5.0,172.0,92.93,24324.5
150,150,2024-05-19 13:50:00,7.0,0.0,1003.57,30.47,67.29,24947.75,5.0,172.0,100.56,24947.75
151,151,2024-05-19 14:00:00,7.0,0.0,1003.41,30.84,65.1,30290.83,5.0,172.0,153.79,30290.83
152,152,2024-05-19 14:10:00,7.0,0.0,1003.32,31.81,62.05,35629.16,5.0,172.0,204.67,35629.16
153,153,2024-05-19 14:20:00,7.0,0.0,1003.26,33.02,54.78,33783.91,5.0,172.0,190.07,33783.91
154,154,2024-05-19 14:30:00,7.0,0.0,1003.13,34.16,50.5,34635.5,5.0,172.0,198.32,34635.5
155,155,2024-05-19 14:40:00,7.0,0.0,1003.06,34.2,48.9,31593.67,5.0,172.0,168.71,31593.67
156,156,2024-05-19 14:50:00,7.0,0.0,1002.94,35.13,44.65,36664.75,5.0,172.0,233.82,36664.75
157,157,2024-05-19 15:00:00,7.0,0.0,1002.87,36.29,39.74,36907.58,5.0,172.0,241.12,36907.58
158,158,2024-05-19 15:10:00,7.0,0.0,1002.85,35.76,40.93,30293.16,5.0,172.0,152.27,30293.16
159,159,2024-05-19 15:20:00,7.0,0.0,1002.82,35.33,41.82,29588.33,5.0,172.0,147.18,29588.33
160,160,2024-05-19 15:30:00,7.0,0.0,1002.8,35.37,42.76,31433.42,5.0,172.0,165.98,31433.42
161,161,2024-05-19 15:40:00,7.0,0.0,1002.71,36.33,40.67,40698.01,5.0,172.0,297.84,40698.01
162,162,2024-05-19 15:50:00,7.0,0.0,1002.67,37.99,36.12,34626.16,5.0,172.0,217.48,34626.16
163,163,2024-05-19 16:00:00,7.0,0.0,1002.63,37.54,35.6,25874.25,5.0,172.0,117.09,25874.25
164,164,2024-05-19 16:10:00,7.0,0.0,1002.48,34.73,39.95,17472.58,5.0,172.0,53.57,17472.58
165,165,2024-05-19 16:20:00,7.0,0.0,1002.66,33.62,42.2,18326.75,5.0,172.0,58.85,18326.75
166,166,2024-05-19 16:30:00,7.0,0.0,1002.8,32.95,43.72,15658.67,5.0,172.0,41.98,15658.67
167,167,2024-05-19 16:40:00,7.0,0.0,1002.91,32.02,46.19,11277.0,5.0,172.0,21.57,11277.0
168,168,2024-05-19 16:50:00,7.0,0.0,1003.01,31.68,46.95,10674.83,5.0,172.0,19.05,10674.83
169,169,2024-05-19 17:00:00,7.0,0.0,1003.07,31.08,48.86,8971.0,5.0,172.0,13.48,8971.0
170,170,2024-05-19 17:10:00,7.0,0.0,1003.07,30.69,49.59,7569.75,5.0,172.0,9.94,7569.75
171,171,2024-05-19 17:20:00,7.0,0.0,1003.12,30.2,51.19,5284.92,5.0,172.0,5.17,5284.92
172,172,2024-05-19 17:30:00,7.0,0.0,1003.2,29.53,53.13,3252.17,5.0,172.0,2.02,3252.17
173,173,2024-05-19 17:40:00,7.0,0.0,1003.25,28.94,55.64,2565.67,5.0,172.0,1.29,2565.67
174,174,2024-05-19 17:50:00,7.0,0.0,1003.36,28.41,58.53,1766.25,5.0,172.0,0.67,1766.25
175,175,2024-05-19 18:00:00,7.0,0.0,1003.37,27.94,61.03,1274.83,5.0,172.0,0.38,1274.83
176,176,2024-05-19 18:10:00,7.0,0.0,1003.34,27.59,63.09,752.08,5.0,172.0,0.17,752.08
177,177,2024-05-19 18:20:00,7.0,0.0,1003.32,27.25,64.64,262.17,5.0,172.0,0.03,262.17
178,178,2024-05-19 18:30:00,7.0,0.0,1003.32,26.9,66.61,87.5,5.0,172.0,0.01,87.5
179,179,2024-05-19 18:40:00,7.0,0.0,1003.37,26.65,67.69,27.78,5.0,172.0,0.0,27.78
180,180,2024-05-20 04:50:00,7.0,0.0,1003.5,22.7,89.88,32.71,5.0,172.0,0.0,32.71
181,181,2024-05-20 05:00:00,7.0,0.0,1003.53,22.73,89.45,127.33,5.0,172.0,0.01,127.33
182,182,2024-05-20 05:10:00,7.0,0.0,1003.64,22.82,88.56,487.5,5.0,172.0,0.09,487.5
183,183,2024-05-20 05:20:00,7.0,0.0,1003.69,22.9,87.1,1166.25,5.0,172.0,0.37,1166.25
184,184,2024-05-20 05:30:00,7.0,0.0,1003.78,23.04,86.3,2227.08,5.0,172.0,1.1,2227.08
185,185,2024-05-20 05:40:00,7.0,0.0,1003.78,23.26,85.45,3596.33,5.0,172.0,2.53,3596.33
186,186,2024-05-20 05:50:00,7.0,0.0,1003.8,23.58,84.22,4768.92,5.0,172.0,4.17,4768.92
187,187,2024-05-20 06:00:00,7.0,0.0,1003.93,24.07,82.42,6685.75,5.0,172.0,7.76,6685.75
188,188,2024-05-20 06:10:00,7.0,0.0,1004.04,24.6,81.02,8541.42,5.0,172.0,12.56,8541.42
189,189,2024-05-20 06:20:00,7.0,0.0,1004.1,25.07,79.56,9920.08,5.0,172.0,16.54,9920.08
190,190,2024-05-20 06:30:00,7.0,0.0,1004.21,25.73,76.61,11577.33,5.0,172.0,22.17,11577.33
191,191,2024-05-20 06:40:00,7.0,0.0,1004.28,26.37,73.44,14318.75,5.0,172.0,33.91,14318.75
192,192,2024-05-20 06:50:00,7.0,0.0,1004.38,27.31,69.14,20857.67,5.0,172.0,73.15,20857.67
193,193,2024-05-20 07:00:00,7.0,0.0,1004.52,28.55,64.26,22619.5,5.0,172.0,84.16,22619.5
194,194,2024-05-20 07:10:00,7.0,0.0,1004.54,28.79,63.41,19914.83,5.0,172.0,63.76,19914.83
195,195,2024-05-20 07:20:00,7.0,0.0,1004.61,29.26,61.65,21751.08,5.0,172.0,75.66,21751.08
196,196,2024-05-20 07:30:00,7.0,0.0,1004.64,29.38,60.55,20664.83,5.0,172.0,68.64,20664.83
197,197,2024-05-20 07:40:00,7.0,0.0,1004.66,30.03,58.7,24476.5,5.0,172.0,95.06,24476.5
198,198,2024-05-20 07:50:00,7.0,0.0,1004.62,31.17,54.81,32034.58,5.0,172.0,161.93,32034.58
199,199,2024-05-20 08:00:00,7.0,0.0,1004.68,32.31,50.74,35442.75,5.0,172.0,199.53,35442.75
200,200,2024-05-20 08:10:00,7.0,0.0,1004.77,33.49,47.88,37857.33,5.0,172.0,224.56,37857.33
201,201,2024-05-20 08:20:00,7.0,0.0,1004.8,34.6,44.09,50237.39,5.0,172.0,395.9,50237.39
202,202,2024-05-20 08:30:00,7.0,0.0,1004.85,36.36,39.84,52768.29,5.0,172.0,437.53,52768.29
203,203,2024-05-20 08:40:00,7.0,0.0,1004.81,38.51,35.05,62812.28,5.0,172.0,630.83,62812.28
204,204,2024-05-20 08:50:00,7.0,0.0,1004.91,40.02,31.6,61845.92,5.0,172.0,593.78,61845.92
205,205,2024-05-20 09:00:00,7.0,0.0,1004.96,41.43,28.45,69203.4,5.0,172.0,734.39,69203.4
206,206,2024-05-20 09:10:00,7.0,0.0,1005.0,42.96,25.9,68479.98,5.0,172.0,714.42,68479.98
207,207,2024-05-20 09:20:00,7.0,0.0,1005.07,43.45,24.41,64628.56,5.0,172.0,638.16,64628.56
208,208,2024-05-20 09:30:00,7.0,0.0,1005.0,43.59,23.66,57689.03,5.0,172.0,511.84,57689.03
209,209,2024-05-20 09:40:00,7.0,0.0,1004.82,42.46,25.14,45209.8,5.0,172.0,319.92,45209.8
210,210,2024-05-20 09:50:00,7.0,0.0,1004.76,40.61,28.57,38816.46,5.0,172.0,237.38,38816.46
211,211,2024-05-20 10:00:00,7.0,0.0,1004.77,38.94,32.4,38863.83,5.0,172.0,239.58,38863.83
212,212,2024-05-20 10:10:00,7.0,0.0,1004.71,37.73,34.93,43249.16,5.0,172.0,295.29,43249.16
213,213,2024-05-20 10:20:00,7.0,0.0,1004.68,37.45,35.79,42713.69,5.0,172.0,294.31,42713.69
214,214,2024-05-20 10:30:00,7.0,0.0,1004.64,37.88,35.21,44783.7,5.0,172.0,322.86,44783.7
215,215,2024-05-20 10:40:00,7.0,0.0,1004.56,39.19,33.31,51333.48,5.0,172.0,418.55,51333.48
216,216,2024-05-20 10:50:00,7.0,0.0,1004.43,40.61,30.81,51778.93,5.0,172.0,423.78,51778.93
217,217,2024-05-20 11:00:00,7.0,0.0,1004.37,41.14,29.5,51886.74,5.0,172.0,424.78,51886.74
218,218,2024-05-20 11:10:00,7.0,0.0,1004.27,41.2,29.13,50889.29,5.0,172.0,414.95,50889.29
219,219,2024-05-20 11:20:00,7.0,0.0,1004.13,41.16,29.36,46915.15,5.0,172.0,354.32,46915.15
220,220,2024-05-20 11:30:00,7.0,0.0,1004.0,41.39,28.97,45182.78,5.0,172.0,330.47,45182.78
221,221,2024-05-20 11:40:00,7.0,0.0,1003.8,41.31,28.82,42847.2,5.0,172.0,300.14,42847.2
222,222,2024-05-20 11:50:00,7.0,0.0,1003.69,40.29,30.8,46441.85,5.0,172.0,348.52,46441.85
223,223,2024-05-20 12:00:00,7.0,0.0,1003.7,40.52,30.28,58890.78,5.0,172.0,542.15,58890.78
224,224,2024-05-20 12:10:00,7.0,0.0,1003.7,40.27,31.68,52087.63,5.0,172.0,431.79,52087.63
225,225,2024-05-20 12:20:00,7.0,0.0,1003.58,38.45,35.57,44608.08,5.0,172.0,320.49,44608.08
226,226,2024-05-20 12:30:00,7.0,0.0,1003.48,38.68,35.95,37368.08,5.0,172.0,224.72,37368.08
227,227,2024-05-20 12:40:00,7.0,0.0,1003.39,38.78,35.46,43507.15,5.0,172.0,297.7,43507.15
228,228,2024-05-20 12:50:00,7.0,0.0,1003.32,39.66,34.04,43036.41,5.0,172.0,289.78,43036.41
229,229,2024-05-20 13:00:00,7.0,0.0,1003.16,40.49,33.03,40427.7,5.0,172.0,256.83,40427.7
230,230,2024-05-20 13:10:00,7.0,0.0,1003.05,39.64,34.05,31111.5,5.0,172.0,155.69,31111.5
