,idx,DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),height,angle,Power(mW),SunlightPred
144,144,2024-03-03 15:30:00,12.0,0.46,1014.61,20.96,66.31,7859.58,1.0,298.0,13.54,7859.58
145,145,2024-03-03 15:40:00,12.0,0.42,1014.58,21.26,65.74,10167.0,1.0,298.0,22.18,10167.0
146,146,2024-03-03 15:50:00,12.0,0.34,1014.58,21.4,66.77,9838.83,1.0,298.0,18.26,9838.83
147,147,2024-03-03 16:00:00,12.0,0.45,1014.58,21.54,65.26,12467.08,1.0,298.0,27.1,12467.08
148,148,2024-03-03 16:10:00,12.0,0.17,1014.67,21.44,65.16,10563.0,1.0,298.0,17.66,10563.0
149,149,2024-03-03 16:20:00,12.0,0.26,1014.84,21.45,64.21,11677.25,1.0,298.0,19.52,11677.25
150,150,2024-03-03 16:30:00,12.0,0.1,1014.98,20.92,67.11,6698.42,1.0,298.0,5.45,6698.42
151,151,2024-03-03 16:40:00,12.0,0.03,1014.94,20.37,68.85,5930.33,1.0,298.0,4.27,5930.33
152,152,2024-03-03 16:50:00,12.0,0.03,1014.96,20.02,70.8,4380.92,1.0,298.0,2.27,4380.92
153,153,2024-03-03 17:00:00,12.0,0.0,1015.02,19.68,71.46,3266.17,1.0,298.0,1.27,3266.17
154,154,2024-03-03 17:10:00,12.0,0.0,1015.11,19.37,72.48,2561.08,1.0,298.0,0.8,2561.08
155,155,2024-03-03 17:20:00,12.0,0.0,1015.12,19.12,74.0,1802.25,1.0,298.0,0.43,1802.25
156,156,2024-03-03 17:30:00,12.0,0.0,1015.18,18.89,75.22,1326.92,1.0,298.0,0.27,1326.92
157,157,2024-03-03 17:40:00,12.0,0.06,1015.2,18.61,76.44,740.67,1.0,298.0,0.09,740.67
158,158,2024-03-03 17:50:00,12.0,0.0,1015.16,18.35,77.74,315.92,1.0,298.0,0.02,315.92
159,159,2024-03-03 18:00:00,12.0,0.0,1015.23,18.12,78.9,88.83,1.0,298.0,0.0,88.83
160,160,2024-03-03 18:10:00,12.0,0.0,1015.26,18.03,79.31,25.83,1.0,298.0,0.0,25.83
161,161,2024-03-04 06:00:00,12.0,1.14,1014.44,15.33,87.31,54.48,1.0,298.0,0.0,54.48
162,162,2024-03-04 06:10:00,12.0,1.2,1014.5,15.5,86.51,212.08,1.0,298.0,0.01,212.08
163,163,2024-03-04 06:20:00,12.0,0.89,1014.57,15.47,86.56,491.08,1.0,298.0,0.05,491.08
164,164,2024-03-04 06:30:00,12.0,1.03,1014.7,15.38,86.62,814.58,1.0,298.0,0.11,814.58
165,165,2024-03-04 06:40:00,12.0,0.93,1014.86,15.37,86.53,1139.75,1.0,298.0,0.2,1139.75
166,166,2024-03-04 06:50:00,12.0,1.09,1014.85,15.48,86.4,1458.75,1.0,298.0,0.34,1458.75
167,167,2024-03-04 07:00:00,12.0,1.34,1014.93,15.59,86.34,1766.92,1.0,298.0,0.48,1766.92
168,168,2024-03-04 07:10:00,12.0,1.3,1014.97,15.73,86.09,2038.75,1.0,298.0,0.64,2038.75
169,169,2024-03-04 07:20:00,12.0,1.04,1014.96,15.91,85.16,2284.33,1.0,298.0,0.8,2284.33
170,170,2024-03-04 07:30:00,12.0,0.93,1014.99,16.12,84.38,2508.83,1.0,298.0,1.02,2508.83
171,171,2024-03-04 07:40:00,12.0,0.99,1015.06,16.42,83.49,2736.25,1.0,298.0,1.18,2736.25
172,172,2024-03-04 07:50:00,12.0,1.14,1015.12,16.71,82.58,2943.25,1.0,298.0,1.43,2943.25
173,173,2024-03-04 08:00:00,12.0,0.81,1015.1,16.92,82.48,3137.33,1.0,298.0,1.59,3137.33
174,174,2024-03-04 08:10:00,12.0,1.03,1015.11,17.14,81.6,3333.0,1.0,298.0,1.81,3333.0
175,175,2024-03-04 08:20:00,12.0,1.02,1015.07,17.35,80.92,3525.92,1.0,298.0,2.11,3525.92
176,176,2024-03-04 08:30:00,12.0,0.7,1014.98,17.65,79.94,3720.33,1.0,298.0,2.38,3720.33
177,177,2024-03-04 08:40:00,12.0,0.93,1014.92,17.92,78.91,3929.83,1.0,298.0,2.76,3929.83
178,178,2024-03-04 08:50:00,12.0,0.61,1014.79,18.24,78.14,4160.25,1.0,298.0,3.13,4160.25
179,179,2024-03-04 09:00:00,12.0,0.38,1014.72,18.57,78.26,4375.25,1.0,298.0,3.58,4375.25
180,180,2024-03-04 09:10:00,12.0,0.84,1014.62,18.96,76.19,4602.67,1.0,298.0,4.05,4602.67
181,181,2024-03-04 09:20:00,12.0,1.09,1014.59,19.4,73.3,4854.42,1.0,298.0,4.7,4854.42
182,182,2024-03-04 09:30:00,12.0,1.2,1014.56,19.88,70.47,5111.42,1.0,298.0,5.38,5111.42
183,183,2024-03-04 09:40:00,12.0,1.16,1014.44,20.23,68.62,5374.42,1.0,298.0,5.99,5374.42
184,184,2024-03-04 09:50:00,12.0,1.05,1014.36,20.63,67.51,5621.08,1.0,298.0,6.7,5621.08
185,185,2024-03-04 10:00:00,12.0,0.52,1014.2,20.94,67.6,5869.17,1.0,298.0,7.48,5869.17
186,186,2024-03-04 10:10:00,12.0,0.99,1014.02,21.26,64.68,6120.25,1.0,298.0,8.06,6120.25
187,187,2024-03-04 10:20:00,12.0,0.51,1013.9,21.58,64.4,6351.17,1.0,298.0,8.8,6351.17
188,188,2024-03-04 10:30:00,12.0,0.99,1013.85,21.89,62.39,6560.5,1.0,298.0,9.36,6560.5
189,189,2024-03-04 10:40:00,12.0,0.5,1013.62,22.23,62.25,6791.0,1.0,298.0,10.14,6791.0
190,190,2024-03-04 10:50:00,12.0,0.48,1013.37,22.58,62.32,7077.33,1.0,298.0,10.85,7077.33
191,191,2024-03-04 11:00:00,12.0,0.16,1013.23,22.9,63.37,7419.92,1.0,298.0,12.04,7419.92
192,192,2024-03-04 11:10:00,12.0,0.03,1013.11,23.1,62.66,7812.33,1.0,298.0,13.32,7812.33
193,193,2024-03-04 11:20:00,12.0,0.07,1012.92,23.41,62.64,8315.5,1.0,298.0,15.29,8315.5
194,194,2024-03-04 11:30:00,12.0,0.02,1012.59,23.61,62.65,8882.33,1.0,298.0,17.7,8882.33
195,195,2024-03-04 11:40:00,12.0,0.57,1012.25,24.01,62.11,9352.75,1.0,298.0,20.03,9352.75
196,196,2024-03-04 11:50:00,12.0,0.02,1012.05,24.42,60.41,9869.92,1.0,298.0,23.14,9869.92
197,197,2024-03-04 12:00:00,12.0,0.6,1011.86,26.16,53.6,19913.0,1.0,298.0,455.08,19913.0
198,198,2024-03-04 12:10:00,12.0,0.84,1011.54,35.65,35.52,33511.91,1.0,298.0,1085.22,33511.91
199,199,2024-03-04 12:20:00,12.0,0.37,1011.2,40.29,29.81,34950.33,1.0,298.0,1173.98,34950.33
200,200,2024-03-04 12:30:00,12.0,0.04,1010.89,43.88,25.46,37159.08,1.0,298.0,1234.05,37159.08
201,201,2024-03-04 12:40:00,12.0,0.13,1010.63,44.48,22.43,40304.77,1.0,298.0,1284.3,40304.77
202,202,2024-03-04 12:50:00,12.0,0.11,1010.39,45.08,21.91,45504.78,1.0,298.0,1343.18,45504.78
203,203,2024-03-04 13:00:00,12.0,0.07,1010.15,45.95,21.6,52069.12,1.0,298.0,1388.34,52069.12
204,204,2024-03-04 13:10:00,12.0,0.02,1009.89,46.44,20.38,58401.49,1.0,298.0,1407.93,58401.49
205,205,2024-03-04 13:20:00,12.0,0.02,1009.72,46.69,21.23,65432.12,1.0,298.0,1455.04,65432.12
206,206,2024-03-04 13:30:00,12.0,0.07,1009.42,46.26,21.32,70806.94,1.0,298.0,1443.05,70806.94
207,207,2024-03-04 13:40:00,12.0,0.08,1009.23,46.56,20.12,76581.02,1.0,298.0,1443.54,76581.02
208,208,2024-03-04 13:50:00,12.0,0.19,1009.04,45.4,20.8,73124.51,1.0,298.0,1286.78,73124.51
209,209,2024-03-04 14:00:00,12.0,0.19,1008.87,43.83,22.33,80440.16,1.0,298.0,1351.24,80440.16
210,210,2024-03-04 14:10:00,12.0,0.09,1008.7,45.73,20.62,87924.51,1.0,298.0,1436.96,87924.51
211,211,2024-03-04 14:20:00,12.0,0.2,1008.58,45.77,20.55,87491.82,1.0,298.0,1365.31,87491.82
212,212,2024-03-04 14:30:00,12.0,0.22,1008.42,43.69,23.02,51827.58,1.0,298.0,579.26,51827.58
213,213,2024-03-04 14:40:00,12.0,0.09,1008.25,43.88,22.74,85489.56,1.0,298.0,1239.97,85489.56
214,214,2024-03-04 14:50:00,12.0,0.03,1008.13,41.04,25.35,45884.93,1.0,298.0,220.91,45884.93
215,215,2024-03-04 15:00:00,12.0,0.07,1008.06,37.85,29.16,33210.98,1.0,298.0,150.95,33210.98
216,216,2024-03-04 15:10:00,12.0,0.05,1007.97,35.08,32.64,33752.95,1.0,298.0,148.59,33752.95
217,217,2024-03-04 15:20:00,12.0,0.0,1007.93,36.65,31.37,58344.51,1.0,298.0,366.92,58344.51
218,218,2024-03-04 15:30:00,12.0,0.03,1008.01,39.33,27.49,64823.52,1.0,298.0,829.35,64823.52
219,219,2024-03-04 15:40:00,12.0,0.04,1008.13,41.19,24.7,54193.22,1.0,298.0,628.95,54193.22
220,220,2024-03-04 15:50:00,12.0,0.08,1008.18,40.6,25.18,45854.41,1.0,298.0,478.02,45854.41
221,221,2024-03-04 16:00:00,12.0,0.03,1008.17,40.43,25.4,41588.62,1.0,298.0,423.05,41588.62
222,222,2024-03-04 16:10:00,12.0,0.0,1008.2,37.4,29.5,20462.02,1.0,298.0,140.52,20462.02
223,223,2024-03-04 16:20:00,12.0,0.0,1008.22,32.71,36.93,14714.0,1.0,298.0,57.45,14714.0
224,224,2024-03-04 16:30:00,12.0,0.0,1008.15,31.48,39.4,9805.5,1.0,298.0,21.34,9805.5
225,225,2024-03-04 16:40:00,12.0,0.03,1008.48,28.99,44.62,3571.5,1.0,298.0,2.96,3571.5
226,226,2024-03-04 16:50:00,12.0,0.0,1008.63,27.65,48.24,2412.75,1.0,298.0,1.52,2412.75
227,227,2024-03-04 17:00:00,12.0,0.0,1008.78,26.82,51.23,3597.84,1.0,298.0,2.27,3597.84
228,228,2024-03-04 17:10:00,12.0,0.0,1008.87,26.32,53.22,3417.67,1.0,298.0,2.02,3417.67
229,229,2024-03-04 17:20:00,12.0,0.0,1008.89,25.86,54.99,2566.58,1.0,298.0,1.19,2566.58
230,230,2024-03-04 17:30:00,12.0,0.0,1008.87,25.24,57.05,1100.75,1.0,298.0,0.24,1100.75
