,idx,DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),height,angle,Power(mW),SunlightPred
24,24,2024-02-21 10:00:00,9.0,0.14,1014.12,45.15,18.13,117758.2,3.0,151.0,1626.31,117758.2
25,25,2024-02-21 10:10:00,9.0,0.54,1013.94,44.61,17.89,117758.2,3.0,151.0,1660.55,117758.2
26,26,2024-02-21 10:20:00,9.0,0.45,1013.77,44.67,18.03,117758.2,3.0,151.0,1672.73,117758.2
27,27,2024-02-21 10:30:00,9.0,0.15,1013.65,45.52,17.55,117758.2,3.0,151.0,1652.85,118291.015625
28,28,2024-02-21 10:40:00,9.0,0.09,1013.44,47.22,16.56,117758.2,3.0,151.0,1630.73,117758.2
29,29,2024-02-21 10:50:00,9.0,0.06,1013.21,47.98,15.53,117758.2,3.0,151.0,1626.22,117758.2
30,30,2024-02-21 11:00:00,9.0,0.14,1012.97,47.38,16.37,117758.2,3.0,151.0,1652.49,117918.265625
31,31,2024-02-21 11:10:00,9.0,0.19,1012.76,47.06,16.99,117758.2,3.0,151.0,1661.05,117758.2
32,32,2024-02-21 11:20:00,9.0,0.6,1012.45,46.89,17.58,117758.2,3.0,151.0,1677.3,117842.2265625
33,33,2024-02-21 11:30:00,9.0,1.6,1012.19,43.43,21.66,117758.2,3.0,151.0,1741.18,117758.2
34,34,2024-02-21 11:40:00,9.0,1.86,1011.95,41.54,25.6,117758.2,3.0,151.0,1754.04,117758.2
35,35,2024-02-21 11:50:00,9.0,1.81,1011.78,40.82,27.18,117758.2,3.0,151.0,1746.08,117758.2
36,36,2024-02-21 12:00:00,9.0,1.88,1011.59,40.22,28.07,117758.2,3.0,151.0,1735.25,117758.2
37,37,2024-02-21 12:10:00,9.0,1.96,1011.46,39.56,29.48,117758.2,3.0,151.0,1742.98,117853.4375
38,38,2024-02-21 12:20:00,9.0,1.73,1011.28,39.46,29.22,117758.2,3.0,151.0,1722.42,117758.2
39,39,2024-02-21 12:30:00,9.0,1.78,1011.04,39.4,29.74,117758.2,3.0,151.0,1680.7,117854.96875
40,40,2024-02-21 12:40:00,9.0,2.46,1010.88,39.11,30.41,95573.98,3.0,151.0,1316.4,95573.98
41,41,2024-02-21 13:40:00,9.0,1.8,1009.67,29.33,54.87,8545.69,3.0,151.0,11.3,8545.69
42,42,2024-02-21 13:50:00,9.0,1.87,1009.68,29.27,54.63,8830.5,3.0,151.0,12.6,8830.5
43,43,2024-02-21 14:00:00,9.0,1.13,1009.59,29.24,54.99,8007.92,3.0,151.0,10.21,8007.92
44,44,2024-02-21 14:10:00,9.0,2.03,1009.52,29.22,55.68,7496.25,3.0,151.0,9.45,7496.25
45,45,2024-02-21 14:20:00,9.0,1.7,1009.46,29.02,56.26,7151.25,3.0,151.0,8.52,7151.25
46,46,2024-02-21 14:30:00,9.0,1.92,1009.46,28.96,56.88,6560.67,3.0,151.0,7.01,6560.67
47,47,2024-02-21 14:40:00,9.0,1.67,1009.41,28.63,58.1,6607.92,3.0,151.0,6.38,6607.92
48,48,2024-02-21 14:50:00,9.0,2.18,1009.43,28.49,58.95,8493.67,3.0,151.0,11.76,8493.67
49,49,2024-02-21 15:00:00,9.0,1.64,1009.42,28.38,59.12,9738.08,3.0,151.0,15.38,9738.08
50,50,2024-02-21 15:10:00,9.0,1.48,1009.41,28.64,58.46,10061.34,3.0,151.0,16.61,10061.34
51,51,2024-02-21 15:20:00,9.0,1.94,1009.46,28.44,59.4,8648.66,3.0,151.0,12.48,8648.66
52,52,2024-02-21 15:30:00,9.0,1.92,1009.46,28.05,60.46,7422.08,3.0,151.0,9.57,7422.08
53,53,2024-02-21 15:40:00,9.0,1.78,1009.51,27.71,61.02,4899.08,3.0,151.0,4.39,4899.08
54,54,2024-02-21 15:50:00,9.0,1.38,1009.58,27.54,61.62,4139.33,3.0,151.0,3.17,4139.33
55,55,2024-02-21 16:00:00,9.0,1.83,1009.71,27.34,62.27,3618.33,3.0,151.0,2.47,3618.33
56,56,2024-02-21 16:10:00,9.0,1.83,1009.78,27.05,63.12,2648.08,3.0,151.0,1.41,2648.08
57,57,2024-02-21 16:20:00,9.0,1.71,1009.85,26.93,64.24,1851.5,3.0,151.0,0.74,1851.5
58,58,2024-02-21 16:30:00,9.0,1.36,1009.98,26.88,64.19,1898.67,3.0,151.0,0.74,1898.67
59,59,2024-02-21 16:40:00,9.0,1.07,1010.01,26.89,64.73,1448.75,3.0,151.0,0.48,1448.75
60,60,2024-02-21 16:50:00,9.0,1.17,1010.07,26.86,64.74,1496.92,3.0,151.0,0.5,1496.92
61,61,2024-02-21 17:00:00,9.0,0.49,1010.24,27.04,64.59,1442.42,3.0,151.0,0.47,1442.42
62,62,2024-02-21 17:10:00,9.0,0.95,1010.35,27.01,64.87,988.17,3.0,151.0,0.24,988.17
63,63,2024-02-21 17:20:00,9.0,0.18,1010.42,27.1,64.89,554.58,3.0,151.0,0.09,554.58
64,64,2024-02-21 17:30:00,9.0,0.02,1010.54,27.28,64.08,233.83,3.0,151.0,0.03,233.83
65,65,2024-02-21 17:40:00,9.0,0.76,1010.64,27.13,64.36,197.92,3.0,151.0,0.02,197.92
66,66,2024-02-21 17:50:00,9.0,0.73,1010.68,26.74,65.67,98.0,3.0,151.0,0.01,98.0
67,67,2024-02-21 18:00:00,9.0,0.29,1010.74,26.62,66.65,27.5,3.0,151.0,0.0,27.5
68,68,2024-02-22 06:00:00,9.0,0.0,1013.67,23.67,70.93,25.56,3.0,151.0,0.0,25.56
69,69,2024-02-22 06:10:00,9.0,0.0,1013.76,23.59,70.9,105.0,3.0,151.0,0.01,105.0
70,70,2024-02-22 06:20:00,9.0,0.0,1013.9,23.36,70.27,347.08,3.0,151.0,0.04,347.08
71,71,2024-02-22 06:30:00,9.0,0.06,1014.08,23.48,69.83,861.42,3.0,151.0,0.2,861.42
72,72,2024-02-22 06:40:00,9.0,0.0,1014.16,23.67,69.38,1252.5,3.0,151.0,0.31,1252.5
73,73,2024-02-22 06:50:00,9.0,0.0,1014.29,23.97,67.34,3141.17,3.0,151.0,2.04,3141.17
74,74,2024-02-22 07:00:00,9.0,0.0,1014.37,24.4,65.66,4966.58,3.0,151.0,5.2,4966.58
75,75,2024-02-22 07:10:00,9.0,0.0,1014.44,24.82,64.28,7054.75,3.0,151.0,10.41,7054.75
76,76,2024-02-22 07:20:00,9.0,0.0,1014.51,25.18,63.22,6536.0,3.0,151.0,7.41,6536.0
77,77,2024-02-22 07:30:00,9.0,0.0,1014.61,26.0,60.26,14439.25,3.0,151.0,58.23,14439.25
78,78,2024-02-22 07:40:00,9.0,0.0,1014.7,28.36,53.15,18531.08,3.0,151.0,70.52,18531.08
79,79,2024-02-22 07:50:00,9.0,0.0,1014.86,30.38,47.75,27815.32,3.0,151.0,185.08,27815.32
80,80,2024-02-22 08:00:00,9.0,0.08,1014.88,28.47,51.06,13347.67,3.0,151.0,28.78,13347.67
81,81,2024-02-22 08:10:00,9.0,0.09,1015.0,32.78,42.81,69825.13,3.0,151.0,868.78,69825.13
82,82,2024-02-22 08:20:00,9.0,0.0,1015.09,37.67,33.11,69305.25,3.0,151.0,851.56,69305.25
83,83,2024-02-22 08:30:00,9.0,0.24,1015.07,39.27,29.08,78821.72,3.0,151.0,971.22,78821.72
84,84,2024-02-22 08:40:00,9.0,0.0,1015.15,39.11,28.88,71651.65,3.0,151.0,913.56,71651.65
85,85,2024-02-22 08:50:00,9.0,0.24,1015.27,42.06,24.56,95049.48,3.0,151.0,1260.82,95049.48
86,86,2024-02-22 09:00:00,9.0,0.22,1015.23,42.66,24.11,99824.85,3.0,151.0,1340.54,99824.85
87,87,2024-02-22 09:10:00,9.0,0.03,1015.29,44.58,21.4,105385.63,3.0,151.0,1390.79,105385.63
88,88,2024-02-22 09:20:00,9.0,0.31,1015.28,45.1,21.51,110423.71,3.0,151.0,1463.0,110423.71
89,89,2024-02-22 09:30:00,9.0,0.0,1015.25,44.07,21.05,102365.45,3.0,151.0,1306.43,102365.45
90,90,2024-02-22 12:00:00,9.0,1.8,1014.01,43.86,22.88,107233.92,3.0,151.0,1696.93,107233.92
91,91,2024-02-22 12:10:00,9.0,1.44,1013.86,38.35,30.04,67554.37,3.0,151.0,945.47,67554.37
92,92,2024-02-22 12:20:00,9.0,1.74,1013.71,36.95,32.16,78504.06,3.0,151.0,1034.28,78504.06
93,93,2024-02-22 12:30:00,9.0,2.06,1013.64,37.07,32.13,58758.73,3.0,151.0,703.92,58758.73
94,94,2024-02-22 12:40:00,9.0,1.84,1013.49,37.07,32.51,62558.86,3.0,151.0,732.12,62558.86
95,95,2024-02-22 12:50:00,9.0,2.09,1013.32,33.44,40.17,25869.67,3.0,151.0,108.19,25869.67
96,96,2024-02-22 14:00:00,9.0,0.96,1013.09,28.11,57.98,6756.01,3.0,151.0,8.11,6756.01
97,97,2024-02-22 14:10:00,9.0,1.13,1013.09,28.13,57.29,6615.42,3.0,151.0,7.77,6615.42
98,98,2024-02-22 14:20:00,9.0,0.75,1013.06,28.14,57.5,6824.83,3.0,151.0,8.14,6824.83
99,99,2024-02-22 14:30:00,9.0,0.66,1013.08,28.29,58.3,7266.0,3.0,151.0,9.12,7266.0
100,100,2024-02-22 14:40:00,9.0,0.66,1013.1,28.33,58.58,7773.83,3.0,151.0,10.26,7773.83
101,101,2024-02-22 14:50:00,9.0,0.91,1013.13,28.07,59.06,9311.75,3.0,151.0,14.32,9311.75
102,102,2024-02-22 15:00:00,9.0,1.37,1013.16,27.76,58.29,7795.33,3.0,151.0,10.36,7795.33
103,103,2024-02-22 15:10:00,9.0,0.5,1013.16,27.66,58.03,7271.91,3.0,151.0,8.85,7271.91
104,104,2024-02-22 15:20:00,9.0,0.0,1013.19,28.21,57.22,4315.92,3.0,151.0,3.54,4315.92
105,105,2024-02-22 15:30:00,9.0,1.29,1013.27,27.68,61.09,1218.42,3.0,151.0,0.37,1218.42
106,106,2024-02-22 15:40:00,9.0,0.14,1013.41,26.95,64.19,1154.75,3.0,151.0,0.34,1154.75
107,107,2024-02-22 15:50:00,9.0,0.21,1013.6,26.05,69.42,2595.0,3.0,151.0,1.25,2595.0
108,108,2024-02-22 16:00:00,9.0,0.0,1013.71,24.74,76.67,718.75,3.0,151.0,0.23,718.75
109,109,2024-02-22 16:10:00,9.0,0.0,1013.76,24.5,78.07,944.52,3.0,151.0,0.23,944.52
110,110,2024-02-22 16:20:00,9.0,0.04,1013.79,24.28,79.45,1136.42,3.0,151.0,0.3,1136.42
111,111,2024-02-22 16:30:00,9.0,0.03,1013.9,24.12,78.82,1255.75,3.0,151.0,0.37,1255.75
112,112,2024-02-22 16:40:00,9.0,0.0,1014.01,24.0,79.87,1167.17,3.0,151.0,0.33,1167.17
113,113,2024-02-22 16:50:00,9.0,0.0,1014.08,23.9,81.56,836.42,3.0,151.0,0.16,836.42
114,114,2024-02-22 17:00:00,9.0,0.03,1014.23,23.87,82.09,373.33,3.0,151.0,0.04,373.33
115,115,2024-02-22 17:10:00,9.0,0.19,1014.33,23.6,82.15,427.17,3.0,151.0,0.05,427.17
116,116,2024-02-22 17:20:00,9.0,0.02,1014.37,23.68,82.58,273.17,3.0,151.0,0.03,273.17
117,117,2024-02-22 17:30:00,9.0,0.08,1014.5,23.74,81.95,190.5,3.0,151.0,0.02,190.5
118,118,2024-02-22 17:40:00,9.0,0.03,1014.54,23.69,80.81,136.75,3.0,151.0,0.01,136.75
119,119,2024-02-22 17:50:00,9.0,0.12,1014.55,23.66,80.13,38.75,3.0,151.0,0.0,38.75
120,120,2024-02-23 06:10:00,9.0,0.06,1018.42,19.34,87.31,29.17,3.0,151.0,0.0,29.17
121,121,2024-02-23 06:20:00,9.0,0.03,1018.52,19.24,87.42,61.92,3.0,151.0,0.01,61.92
122,122,2024-02-23 06:30:00,9.0,0.0,1018.66,19.35,87.59,153.08,3.0,151.0,0.03,153.08
123,123,2024-02-23 06:40:00,9.0,0.0,1018.76,19.39,87.82,285.42,3.0,151.0,0.08,285.42
124,124,2024-02-23 06:50:00,9.0,0.09,1018.84,19.34,87.22,470.58,3.0,151.0,0.18,470.58
125,125,2024-02-23 07:00:00,9.0,0.0,1018.95,19.41,87.01,699.92,3.0,151.0,0.34,699.92
126,126,2024-02-23 07:10:00,9.0,0.0,1019.02,19.64,87.5,1043.17,3.0,151.0,0.64,1043.17
127,127,2024-02-23 07:20:00,9.0,0.0,1019.1,19.62,86.08,1337.25,3.0,151.0,0.97,1337.25
128,128,2024-02-23 07:30:00,9.0,0.0,1019.17,19.69,85.87,1532.75,3.0,151.0,1.23,1532.75
129,129,2024-02-23 07:40:00,9.0,0.0,1019.14,19.72,86.65,1616.67,3.0,151.0,1.37,1616.67
130,130,2024-02-23 09:00:00,9.0,0.22,1019.75,20.68,83.23,7181.4,3.0,151.0,18.03,7181.4
131,131,2024-02-23 09:10:00,9.0,0.14,1019.81,20.97,81.74,8645.08,3.0,151.0,24.5,8645.08
132,132,2024-02-23 09:20:00,9.0,0.0,1019.81,21.08,81.81,7025.17,3.0,151.0,14.84,7025.17
133,133,2024-02-23 09:30:00,9.0,0.08,1019.81,21.19,80.7,6786.17,3.0,151.0,14.54,6786.17
134,134,2024-02-23 09:40:00,9.0,0.07,1019.79,21.19,80.18,6318.92,3.0,151.0,11.96,6318.92
135,135,2024-02-23 09:50:00,9.0,0.15,1019.78,21.05,78.99,6818.84,3.0,151.0,11.82,6818.84
136,136,2024-02-23 10:00:00,9.0,0.04,1019.79,21.09,78.38,7010.58,3.0,151.0,12.16,7010.58
137,137,2024-02-23 10:10:00,9.0,0.18,1019.78,21.03,78.3,6435.67,3.0,151.0,12.86,6435.67
138,138,2024-02-23 10:20:00,9.0,0.09,1019.8,21.0,77.49,6323.92,3.0,151.0,12.28,6323.92
139,139,2024-02-23 10:30:00,9.0,0.0,1019.77,20.99,78.0,6998.58,3.0,151.0,13.83,6998.58
140,140,2024-02-23 10:40:00,9.0,0.08,1019.72,21.25,76.96,10450.0,3.0,151.0,23.96,10450.0
141,141,2024-02-23 10:50:00,9.0,0.05,1019.64,21.43,76.47,9461.11,3.0,151.0,18.41,9461.11
142,142,2024-02-23 11:00:00,9.0,0.07,1019.57,21.49,75.55,10678.75,3.0,151.0,19.44,10678.75
143,143,2024-02-23 11:10:00,9.0,0.08,1019.6,21.72,75.2,12411.25,3.0,151.0,25.28,12411.25
144,144,2024-02-23 11:20:00,9.0,0.07,1019.55,21.89,74.49,12353.75,3.0,151.0,25.95,12353.75
145,145,2024-02-23 11:30:00,9.0,0.06,1019.5,22.19,74.08,11687.5,3.0,151.0,23.05,11687.5
146,146,2024-02-23 11:40:00,9.0,0.11,1019.38,22.31,73.62,13207.08,3.0,151.0,29.36,13207.08
147,147,2024-02-23 11:50:00,9.0,0.24,1019.23,22.35,71.79,11360.08,3.0,151.0,22.22,11360.08
148,148,2024-02-23 12:00:00,9.0,0.0,1019.07,22.22,72.73,9493.58,3.0,151.0,15.75,9493.58
149,149,2024-02-23 12:10:00,9.0,0.0,1018.89,22.29,73.02,9899.44,3.0,151.0,17.19,9899.44
150,150,2024-02-23 12:20:00,9.0,0.0,1018.75,22.64,73.37,10914.66,3.0,151.0,21.0,10914.66
151,151,2024-02-23 12:30:00,9.0,0.02,1018.64,22.72,73.1,8296.99,3.0,151.0,13.03,8296.99
152,152,2024-02-23 12:40:00,9.0,0.03,1018.52,22.21,75.78,10167.5,3.0,151.0,18.67,10167.5
153,153,2024-02-23 12:50:00,9.0,0.0,1018.47,22.49,75.22,9295.0,3.0,151.0,15.94,9295.0
154,154,2024-02-23 13:00:00,9.0,0.09,1018.38,22.9,73.61,13708.0,3.0,151.0,32.66,13708.0
155,155,2024-02-23 13:10:00,9.0,0.0,1018.3,23.41,70.74,13620.92,3.0,151.0,31.92,13620.92
156,156,2024-02-23 13:20:00,9.0,0.3,1018.22,22.97,69.04,11110.92,3.0,151.0,20.95,11110.92
157,157,2024-02-23 13:30:00,9.0,0.67,1018.2,22.37,68.89,12773.92,3.0,151.0,27.18,12773.92
158,158,2024-02-23 13:40:00,9.0,0.38,1018.2,22.27,70.11,9869.75,3.0,151.0,17.57,9869.75
159,159,2024-02-23 13:50:00,9.0,0.09,1018.19,22.34,70.94,8222.58,3.0,151.0,11.88,8222.58
160,160,2024-02-23 14:00:00,9.0,0.03,1018.07,22.26,71.49,9188.83,3.0,151.0,15.09,9188.83
161,161,2024-02-23 14:10:00,9.0,0.2,1017.99,22.07,72.58,8168.75,3.0,151.0,12.71,8168.75
162,162,2024-02-23 14:20:00,9.0,0.24,1017.94,22.38,69.86,10651.58,3.0,151.0,19.57,10651.58
163,163,2024-02-23 14:30:00,9.0,0.66,1017.84,22.07,70.51,9462.83,3.0,151.0,15.45,9462.83
164,164,2024-02-23 14:40:00,9.0,0.93,1017.81,21.83,71.01,7843.34,3.0,151.0,11.04,7843.34
165,165,2024-02-23 14:50:00,9.0,0.74,1017.83,21.34,72.81,6715.75,3.0,151.0,8.43,6715.75
166,166,2024-02-23 15:00:00,9.0,0.23,1017.82,21.9,71.43,6734.5,3.0,151.0,8.34,6734.5
167,167,2024-02-23 15:10:00,9.0,0.53,1017.78,21.85,70.64,8585.67,3.0,151.0,13.38,8585.67
168,168,2024-02-23 15:20:00,9.0,0.18,1017.74,22.13,69.5,7932.42,3.0,151.0,11.32,7932.42
169,169,2024-02-23 15:30:00,9.0,0.44,1017.72,22.21,68.93,7396.58,3.0,151.0,9.6,7396.58
170,170,2024-02-23 15:40:00,9.0,0.89,1017.69,21.53,69.99,7213.25,3.0,151.0,9.16,7213.25
171,171,2024-02-23 15:50:00,9.0,0.3,1017.66,21.88,70.13,7227.6,3.0,151.0,9.13,7227.6
172,172,2024-02-23 17:50:00,9.0,0.0,1018.4,20.98,72.66,42.5,3.0,151.0,0.0,42.5
173,173,2024-02-23 18:00:00,9.0,0.08,1018.45,20.98,72.4,24.58,3.0,151.0,0.0,24.58
174,174,2024-02-24 06:10:00,9.0,0.04,1018.4,20.6,77.55,45.42,3.0,151.0,0.0,45.42
175,175,2024-02-24 06:20:00,9.0,0.0,1018.53,20.64,77.37,88.58,3.0,151.0,0.0,88.58
176,176,2024-02-24 06:30:00,9.0,0.0,1018.6,20.74,77.28,182.96,3.0,151.0,0.02,182.96
177,177,2024-02-24 06:40:00,9.0,0.0,1018.69,20.91,76.34,418.17,3.0,151.0,0.07,418.17
178,178,2024-02-24 06:50:00,9.0,0.0,1018.75,21.01,76.03,495.25,3.0,151.0,0.09,495.25
179,179,2024-02-24 07:00:00,9.0,0.0,1018.81,20.97,75.96,507.75,3.0,151.0,0.09,507.75
180,180,2024-02-24 07:10:00,9.0,0.0,1018.82,20.91,76.34,870.17,3.0,151.0,0.18,870.17
181,181,2024-02-24 07:20:00,9.0,0.0,1018.86,20.99,76.12,1106.58,3.0,151.0,0.28,1106.58
182,182,2024-02-24 07:30:00,9.0,0.0,1018.89,21.04,76.29,2044.75,3.0,151.0,0.67,2044.75
183,183,2024-02-24 07:40:00,9.0,0.0,1019.04,21.24,75.7,2433.17,3.0,151.0,1.04,2433.17
184,184,2024-02-24 07:50:00,9.0,0.0,1019.12,21.36,75.32,3562.25,3.0,151.0,2.41,3562.25
185,185,2024-02-24 08:00:00,9.0,0.0,1019.23,21.49,74.72,3827.33,3.0,151.0,1.96,3827.33
186,186,2024-02-24 08:10:00,9.0,0.0,1019.32,21.48,74.81,4528.61,3.0,151.0,3.19,4528.61
187,187,2024-02-24 08:20:00,9.0,0.0,1019.35,21.77,73.9,5772.25,3.0,151.0,4.44,5772.25
188,188,2024-02-24 08:30:00,9.0,0.0,1019.3,22.12,72.25,7292.16,3.0,151.0,9.6,7292.16
189,189,2024-02-24 08:40:00,9.0,0.0,1019.34,22.51,70.61,9754.08,3.0,151.0,16.1,9754.08
190,190,2024-02-24 08:50:00,9.0,0.0,1019.34,22.75,69.26,8578.58,3.0,151.0,12.73,8578.58
191,191,2024-02-24 09:00:00,9.0,0.0,1019.31,22.9,68.8,8828.83,3.0,151.0,11.32,8828.83
192,192,2024-02-24 09:10:00,9.0,0.0,1019.29,23.06,68.16,8409.0,3.0,151.0,10.43,8409.0
193,193,2024-02-24 09:20:00,9.0,0.0,1019.27,23.07,67.68,8808.06,3.0,151.0,12.1,8808.06
194,194,2024-02-24 09:30:00,9.0,0.56,1019.18,22.62,68.1,6688.17,3.0,151.0,6.52,6688.17
195,195,2024-02-24 09:40:00,9.0,0.0,1019.15,21.94,70.37,4178.5,3.0,151.0,3.51,4178.5
196,196,2024-02-24 11:40:00,9.0,0.09,1017.87,22.56,65.63,11153.17,3.0,151.0,14.78,11153.17
197,197,2024-02-24 11:50:00,9.0,0.02,1017.86,22.82,65.92,9294.58,3.0,151.0,12.3,9294.58
198,198,2024-02-24 12:00:00,9.0,0.0,1017.76,22.77,65.44,7811.42,3.0,151.0,7.62,7811.42
199,199,2024-02-24 12:10:00,9.0,0.06,1017.6,22.51,67.7,6618.92,3.0,151.0,6.53,6618.92
200,200,2024-02-24 12:20:00,9.0,0.03,1017.45,22.22,69.53,6540.17,3.0,151.0,5.5,6540.17
201,201,2024-02-24 12:30:00,9.0,0.03,1017.26,22.04,69.5,5610.58,3.0,151.0,4.96,5610.58
202,202,2024-02-24 12:40:00,9.0,0.14,1017.11,22.02,69.39,5556.25,3.0,151.0,4.75,5556.25
203,203,2024-02-24 12:50:00,9.0,0.0,1016.96,22.11,69.85,7464.25,3.0,151.0,7.33,7464.25
204,204,2024-02-24 13:00:00,9.0,0.02,1016.84,22.26,69.71,5826.25,3.0,151.0,4.64,5826.25
205,205,2024-02-24 13:10:00,9.0,0.03,1016.71,22.08,70.39,4266.67,3.0,151.0,3.34,4266.67
206,206,2024-02-24 13:20:00,9.0,0.04,1016.69,21.99,70.93,5826.75,3.0,151.0,5.4,5826.75
207,207,2024-02-24 13:30:00,9.0,0.31,1016.56,22.0,69.31,8493.92,3.0,151.0,8.59,8493.92
208,208,2024-02-24 13:40:00,9.0,0.62,1016.54,21.91,68.41,7141.75,3.0,151.0,8.9,7141.75
209,209,2024-02-24 13:50:00,9.0,0.11,1016.51,21.82,68.56,6358.67,3.0,151.0,6.9,6358.67
210,210,2024-02-24 14:00:00,9.0,0.0,1016.47,22.08,68.25,6589.33,3.0,151.0,5.4,6589.33
211,211,2024-02-24 14:10:00,9.0,0.09,1016.51,22.28,67.74,6006.3,3.0,151.0,6.27,6006.3
212,212,2024-02-24 14:20:00,9.0,0.0,1016.59,22.2,67.96,5127.58,3.0,151.0,3.26,5127.58
213,213,2024-02-24 14:30:00,9.0,0.03,1016.66,22.02,68.48,3065.25,3.0,151.0,1.82,3065.25
214,214,2024-02-24 14:40:00,9.0,0.02,1016.65,21.88,69.12,3133.58,3.0,151.0,1.53,3133.58
215,215,2024-02-24 15:50:00,9.0,0.04,1016.67,21.38,72.13,1810.33,3.0,151.0,0.56,1810.33
216,216,2024-02-24 16:00:00,9.0,0.17,1016.74,21.28,72.82,1636.17,3.0,151.0,0.46,1636.17
217,217,2024-02-24 16:10:00,9.0,0.15,1016.8,20.89,74.69,1346.25,3.0,151.0,0.34,1346.25
218,218,2024-02-24 16:20:00,9.0,0.0,1016.84,20.71,77.05,785.42,3.0,151.0,0.18,785.42
219,219,2024-02-24 16:30:00,9.0,0.0,1016.86,20.72,78.35,1298.58,3.0,151.0,0.29,1298.58
220,220,2024-02-24 16:40:00,9.0,0.0,1016.93,20.75,78.9,854.33,3.0,151.0,0.2,854.33
221,221,2024-02-24 16:50:00,9.0,0.0,1016.99,20.73,79.37,1148.8,3.0,151.0,0.24,1148.8
222,222,2024-02-24 17:00:00,9.0,0.0,1016.94,20.73,79.35,833.25,3.0,151.0,0.18,833.25
223,223,2024-02-24 17:10:00,9.0,0.0,1016.97,20.78,79.08,564.42,3.0,151.0,0.09,564.42
224,224,2024-02-24 17:20:00,9.0,0.0,1017.03,20.78,79.03,328.17,3.0,151.0,0.05,328.17
225,225,2024-02-24 17:30:00,9.0,0.0,1017.07,20.83,78.67,247.58,3.0,151.0,0.02,247.58
226,226,2024-02-24 17:40:00,9.0,0.0,1017.09,20.81,78.58,143.08,3.0,151.0,0.01,143.08
227,227,2024-02-24 17:50:00,9.0,0.0,1017.15,20.66,79.09,55.33,3.0,151.0,0.0,55.33
228,228,2024-02-24 18:00:00,9.0,0.0,1017.15,20.65,79.13,22.5,3.0,151.0,0.0,22.5
229,229,2024-02-25 06:10:00,9.0,0.0,1017.76,18.97,87.43,32.08,3.0,151.0,0.0,32.08
230,230,2024-02-25 06:20:00,9.0,0.0,1017.91,19.04,86.96,60.0,3.0,151.0,0.0,60.0
