,idx,DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),height,angle,Power(mW),SunlightPred
32,32,2024-01-06 11:40:00,8.0,0.0,1015.15,22.76,52.66,12468.08,3.0,219.0,23.54,12468.08
33,33,2024-01-06 11:50:00,8.0,0.0,1014.98,23.24,49.81,13855.08,3.0,219.0,28.61,13855.08
34,34,2024-01-06 12:00:00,8.0,0.0,1014.85,23.37,49.27,30714.82,3.0,219.0,52.37,30714.82
35,35,2024-01-06 12:10:00,8.0,0.0,1014.73,28.55,39.53,117758.2,3.0,219.0,1941.94,117758.2
36,36,2024-01-06 12:20:00,8.0,0.04,1014.61,37.48,23.55,117758.2,3.0,219.0,1932.08,117758.2
37,37,2024-01-06 12:30:00,8.0,0.0,1014.46,40.59,19.05,117758.2,3.0,219.0,1910.08,117809.21875
38,38,2024-01-06 12:40:00,8.0,0.0,1014.24,40.55,19.21,117758.2,3.0,219.0,1913.83,117758.2
39,39,2024-01-06 12:50:00,8.0,0.0,1014.04,40.51,19.51,117758.2,3.0,219.0,1919.15,117758.2
40,40,2024-01-06 13:00:00,8.0,0.0,1014.03,40.79,19.43,117758.2,3.0,219.0,1921.53,117758.2
41,41,2024-01-06 13:10:00,8.0,0.0,1013.87,41.33,18.24,117758.2,3.0,219.0,1930.15,117796.046875
42,42,2024-01-06 13:20:00,8.0,0.0,1013.92,42.31,17.13,117758.2,3.0,219.0,1904.61,117758.2
43,43,2024-01-06 13:30:00,8.0,0.0,1013.74,41.76,17.93,117758.2,3.0,219.0,1865.23,117758.2
44,44,2024-01-06 13:40:00,8.0,0.0,1013.62,41.57,18.38,91732.99,3.0,219.0,1439.4,91732.99
45,45,2024-01-06 13:50:00,8.0,0.0,1013.4,35.96,25.35,61898.83,3.0,219.0,895.88,61898.83
46,46,2024-01-06 14:00:00,8.0,0.0,1013.38,38.31,22.96,105357.6,3.0,219.0,1792.85,105357.6
47,47,2024-01-06 14:10:00,8.0,0.0,1013.24,39.41,21.76,95134.83,3.0,219.0,1597.65,95134.83
48,48,2024-01-06 14:20:00,8.0,0.0,1013.22,39.17,22.23,82983.82,3.0,219.0,1329.94,82983.82
49,49,2024-01-06 14:30:00,8.0,0.0,1013.07,32.79,31.75,15562.92,3.0,219.0,43.12,15562.92
50,50,2024-01-06 14:40:00,8.0,0.0,1012.96,28.63,40.26,17500.32,3.0,219.0,165.44,17500.32
51,51,2024-01-06 14:50:00,8.0,0.0,1012.93,27.16,44.17,12440.58,3.0,219.0,31.6,12440.58
52,52,2024-01-06 15:00:00,8.0,0.0,1012.98,27.14,45.83,24741.89,3.0,219.0,214.54,24741.89
53,53,2024-01-06 15:10:00,8.0,0.0,1013.08,27.44,44.76,20145.42,3.0,219.0,120.99,20145.42
54,54,2024-01-06 15:20:00,8.0,0.0,1013.06,29.21,41.32,14172.92,3.0,219.0,93.49,14172.92
55,55,2024-01-06 15:30:00,8.0,0.17,1013.15,26.87,45.75,9113.0,3.0,219.0,15.74,9113.0
56,56,2024-01-06 15:40:00,8.0,0.0,1013.29,25.46,50.13,9840.25,3.0,219.0,18.52,9840.25
57,57,2024-01-06 15:50:00,8.0,0.0,1013.41,24.75,52.61,7103.58,3.0,219.0,9.23,7103.58
58,58,2024-01-06 16:00:00,8.0,0.0,1013.5,24.01,54.95,4682.58,3.0,219.0,3.81,4682.58
59,59,2024-01-06 16:10:00,8.0,0.0,1013.66,23.31,57.08,3048.58,3.0,219.0,1.84,3048.58
60,60,2024-01-06 16:20:00,8.0,0.0,1013.78,22.85,59.13,537.58,3.0,219.0,0.08,537.58
61,61,2024-01-06 16:30:00,8.0,0.0,1013.9,22.63,60.74,485.58,3.0,219.0,0.05,485.58
62,62,2024-01-06 16:40:00,8.0,0.0,1014.07,22.52,61.22,709.67,3.0,219.0,0.08,709.67
63,63,2024-01-06 16:50:00,8.0,0.12,1014.24,22.29,62.0,551.17,3.0,219.0,0.04,551.17
64,64,2024-01-06 17:00:00,8.0,0.0,1014.34,22.02,63.66,279.0,3.0,219.0,0.01,279.0
65,65,2024-01-06 17:10:00,8.0,0.0,1014.39,21.88,65.02,85.26,3.0,219.0,0.0,85.26
66,66,2024-01-06 17:20:00,8.0,0.0,1014.47,21.75,65.51,32.92,3.0,219.0,0.0,32.92
67,67,2024-01-07 06:30:00,8.0,0.0,1018.27,19.06,75.53,28.5,3.0,219.0,0.0,28.5
68,68,2024-01-07 06:40:00,8.0,0.0,1018.48,18.9,76.48,62.96,3.0,219.0,0.0,62.96
69,69,2024-01-07 06:50:00,8.0,0.0,1018.49,18.93,76.13,170.75,3.0,219.0,0.0,170.75
70,70,2024-01-07 07:00:00,8.0,0.0,1018.59,19.12,75.38,239.92,3.0,219.0,0.01,239.92
71,71,2024-01-07 07:10:00,8.0,0.0,1018.72,19.23,74.96,351.25,3.0,219.0,0.02,351.25
72,72,2024-01-07 07:20:00,8.0,0.0,1018.94,19.01,75.7,536.42,3.0,219.0,0.05,536.42
73,73,2024-01-07 07:30:00,8.0,0.0,1019.16,19.16,75.47,551.33,3.0,219.0,0.04,551.33
74,74,2024-01-07 07:40:00,8.0,0.0,1019.39,18.84,76.23,501.0,3.0,219.0,0.04,501.0
75,75,2024-01-07 07:50:00,8.0,0.0,1019.48,18.79,76.6,897.17,3.0,219.0,0.14,897.17
76,76,2024-01-07 08:00:00,8.0,0.0,1019.5,19.09,75.49,1082.08,3.0,219.0,0.2,1082.08
77,77,2024-01-07 08:10:00,8.0,0.0,1019.71,19.37,73.69,1213.75,3.0,219.0,0.27,1213.75
78,78,2024-01-07 08:20:00,8.0,0.0,1019.71,19.5,72.5,1095.33,3.0,219.0,0.2,1095.33
79,79,2024-01-07 08:30:00,8.0,0.0,1019.76,19.52,72.16,1385.08,3.0,219.0,0.33,1385.08
80,80,2024-01-07 08:40:00,8.0,0.0,1019.92,19.52,70.88,995.75,3.0,219.0,0.17,995.75
81,81,2024-01-07 08:50:00,8.0,0.0,1020.03,19.6,69.7,1166.17,3.0,219.0,0.23,1166.17
82,82,2024-01-07 09:00:00,8.0,0.0,1020.23,19.71,67.99,1523.67,3.0,219.0,0.41,1523.67
83,83,2024-01-07 09:10:00,8.0,0.0,1020.23,19.84,66.07,2143.0,3.0,219.0,0.83,2143.0
84,84,2024-01-07 09:20:00,8.0,0.0,1020.42,20.0,64.92,2940.75,3.0,219.0,1.55,2940.75
85,85,2024-01-07 09:30:00,8.0,0.0,1020.46,20.11,64.08,2550.0,3.0,219.0,1.14,2550.0
86,86,2024-01-07 09:40:00,8.0,0.0,1020.48,20.14,64.34,3129.25,3.0,219.0,1.74,3129.25
87,87,2024-01-07 09:50:00,8.0,0.0,1020.38,20.36,63.0,4411.25,3.0,219.0,3.38,4411.25
88,88,2024-01-07 10:00:00,8.0,0.0,1020.36,20.44,61.91,3535.33,3.0,219.0,2.17,3535.33
89,89,2024-01-07 10:10:00,8.0,0.0,1020.36,20.25,60.71,3122.17,3.0,219.0,1.67,3122.17
90,90,2024-01-07 10:20:00,8.0,0.0,1020.3,20.2,60.01,3616.67,3.0,219.0,2.25,3616.67
91,91,2024-01-07 10:30:00,8.0,0.0,1020.21,20.2,59.21,3647.92,3.0,219.0,2.29,3647.92
92,92,2024-01-07 10:40:00,8.0,0.0,1020.15,20.23,59.4,3722.96,3.0,219.0,2.42,3722.96
93,93,2024-01-07 10:50:00,8.0,0.0,1020.07,20.38,59.5,4376.67,3.0,219.0,3.45,4376.67
94,94,2024-01-07 11:00:00,8.0,0.0,1019.87,20.51,58.58,5454.75,3.0,219.0,5.14,5454.75
95,95,2024-01-07 11:10:00,8.0,0.0,1019.79,20.5,58.01,4831.0,3.0,219.0,4.05,4831.0
96,96,2024-01-07 11:20:00,8.0,0.0,1019.59,20.43,57.8,5103.5,3.0,219.0,4.55,5103.5
97,97,2024-01-07 11:30:00,8.0,0.0,1019.51,20.43,57.42,5411.16,3.0,219.0,5.05,5411.16
98,98,2024-01-07 11:40:00,8.0,0.0,1019.39,20.28,57.34,4330.08,3.0,219.0,3.23,4330.08
99,99,2024-01-07 11:50:00,8.0,0.0,1019.2,20.21,57.43,3824.92,3.0,219.0,2.53,3824.92
100,100,2024-01-07 12:00:00,8.0,0.0,1019.03,20.2,57.12,4552.0,3.0,219.0,3.68,4552.0
101,101,2024-01-07 12:10:00,8.0,0.0,1018.99,20.19,56.96,4589.08,3.0,219.0,3.69,4589.08
102,102,2024-01-07 12:20:00,8.0,0.0,1018.93,20.32,56.73,5257.04,3.0,219.0,4.97,5257.04
103,103,2024-01-07 12:30:00,8.0,0.0,1018.77,20.39,56.08,5563.67,3.0,219.0,5.7,5563.67
104,104,2024-01-07 12:40:00,8.0,0.0,1018.58,20.57,55.17,6680.08,3.0,219.0,8.19,6680.08
105,105,2024-01-07 12:50:00,8.0,0.0,1018.53,20.56,54.75,6121.42,3.0,219.0,6.79,6121.42
106,106,2024-01-07 13:00:00,8.0,0.0,1018.45,20.56,54.28,6608.33,3.0,219.0,8.05,6608.33
107,107,2024-01-07 13:10:00,8.0,0.0,1018.5,20.61,54.14,5346.42,3.0,219.0,5.29,5346.42
108,108,2024-01-07 13:20:00,8.0,0.0,1018.43,20.47,54.85,4303.25,3.0,219.0,3.34,4303.25
109,109,2024-01-07 13:30:00,8.0,0.0,1018.41,20.23,55.34,3797.42,3.0,219.0,2.6,3797.42
110,110,2024-01-07 13:40:00,8.0,0.0,1018.38,20.12,55.58,3612.5,3.0,219.0,2.28,3612.5
111,111,2024-01-07 13:50:00,8.0,0.0,1018.27,20.07,55.41,3412.75,3.0,219.0,2.01,3412.75
112,112,2024-01-07 14:00:00,8.0,0.0,1018.14,20.06,55.67,3203.42,3.0,219.0,1.79,3203.42
113,113,2024-01-07 14:10:00,8.0,0.0,1018.1,19.94,55.75,2632.33,3.0,219.0,1.19,2632.33
114,114,2024-01-07 14:20:00,8.0,0.0,1018.12,19.86,55.52,2772.5,3.0,219.0,1.31,2772.5
115,115,2024-01-07 14:30:00,8.0,0.0,1018.11,19.85,55.77,2634.69,3.0,219.0,1.17,2634.69
116,116,2024-01-07 14:40:00,8.0,0.0,1018.13,19.84,55.74,2586.67,3.0,219.0,1.2,2586.67
117,117,2024-01-07 14:50:00,8.0,0.0,1018.16,19.91,55.7,2986.08,3.0,219.0,1.6,2986.08
118,118,2024-01-07 15:00:00,8.0,0.0,1018.02,19.92,55.73,3000.83,3.0,219.0,1.66,3000.83
119,119,2024-01-07 15:10:00,8.0,0.0,1018.07,20.06,56.03,3254.5,3.0,219.0,1.95,3254.5
120,120,2024-01-07 15:20:00,8.0,0.0,1018.11,20.1,55.64,3116.83,3.0,219.0,1.8,3116.83
121,121,2024-01-07 15:30:00,8.0,0.0,1018.25,20.12,55.72,2683.75,3.0,219.0,1.38,2683.75
122,122,2024-01-07 15:40:00,8.0,0.0,1018.32,20.04,56.15,2131.0,3.0,219.0,0.85,2131.0
123,123,2024-01-07 15:50:00,8.0,0.0,1018.4,19.97,56.92,1791.67,3.0,219.0,0.59,1791.67
124,124,2024-01-07 16:00:00,8.0,0.0,1018.48,19.88,57.41,1376.5,3.0,219.0,0.36,1376.5
125,125,2024-01-07 16:10:00,8.0,0.0,1018.53,19.8,57.75,1148.83,3.0,219.0,0.25,1148.83
126,126,2024-01-07 16:20:00,8.0,0.0,1018.56,19.68,58.49,942.5,3.0,219.0,0.17,942.5
127,127,2024-01-07 16:30:00,8.0,0.0,1018.68,19.55,59.18,496.58,3.0,219.0,0.04,496.58
128,128,2024-01-07 16:40:00,8.0,0.0,1018.8,19.35,60.14,300.08,3.0,219.0,0.01,300.08
129,129,2024-01-07 16:50:00,8.0,0.0,1018.82,19.35,60.74,270.92,3.0,219.0,0.01,270.92
130,130,2024-01-07 17:00:00,8.0,0.0,1018.77,19.34,60.8,162.58,3.0,219.0,0.0,162.58
131,131,2024-01-07 17:10:00,8.0,0.0,1018.86,19.37,61.02,89.82,3.0,219.0,0.0,89.82
132,132,2024-01-07 17:20:00,8.0,0.0,1018.91,19.28,62.07,32.5,3.0,219.0,0.0,32.5
133,133,2024-01-08 06:20:00,8.0,0.0,1017.96,16.78,80.22,43.12,3.0,219.0,0.0,43.12
134,134,2024-01-08 06:30:00,8.0,0.0,1017.98,16.83,80.29,147.22,3.0,219.0,0.0,147.22
135,135,2024-01-08 06:40:00,8.0,0.0,1018.09,16.6,81.43,394.92,3.0,219.0,0.02,394.92
136,136,2024-01-08 06:50:00,8.0,0.0,1018.17,16.61,80.72,825.67,3.0,219.0,0.12,825.67
137,137,2024-01-08 07:00:00,8.0,0.0,1018.33,16.64,80.21,1434.83,3.0,219.0,0.4,1434.83
138,138,2024-01-08 07:10:00,8.0,0.0,1018.36,16.85,79.66,2103.5,3.0,219.0,0.85,2103.5
139,139,2024-01-08 07:20:00,8.0,0.0,1018.38,17.03,78.47,2730.42,3.0,219.0,1.35,2730.42
140,140,2024-01-08 07:30:00,8.0,0.0,1018.38,17.03,77.9,2730.0,3.0,219.0,1.23,2730.0
141,141,2024-01-08 07:40:00,8.0,0.0,1018.45,16.97,78.35,2519.07,3.0,219.0,0.95,2519.07
142,142,2024-01-08 07:50:00,8.0,0.0,1018.54,17.22,78.16,3968.92,3.0,219.0,2.79,3968.92
143,143,2024-01-08 08:00:00,8.0,0.0,1018.56,17.16,78.84,4339.17,3.0,219.0,3.2,4339.17
144,144,2024-01-08 08:10:00,8.0,0.0,1018.66,17.31,78.57,5713.0,3.0,219.0,5.65,5713.0
145,145,2024-01-08 08:20:00,8.0,0.0,1018.58,17.64,75.72,6388.25,3.0,219.0,7.08,6388.25
146,146,2024-01-08 08:30:00,8.0,0.0,1018.63,18.13,73.53,6960.75,3.0,219.0,8.63,6960.75
147,147,2024-01-08 08:40:00,8.0,0.0,1018.8,18.55,71.99,9155.08,3.0,219.0,15.31,9155.08
148,148,2024-01-08 08:50:00,8.0,0.0,1019.02,18.66,71.91,9272.92,3.0,219.0,15.69,9272.92
149,149,2024-01-08 09:00:00,8.0,0.0,1019.29,18.48,72.57,8730.75,3.0,219.0,14.27,8730.75
150,150,2024-01-08 09:10:00,8.0,0.0,1019.33,18.76,71.87,9091.5,3.0,219.0,15.42,9091.5
151,151,2024-01-08 09:20:00,8.0,0.0,1019.32,18.64,71.44,8407.67,3.0,219.0,12.77,8407.67
152,152,2024-01-08 09:30:00,8.0,0.0,1019.2,18.62,71.69,7035.83,3.0,219.0,9.38,7035.83
153,153,2024-01-08 09:40:00,8.0,0.0,1019.13,19.08,70.94,9811.58,3.0,219.0,19.54,9811.58
154,154,2024-01-08 09:50:00,8.0,0.0,1019.02,19.88,67.15,15561.75,3.0,219.0,42.0,15561.75
155,155,2024-01-08 10:00:00,8.0,0.0,1018.88,20.24,64.56,14295.08,3.0,219.0,36.2,14295.08
156,156,2024-01-08 10:10:00,8.0,0.0,1018.73,20.16,64.96,16504.42,3.0,219.0,49.74,16504.42
157,157,2024-01-08 10:20:00,8.0,0.0,1018.49,20.75,62.84,16363.0,3.0,219.0,48.82,16363.0
158,158,2024-01-08 10:30:00,8.0,0.0,1018.25,21.07,61.13,13715.92,3.0,219.0,35.01,13715.92
159,159,2024-01-08 10:40:00,8.0,0.0,1018.0,21.09,61.33,15535.33,3.0,219.0,44.5,15535.33
160,160,2024-01-08 10:50:00,8.0,0.0,1017.94,21.75,59.17,18063.17,3.0,219.0,58.7,18063.17
161,161,2024-01-08 11:00:00,8.0,0.0,1017.77,22.66,56.34,18729.08,3.0,219.0,63.43,18729.08
162,162,2024-01-08 11:10:00,8.0,0.0,1017.61,22.79,55.25,12967.08,3.0,219.0,31.56,12967.08
163,163,2024-01-08 11:20:00,8.0,0.0,1017.38,22.72,55.7,12831.17,3.0,219.0,31.27,12831.17
164,164,2024-01-08 11:30:00,8.0,0.0,1017.28,22.9,55.11,15064.08,3.0,219.0,42.31,15064.08
165,165,2024-01-08 11:40:00,8.0,0.0,1017.01,23.86,53.03,24868.17,3.0,219.0,110.63,24868.17
166,166,2024-01-08 11:50:00,8.0,0.0,1016.7,25.83,47.78,33002.83,3.0,219.0,187.7,33002.83
167,167,2024-01-08 12:00:00,8.0,0.0,1016.46,26.16,45.78,29713.83,3.0,219.0,153.61,29713.83
168,168,2024-01-08 12:10:00,8.0,0.0,1016.34,26.73,44.72,35616.52,3.0,219.0,241.49,35616.52
169,169,2024-01-08 12:20:00,8.0,0.0,1016.21,26.64,44.29,26533.92,3.0,219.0,120.08,26533.92
170,170,2024-01-08 12:30:00,8.0,0.0,1016.02,26.29,45.07,27154.58,3.0,219.0,127.89,27154.58
171,171,2024-01-08 12:40:00,8.0,0.0,1015.75,26.38,46.01,45836.28,3.0,219.0,413.08,45836.28
172,172,2024-01-08 12:50:00,8.0,0.0,1015.51,29.31,39.89,57362.19,3.0,219.0,587.52,57362.19
173,173,2024-01-08 13:00:00,8.0,0.0,1015.3,29.68,38.38,42793.17,3.0,219.0,335.4,42793.17
174,174,2024-01-08 13:10:00,8.0,0.0,1015.12,27.68,41.55,31877.0,3.0,219.0,216.66,31877.0
175,175,2024-01-08 13:20:00,8.0,0.0,1015.08,26.12,45.8,20188.0,3.0,219.0,71.47,20188.0
176,176,2024-01-08 13:30:00,8.0,0.0,1015.01,25.74,47.27,24784.08,3.0,219.0,107.26,24784.08
177,177,2024-01-08 13:40:00,8.0,0.0,1014.87,28.7,42.25,59595.29,3.0,219.0,806.04,59595.29
178,178,2024-01-08 13:50:00,8.0,0.0,1014.73,35.5,29.18,108842.46,3.0,219.0,1853.13,108842.46
179,179,2024-01-08 14:00:00,8.0,0.0,1014.54,35.29,27.88,45355.24,3.0,219.0,613.07,45355.24
180,180,2024-01-08 14:10:00,8.0,0.0,1014.45,30.67,35.62,30678.24,3.0,219.0,175.41,30678.24
181,181,2024-01-08 14:20:00,8.0,0.0,1014.33,28.32,40.76,23769.33,3.0,219.0,104.44,23769.33
182,182,2024-01-08 14:30:00,8.0,0.0,1014.29,26.37,45.62,19435.17,3.0,219.0,73.63,19435.17
183,183,2024-01-08 14:40:00,8.0,0.0,1014.26,26.53,46.53,35949.2,3.0,219.0,482.62,35949.2
184,184,2024-01-08 14:50:00,8.0,0.0,1014.29,27.86,43.26,30234.72,3.0,219.0,223.2,30234.72
185,185,2024-01-08 15:00:00,8.0,0.0,1014.16,29.88,39.34,48620.55,3.0,219.0,562.29,48620.55
186,186,2024-01-08 15:10:00,8.0,0.0,1014.25,29.83,38.6,33273.69,3.0,219.0,293.2,33273.69
187,187,2024-01-08 15:20:00,8.0,0.0,1014.21,28.9,39.85,16289.92,3.0,219.0,67.66,16289.92
188,188,2024-01-08 15:30:00,8.0,0.0,1014.13,26.37,44.68,12551.17,3.0,219.0,33.63,12551.17
189,189,2024-01-08 15:40:00,8.0,0.0,1014.17,24.7,49.0,8734.75,3.0,219.0,15.18,8734.75
190,190,2024-01-08 15:50:00,8.0,0.0,1014.23,23.96,52.27,9936.33,3.0,219.0,19.43,9936.33
191,191,2024-01-08 16:00:00,8.0,0.0,1014.25,23.57,53.8,8530.42,3.0,219.0,14.24,8530.42
192,192,2024-01-08 16:10:00,8.0,0.01,1014.34,23.03,55.5,6469.58,3.0,219.0,8.62,6469.58
193,193,2024-01-08 16:20:00,8.0,0.0,1014.48,22.61,56.75,4310.58,3.0,219.0,4.03,4310.58
194,194,2024-01-08 16:30:00,8.0,0.0,1014.56,22.28,57.8,3005.75,3.0,219.0,2.0,3005.75
195,195,2024-01-08 16:40:00,8.0,0.0,1014.55,22.02,58.68,2073.67,3.0,219.0,0.94,2073.67
196,196,2024-01-08 16:50:00,8.0,0.0,1014.6,21.74,59.56,1479.58,3.0,219.0,0.51,1479.58
197,197,2024-01-08 17:00:00,8.0,0.0,1014.63,21.57,60.21,988.75,3.0,219.0,0.26,988.75
198,198,2024-01-08 17:10:00,8.0,0.0,1014.67,21.42,60.76,430.5,3.0,219.0,0.03,430.5
199,199,2024-01-08 17:20:00,8.0,0.0,1014.8,21.21,61.35,139.33,3.0,219.0,0.0,139.33
200,200,2024-01-08 17:30:00,8.0,0.0,1014.82,21.09,62.19,37.08,3.0,219.0,0.0,37.08
201,201,2024-01-09 06:20:00,8.0,0.0,1012.92,16.01,83.14,41.98,3.0,219.0,0.0,41.98
202,202,2024-01-09 06:30:00,8.0,0.0,1013.03,16.21,82.11,136.08,3.0,219.0,0.0,136.08
203,203,2024-01-09 06:40:00,8.0,0.0,1013.15,16.18,82.41,328.92,3.0,219.0,0.01,328.92
204,204,2024-01-09 06:50:00,8.0,0.0,1013.24,15.94,83.93,608.17,3.0,219.0,0.04,608.17
205,205,2024-01-09 07:00:00,8.0,0.0,1013.3,15.79,85.43,959.0,3.0,219.0,0.11,959.0
206,206,2024-01-09 07:10:00,8.0,0.0,1013.29,15.84,84.88,1402.58,3.0,219.0,0.27,1402.58
207,207,2024-01-09 07:20:00,8.0,0.61,1013.43,16.16,83.41,2120.75,3.0,219.0,0.79,2120.75
208,208,2024-01-09 07:30:00,8.0,0.99,1013.58,16.33,83.06,1943.42,3.0,219.0,0.56,1943.42
209,209,2024-01-09 07:40:00,8.0,0.12,1013.69,16.22,84.12,1871.58,3.0,219.0,0.44,1871.58
210,210,2024-01-09 07:50:00,8.0,0.0,1013.77,16.15,84.58,2119.08,3.0,219.0,0.52,2119.08
211,211,2024-01-09 08:00:00,8.0,0.0,1013.8,16.15,84.9,2537.17,3.0,219.0,0.84,2537.17
212,212,2024-01-09 08:10:00,8.0,0.07,1013.88,16.25,84.42,3096.42,3.0,219.0,1.34,3096.42
213,213,2024-01-09 08:20:00,8.0,0.0,1013.9,16.39,83.26,4126.0,3.0,219.0,2.45,4126.0
214,214,2024-01-09 08:30:00,8.0,0.26,1013.86,16.78,81.56,4530.25,3.0,219.0,3.31,4530.25
215,215,2024-01-09 08:40:00,8.0,0.52,1013.82,17.33,79.45,4976.75,3.0,219.0,4.32,4976.75
216,216,2024-01-09 08:50:00,8.0,1.17,1013.83,17.82,77.87,5210.75,3.0,219.0,4.72,5210.75
217,217,2024-01-09 09:00:00,8.0,0.94,1013.77,18.35,75.84,5665.83,3.0,219.0,5.84,5665.83
218,218,2024-01-09 09:10:00,8.0,1.6,1013.71,18.8,73.6,5828.58,3.0,219.0,6.03,5828.58
219,219,2024-01-09 09:20:00,8.0,1.14,1013.68,18.82,73.38,6419.75,3.0,219.0,7.55,6419.75
220,220,2024-01-09 09:30:00,8.0,0.0,1013.64,18.88,73.95,5994.08,3.0,219.0,5.9,5994.08
221,221,2024-01-09 09:40:00,8.0,0.0,1013.5,19.1,72.8,6469.08,3.0,219.0,7.55,6469.08
222,222,2024-01-09 09:50:00,8.0,0.0,1013.38,19.94,70.59,6895.17,3.0,219.0,8.72,6895.17
223,223,2024-01-09 10:00:00,8.0,0.0,1013.31,20.61,67.43,6979.41,3.0,219.0,8.8,6979.41
224,224,2024-01-09 10:10:00,8.0,0.0,1013.22,21.15,65.78,7268.75,3.0,219.0,9.35,7268.75
225,225,2024-01-09 10:20:00,8.0,0.0,1012.99,21.6,64.38,7416.67,3.0,219.0,9.47,7416.67
226,226,2024-01-09 10:30:00,8.0,0.0,1012.78,22.09,61.92,7935.25,3.0,219.0,10.71,7935.25
227,227,2024-01-09 10:40:00,8.0,0.0,1012.67,22.48,60.44,9329.0,3.0,219.0,14.86,9329.0
228,228,2024-01-09 10:50:00,8.0,0.0,1012.47,22.47,60.45,9415.08,3.0,219.0,14.64,9415.08
229,229,2024-01-09 11:00:00,8.0,0.0,1012.3,22.46,60.56,9751.83,3.0,219.0,15.46,9751.83
230,230,2024-01-09 11:10:00,8.0,0.0,1012.19,22.67,60.17,10758.0,3.0,219.0,18.01,10758.0
