序號,答案,mask
20240127132001,,0
20240127133001,,0
20240127134001,,0
20240127135001,,0
20240127140001,,0
20240127141001,,0
20240127142001,,0
20240127143001,,0
20240127144001,,0
20240127145001,,0
20240127150001,,0
20240127151001,,0
20240127152001,,0
20240127153001,,0
20240127154001,,0
20240127155001,,0
20240127160001,,0
20240127161001,,0
20240127162001,,0
20240127163001,,0
20240127164001,,0
20240127165001,,0
20240128090001,,1
20240128091001,,1
20240128092001,,1
20240128093001,,1
20240128094001,,1
20240128095001,,1
20240128100001,,1
20240128101001,,1
20240128102001,,1
20240128103001,,1
20240128104001,,1
20240128105001,,1
20240128110001,,1
20240128111001,,1
20240128112001,,1
20240128113001,,1
20240128114001,,1
20240128115001,,1
20240128120001,,1
20240128121001,,1
20240128122001,,1
20240128123001,,1
20240128124001,,1
20240128125001,,1
20240128130001,,1
20240128131001,,1
20240128132001,,1
20240128133001,,1
20240128134001,,1
20240128135001,,1
20240128140001,,1
20240128141001,,1
20240128142001,,1
20240128143001,,1
20240128144001,,1
20240128145001,,1
20240128150001,,1
20240128151001,,1
20240128152001,,1
20240128153001,,1
20240128154001,,1
20240128155001,,1
20240128160001,,1
20240128161001,,1
20240128162001,,1
20240128163001,,1
20240128164001,,1
20240128165001,,1
20240203090001,,0
20240203091001,,0
20240203092001,,0
20240203093001,,0
20240203094001,,0
20240203095001,,0
20240203100001,,0
20240203101001,,0
20240203102001,,0
20240203103001,,0
20240203104001,,0
20240203105001,,0
20240203110001,,0
20240203111001,,0
20240203112001,,0
20240203113001,,0
20240203114001,,0
20240203115001,,0
20240203120001,,0
20240203121001,,0
20240203122001,,0
20240203123001,,0
20240203124001,,0
20240203125001,,0
20240203130001,,0
20240203131001,,0
20240203132001,,0
20240203133001,,0
20240203134001,,0
20240203135001,,0
20240203140001,,0
20240203141001,,0
20240203142001,,0
20240203143001,,0
20240203144001,,0
20240203145001,,0
20240203150001,,0
20240203151001,,0
20240203152001,,0
20240203153001,,0
20240203154001,,0
20240203155001,,0
20240203160001,,0
20240203161001,,0
20240203162001,,0
20240203163001,,0
20240203164001,,0
20240203165001,,0
20240204090001,,1
20240204091001,,1
20240204092001,,1
20240204093001,,1
20240204094001,,1
20240204095001,,1
20240204100001,,1
20240204101001,,1
20240204102001,,1
20240204103001,,1
20240204104001,,1
20240204105001,,1
20240204110001,,1
20240204111001,,1
20240204112001,,1
20240204113001,,1
20240204114001,,1
20240204115001,,1
20240204120001,,1
20240204121001,,1
20240204122001,,1
20240204123001,,1
20240204124001,,1
20240204125001,,1
20240204130001,,1
20240204131001,,1
20240204132001,,1
20240204133001,,1
20240204134001,,1
20240204135001,,1
20240204140001,,1
20240204141001,,1
20240204142001,,1
20240204143001,,1
20240204144001,,1
20240204145001,,1
20240204150001,,1
20240204151001,,1
20240204152001,,1
20240204153001,,1
20240204154001,,1
20240204155001,,1
20240204160001,,1
20240204161001,,1
20240204162001,,1
20240204163001,,1
20240204164001,,1
20240204165001,,1
20240209090001,,1
20240209091001,,1
20240209092001,,1
20240209093001,,1
20240209094001,,1
20240209095001,,1
20240209100001,,1
20240209101001,,1
20240209102001,,1
20240209103001,,1
20240209104001,,1
20240209105001,,1
20240209110001,,1
20240209111001,,1
20240209112001,,1
20240209113001,,1
20240209114001,,1
20240209115001,,1
20240209120001,,1
20240209121001,,1
20240209122001,,1
20240209123001,,1
20240209124001,,1
20240209125001,,1
20240209130001,,1
20240209131001,,1
20240209132001,,1
20240209133001,,1
20240209134001,,1
20240209135001,,1
20240209140001,,1
20240209141001,,1
20240209142001,,1
20240209143001,,1
20240209144001,,1
20240209145001,,1
20240209150001,,1
20240209151001,,1
20240209152001,,1
20240209153001,,1
20240209154001,,1
20240209155001,,1
20240209160001,,1
20240209161001,,1
20240209162001,,1
20240209163001,,1
20240209164001,,1
20240209165001,,1
20240210090001,,1
20240210091001,,1
20240210092001,,1
20240210093001,,1
20240210094001,,1
20240210095001,,1
20240210100001,,1
20240210101001,,1
20240210102001,,1
20240210103001,,1
20240210104001,,1
20240210105001,,1
20240210110001,,1
20240210111001,,1
20240210112001,,1
20240210113001,,1
20240210114001,,1
20240210115001,,1
20240210120001,,1
20240210121001,,1
20240210122001,,1
20240210123001,,1
20240210124001,,1
20240210125001,,1
20240210130001,,1
20240210131001,,1
20240210132001,,1
20240210133001,,1
20240210134001,,1
20240210135001,,1
20240210140001,,1
20240210141001,,1
20240210142001,,1
20240210143001,,1
20240210144001,,1
20240210145001,,1
20240210150001,,1
20240210151001,,1
20240210152001,,1
20240210153001,,1
20240210154001,,1
20240210155001,,1
20240210160001,,1
20240210161001,,1
20240210162001,,1
20240210163001,,1
20240210164001,,1
20240210165001,,1
20240214090001,,1
20240214091001,,1
20240214092001,,1
20240214093001,,1
20240214094001,,1
20240214095001,,1
20240214100001,,1
20240214101001,,1
20240214102001,,1
20240214103001,,1
20240214104001,,1
20240214105001,,1
20240214110001,,1
20240214111001,,1
20240214112001,,1
20240214113001,,1
20240214114001,,1
20240214115001,,1
20240214120001,,1
20240214121001,,1
20240214122001,,1
20240214123001,,1
20240214124001,,1
20240214125001,,1
20240214130001,,1
20240214131001,,1
20240214132001,,1
20240214133001,,1
20240214134001,,1
20240214135001,,1
20240214140001,,1
20240214141001,,1
20240214142001,,1
20240214143001,,1
20240214144001,,1
20240214145001,,1
20240214150001,,1
20240214151001,,1
20240214152001,,1
20240214153001,,1
20240214154001,,1
20240214155001,,1
20240214160001,,1
20240214161001,,1
20240214162001,,1
20240214163001,,1
20240214164001,,1
20240214165001,,1
20240216090001,,0
20240216091001,,0
20240216092001,,0
20240216093001,,0
20240216094001,,0
20240216095001,,0
20240216100001,,0
20240216101001,,0
20240216102001,,0
20240216103001,,0
20240216104001,,0
20240216105001,,0
20240216110001,,0
20240216111001,,0
20240216112001,,0
20240216113001,,0
20240216114001,,0
20240216115001,,0
20240216120001,,0
20240216121001,,0
20240216122001,,0
20240216123001,,0
20240216124001,,0
20240216125001,,0
20240216130001,,0
20240216131001,,0
20240216132001,,0
20240216133001,,0
20240216134001,,0
20240216135001,,0
20240216140001,,0
20240216141001,,0
20240216142001,,0
20240216143001,,0
20240216144001,,0
20240216145001,,0
20240216150001,,0
20240216151001,,0
20240216152001,,0
20240216153001,,0
20240216154001,,0
20240216155001,,0
20240216160001,,0
20240216161001,,0
20240216162001,,0
20240216163001,,0
20240216164001,,0
20240216165001,,0
20240217090001,,1
20240217091001,,1
20240217092001,,1
20240217093001,,1
20240217094001,,1
20240217095001,,1
20240217100001,,1
20240217101001,,1
20240217102001,,1
20240217103001,,1
20240217104001,,1
20240217105001,,1
20240217110001,,1
20240217111001,,1
20240217112001,,1
20240217113001,,1
20240217114001,,1
20240217115001,,1
20240217120001,,1
20240217121001,,1
20240217122001,,1
20240217123001,,1
20240217124001,,1
20240217125001,,1
20240217130001,,1
20240217131001,,1
20240217132001,,1
20240217133001,,1
20240217134001,,1
20240217135001,,1
20240217140001,,1
20240217141001,,1
20240217142001,,1
20240217143001,,1
20240217144001,,1
20240217145001,,1
20240217150001,,1
20240217151001,,1
20240217152001,,1
20240217153001,,1
20240217154001,,1
20240217155001,,1
20240217160001,,1
20240217161001,,1
20240217162001,,1
20240217163001,,1
20240217164001,,1
20240217165001,,1
20240217090002,,0
20240217091002,,0
20240217092002,,0
20240217093002,,0
20240217094002,,0
20240217095002,,0
20240217100002,,0
20240217101002,,0
20240217102002,,0
20240217103002,,0
20240217104002,,0
20240217105002,,0
20240217110002,,0
20240217111002,,0
20240217112002,,0
20240217113002,,0
20240217114002,,0
20240217115002,,0
20240217120002,,0
20240217121002,,0
20240217122002,,0
20240217123002,,0
20240217124002,,0
20240217125002,,0
20240217130002,,0
20240217131002,,0
20240217132002,,0
20240217133002,,0
20240217134002,,0
20240217135002,,0
20240217140002,,0
20240217141002,,0
20240217142002,,0
20240217143002,,0
20240217144002,,0
20240217145002,,0
20240217150002,,0
20240217151002,,0
20240217152002,,0
20240217153002,,0
20240217154002,,0
20240217155002,,0
20240217160002,,0
20240217161002,,0
20240217162002,,0
20240217163002,,0
20240217164002,,0
20240217165002,,0
20240228090002,,0
20240228091002,,0
20240228092002,,0
20240228093002,,0
20240228094002,,0
20240228095002,,0
20240228100002,,0
20240228101002,,0
20240228102002,,0
20240228103002,,0
20240228104002,,0
20240228105002,,0
20240228110002,,0
20240228111002,,0
20240228112002,,0
20240228113002,,0
20240228114002,,0
20240228115002,,0
20240228120002,,0
20240228121002,,0
20240228122002,,0
20240228123002,,0
20240228124002,,0
20240228125002,,0
20240228130002,,0
20240228131002,,0
20240228132002,,0
20240228133002,,0
20240228134002,,0
20240228135002,,0
20240228140002,,0
20240228141002,,0
20240228142002,,0
20240228143002,,0
20240228144002,,0
20240228145002,,0
20240228150002,,0
20240228151002,,0
20240228152002,,0
20240228153002,,0
20240228154002,,0
20240228155002,,0
20240228160002,,0
20240228161002,,0
20240228162002,,0
20240228163002,,0
20240228164002,,0
20240228165002,,0
20240304090002,,0
20240304091002,,0
20240304092002,,0
20240304093002,,0
20240304094002,,0
20240304095002,,0
20240304100002,,0
20240304101002,,0
20240304102002,,0
20240304103002,,0
20240304104002,,0
20240304105002,,0
20240304110002,,0
20240304111002,,0
20240304112002,,0
20240304113002,,0
20240304114002,,0
20240304115002,,0
20240304120002,,0
20240304121002,,0
20240304122002,,0
20240304123002,,0
20240304124002,,0
20240304125002,,0
20240304130002,,0
20240304131002,,0
20240304132002,,0
20240304133002,,0
20240304134002,,0
20240304135002,,0
20240304140002,,0
20240304141002,,0
20240304142002,,0
20240304143002,,0
20240304144002,,0
20240304145002,,0
20240304150002,,0
20240304151002,,0
20240304152002,,0
20240304153002,,0
20240304154002,,0
20240304155002,,0
20240304160002,,0
20240304161002,,0
20240304162002,,0
20240304163002,,0
20240304164002,,0
20240304165002,,0
20240316090002,,0
20240316091002,,0
20240316092002,,0
20240316093002,,0
20240316094002,,0
20240316095002,,0
20240316100002,,0
20240316101002,,0
20240316102002,,0
20240316103002,,0
20240316104002,,0
20240316105002,,0
20240316110002,,0
20240316111002,,0
20240316112002,,0
20240316113002,,0
20240316114002,,0
20240316115002,,0
20240316120002,,0
20240316121002,,0
20240316122002,,0
20240316123002,,0
20240316124002,,0
20240316125002,,0
20240316130002,,0
20240316131002,,0
20240316132002,,0
20240316133002,,0
20240316134002,,0
20240316135002,,0
20240316140002,,0
20240316141002,,0
20240316142002,,0
20240316143002,,0
20240316144002,,0
20240316145002,,0
20240316150002,,0
20240316151002,,0
20240316152002,,0
20240316153002,,0
20240316154002,,0
20240316155002,,0
20240316160002,,0
20240316161002,,0
20240316162002,,0
20240316163002,,0
20240316164002,,0
20240316165002,,0
20240317090002,,0
20240317091002,,0
20240317092002,,0
20240317093002,,0
20240317094002,,0
20240317095002,,0
20240317100002,,0
20240317101002,,0
20240317102002,,0
20240317103002,,0
20240317104002,,0
20240317105002,,0
20240317110002,,0
20240317111002,,0
20240317112002,,0
20240317113002,,0
20240317114002,,0
20240317115002,,0
20240317120002,,0
20240317121002,,0
20240317122002,,0
20240317123002,,0
20240317124002,,0
20240317125002,,0
20240317130002,,0
20240317131002,,0
20240317132002,,0
20240317133002,,0
20240317134002,,0
20240317135002,,0
20240317140002,,0
20240317141002,,0
20240317142002,,0
20240317143002,,0
20240317144002,,0
20240317145002,,0
20240317150002,,0
20240317151002,,0
20240317152002,,0
20240317153002,,0
20240317154002,,0
20240317155002,,0
20240317160002,,0
20240317161002,,0
20240317162002,,0
20240317163002,,0
20240317164002,,0
20240317165002,,0
20240326090002,,1
20240326091002,,1
20240326092002,,1
20240326093002,,1
20240326094002,,1
20240326095002,,1
20240326100002,,1
20240326101002,,1
20240326102002,,1
20240326103002,,1
20240326104002,,1
20240326105002,,1
20240326110002,,1
20240326111002,,1
20240326112002,,1
20240326113002,,1
20240326114002,,1
20240326115002,,1
20240326120002,,1
20240326121002,,1
20240326122002,,1
20240326123002,,1
20240326124002,,1
20240326125002,,1
20240326130002,,1
20240326131002,,1
20240326132002,,1
20240326133002,,1
20240326134002,,1
20240326135002,,1
20240326140002,,1
20240326141002,,1
20240326142002,,1
20240326143002,,1
20240326144002,,1
20240326145002,,1
20240326150002,,1
20240326151002,,1
20240326152002,,1
20240326153002,,1
20240326154002,,1
20240326155002,,1
20240326160002,,1
20240326161002,,1
20240326162002,,1
20240326163002,,1
20240326164002,,1
20240326165002,,1
20240331090002,,0
20240331091002,,0
20240331092002,,0
20240331093002,,0
20240331094002,,0
20240331095002,,0
20240331100002,,0
20240331101002,,0
20240331102002,,0
20240331103002,,0
20240331104002,,0
20240331105002,,0
20240331110002,,0
20240331111002,,0
20240331112002,,0
20240331113002,,0
20240331114002,,0
20240331115002,,0
20240331120002,,0
20240331121002,,0
20240331122002,,0
20240331123002,,0
20240331124002,,0
20240331125002,,0
20240331130002,,0
20240331131002,,0
20240331132002,,0
20240331133002,,0
20240331134002,,0
20240331135002,,0
20240331140002,,0
20240331141002,,0
20240331142002,,0
20240331143002,,0
20240331144002,,0
20240331145002,,0
20240331150002,,0
20240331151002,,0
20240331152002,,0
20240331153002,,0
20240331154002,,0
20240331155002,,0
20240331160002,,0
20240331161002,,0
20240331162002,,0
20240331163002,,0
20240331164002,,0
20240331165002,,0
20240402090002,,0
20240402091002,,0
20240402092002,,0
20240402093002,,0
20240402094002,,0
20240402095002,,0
20240402100002,,0
20240402101002,,0
20240402102002,,0
20240402103002,,0
20240402104002,,0
20240402105002,,0
20240402110002,,0
20240402111002,,0
20240402112002,,0
20240402113002,,0
20240402114002,,0
20240402115002,,0
20240402120002,,0
20240402121002,,0
20240402122002,,0
20240402123002,,0
20240402124002,,0
20240402125002,,0
20240402130002,,0
20240402131002,,0
20240402132002,,0
20240402133002,,0
20240402134002,,0
20240402135002,,0
20240402140002,,0
20240402141002,,0
20240402142002,,0
20240402143002,,0
20240402144002,,0
20240402145002,,0
20240402150002,,0
20240402151002,,0
20240402152002,,0
20240402153002,,0
20240402154002,,0
20240402155002,,0
20240402160002,,0
20240402161002,,0
20240402162002,,0
20240402163002,,0
20240402164002,,0
20240402165002,,0
20240428090002,,1
20240428091002,,1
20240428092002,,1
20240428093002,,1
20240428094002,,1
20240428095002,,1
20240428100002,,1
20240428101002,,1
20240428102002,,1
20240428103002,,1
20240428104002,,1
20240428105002,,1
20240428110002,,1
20240428111002,,1
20240428112002,,1
20240428113002,,1
20240428114002,,1
20240428115002,,1
20240428120002,,1
20240428121002,,1
20240428122002,,1
20240428123002,,1
20240428124002,,1
20240428125002,,1
20240428130002,,1
20240428131002,,1
20240428132002,,1
20240428133002,,1
20240428134002,,1
20240428135002,,1
20240428140002,,1
20240428141002,,1
20240428142002,,1
20240428143002,,1
20240428144002,,1
20240428145002,,1
20240428150002,,1
20240428151002,,1
20240428152002,,1
20240428153002,,1
20240428154002,,1
20240428155002,,1
20240428160002,,1
20240428161002,,1
20240428162002,,1
20240428163002,,1
20240428164002,,1
20240428165002,,1
20240430090002,,1
20240430091002,,1
20240430092002,,1
20240430093002,,1
20240430094002,,1
20240430095002,,1
20240430100002,,1
20240430101002,,1
20240430102002,,1
20240430103002,,1
20240430104002,,1
20240430105002,,1
20240430110002,,1
20240430111002,,1
20240430112002,,1
20240430113002,,1
20240430114002,,1
20240430115002,,1
20240430120002,,1
20240430121002,,1
20240430122002,,1
20240430123002,,1
20240430124002,,1
20240430125002,,1
20240430130002,,1
20240430131002,,1
20240430132002,,1
20240430133002,,1
20240430134002,,1
20240430135002,,1
20240430140002,,1
20240430141002,,1
20240430142002,,1
20240430143002,,1
20240430144002,,1
20240430145002,,1
20240430150002,,1
20240430151002,,1
20240430152002,,1
20240430153002,,1
20240430154002,,1
20240430155002,,1
20240430160002,,1
20240430161002,,1
20240430162002,,1
20240430163002,,1
20240430164002,,1
20240430165002,,1
20240708090002,,1
20240708091002,,1
20240708092002,,1
20240708093002,,1
20240708094002,,1
20240708095002,,1
20240708100002,,1
20240708101002,,1
20240708102002,,1
20240708103002,,1
20240708104002,,1
20240708105002,,1
20240708110002,,1
20240708111002,,1
20240708112002,,1
20240708113002,,1
20240708114002,,1
20240708115002,,1
20240708120002,,1
20240708121002,,1
20240708122002,,1
20240708123002,,1
20240708124002,,1
20240708125002,,1
20240708130002,,1
20240708131002,,1
20240708132002,,1
20240708133002,,1
20240708134002,,1
20240708135002,,1
20240708140002,,1
20240708141002,,1
20240708142002,,1
20240708143002,,1
20240708144002,,1
20240708145002,,1
20240708150002,,1
20240708151002,,1
20240708152002,,1
20240708153002,,1
20240708154002,,1
20240708155002,,1
20240708160002,,1
20240708161002,,1
20240708162002,,1
20240708163002,,1
20240708164002,,1
20240708165002,,1
20240716090002,,1
20240716091002,,1
20240716092002,,1
20240716093002,,1
20240716094002,,1
20240716095002,,1
20240716100002,,1
20240716101002,,1
20240716102002,,1
20240716103002,,1
20240716104002,,1
20240716105002,,1
20240716110002,,1
20240716111002,,1
20240716112002,,1
20240716113002,,1
20240716114002,,1
20240716115002,,1
20240716120002,,1
20240716121002,,1
20240716122002,,1
20240716123002,,1
20240716124002,,1
20240716125002,,1
20240716130002,,1
20240716131002,,1
20240716132002,,1
20240716133002,,1
20240716134002,,1
20240716135002,,1
20240716140002,,1
20240716141002,,1
20240716142002,,1
20240716143002,,1
20240716144002,,1
20240716145002,,1
20240716150002,,1
20240716151002,,1
20240716152002,,1
20240716153002,,1
20240716154002,,1
20240716155002,,1
20240716160002,,1
20240716161002,,1
20240716162002,,1
20240716163002,,1
20240716164002,,1
20240716165002,,1
20240314090003,,1
20240314091003,,1
20240314092003,,1
20240314093003,,1
20240314094003,,1
20240314095003,,1
20240314100003,,1
20240314101003,,1
20240314102003,,1
20240314103003,,1
20240314104003,,1
20240314105003,,1
20240314110003,,1
20240314111003,,1
20240314112003,,1
20240314113003,,1
20240314114003,,1
20240314115003,,1
20240314120003,,1
20240314121003,,1
20240314122003,,1
20240314123003,,1
20240314124003,,1
20240314125003,,1
20240314130003,,1
20240314131003,,1
20240314132003,,1
20240314133003,,1
20240314134003,,1
20240314135003,,1
20240314140003,,1
20240314141003,,1
20240314142003,,1
20240314143003,,1
20240314144003,,1
20240314145003,,1
20240314150003,,1
20240314151003,,1
20240314152003,,1
20240314153003,,1
20240314154003,,1
20240314155003,,1
20240314160003,,1
20240314161003,,1
20240314162003,,1
20240314163003,,1
20240314164003,,1
20240314165003,,1
20240320090003,,1
20240320091003,,1
20240320092003,,1
20240320093003,,1
20240320094003,,1
20240320095003,,1
20240320100003,,1
20240320101003,,1
20240320102003,,1
20240320103003,,1
20240320104003,,1
20240320105003,,1
20240320110003,,1
20240320111003,,1
20240320112003,,1
20240320113003,,1
20240320114003,,1
20240320115003,,1
20240320120003,,1
20240320121003,,1
20240320122003,,1
20240320123003,,1
20240320124003,,1
20240320125003,,1
20240320130003,,1
20240320131003,,1
20240320132003,,1
20240320133003,,1
20240320134003,,1
20240320135003,,1
20240320140003,,1
20240320141003,,1
20240320142003,,1
20240320143003,,1
20240320144003,,1
20240320145003,,1
20240320150003,,1
20240320151003,,1
20240320152003,,1
20240320153003,,1
20240320154003,,1
20240320155003,,1
20240320160003,,1
20240320161003,,1
20240320162003,,1
20240320163003,,1
20240320164003,,1
20240320165003,,1
20240321090003,,1
20240321091003,,1
20240321092003,,1
20240321093003,,1
20240321094003,,1
20240321095003,,1
20240321100003,,1
20240321101003,,1
20240321102003,,1
20240321103003,,1
20240321104003,,1
20240321105003,,1
20240321110003,,1
20240321111003,,1
20240321112003,,1
20240321113003,,1
20240321114003,,1
20240321115003,,1
20240321120003,,1
20240321121003,,1
20240321122003,,1
20240321123003,,1
20240321124003,,1
20240321125003,,1
20240321130003,,1
20240321131003,,1
20240321132003,,1
20240321133003,,1
20240321134003,,1
20240321135003,,1
20240321140003,,1
20240321141003,,1
20240321142003,,1
20240321143003,,1
20240321144003,,1
20240321145003,,1
20240321150003,,1
20240321151003,,1
20240321152003,,1
20240321153003,,1
20240321154003,,1
20240321155003,,1
20240321160003,,1
20240321161003,,1
20240321162003,,1
20240321163003,,1
20240321164003,,1
20240321165003,,1
20240324090003,,0
20240324091003,,0
20240324092003,,0
20240324093003,,0
20240324094003,,0
20240324095003,,0
20240324100003,,0
20240324101003,,0
20240324102003,,0
20240324103003,,0
20240324104003,,0
20240324105003,,0
20240324110003,,0
20240324111003,,0
20240324112003,,0
20240324113003,,0
20240324114003,,0
20240324115003,,0
20240324120003,,0
20240324121003,,0
20240324122003,,0
20240324123003,,0
20240324124003,,0
20240324125003,,0
20240324130003,,0
20240324131003,,0
20240324132003,,0
20240324133003,,0
20240324134003,,0
20240324135003,,0
20240324140003,,0
20240324141003,,0
20240324142003,,0
20240324143003,,0
20240324144003,,0
20240324145003,,0
20240324150003,,0
20240324151003,,0
20240324152003,,0
20240324153003,,0
20240324154003,,0
20240324155003,,0
20240324160003,,0
20240324161003,,0
20240324162003,,0
20240324163003,,0
20240324164003,,0
20240324165003,,0
20240331090003,,1
20240331091003,,1
20240331092003,,1
20240331093003,,1
20240331094003,,1
20240331095003,,1
20240331100003,,1
20240331101003,,1
20240331102003,,1
20240331103003,,1
20240331104003,,1
20240331105003,,1
20240331110003,,1
20240331111003,,1
20240331112003,,1
20240331113003,,1
20240331114003,,1
20240331115003,,1
20240331120003,,1
20240331121003,,1
20240331122003,,1
20240331123003,,1
20240331124003,,1
20240331125003,,1
20240331130003,,1
20240331131003,,1
20240331132003,,1
20240331133003,,1
20240331134003,,1
20240331135003,,1
20240331140003,,1
20240331141003,,1
20240331142003,,1
20240331143003,,1
20240331144003,,1
20240331145003,,1
20240331150003,,1
20240331151003,,1
20240331152003,,1
20240331153003,,1
20240331154003,,1
20240331155003,,1
20240331160003,,1
20240331161003,,1
20240331162003,,1
20240331163003,,1
20240331164003,,1
20240331165003,,1
20240402090003,,1
20240402091003,,1
20240402092003,,1
20240402093003,,1
20240402094003,,1
20240402095003,,1
20240402100003,,1
20240402101003,,1
20240402102003,,1
20240402103003,,1
20240402104003,,1
20240402105003,,1
20240402110003,,1
20240402111003,,1
20240402112003,,1
20240402113003,,1
20240402114003,,1
20240402115003,,1
20240402120003,,1
20240402121003,,1
20240402122003,,1
20240402123003,,1
20240402124003,,1
20240402125003,,1
20240402130003,,1
20240402131003,,1
20240402132003,,1
20240402133003,,1
20240402134003,,1
20240402135003,,1
20240402140003,,1
20240402141003,,1
20240402142003,,1
20240402143003,,1
20240402144003,,1
20240402145003,,1
20240402150003,,1
20240402151003,,1
20240402152003,,1
20240402153003,,1
20240402154003,,1
20240402155003,,1
20240402160003,,1
20240402161003,,1
20240402162003,,1
20240402163003,,1
20240402164003,,1
20240402165003,,1
20240403090003,,0
20240403091003,,0
20240403092003,,0
20240403093003,,0
20240403094003,,0
20240403095003,,0
20240403100003,,0
20240403101003,,0
20240403102003,,0
20240403103003,,0
20240403104003,,0
20240403105003,,0
20240403110003,,0
20240403111003,,0
20240403112003,,0
20240403113003,,0
20240403114003,,0
20240403115003,,0
20240403120003,,0
20240403121003,,0
20240403122003,,0
20240403123003,,0
20240403124003,,0
20240403125003,,0
20240403130003,,0
20240403131003,,0
20240403132003,,0
20240403133003,,0
20240403134003,,0
20240403135003,,0
20240403140003,,0
20240403141003,,0
20240403142003,,0
20240403143003,,0
20240403144003,,0
20240403145003,,0
20240403150003,,0
20240403151003,,0
20240403152003,,0
20240403153003,,0
20240403154003,,0
20240403155003,,0
20240403160003,,0
20240403161003,,0
20240403162003,,0
20240403163003,,0
20240403164003,,0
20240403165003,,0
20240409090003,,1
20240409091003,,1
20240409092003,,1
20240409093003,,1
20240409094003,,1
20240409095003,,1
20240409100003,,1
20240409101003,,1
20240409102003,,1
20240409103003,,1
20240409104003,,1
20240409105003,,1
20240409110003,,1
20240409111003,,1
20240409112003,,1
20240409113003,,1
20240409114003,,1
20240409115003,,1
20240409120003,,1
20240409121003,,1
20240409122003,,1
20240409123003,,1
20240409124003,,1
20240409125003,,1
20240409130003,,1
20240409131003,,1
20240409132003,,1
20240409133003,,1
20240409134003,,1
20240409135003,,1
20240409140003,,1
20240409141003,,1
20240409142003,,1
20240409143003,,1
20240409144003,,1
20240409145003,,1
20240409150003,,1
20240409151003,,1
20240409152003,,1
20240409153003,,1
20240409154003,,1
20240409155003,,1
20240409160003,,1
20240409161003,,1
20240409162003,,1
20240409163003,,1
20240409164003,,1
20240409165003,,1
20240411090003,,0
20240411091003,,0
20240411092003,,0
20240411093003,,0
20240411094003,,0
20240411095003,,0
20240411100003,,0
20240411101003,,0
20240411102003,,0
20240411103003,,0
20240411104003,,0
20240411105003,,0
20240411110003,,0
20240411111003,,0
20240411112003,,0
20240411113003,,0
20240411114003,,0
