idx,DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),height,angle,Power(mW)
19,2024-01-01 09:40:00,1.0,0.04,1018.13,18.08,100.0,5774.66,5.0,181.0,7.51
20,2024-01-01 09:50:00,1.0,0.02,1018.03,17.83,100.0,5437.75,5.0,181.0,7.03
21,2024-01-01 10:00:00,1.0,0.0,1018.04,17.75,100.0,9312.75,5.0,181.0,19.71
22,2024-01-01 10:10:00,1.0,0.04,1017.88,17.99,100.0,9500.66,5.0,181.0,20.35
23,2024-01-01 10:20:00,1.0,0.02,1017.82,18.13,100.0,9711.58,5.0,181.0,20.43
24,2024-01-01 10:30:00,1.0,0.01,1017.82,18.2,100.0,7952.5,5.0,181.0,14.01
25,2024-01-01 10:40:00,1.0,0.58,1017.71,18.11,95.79,6422.5,5.0,181.0,9.33
26,2024-01-01 10:50:00,1.0,0.03,1017.55,18.21,93.92,7941.42,5.0,181.0,13.53
27,2024-01-01 11:00:00,1.0,0.2,1017.46,18.64,92.71,7700.92,5.0,181.0,13.2
28,2024-01-01 11:10:00,1.0,0.35,1017.28,18.78,87.1,6558.92,5.0,181.0,9.47
29,2024-01-01 11:20:00,1.0,0.25,1017.09,18.8,86.15,6868.25,5.0,181.0,10.26
30,2024-01-01 11:30:00,1.0,0.17,1016.87,18.94,84.1,8485.08,5.0,181.0,15.88
31,2024-01-01 11:40:00,1.0,0.06,1016.56,19.38,84.1,10389.83,5.0,181.0,22.82
32,2024-01-01 11:50:00,1.0,0.15,1016.36,19.77,80.9,9784.75,5.0,181.0,20.51
33,2024-01-01 12:00:00,1.0,0.43,1016.17,19.87,80.09,11379.0,5.0,181.0,27.05
34,2024-01-01 12:10:00,1.0,0.97,1015.97,19.96,77.42,9266.17,5.0,181.0,18.22
35,2024-01-01 12:20:00,1.0,0.4,1015.82,19.81,78.0,9845.92,5.0,181.0,20.46
36,2024-01-01 12:30:00,1.0,1.27,1015.67,20.04,76.07,16415.58,5.0,181.0,55.61
37,2024-01-01 12:40:00,1.0,0.75,1015.51,20.35,74.86,13374.75,5.0,181.0,37.65
38,2024-01-01 12:50:00,1.0,1.37,1015.42,20.29,74.1,10362.5,5.0,181.0,23.23
39,2024-01-01 13:00:00,1.0,0.39,1015.34,19.9,75.45,7872.25,5.0,181.0,13.66
40,2024-01-01 13:10:00,1.0,0.14,1015.27,19.88,77.24,6294.5,5.0,181.0,8.64
41,2024-01-01 13:20:00,1.0,0.32,1015.05,19.67,76.37,6342.5,5.0,181.0,8.51
42,2024-01-01 13:30:00,1.0,0.04,1015.0,19.49,77.68,5682.0,5.0,181.0,6.83
43,2024-01-01 13:40:00,1.0,0.11,1014.94,19.31,78.29,4557.08,5.0,181.0,4.3
44,2024-01-01 13:50:00,1.0,0.0,1015.0,19.04,80.3,3202.0,5.0,181.0,2.37
45,2024-01-01 14:00:00,1.0,0.11,1014.91,18.23,86.75,3045.08,5.0,181.0,2.15
46,2024-01-01 14:10:00,1.0,0.26,1014.93,17.87,89.61,3755.25,5.0,181.0,3.02
47,2024-01-01 14:20:00,1.0,0.04,1014.91,17.96,89.18,4500.33,5.0,181.0,4.3
48,2024-01-01 14:30:00,1.0,0.08,1014.79,18.2,88.3,4435.83,5.0,181.0,4.3
49,2024-01-01 14:40:00,1.0,0.02,1014.74,18.44,87.16,4597.33,5.0,181.0,4.65
50,2024-01-01 14:50:00,1.0,0.01,1014.66,18.71,85.76,4781.25,5.0,181.0,5.03
51,2024-01-01 15:00:00,1.0,0.07,1014.56,18.82,84.23,3589.83,5.0,181.0,2.98
52,2024-01-01 15:10:00,1.0,0.0,1014.54,18.7,84.73,3289.67,5.0,181.0,2.45
53,2024-01-01 15:20:00,1.0,0.14,1014.59,18.58,85.6,2496.08,5.0,181.0,1.49
54,2024-01-01 15:30:00,1.0,0.23,1014.63,18.43,84.87,2351.25,5.0,181.0,1.33
55,2024-01-01 15:40:00,1.0,0.05,1014.77,18.4,84.3,2545.17,5.0,181.0,1.52
56,2024-01-01 15:50:00,1.0,0.02,1014.96,18.29,86.6,2437.0,5.0,181.0,1.46
57,2024-01-01 16:00:00,1.0,0.0,1015.07,18.2,87.58,1810.67,5.0,181.0,0.86
58,2024-01-01 16:10:00,1.0,0.07,1015.17,17.98,89.35,1130.0,5.0,181.0,0.36
59,2024-01-01 16:20:00,1.0,0.08,1015.32,17.68,90.42,1000.58,5.0,181.0,0.29
60,2024-01-01 16:30:00,1.0,0.0,1015.47,17.5,91.18,795.42,5.0,181.0,0.21
61,2024-01-01 16:40:00,1.0,0.02,1015.58,17.5,91.84,663.17,5.0,181.0,0.15
62,2024-01-01 16:50:00,1.0,0.16,1015.69,17.44,93.07,368.67,5.0,181.0,0.06
63,2024-01-01 17:00:00,1.0,0.07,1015.77,16.96,96.79,172.83,5.0,181.0,0.02
64,2024-01-01 17:10:00,1.0,0.07,1015.92,16.39,100.0,95.83,5.0,181.0,0.01
65,2024-01-01 17:20:00,1.0,0.04,1016.04,16.2,100.0,37.81,5.0,181.0,0.0
66,2024-01-02 06:20:00,1.0,0.0,1014.51,12.61,100.0,100.24,5.0,181.0,0.02
67,2024-01-02 06:30:00,1.0,0.0,1014.54,12.7,100.0,419.92,5.0,181.0,0.09
68,2024-01-02 06:40:00,1.0,0.0,1014.55,12.62,100.0,1164.33,5.0,181.0,0.48
69,2024-01-02 06:50:00,1.0,0.0,1014.6,12.65,100.0,2250.34,5.0,181.0,1.68
70,2024-01-02 07:00:00,1.0,0.0,1014.65,12.99,100.0,4352.58,5.0,181.0,8.3
71,2024-01-02 07:10:00,1.0,0.07,1014.81,14.44,100.0,8052.67,5.0,181.0,35.99
72,2024-01-02 07:20:00,1.0,0.39,1014.85,15.55,100.0,8764.0,5.0,181.0,28.9
73,2024-01-02 07:30:00,1.0,0.11,1014.92,16.24,100.0,15173.17,5.0,181.0,101.45
74,2024-01-02 07:40:00,1.0,0.06,1014.98,18.97,100.0,25676.25,5.0,181.0,265.02
75,2024-01-02 07:50:00,1.0,0.11,1014.9,22.21,90.75,32754.75,5.0,181.0,386.96
76,2024-01-02 08:00:00,1.0,0.29,1014.86,24.48,71.4,39953.71,5.0,181.0,513.66
77,2024-01-02 08:10:00,1.0,0.42,1014.87,25.97,63.99,46366.74,5.0,181.0,635.5
78,2024-01-02 08:20:00,1.0,0.32,1014.81,27.1,59.17,52176.04,5.0,181.0,767.84
79,2024-01-02 08:30:00,1.0,0.72,1014.8,27.78,55.52,57116.18,5.0,181.0,908.43
80,2024-01-02 08:40:00,1.0,0.98,1014.8,28.2,52.96,60843.08,5.0,181.0,1006.15
81,2024-01-02 08:50:00,1.0,0.1,1014.85,29.01,52.95,66731.44,5.0,181.0,1164.03
82,2024-01-02 09:00:00,1.0,0.16,1014.78,31.01,47.78,70884.74,5.0,181.0,1277.55
83,2024-01-02 09:10:00,1.0,0.08,1014.7,32.07,45.06,75632.26,5.0,181.0,1369.8
84,2024-01-02 09:20:00,1.0,0.67,1014.66,32.71,41.56,81495.07,5.0,181.0,1462.67
85,2024-01-02 09:30:00,1.0,0.71,1014.54,32.2,41.67,89049.71,5.0,181.0,1540.4
86,2024-01-02 09:40:00,1.0,0.22,1014.44,32.89,39.65,97289.46,5.0,181.0,1594.3
87,2024-01-02 09:50:00,1.0,0.47,1014.27,33.88,37.9,102983.39,5.0,181.0,1631.14
88,2024-01-02 10:00:00,1.0,0.46,1014.15,34.5,36.79,106164.94,5.0,181.0,1659.6
89,2024-01-02 10:10:00,1.0,0.19,1014.0,34.81,35.28,106549.29,5.0,181.0,1671.31
90,2024-01-02 10:20:00,1.0,0.12,1013.71,35.57,34.22,105218.34,5.0,181.0,1674.38
91,2024-01-02 10:30:00,1.0,0.03,1013.55,37.08,32.38,105219.6,5.0,181.0,1669.7
92,2024-01-02 10:40:00,1.0,0.17,1013.4,37.96,29.79,105003.8,5.0,181.0,1689.69
93,2024-01-02 10:50:00,1.0,0.95,1013.25,37.9,29.29,106520.36,5.0,181.0,1708.54
94,2024-01-02 11:00:00,1.0,0.36,1013.1,37.48,29.8,110266.49,5.0,181.0,1710.23
95,2024-01-02 11:10:00,1.0,1.52,1012.9,37.33,29.07,111173.91,5.0,181.0,1734.2
96,2024-01-02 11:20:00,1.0,2.43,1012.66,36.94,29.58,111791.31,5.0,181.0,1727.19
97,2024-01-02 11:30:00,1.0,0.73,1012.47,37.33,29.77,115772.11,5.0,181.0,1760.06
98,2024-01-02 11:40:00,1.0,1.31,1012.24,38.76,28.02,117015.55,5.0,181.0,1766.71
99,2024-01-02 11:50:00,1.0,0.0,1011.97,39.27,26.87,112245.02,5.0,181.0,1728.95
100,2024-01-02 12:00:00,1.0,0.0,1011.71,38.15,27.69,108139.88,5.0,181.0,1705.11
101,2024-01-02 12:10:00,1.0,0.53,1011.46,39.16,27.13,112015.2,5.0,181.0,1703.99
102,2024-01-02 12:20:00,1.0,0.44,1011.28,39.46,25.97,112181.24,5.0,181.0,1733.1
103,2024-01-02 12:30:00,1.0,1.31,1011.13,38.74,27.29,105787.42,5.0,181.0,1664.08
104,2024-01-02 12:40:00,1.0,1.3,1010.93,37.61,29.05,108307.89,5.0,181.0,1791.86
105,2024-01-02 12:50:00,1.0,2.67,1010.77,36.18,31.07,108356.05,5.0,181.0,1791.78
106,2024-01-02 13:00:00,1.0,2.81,1010.64,35.78,32.03,84260.32,5.0,181.0,1329.92
107,2024-01-02 13:10:00,1.0,1.98,1010.51,33.88,34.45,44256.17,5.0,181.0,417.97
108,2024-01-02 13:20:00,1.0,3.33,1010.49,31.71,38.28,37400.8,5.0,181.0,291.34
109,2024-01-02 13:30:00,1.0,2.85,1010.44,29.72,42.1,30432.31,5.0,181.0,195.89
110,2024-01-02 13:40:00,1.0,1.21,1010.3,28.73,44.72,27421.75,5.0,181.0,160.57
111,2024-01-02 13:50:00,1.0,1.49,1010.24,28.55,45.71,23782.67,5.0,181.0,122.99
112,2024-01-02 14:00:00,1.0,1.88,1010.22,27.71,47.44,21780.62,5.0,181.0,105.78
113,2024-01-02 14:10:00,1.0,3.7,1010.17,27.12,48.79,18929.33,5.0,181.0,81.01
114,2024-01-02 14:20:00,1.0,3.83,1010.11,26.8,49.93,15685.08,5.0,181.0,56.43
115,2024-01-02 14:30:00,1.0,2.95,1010.05,26.07,51.61,12507.5,5.0,181.0,36.42
116,2024-01-02 14:40:00,1.0,3.32,1010.04,25.55,53.08,10567.58,5.0,181.0,26.28
117,2024-01-02 14:50:00,1.0,3.14,1009.98,25.21,54.29,9687.0,5.0,181.0,22.13
118,2024-01-02 15:00:00,1.0,3.1,1009.94,24.81,55.6,9726.58,5.0,181.0,22.02
119,2024-01-02 15:10:00,1.0,3.06,1009.96,24.54,56.47,9151.08,5.0,181.0,19.7
120,2024-01-02 15:20:00,1.0,3.53,1010.01,24.49,56.87,8138.25,5.0,181.0,15.99
121,2024-01-02 15:30:00,1.0,2.69,1010.09,24.32,58.04,7892.42,5.0,181.0,14.8
122,2024-01-02 15:40:00,1.0,1.01,1010.16,24.3,58.36,7334.17,5.0,181.0,12.8
123,2024-01-02 15:50:00,1.0,0.42,1010.2,24.3,58.11,6381.58,5.0,181.0,9.86
124,2024-01-02 16:00:00,1.0,1.33,1010.25,24.25,58.25,5305.17,5.0,181.0,6.89
125,2024-01-02 16:10:00,1.0,3.54,1010.39,23.99,59.04,4407.25,5.0,181.0,4.8
126,2024-01-02 16:20:00,1.0,0.0,1010.38,23.57,60.38,3978.5,5.0,181.0,3.92
127,2024-01-02 16:30:00,1.0,0.0,1010.36,23.26,61.26,3725.84,5.0,181.0,3.5
128,2024-01-02 16:40:00,1.0,1.5,1010.35,23.05,62.34,2538.58,5.0,181.0,1.72
129,2024-01-02 16:50:00,1.0,0.0,1010.42,22.65,63.57,1448.0,5.0,181.0,0.58
130,2024-01-02 17:00:00,1.0,0.0,1010.55,22.18,65.77,711.75,5.0,181.0,0.13
131,2024-01-02 17:10:00,1.0,0.0,1010.65,21.72,68.15,348.25,5.0,181.0,0.04
132,2024-01-02 17:20:00,1.0,0.0,1010.78,21.41,70.57,113.75,5.0,181.0,0.01
133,2024-01-02 17:30:00,1.0,0.0,1010.89,21.25,71.78,31.04,5.0,181.0,0.0
134,2024-01-03 06:20:00,1.0,0.43,1011.11,14.32,100.0,54.89,5.0,181.0,0.0
135,2024-01-03 06:30:00,1.0,0.25,1011.32,14.57,100.0,181.67,5.0,181.0,0.02
136,2024-01-03 06:40:00,1.0,0.11,1011.47,14.85,100.0,488.67,5.0,181.0,0.1
137,2024-01-03 06:50:00,1.0,0.37,1011.6,15.16,100.0,925.5,5.0,181.0,0.3
138,2024-01-03 07:00:00,1.0,0.71,1011.79,15.44,100.0,1389.42,5.0,181.0,0.56
139,2024-01-03 07:10:00,1.0,1.7,1011.84,15.65,100.0,2028.33,5.0,181.0,1.15
140,2024-01-03 07:20:00,1.0,1.1,1011.93,15.86,100.0,2586.08,5.0,181.0,1.78
141,2024-01-03 07:30:00,1.0,1.06,1011.96,16.17,100.0,3726.58,5.0,181.0,3.58
142,2024-01-03 07:40:00,1.0,0.71,1012.05,16.48,100.0,5264.83,5.0,181.0,6.63
143,2024-01-03 07:50:00,1.0,0.38,1012.19,16.9,100.0,6447.67,5.0,181.0,9.9
144,2024-01-03 08:00:00,1.0,0.42,1012.33,17.52,100.0,9641.75,5.0,181.0,21.8
145,2024-01-03 08:10:00,1.0,0.2,1012.42,18.38,100.0,13379.0,5.0,181.0,40.93
146,2024-01-03 08:20:00,1.0,0.76,1012.56,19.48,100.0,13697.58,5.0,181.0,45.73
147,2024-01-03 08:30:00,1.0,0.28,1012.55,20.29,98.06,16763.25,5.0,181.0,64.55
148,2024-01-03 08:40:00,1.0,0.07,1012.56,20.99,92.8,19599.42,5.0,181.0,87.15
149,2024-01-03 08:50:00,1.0,0.16,1012.64,22.33,85.58,24937.17,5.0,181.0,140.44
150,2024-01-03 09:00:00,1.0,0.26,1012.62,23.43,77.24,27053.08,5.0,181.0,158.7
151,2024-01-03 09:10:00,1.0,0.5,1012.58,24.96,71.15,62447.72,5.0,181.0,1029.72
152,2024-01-03 09:20:00,1.0,0.36,1012.39,28.51,58.7,60496.41,5.0,181.0,882.33
153,2024-01-03 09:30:00,1.0,0.56,1012.34,28.97,55.0,56866.24,5.0,181.0,781.44
154,2024-01-03 09:40:00,1.0,0.19,1012.29,30.12,54.29,89005.5,5.0,181.0,1430.35
155,2024-01-03 09:50:00,1.0,0.49,1012.14,33.26,45.19,71760.0,5.0,181.0,1030.75
156,2024-01-03 10:00:00,1.0,0.22,1012.01,33.13,44.45,58968.46,5.0,181.0,721.26
157,2024-01-03 10:10:00,1.0,0.21,1011.92,32.12,45.62,73779.69,5.0,181.0,1056.06
158,2024-01-03 10:20:00,1.0,0.49,1011.75,34.41,41.31,103910.2,5.0,181.0,1704.66
159,2024-01-03 10:30:00,1.0,0.31,1011.65,36.03,38.21,85941.83,5.0,181.0,1370.82
160,2024-01-03 10:40:00,1.0,0.23,1011.6,37.98,35.29,103057.61,5.0,181.0,1598.03
161,2024-01-03 10:50:00,1.0,1.15,1011.45,37.61,34.42,48948.67,5.0,181.0,520.26
162,2024-01-03 11:00:00,1.0,0.32,1011.31,35.62,37.43,49706.23,5.0,181.0,533.71
163,2024-01-03 11:10:00,1.0,0.8,1011.23,35.11,38.05,46459.28,5.0,181.0,463.55
164,2024-01-03 11:20:00,1.0,0.38,1011.21,33.63,40.73,36716.87,5.0,181.0,295.84
165,2024-01-03 11:30:00,1.0,0.0,1011.14,30.83,47.04,25478.75,5.0,181.0,149.17
166,2024-01-03 11:40:00,1.0,0.81,1011.06,28.52,53.43,23165.25,5.0,181.0,116.22
167,2024-01-03 11:50:00,1.0,0.96,1010.94,27.2,57.9,18032.75,5.0,181.0,70.75
168,2024-01-03 12:00:00,1.0,0.67,1010.84,25.68,63.04,14209.92,5.0,181.0,44.42
169,2024-01-03 12:10:00,1.0,0.72,1010.77,24.74,66.98,12200.0,5.0,181.0,33.39
170,2024-01-03 12:20:00,1.0,0.48,1010.67,23.59,71.64,11248.25,5.0,181.0,27.95
171,2024-01-03 12:30:00,1.0,0.0,1010.53,22.67,76.32,10324.5,5.0,181.0,23.36
172,2024-01-03 12:40:00,1.0,1.2,1010.56,22.18,79.55,9463.33,5.0,181.0,19.22
173,2024-01-03 12:50:00,1.0,0.21,1010.52,21.71,81.1,6845.5,5.0,181.0,10.22
174,2024-01-03 13:00:00,1.0,1.15,1010.46,21.31,83.55,4715.34,5.0,181.0,4.92
175,2024-01-03 13:10:00,1.0,0.46,1010.44,21.05,84.57,5141.63,5.0,181.0,5.86
176,2024-01-03 13:20:00,1.0,0.0,1010.44,20.82,84.07,5410.42,5.0,181.0,6.28
177,2024-01-03 13:30:00,1.0,1.06,1010.5,20.55,84.74,3648.08,5.0,181.0,2.96
178,2024-01-03 13:40:00,1.0,0.22,1010.57,20.21,86.1,4573.33,5.0,181.0,4.49
179,2024-01-03 13:50:00,1.0,2.19,1010.61,20.0,87.58,5202.83,5.0,181.0,5.93
180,2024-01-03 14:00:00,1.0,1.13,1010.66,19.96,87.86,6338.75,5.0,181.0,8.69
181,2024-01-03 14:10:00,1.0,0.0,1010.8,19.6,89.45,5172.42,5.0,181.0,6.3
182,2024-01-03 14:20:00,1.0,0.0,1010.81,19.35,89.87,6848.75,5.0,181.0,10.75
183,2024-01-03 14:30:00,1.0,0.31,1010.85,19.35,86.97,5038.83,5.0,181.0,5.72
184,2024-01-03 14:40:00,1.0,0.0,1011.01,19.22,87.61,4456.0,5.0,181.0,4.66
185,2024-01-03 14:50:00,1.0,0.0,1011.06,19.09,87.6,4097.42,5.0,181.0,4.04
186,2024-01-03 15:00:00,1.0,0.0,1011.14,19.09,86.13,3497.34,5.0,181.0,2.93
187,2024-01-03 15:10:00,1.0,0.0,1011.27,19.0,86.57,2998.5,5.0,181.0,2.14
188,2024-01-03 15:20:00,1.0,0.0,1011.43,18.8,88.49,2011.92,5.0,181.0,1.02
189,2024-01-03 15:30:00,1.0,0.0,1011.57,18.7,88.0,1997.92,5.0,181.0,1.0
190,2024-01-03 15:40:00,1.0,0.0,1011.76,18.62,87.36,1356.92,5.0,181.0,0.49
191,2024-01-03 15:50:00,1.0,0.0,1011.92,18.51,87.75,1372.67,5.0,181.0,0.52
192,2024-01-03 16:00:00,1.0,0.0,1012.12,18.47,88.2,957.83,5.0,181.0,0.26
193,2024-01-03 16:10:00,1.0,0.0,1012.3,18.25,88.96,669.42,5.0,181.0,0.14
194,2024-01-03 16:20:00,1.0,0.0,1012.43,18.15,88.8,478.25,5.0,181.0,0.08
195,2024-01-03 16:30:00,1.0,0.0,1012.66,18.02,89.72,367.42,5.0,181.0,0.06
196,2024-01-03 16:40:00,1.0,0.0,1012.82,17.81,89.19,261.25,5.0,181.0,0.03
197,2024-01-03 16:50:00,1.0,0.0,1013.03,17.71,89.97,186.42,5.0,181.0,0.02
198,2024-01-03 17:00:00,1.0,0.0,1013.22,17.21,95.27,125.66,5.0,181.0,0.01
199,2024-01-03 17:10:00,1.0,0.0,1013.36,16.44,99.94,78.5,5.0,181.0,0.0
200,2024-01-03 17:20:00,1.0,1.45,1013.57,16.13,100.0,29.88,5.0,181.0,0.0
201,2024-01-04 06:20:00,1.0,3.28,1015.98,14.3,100.0,49.72,5.0,181.0,0.0
202,2024-01-04 06:30:00,1.0,3.26,1015.98,14.3,100.0,176.83,5.0,181.0,0.02
203,2024-01-04 06:40:00,1.0,3.29,1016.01,14.3,100.0,486.75,5.0,181.0,0.08
204,2024-01-04 06:50:00,1.0,3.24,1016.06,14.36,100.0,976.67,5.0,181.0,0.29
205,2024-01-04 07:00:00,1.0,3.29,1016.18,14.52,100.0,1572.0,5.0,181.0,0.67
206,2024-01-04 07:10:00,1.0,3.43,1016.26,14.73,100.0,2356.58,5.0,181.0,1.42
207,2024-01-04 07:20:00,1.0,3.48,1016.39,14.98,100.0,3137.92,5.0,181.0,2.45
208,2024-01-04 07:30:00,1.0,3.65,1016.5,15.21,100.0,4038.75,5.0,181.0,4.0
209,2024-01-04 07:40:00,1.0,3.96,1016.54,15.53,98.97,5088.67,5.0,181.0,6.24
210,2024-01-04 07:50:00,1.0,0.8,1016.66,15.78,95.63,5937.08,5.0,181.0,8.42
211,2024-01-04 08:00:00,1.0,0.0,1016.82,16.03,92.73,6521.33,5.0,181.0,9.97
212,2024-01-04 08:10:00,1.0,0.0,1016.91,16.3,90.58,7214.08,5.0,181.0,12.07
213,2024-01-04 08:20:00,1.0,0.0,1017.07,16.62,89.8,7620.83,5.0,181.0,13.51
214,2024-01-04 08:30:00,1.0,0.0,1017.2,16.83,89.07,8065.92,5.0,181.0,14.96
215,2024-01-04 08:40:00,1.0,0.0,1017.28,17.1,88.83,8736.17,5.0,181.0,17.52
216,2024-01-04 08:50:00,1.0,0.0,1017.34,17.45,87.42,9704.17,5.0,181.0,21.51
217,2024-01-04 09:00:00,1.0,0.0,1017.35,17.66,86.06,10590.0,5.0,181.0,25.63
218,2024-01-04 09:10:00,1.0,0.0,1017.36,17.84,84.15,11364.92,5.0,181.0,29.53
219,2024-01-04 09:20:00,1.0,0.0,1017.32,18.16,80.32,12011.75,5.0,181.0,32.91
220,2024-01-04 09:30:00,1.0,0.0,1017.3,18.28,80.31,12240.33,5.0,181.0,34.16
221,2024-01-04 09:40:00,1.0,0.0,1017.25,18.73,80.0,13402.42,5.0,181.0,41.42
222,2024-01-04 09:50:00,1.0,0.0,1017.08,19.18,77.97,15764.75,5.0,181.0,57.31
223,2024-01-04 10:00:00,1.0,0.0,1016.95,19.88,75.4,18355.58,5.0,181.0,76.9
224,2024-01-04 10:10:00,1.0,0.0,1016.81,20.56,73.03,20712.42,5.0,181.0,97.83
225,2024-01-04 10:20:00,1.0,0.0,1016.64,21.37,70.07,22851.42,5.0,181.0,117.99
226,2024-01-04 10:30:00,1.0,0.0,1016.54,22.24,65.76,25700.67,5.0,181.0,147.2
227,2024-01-04 10:40:00,1.0,0.0,1016.39,23.24,62.42,29497.58,5.0,181.0,193.33
228,2024-01-04 10:50:00,1.0,0.5,1016.23,24.47,57.28,33309.41,5.0,181.0,247.84
229,2024-01-04 11:00:00,1.0,0.6,1016.04,25.91,54.3,43835.63,5.0,181.0,425.07
230,2024-01-04 11:10:00,1.0,1.3,1015.78,28.45,48.67,49166.45,5.0,181.0,529.18
231,2024-01-04 11:20:00,1.0,0.96,1015.61,30.33,43.26,51994.55,5.0,181.0,601.08
232,2024-01-04 11:30:00,1.0,0.99,1015.39,31.91,38.31,74543.72,5.0,181.0,1109.46
233,2024-01-04 11:40:00,1.0,2.3,1015.09,33.8,33.23,73197.14,5.0,181.0,1080.19
234,2024-01-04 11:50:00,1.0,4.49,1014.82,32.79,33.15,70196.72,5.0,181.0,1035.38
235,2024-01-04 12:00:00,1.0,4.22,1014.63,31.86,33.63,60935.98,5.0,181.0,821.69
236,2024-01-04 12:10:00,1.0,2.77,1014.45,30.95,34.51,85285.8,5.0,181.0,1381.83
237,2024-01-04 12:20:00,1.0,3.51,1014.26,31.04,34.37,48102.52,5.0,181.0,522.7
238,2024-01-04 12:30:00,1.0,3.55,1014.04,30.04,35.72,62282.56,5.0,181.0,887.83
239,2024-01-04 12:40:00,1.0,3.56,1013.86,28.22,38.13,35363.83,5.0,181.0,296.63
240,2024-01-04 12:50:00,1.0,3.71,1013.67,26.52,41.53,35890.83,5.0,181.0,360.93
241,2024-01-04 13:00:00,1.0,3.33,1013.49,26.3,42.56,47234.28,5.0,181.0,539.44
242,2024-01-04 13:10:00,1.0,3.89,1013.49,26.97,41.93,38806.2,5.0,181.0,346.62
243,2024-01-04 13:20:00,1.0,4.16,1013.48,25.77,43.85,30748.92,5.0,181.0,224.31
244,2024-01-04 13:30:00,1.0,3.63,1013.47,25.39,45.49,31456.92,5.0,181.0,228.43
245,2024-01-04 13:40:00,1.0,3.5,1013.5,25.04,47.07,22098.92,5.0,181.0,119.38
246,2024-01-04 13:50:00,1.0,3.77,1013.49,23.4,51.47,13436.25,5.0,181.0,48.05
247,2024-01-04 14:00:00,1.0,3.85,1013.48,22.47,53.59,8502.42,5.0,181.0,20.29
248,2024-01-04 14:10:00,1.0,4.17,1013.45,21.61,56.2,6417.25,5.0,181.0,11.9
249,2024-01-04 14:20:00,1.0,3.66,1013.45,20.93,58.03,4917.42,5.0,181.0,6.89
250,2024-01-04 14:30:00,1.0,3.49,1013.39,20.42,59.98,4155.58,5.0,181.0,4.81
251,2024-01-04 14:40:00,1.0,3.39,1013.44,20.06,61.79,3771.17,5.0,181.0,3.91
252,2024-01-04 14:50:00,1.0,3.21,1013.47,19.72,63.0,3234.75,5.0,181.0,2.89
253,2024-01-04 15:00:00,1.0,3.12,1013.53,19.55,63.94,3109.42,5.0,181.0,2.64
254,2024-01-04 15:10:00,1.0,3.13,1013.62,19.36,64.38,3105.5,5.0,181.0,2.62
255,2024-01-04 15:20:00,1.0,3.13,1013.68,19.24,64.8,3208.25,5.0,181.0,2.78
256,2024-01-04 15:30:00,1.0,3.26,1013.75,19.2,65.82,3489.41,5.0,181.0,3.28
257,2024-01-04 15:40:00,1.0,3.45,1013.84,19.2,66.45,3775.25,5.0,181.0,3.69
258,2024-01-04 15:50:00,1.0,3.9,1013.95,19.21,66.68,4288.92,5.0,181.0,4.63
259,2024-01-04 16:00:00,1.0,4.49,1014.07,19.3,67.02,4503.08,5.0,181.0,5.09
260,2024-01-04 16:10:00,1.0,4.22,1014.14,19.37,67.06,3683.61,5.0,181.0,3.48
