idx,DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),height,angle,Power(mW)
33,2024-02-02 09:00:00,13.0,0.97,1015.62,25.89,67.23,18310.42,5.0,249.0,69.13
34,2024-02-02 09:10:00,13.0,0.59,1015.7,26.89,63.95,20384.83,5.0,249.0,84.94
35,2024-02-02 09:20:00,13.0,0.56,1015.7,28.57,57.41,23847.92,5.0,249.0,116.32
36,2024-02-02 09:30:00,13.0,0.41,1015.68,28.71,56.33,23396.42,5.0,249.0,111.42
37,2024-02-02 09:40:00,13.0,0.81,1015.68,30.04,50.33,33919.01,5.0,249.0,270.72
38,2024-02-02 09:50:00,13.0,1.04,1015.74,34.34,39.48,48625.77,5.0,249.0,500.57
39,2024-02-02 10:00:00,13.0,0.17,1015.52,37.16,34.34,53994.29,5.0,249.0,607.77
40,2024-02-02 10:10:00,13.0,0.18,1015.5,38.03,31.58,58239.05,5.0,249.0,720.24
41,2024-02-02 10:20:00,13.0,0.17,1015.29,38.84,30.22,59666.49,5.0,249.0,755.59
42,2024-02-02 10:30:00,13.0,0.12,1015.13,41.13,27.41,79956.44,5.0,249.0,1347.92
43,2024-02-02 10:40:00,13.0,0.45,1014.84,41.45,26.08,59617.08,5.0,249.0,773.73
44,2024-02-02 10:50:00,13.0,0.2,1014.68,41.28,26.32,63819.96,5.0,249.0,864.51
45,2024-02-02 11:00:00,13.0,0.13,1014.52,40.47,26.82,60757.55,5.0,249.0,784.17
46,2024-02-02 11:10:00,13.0,0.66,1014.22,37.24,31.82,78495.4,5.0,249.0,1213.45
47,2024-02-02 11:20:00,13.0,0.51,1014.12,37.1,32.24,46394.0,5.0,249.0,444.59
48,2024-02-02 11:30:00,13.0,0.37,1013.94,34.3,38.88,39338.03,5.0,249.0,349.72
49,2024-02-02 11:40:00,13.0,0.46,1013.79,32.6,42.63,24481.25,5.0,249.0,134.45
50,2024-02-02 11:50:00,13.0,0.36,1013.67,31.72,44.5,21579.08,5.0,249.0,100.31
51,2024-02-02 12:00:00,13.0,0.67,1013.55,29.41,50.5,15665.17,5.0,249.0,54.22
52,2024-02-02 12:10:00,13.0,0.16,1013.4,29.38,49.74,11979.33,5.0,249.0,32.4
53,2024-02-02 12:20:00,13.0,0.19,1013.31,29.35,49.36,12776.42,5.0,249.0,36.15
54,2024-02-02 12:30:00,13.0,0.16,1013.27,29.8,48.19,14661.83,5.0,249.0,47.04
55,2024-02-02 12:40:00,13.0,0.18,1013.23,30.2,47.81,16723.75,5.0,249.0,60.49
56,2024-02-02 12:50:00,13.0,1.91,1013.14,29.36,52.69,17181.83,5.0,249.0,63.34
57,2024-02-02 13:00:00,13.0,2.1,1013.07,27.43,61.48,16975.75,5.0,249.0,61.98
58,2024-02-02 13:10:00,13.0,2.68,1013.04,27.18,62.79,17295.5,5.0,249.0,62.59
59,2024-02-02 13:20:00,13.0,1.93,1013.03,26.75,64.61,13533.83,5.0,249.0,38.88
60,2024-02-02 13:30:00,13.0,5.03,1012.98,25.46,69.51,11236.58,5.0,249.0,26.35
61,2024-02-02 13:40:00,13.0,2.11,1013.03,24.99,71.47,6915.0,5.0,249.0,11.07
62,2024-02-02 13:50:00,13.0,1.94,1012.9,24.77,73.22,3827.25,5.0,249.0,3.93
63,2024-02-02 14:00:00,13.0,3.49,1012.9,24.6,74.31,5179.75,5.0,249.0,6.67
64,2024-02-02 14:10:00,13.0,3.68,1012.86,24.26,76.97,7404.25,5.0,249.0,12.4
65,2024-02-02 14:20:00,13.0,2.76,1012.94,23.78,79.24,6030.33,5.0,249.0,8.39
66,2024-02-02 14:30:00,13.0,1.7,1012.94,23.48,82.53,5396.58,5.0,249.0,8.32
67,2024-02-02 14:40:00,13.0,2.37,1012.94,23.18,84.14,5581.58,5.0,249.0,8.6
68,2024-02-02 14:50:00,13.0,2.95,1012.94,22.86,85.75,5669.42,5.0,249.0,7.95
69,2024-02-02 15:00:00,13.0,2.23,1012.99,22.84,86.55,5404.5,5.0,249.0,7.99
70,2024-02-02 15:10:00,13.0,0.57,1013.0,23.09,85.99,5137.92,5.0,249.0,6.77
71,2024-02-02 15:20:00,13.0,1.56,1013.0,23.05,86.3,5017.92,5.0,249.0,6.2
72,2024-02-02 15:30:00,13.0,1.24,1013.07,23.15,86.66,5770.75,5.0,249.0,8.18
73,2024-02-02 15:40:00,13.0,0.35,1013.12,23.42,86.59,7443.08,5.0,249.0,13.41
74,2024-02-02 15:50:00,13.0,1.46,1013.2,23.34,86.39,7145.08,5.0,249.0,11.1
75,2024-02-02 16:00:00,13.0,2.01,1013.2,23.13,86.26,6480.17,5.0,249.0,8.92
76,2024-02-02 16:10:00,13.0,1.78,1013.29,23.05,86.14,6709.34,5.0,249.0,9.35
77,2024-02-02 16:20:00,13.0,2.44,1013.39,22.99,86.01,7403.5,5.0,249.0,11.42
78,2024-02-02 16:30:00,13.0,2.23,1013.52,22.77,86.73,4913.08,5.0,249.0,5.86
79,2024-02-02 16:40:00,13.0,2.7,1013.65,22.42,87.41,3203.5,5.0,249.0,2.44
80,2024-02-02 16:50:00,13.0,2.02,1013.76,22.22,88.19,1495.42,5.0,249.0,0.65
81,2024-02-02 17:00:00,13.0,1.58,1013.9,22.04,88.91,759.08,5.0,249.0,0.21
82,2024-02-02 17:10:00,13.0,1.56,1014.0,21.68,92.1,512.34,5.0,249.0,0.23
83,2024-02-02 17:20:00,13.0,1.59,1014.11,21.55,93.1,503.58,5.0,249.0,0.12
84,2024-02-02 17:30:00,13.0,2.23,1014.29,21.39,93.92,214.75,5.0,249.0,0.03
85,2024-02-02 17:40:00,13.0,1.65,1014.42,21.2,94.6,69.67,5.0,249.0,0.0
86,2024-02-02 17:50:00,13.0,1.7,1014.48,21.14,94.98,22.5,5.0,249.0,0.0
87,2024-02-03 09:30:00,13.0,1.14,1016.98,24.33,76.42,17539.86,5.0,249.0,65.05
88,2024-02-03 09:40:00,13.0,1.4,1016.98,24.67,75.76,17912.42,5.0,249.0,68.4
89,2024-02-03 09:50:00,13.0,0.71,1016.95,25.12,74.78,23515.33,5.0,249.0,114.4
90,2024-02-03 10:00:00,13.0,0.0,1017.0,27.13,70.64,33999.0,5.0,249.0,230.82
91,2024-02-03 10:10:00,13.0,0.3,1016.9,29.39,62.71,36107.59,5.0,249.0,268.5
92,2024-02-03 10:20:00,13.0,0.05,1016.84,30.21,58.04,35870.86,5.0,249.0,263.21
93,2024-02-03 10:30:00,13.0,0.08,1016.73,31.34,54.4,46150.58,5.0,249.0,439.6
94,2024-02-03 10:40:00,13.0,0.12,1016.61,31.35,53.74,40067.38,5.0,249.0,324.97
95,2024-02-03 10:50:00,13.0,0.3,1016.49,30.42,54.77,41611.63,5.0,249.0,357.49
96,2024-02-03 11:00:00,13.0,0.42,1016.39,30.38,54.71,36861.07,5.0,249.0,282.13
97,2024-02-03 11:10:00,13.0,0.18,1016.22,31.09,52.72,46138.39,5.0,249.0,422.47
98,2024-02-03 11:20:00,13.0,0.38,1016.0,32.81,47.9,53067.28,5.0,249.0,561.34
99,2024-02-03 11:30:00,13.0,0.75,1015.78,31.42,51.22,54348.1,5.0,249.0,583.69
100,2024-02-03 11:40:00,13.0,1.32,1015.54,30.64,53.27,68496.51,5.0,249.0,943.63
101,2024-02-03 11:50:00,13.0,2.19,1015.32,30.38,53.19,85754.6,5.0,249.0,1408.24
102,2024-02-03 12:00:00,13.0,2.09,1015.18,29.53,54.79,55712.82,5.0,249.0,605.38
103,2024-02-03 12:10:00,13.0,1.28,1015.04,30.86,52.25,72756.54,5.0,249.0,1027.05
104,2024-02-03 12:20:00,13.0,2.22,1014.83,29.37,55.14,54957.06,5.0,249.0,579.99
105,2024-02-03 12:30:00,13.0,1.88,1014.63,29.47,54.98,74969.04,5.0,249.0,1054.87
106,2024-02-03 12:40:00,13.0,2.02,1014.55,30.2,52.09,97719.81,5.0,249.0,1665.12
107,2024-02-03 12:50:00,13.0,2.52,1014.25,30.89,50.03,81359.57,5.0,249.0,1333.14
108,2024-02-03 13:00:00,13.0,2.83,1014.18,29.74,54.13,80449.09,5.0,249.0,1290.59
109,2024-02-03 13:10:00,13.0,1.85,1014.04,30.11,53.52,57131.64,5.0,249.0,695.26
110,2024-02-03 13:20:00,13.0,2.88,1013.84,26.88,63.22,26139.34,5.0,249.0,154.99
111,2024-02-03 13:30:00,13.0,2.9,1013.89,25.85,66.98,20437.0,5.0,249.0,88.3
112,2024-02-03 13:40:00,13.0,1.8,1013.76,25.81,67.19,14920.17,5.0,249.0,50.71
113,2024-02-03 13:50:00,13.0,2.36,1013.72,24.78,71.15,10698.42,5.0,249.0,23.78
114,2024-02-03 14:00:00,13.0,2.12,1013.63,24.39,73.34,8964.5,5.0,249.0,17.75
115,2024-02-03 14:10:00,13.0,2.13,1013.59,24.12,74.47,4550.25,5.0,249.0,4.9
116,2024-02-03 14:20:00,13.0,1.94,1013.53,23.84,75.83,3605.92,5.0,249.0,3.15
117,2024-02-03 14:30:00,13.0,1.24,1013.49,23.78,77.07,3384.25,5.0,249.0,2.67
118,2024-02-03 14:40:00,13.0,2.09,1013.47,23.42,79.37,2661.0,5.0,249.0,1.72
119,2024-02-03 14:50:00,13.0,2.14,1013.38,22.79,84.23,3299.25,5.0,249.0,2.12
120,2024-02-03 15:00:00,13.0,3.14,1013.34,22.23,86.53,4034.17,5.0,249.0,2.97
121,2024-02-03 15:10:00,13.0,2.19,1013.43,22.21,88.31,5096.0,5.0,249.0,4.29
122,2024-02-03 15:20:00,13.0,2.36,1013.44,22.16,88.54,4564.25,5.0,249.0,3.58
123,2024-02-03 15:30:00,13.0,2.08,1013.55,22.06,90.88,3960.0,5.0,249.0,3.56
124,2024-02-03 15:40:00,13.0,2.05,1013.57,22.04,92.04,6231.08,5.0,249.0,6.99
125,2024-02-03 15:50:00,13.0,2.61,1013.61,21.8,92.57,5817.83,5.0,249.0,5.96
126,2024-02-03 16:00:00,13.0,1.7,1013.79,21.61,93.3,4204.83,5.0,249.0,3.12
127,2024-02-03 16:10:00,13.0,0.65,1013.88,21.68,93.77,3370.84,5.0,249.0,2.09
128,2024-02-03 16:20:00,13.0,1.33,1014.01,21.59,93.67,3117.58,5.0,249.0,1.83
129,2024-02-03 16:30:00,13.0,2.27,1014.09,21.41,93.93,3521.17,5.0,249.0,2.3
130,2024-02-03 16:40:00,13.0,1.92,1014.14,21.39,94.22,3569.42,5.0,249.0,2.49
131,2024-02-03 16:50:00,13.0,1.28,1014.18,21.56,93.7,4262.75,5.0,249.0,3.5
132,2024-02-03 17:00:00,13.0,1.18,1014.16,21.55,93.16,4591.33,5.0,249.0,4.02
133,2024-02-03 17:10:00,13.0,1.23,1014.22,21.38,93.16,2820.92,5.0,249.0,1.69
134,2024-02-03 17:20:00,13.0,0.92,1014.25,21.16,93.86,1382.08,5.0,249.0,0.48
135,2024-02-03 17:30:00,13.0,0.5,1014.29,20.95,94.28,598.17,5.0,249.0,0.11
136,2024-02-03 17:40:00,13.0,0.12,1014.35,20.84,94.71,188.92,5.0,249.0,0.02
137,2024-02-03 17:50:00,13.0,0.0,1014.47,20.93,95.29,44.67,5.0,249.0,0.0
138,2024-02-04 06:10:00,13.0,0.0,1014.71,20.17,97.0,20.0,5.0,249.0,0.0
139,2024-02-04 06:20:00,13.0,0.49,1014.74,20.14,97.06,66.0,5.0,249.0,0.0
140,2024-02-04 06:30:00,13.0,0.16,1014.78,20.16,97.39,278.17,5.0,249.0,0.02
141,2024-02-04 06:40:00,13.0,0.08,1014.86,20.22,97.35,692.08,5.0,249.0,0.12
142,2024-02-04 06:50:00,13.0,0.19,1014.98,20.3,97.06,1100.92,5.0,249.0,0.28
143,2024-02-04 07:00:00,13.0,0.44,1015.04,20.26,96.8,1461.67,5.0,249.0,0.42
144,2024-02-04 07:10:00,13.0,0.23,1015.11,20.37,96.48,2710.17,5.0,249.0,1.4
145,2024-02-04 07:20:00,13.0,0.14,1015.19,20.58,95.86,4218.0,5.0,249.0,3.25
146,2024-02-04 07:30:00,13.0,0.57,1015.28,21.0,94.55,6616.0,5.0,249.0,7.74
147,2024-02-04 07:40:00,13.0,0.56,1015.33,21.42,93.1,7864.58,5.0,249.0,10.51
148,2024-02-04 07:50:00,13.0,0.49,1015.33,21.61,91.9,9308.17,5.0,249.0,14.44
149,2024-02-04 08:00:00,13.0,0.8,1015.34,21.84,90.96,12558.42,5.0,249.0,25.52
150,2024-02-04 08:10:00,13.0,0.77,1015.45,21.98,89.91,12462.67,5.0,249.0,25.71
151,2024-02-04 08:20:00,13.0,0.79,1015.5,22.22,88.87,13927.17,5.0,249.0,32.68
152,2024-02-04 08:30:00,13.0,0.88,1015.61,22.53,87.4,14832.58,5.0,249.0,36.7
153,2024-02-04 08:40:00,13.0,0.64,1015.71,23.14,85.73,16885.08,5.0,249.0,46.94
154,2024-02-04 08:50:00,13.0,0.57,1015.8,23.44,84.45,15785.25,5.0,249.0,40.62
155,2024-02-04 09:00:00,13.0,1.34,1015.81,23.61,82.51,24912.33,5.0,249.0,101.99
156,2024-02-04 09:10:00,13.0,0.75,1015.76,25.36,77.31,32910.91,5.0,249.0,182.04
157,2024-02-04 09:20:00,13.0,0.9,1015.66,25.21,76.0,25261.17,5.0,249.0,104.61
158,2024-02-04 09:30:00,13.0,1.07,1015.53,24.75,77.98,25816.25,5.0,249.0,109.89
159,2024-02-04 09:40:00,13.0,0.65,1015.52,25.72,74.77,30187.33,5.0,249.0,153.5
160,2024-02-04 09:50:00,13.0,0.77,1015.47,25.83,72.97,25377.42,5.0,249.0,110.67
161,2024-02-04 10:00:00,13.0,1.17,1015.32,25.25,74.78,24684.42,5.0,249.0,106.79
162,2024-02-04 10:10:00,13.0,0.64,1015.22,26.1,72.15,28374.42,5.0,249.0,141.03
163,2024-02-04 10:20:00,13.0,0.0,1015.09,29.74,64.47,40384.74,5.0,249.0,295.3
164,2024-02-04 10:30:00,13.0,0.0,1014.82,32.61,54.22,55337.05,5.0,249.0,623.09
165,2024-02-04 10:40:00,13.0,0.24,1014.63,34.71,44.91,52642.33,5.0,249.0,549.8
166,2024-02-04 10:50:00,13.0,0.43,1014.56,34.61,44.36,64785.61,5.0,249.0,909.95
167,2024-02-04 11:00:00,13.0,0.0,1014.33,37.38,39.35,67282.0,5.0,249.0,988.64
168,2024-02-04 11:10:00,13.0,0.07,1014.12,36.65,40.86,64009.0,5.0,249.0,911.12
169,2024-02-04 11:20:00,13.0,0.23,1014.07,38.66,35.97,72023.21,5.0,249.0,1149.97
170,2024-02-04 11:30:00,13.0,0.3,1013.94,36.91,36.81,55323.48,5.0,249.0,714.97
171,2024-02-04 11:40:00,13.0,0.24,1013.68,33.22,43.79,46164.58,5.0,249.0,492.08
172,2024-02-04 11:50:00,13.0,0.41,1013.4,33.43,43.43,43157.82,5.0,249.0,429.0
173,2024-02-04 12:00:00,13.0,0.0,1013.14,34.98,41.57,41397.57,5.0,249.0,437.04
174,2024-02-04 12:10:00,13.0,0.0,1012.93,36.23,39.13,43112.32,5.0,249.0,505.81
175,2024-02-04 12:20:00,13.0,0.27,1012.61,37.26,35.09,73108.13,5.0,249.0,1134.82
176,2024-02-04 12:30:00,13.0,0.1,1012.36,34.9,40.21,41072.58,5.0,249.0,358.83
177,2024-02-04 12:40:00,13.0,0.63,1012.02,32.34,47.78,44939.35,5.0,249.0,458.78
178,2024-02-04 12:50:00,13.0,0.94,1011.8,28.89,59.04,26871.08,5.0,249.0,150.31
179,2024-02-04 13:00:00,13.0,1.18,1011.6,28.06,61.62,21048.0,5.0,249.0,92.62
180,2024-02-04 13:10:00,13.0,0.86,1011.5,27.11,65.07,16289.92,5.0,249.0,51.83
181,2024-02-04 13:20:00,13.0,0.32,1011.17,27.5,63.49,23499.42,5.0,249.0,107.72
182,2024-02-04 13:30:00,13.0,0.16,1011.16,28.32,60.53,18662.42,5.0,249.0,70.28
183,2024-02-04 13:40:00,13.0,0.54,1010.95,27.65,62.18,16690.66,5.0,249.0,55.21
184,2024-02-04 13:50:00,13.0,0.69,1010.84,27.62,62.42,16990.25,5.0,249.0,58.06
185,2024-02-04 14:00:00,13.0,0.35,1010.86,27.26,64.56,9673.25,5.0,249.0,23.56
186,2024-02-04 14:10:00,13.0,0.55,1010.74,25.88,71.0,8961.92,5.0,249.0,18.88
187,2024-02-04 14:20:00,13.0,0.25,1010.6,26.12,70.94,10103.25,5.0,249.0,21.74
188,2024-02-04 14:30:00,13.0,0.24,1010.55,26.13,69.89,8360.25,5.0,249.0,13.98
189,2024-02-04 14:40:00,13.0,0.47,1010.48,25.79,69.98,5571.75,5.0,249.0,6.87
190,2024-02-04 14:50:00,13.0,0.4,1010.28,25.37,74.54,8619.17,5.0,249.0,18.0
191,2024-02-04 15:00:00,13.0,0.23,1010.41,25.79,73.6,8691.08,5.0,249.0,16.34
192,2024-02-04 15:10:00,13.0,0.76,1010.46,25.25,73.1,6938.33,5.0,249.0,10.03
193,2024-02-04 15:20:00,13.0,0.58,1010.45,25.29,73.56,6658.66,5.0,249.0,9.57
194,2024-02-04 15:30:00,13.0,1.34,1010.47,25.35,73.72,5375.83,5.0,249.0,6.34
195,2024-02-04 15:40:00,13.0,0.36,1010.42,25.73,72.67,10787.83,5.0,249.0,26.93
196,2024-02-04 15:50:00,13.0,1.06,1010.4,26.57,69.65,11916.25,5.0,249.0,29.36
197,2024-02-04 16:00:00,13.0,0.94,1010.36,26.16,70.72,9484.17,5.0,249.0,19.16
198,2024-02-04 16:10:00,13.0,1.31,1010.49,25.38,72.68,3713.92,5.0,249.0,3.42
199,2024-02-04 16:20:00,13.0,0.78,1010.68,24.69,75.73,2064.83,5.0,249.0,1.01
200,2024-02-04 16:30:00,13.0,0.76,1011.03,24.41,77.43,2036.92,5.0,249.0,1.03
201,2024-02-04 16:40:00,13.0,0.84,1011.01,24.33,78.34,2322.83,5.0,249.0,1.34
202,2024-02-04 16:50:00,13.0,1.18,1011.2,24.29,79.31,1430.25,5.0,249.0,0.66
203,2024-02-04 17:00:00,13.0,0.22,1011.14,24.19,79.63,1475.17,5.0,249.0,0.6
204,2024-02-04 17:10:00,13.0,0.81,1011.29,24.0,80.22,1111.83,5.0,249.0,0.39
205,2024-02-04 17:20:00,13.0,0.71,1011.23,23.79,81.4,420.67,5.0,249.0,0.07
206,2024-02-04 17:30:00,13.0,0.0,1011.44,23.73,81.91,117.08,5.0,249.0,0.01
207,2024-02-04 17:40:00,13.0,0.0,1011.37,23.64,82.74,42.83,5.0,249.0,0.0
208,2024-02-04 17:50:00,13.0,0.17,1011.11,23.51,83.49,23.33,5.0,249.0,0.0
209,2024-02-05 06:30:00,13.0,1.27,1014.71,20.62,96.16,32.68,5.0,249.0,0.0
210,2024-02-05 06:40:00,13.0,1.52,1014.95,20.49,96.97,160.58,5.0,249.0,0.01
211,2024-02-05 06:50:00,13.0,0.75,1015.08,20.48,97.18,424.67,5.0,249.0,0.06
212,2024-02-05 07:00:00,13.0,0.64,1015.05,20.48,97.2,633.0,5.0,249.0,0.12
213,2024-02-05 07:10:00,13.0,0.08,1015.08,20.59,97.18,1245.5,5.0,249.0,0.37
214,2024-02-05 07:20:00,13.0,0.3,1015.1,20.67,96.98,1834.33,5.0,249.0,0.7
215,2024-02-05 07:30:00,13.0,0.21,1015.26,20.75,96.73,2437.17,5.0,249.0,1.15
216,2024-02-05 07:40:00,13.0,0.23,1015.36,20.89,96.51,3107.08,5.0,249.0,1.78
217,2024-02-05 07:50:00,13.0,1.03,1015.58,20.86,96.0,3320.58,5.0,249.0,2.01
218,2024-02-05 08:00:00,13.0,0.74,1015.79,20.74,96.23,3446.5,5.0,249.0,2.13
219,2024-02-05 08:10:00,13.0,0.57,1015.95,20.84,96.27,5205.67,5.0,249.0,5.33
220,2024-02-05 08:20:00,13.0,0.42,1016.18,21.1,95.76,4509.75,5.0,249.0,3.89
221,2024-02-05 08:30:00,13.0,2.59,1016.36,20.55,95.4,7146.0,5.0,249.0,9.24
222,2024-02-05 08:40:00,13.0,1.91,1016.51,20.45,96.28,5541.17,5.0,249.0,5.46
223,2024-02-05 08:50:00,13.0,3.3,1016.7,20.24,96.48,4591.75,5.0,249.0,4.34
224,2024-02-05 09:00:00,13.0,5.03,1016.96,19.85,96.59,6431.58,5.0,249.0,7.99
225,2024-02-05 09:10:00,13.0,3.93,1017.12,19.69,97.24,4745.92,5.0,249.0,3.96
226,2024-02-05 09:20:00,13.0,2.58,1017.2,19.69,97.33,6193.25,5.0,249.0,6.62
227,2024-02-05 09:30:00,13.0,3.06,1017.26,19.69,96.83,7754.75,5.0,249.0,9.46
228,2024-02-05 09:40:00,13.0,3.16,1017.46,19.7,96.55,8967.58,5.0,249.0,13.16
229,2024-02-05 09:50:00,13.0,2.46,1017.48,19.61,96.34,6565.08,5.0,249.0,6.87
230,2024-02-05 10:00:00,13.0,3.6,1017.45,19.58,96.27,9179.25,5.0,249.0,13.41
231,2024-02-05 10:10:00,13.0,3.49,1017.44,19.51,95.74,8527.92,5.0,249.0,11.19
232,2024-02-05 10:20:00,13.0,4.04,1017.42,19.27,96.1,7441.75,5.0,249.0,10.5
233,2024-02-05 10:30:00,13.0,3.05,1017.4,19.37,96.23,7499.5,5.0,249.0,11.52
234,2024-02-05 10:40:00,13.0,3.83,1017.36,19.13,96.16,7520.92,5.0,249.0,10.91
235,2024-02-05 10:50:00,13.0,3.28,1017.21,19.18,96.05,9261.15,5.0,249.0,16.35
236,2024-02-05 11:00:00,13.0,3.0,1017.08,19.28,95.56,12913.42,5.0,249.0,31.02
237,2024-02-05 11:10:00,13.0,3.09,1017.02,19.25,95.82,10972.25,5.0,249.0,21.22
238,2024-02-05 11:20:00,13.0,3.48,1016.92,19.23,95.81,11095.0,5.0,249.0,20.12
239,2024-02-05 11:30:00,13.0,3.12,1016.93,19.12,95.9,9900.67,5.0,249.0,16.76
240,2024-02-05 11:40:00,13.0,2.94,1016.89,19.22,95.26,12774.83,5.0,249.0,26.33
241,2024-02-05 11:50:00,13.0,3.03,1016.81,19.04,95.16,13128.16,5.0,249.0,27.79
242,2024-02-05 12:00:00,13.0,3.02,1016.74,18.99,94.91,11308.75,5.0,249.0,21.3
243,2024-02-05 12:10:00,13.0,3.37,1016.66,18.85,95.12,11813.5,5.0,249.0,22.71
244,2024-02-05 12:20:00,13.0,3.07,1016.49,18.87,94.83,11951.58,5.0,249.0,23.58
245,2024-02-05 12:30:00,13.0,3.03,1016.32,18.85,94.69,10714.5,5.0,249.0,19.22
246,2024-02-05 12:40:00,13.0,2.92,1016.2,18.88,95.24,11015.92,5.0,249.0,19.83
247,2024-02-05 12:50:00,13.0,2.33,1016.05,19.07,94.66,13565.75,5.0,249.0,30.0
248,2024-02-05 13:00:00,13.0,2.11,1015.99,19.18,94.41,13151.08,5.0,249.0,28.18
249,2024-02-05 13:10:00,13.0,2.26,1015.9,19.14,93.42,12794.5,5.0,249.0,27.08
250,2024-02-05 13:20:00,13.0,2.41,1015.71,19.11,93.52,14087.75,5.0,249.0,33.05
251,2024-02-05 13:30:00,13.0,2.92,1015.65,19.02,94.26,11089.0,5.0,249.0,21.12
252,2024-02-05 13:40:00,13.0,1.9,1015.58,19.04,94.78,9501.75,5.0,249.0,17.72
253,2024-02-05 13:50:00,13.0,2.61,1015.67,19.12,94.28,9755.5,5.0,249.0,18.21
254,2024-02-05 14:00:00,13.0,3.12,1015.63,18.88,94.46,12029.08,5.0,249.0,27.05
255,2024-02-05 14:10:00,13.0,2.21,1015.6,19.0,94.9,9267.58,5.0,249.0,16.92
256,2024-02-05 14:20:00,13.0,2.87,1015.52,18.79,95.28,7670.08,5.0,249.0,11.91
257,2024-02-05 14:30:00,13.0,2.6,1015.47,18.66,95.57,7603.25,5.0,249.0,12.3
258,2024-02-05 14:40:00,13.0,1.96,1015.45,18.93,94.85,9625.58,5.0,249.0,21.49
259,2024-02-05 14:50:00,13.0,2.11,1015.45,18.92,94.79,8373.67,5.0,249.0,16.46
260,2024-02-05 15:00:00,13.0,2.05,1015.42,19.02,94.23,9718.33,5.0,249.0,22.03
