idx,DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),height,angle,Power(mW)
28,2024-05-18 07:30:00,7.0,0.0,1006.66,27.4,63.44,30050.08,5.0,172.0,144.98
29,2024-05-18 07:40:00,7.0,0.0,1006.72,28.24,60.13,32868.92,5.0,172.0,172.58
30,2024-05-18 07:50:00,7.0,0.0,1006.85,28.57,58.54,31069.08,5.0,172.0,152.45
31,2024-05-18 08:00:00,7.0,0.0,1006.88,28.73,56.88,32947.83,5.0,172.0,172.34
32,2024-05-18 08:10:00,7.0,0.0,1006.89,30.12,53.56,52376.16,5.0,172.0,457.73
33,2024-05-18 08:20:00,7.0,0.0,1006.82,32.31,46.75,41194.49,5.0,172.0,288.58
34,2024-05-18 08:30:00,7.0,0.0,1006.72,31.78,46.95,44737.32,5.0,172.0,341.71
35,2024-05-18 08:40:00,7.0,0.0,1006.66,32.12,46.52,42947.38,5.0,172.0,298.16
36,2024-05-18 08:50:00,7.0,0.0,1006.59,32.41,45.07,32644.01,5.0,172.0,177.44
37,2024-05-18 09:00:00,7.0,0.0,1006.48,31.12,48.46,26856.42,5.0,172.0,117.27
38,2024-05-18 09:10:00,7.0,0.0,1006.45,34.09,41.87,83458.91,5.0,172.0,1138.77
39,2024-05-18 09:20:00,7.0,0.0,1006.41,36.58,34.08,64541.59,5.0,172.0,643.26
40,2024-05-18 09:30:00,7.0,0.0,1006.42,39.67,28.97,98440.18,5.0,172.0,1504.71
41,2024-05-18 09:40:00,7.0,0.0,1006.38,42.54,23.79,85159.65,5.0,172.0,1118.23
42,2024-05-18 09:50:00,7.0,0.0,1006.31,41.3,24.38,71783.54,5.0,172.0,823.71
43,2024-05-18 10:00:00,7.0,0.0,1006.21,43.94,21.23,113221.99,5.0,172.0,1918.08
44,2024-05-18 10:10:00,7.0,0.0,1006.13,45.7,18.01,84321.77,5.0,172.0,1165.81
45,2024-05-18 10:20:00,7.0,0.0,1006.02,44.54,19.0,89368.3,5.0,172.0,1272.59
46,2024-05-18 10:30:00,7.0,0.0,1005.84,45.09,18.36,104232.22,5.0,172.0,1543.79
47,2024-05-18 10:40:00,7.0,0.0,1005.82,47.65,15.96,115306.9,5.0,172.0,2035.77
48,2024-05-18 10:50:00,7.0,0.0,1005.6,48.12,15.07,101066.85,5.0,172.0,1496.61
49,2024-05-18 11:00:00,7.0,0.0,1005.43,48.68,14.72,113523.32,5.0,172.0,1899.85
50,2024-05-18 11:10:00,7.0,0.0,1005.22,47.03,16.38,94844.63,5.0,172.0,1307.53
51,2024-05-18 11:20:00,7.0,0.0,1005.02,44.73,18.66,81903.72,5.0,172.0,1057.93
52,2024-05-18 11:30:00,7.0,0.0,1004.81,42.8,20.88,96700.62,5.0,172.0,1422.39
53,2024-05-18 11:40:00,7.0,0.0,1004.62,44.39,19.01,109423.21,5.0,172.0,1657.48
54,2024-05-18 11:50:00,7.0,0.0,1004.5,44.43,19.01,89871.6,5.0,172.0,1141.34
55,2024-05-18 12:00:00,7.0,0.0,1004.43,43.08,20.67,113009.06,5.0,172.0,1840.6
56,2024-05-18 12:10:00,7.0,0.0,1004.31,44.65,18.92,117665.66,5.0,172.0,2026.41
57,2024-05-18 12:20:00,7.0,0.0,1004.05,42.04,22.11,103097.86,5.0,172.0,1537.7
58,2024-05-18 12:30:00,7.0,0.0,1003.93,41.04,23.91,73418.16,5.0,172.0,851.04
59,2024-05-18 12:40:00,7.0,0.0,1003.82,39.09,27.36,62834.02,5.0,172.0,644.08
60,2024-05-18 12:50:00,7.0,0.0,1003.77,39.5,27.02,57111.87,5.0,172.0,527.22
61,2024-05-18 13:00:00,7.0,0.0,1003.71,37.3,30.93,48603.31,5.0,172.0,370.63
62,2024-05-18 13:10:00,7.0,0.0,1003.6,36.77,32.44,50689.12,5.0,172.0,407.42
63,2024-05-18 13:20:00,7.0,0.0,1003.48,35.71,35.33,39892.92,5.0,172.0,254.22
64,2024-05-18 13:30:00,7.0,0.0,1003.44,34.67,37.79,29774.33,5.0,172.0,141.8
65,2024-05-18 13:40:00,7.0,0.0,1003.37,33.76,40.76,25697.17,5.0,172.0,105.65
66,2024-05-18 13:50:00,7.0,0.0,1003.33,32.49,44.29,15729.5,5.0,172.0,40.02
67,2024-05-18 14:00:00,7.0,0.0,1003.26,31.06,50.33,13886.75,5.0,172.0,31.51
68,2024-05-18 14:10:00,7.0,0.0,1003.31,30.66,54.06,18938.75,5.0,172.0,57.77
69,2024-05-18 14:20:00,7.0,0.0,1003.34,29.5,63.4,21450.58,5.0,172.0,75.73
70,2024-05-18 14:30:00,7.0,0.0,1003.27,29.24,63.08,25004.83,5.0,172.0,104.63
71,2024-05-18 14:40:00,7.0,0.0,1003.24,30.51,56.84,33937.0,5.0,172.0,182.02
72,2024-05-18 14:50:00,7.0,0.0,1003.17,31.28,52.51,33875.33,5.0,172.0,180.8
73,2024-05-18 15:00:00,7.0,0.0,1003.07,31.95,49.67,31125.08,5.0,172.0,155.03
74,2024-05-18 15:10:00,7.0,0.0,1003.02,32.34,48.42,28760.34,5.0,172.0,133.0
75,2024-05-18 15:20:00,7.0,0.0,1003.01,31.52,50.56,28294.08,5.0,172.0,126.55
76,2024-05-18 15:30:00,7.0,0.0,1002.88,30.99,52.38,21822.17,5.0,172.0,77.5
77,2024-05-18 15:40:00,7.0,0.0,1002.75,30.94,52.35,16951.58,5.0,172.0,46.91
78,2024-05-18 15:50:00,7.0,0.0,1002.71,30.13,54.24,17462.17,5.0,172.0,49.45
79,2024-05-18 16:00:00,7.0,0.0,1002.71,30.14,53.6,16958.25,5.0,172.0,48.08
80,2024-05-18 16:10:00,7.0,0.0,1002.62,30.56,51.95,23245.5,5.0,172.0,91.51
81,2024-05-18 16:20:00,7.0,0.0,1002.53,31.01,49.57,24962.58,5.0,172.0,107.86
82,2024-05-18 16:30:00,7.0,0.0,1002.5,30.55,52.2,15446.75,5.0,172.0,41.76
83,2024-05-18 16:40:00,7.0,0.0,1002.58,29.92,54.82,13380.42,5.0,172.0,30.4
84,2024-05-18 16:50:00,7.0,0.0,1002.53,29.65,56.69,9058.25,5.0,172.0,14.48
85,2024-05-18 17:00:00,7.0,0.0,1002.58,28.94,59.16,6238.75,5.0,172.0,6.85
86,2024-05-18 17:10:00,7.0,0.0,1002.56,28.6,60.71,6760.08,5.0,172.0,8.26
87,2024-05-18 17:20:00,7.0,0.0,1002.72,28.84,61.05,9743.5,5.0,172.0,18.5
88,2024-05-18 17:30:00,7.0,0.0,1002.74,29.59,60.09,10736.0,5.0,172.0,24.22
89,2024-05-18 17:40:00,7.0,0.0,1002.85,29.58,59.94,9324.5,5.0,172.0,17.97
90,2024-05-18 17:50:00,7.0,0.0,1002.9,28.93,61.33,5376.66,5.0,172.0,5.88
91,2024-05-18 18:00:00,7.0,0.0,1003.06,27.99,64.01,2203.67,5.0,172.0,1.03
92,2024-05-18 18:10:00,7.0,0.0,1003.09,27.19,66.32,1163.75,5.0,172.0,0.33
93,2024-05-18 18:20:00,7.0,0.0,1003.26,26.53,67.84,453.67,5.0,172.0,0.08
94,2024-05-18 18:30:00,7.0,0.0,1003.33,25.99,69.91,125.25,5.0,172.0,0.01
95,2024-05-18 18:40:00,7.0,0.0,1003.32,25.68,71.11,31.46,5.0,172.0,0.0
96,2024-05-19 04:50:00,7.0,0.0,1003.38,22.85,87.05,23.33,5.0,172.0,0.0
97,2024-05-19 05:00:00,7.0,0.0,1003.41,22.86,87.55,78.83,5.0,172.0,0.0
98,2024-05-19 05:10:00,7.0,0.0,1003.5,22.8,87.6,271.25,5.0,172.0,0.04
99,2024-05-19 05:20:00,7.0,0.0,1003.54,22.77,87.69,763.08,5.0,172.0,0.18
100,2024-05-19 05:30:00,7.0,0.0,1003.59,22.84,87.19,1566.57,5.0,172.0,0.61
101,2024-05-19 05:40:00,7.0,0.0,1003.58,23.05,86.43,3506.42,5.0,172.0,2.59
102,2024-05-19 05:50:00,7.0,0.0,1003.75,23.55,83.11,4569.17,5.0,172.0,3.92
103,2024-05-19 06:00:00,7.0,0.0,1003.93,23.81,80.91,3218.58,5.0,172.0,1.94
104,2024-05-19 06:10:00,7.0,0.0,1004.17,23.85,80.29,3889.0,5.0,172.0,3.05
105,2024-05-19 06:20:00,7.0,0.0,1004.33,24.22,77.54,6107.5,5.0,172.0,6.79
106,2024-05-19 06:30:00,7.0,0.0,1004.43,24.68,76.32,7698.83,5.0,172.0,10.67
107,2024-05-19 06:40:00,7.0,0.0,1004.46,25.19,75.44,11592.66,5.0,172.0,23.82
108,2024-05-19 06:50:00,7.0,0.0,1004.62,25.84,73.11,15851.75,5.0,172.0,40.81
109,2024-05-19 07:00:00,7.0,0.0,1004.68,26.28,71.5,13186.25,5.0,172.0,28.23
110,2024-05-19 07:10:00,7.0,0.0,1004.63,26.57,71.03,13404.5,5.0,172.0,29.62
111,2024-05-19 07:20:00,7.0,0.0,1004.65,27.51,68.36,18888.42,5.0,172.0,57.39
112,2024-05-19 07:30:00,7.0,0.0,1004.65,28.45,65.16,19305.5,5.0,172.0,60.23
113,2024-05-19 07:40:00,7.0,0.0,1004.68,29.0,62.83,22783.33,5.0,172.0,82.71
114,2024-05-19 07:50:00,7.0,0.0,1004.77,29.39,59.94,24913.0,5.0,172.0,98.75
115,2024-05-19 08:00:00,7.0,0.0,1004.76,29.58,59.35,25267.17,5.0,172.0,102.13
116,2024-05-19 08:10:00,7.0,0.0,1004.77,29.94,58.12,27813.75,5.0,172.0,124.36
117,2024-05-19 08:20:00,7.0,0.0,1004.76,30.84,55.82,31875.75,5.0,172.0,160.01
118,2024-05-19 08:30:00,7.0,0.0,1004.89,31.72,51.9,36313.91,5.0,172.0,203.46
119,2024-05-19 08:40:00,7.0,0.0,1004.94,32.36,49.2,34981.91,5.0,172.0,187.08
120,2024-05-19 08:50:00,7.0,0.0,1004.88,32.75,47.66,37202.58,5.0,172.0,214.05
121,2024-05-19 09:00:00,7.0,0.0,1004.86,33.04,46.45,32217.42,5.0,172.0,163.42
122,2024-05-19 09:10:00,7.0,0.0,1004.83,33.14,46.08,29358.0,5.0,172.0,136.01
123,2024-05-19 09:20:00,7.0,0.0,1004.81,33.08,46.52,27501.58,5.0,172.0,120.36
124,2024-05-19 09:30:00,7.0,0.0,1004.82,32.63,47.39,21919.33,5.0,172.0,77.53
125,2024-05-19 09:40:00,7.0,0.0,1004.84,31.72,49.83,20553.83,5.0,172.0,69.56
126,2024-05-19 09:50:00,7.0,0.0,1004.69,32.04,48.64,24061.92,5.0,172.0,95.43
127,2024-05-19 10:00:00,7.0,0.0,1004.68,32.64,47.08,26973.25,5.0,172.0,117.66
128,2024-05-19 10:10:00,7.0,0.0,1004.69,33.05,45.87,26587.58,5.0,172.0,114.06
129,2024-05-19 10:20:00,7.0,0.0,1004.65,33.24,45.82,26424.17,5.0,172.0,114.0
130,2024-05-19 10:30:00,7.0,0.0,1004.63,33.57,44.83,28280.67,5.0,172.0,129.66
131,2024-05-19 10:40:00,7.0,0.0,1004.64,34.43,42.2,31154.33,5.0,172.0,155.5
132,2024-05-19 10:50:00,7.0,0.0,1004.6,34.48,42.18,26697.5,5.0,172.0,112.26
133,2024-05-19 11:00:00,7.0,0.0,1004.46,34.56,41.88,26801.42,5.0,172.0,114.29
134,2024-05-19 11:10:00,7.0,0.0,1004.35,35.45,40.46,34188.42,5.0,172.0,190.26
135,2024-05-19 11:20:00,7.0,0.0,1004.37,36.44,37.46,35078.41,5.0,172.0,198.78
136,2024-05-19 11:30:00,7.0,0.0,1004.25,36.82,36.64,31236.0,5.0,172.0,158.09
137,2024-05-19 11:40:00,7.0,0.0,1004.13,36.69,36.51,34678.66,5.0,172.0,190.7
138,2024-05-19 11:50:00,7.0,0.0,1004.12,36.97,35.79,36686.65,5.0,172.0,208.42
139,2024-05-19 12:00:00,7.0,0.0,1004.12,36.52,35.86,24528.42,5.0,172.0,94.99
140,2024-05-19 12:10:00,7.0,0.0,1004.12,35.3,38.49,22520.58,5.0,172.0,78.7
141,2024-05-19 12:20:00,7.0,0.0,1004.09,34.49,40.05,18460.0,5.0,172.0,52.84
142,2024-05-19 12:30:00,7.0,0.0,1004.06,33.55,43.1,18756.58,5.0,172.0,54.98
143,2024-05-19 12:40:00,7.0,0.0,1004.03,32.9,48.2,22252.58,5.0,172.0,76.19
144,2024-05-19 12:50:00,7.0,0.16,1003.93,31.66,60.32,24741.0,5.0,172.0,99.9
145,2024-05-19 13:00:00,7.0,0.0,1003.96,30.54,65.1,23860.25,5.0,172.0,94.78
146,2024-05-19 13:10:00,7.0,0.0,1003.93,30.3,68.14,23049.75,5.0,172.0,91.69
147,2024-05-19 13:20:00,7.0,0.0,1003.85,30.57,66.34,26719.08,5.0,172.0,118.75
148,2024-05-19 13:30:00,7.0,0.0,1003.76,31.05,61.94,27502.75,5.0,172.0,119.09
149,2024-05-19 13:40:00,7.0,0.0,1003.66,31.19,61.67,24324.5,5.0,172.0,92.93
150,2024-05-19 13:50:00,7.0,0.0,1003.57,30.47,67.29,24947.75,5.0,172.0,100.56
151,2024-05-19 14:00:00,7.0,0.0,1003.41,30.84,65.1,30290.83,5.0,172.0,153.79
152,2024-05-19 14:10:00,7.0,0.0,1003.32,31.81,62.05,35629.16,5.0,172.0,204.67
153,2024-05-19 14:20:00,7.0,0.0,1003.26,33.02,54.78,33783.91,5.0,172.0,190.07
154,2024-05-19 14:30:00,7.0,0.0,1003.13,34.16,50.5,34635.5,5.0,172.0,198.32
155,2024-05-19 14:40:00,7.0,0.0,1003.06,34.2,48.9,31593.67,5.0,172.0,168.71
156,2024-05-19 14:50:00,7.0,0.0,1002.94,35.13,44.65,36664.75,5.0,172.0,233.82
157,2024-05-19 15:00:00,7.0,0.0,1002.87,36.29,39.74,36907.58,5.0,172.0,241.12
158,2024-05-19 15:10:00,7.0,0.0,1002.85,35.76,40.93,30293.16,5.0,172.0,152.27
159,2024-05-19 15:20:00,7.0,0.0,1002.82,35.33,41.82,29588.33,5.0,172.0,147.18
160,2024-05-19 15:30:00,7.0,0.0,1002.8,35.37,42.76,31433.42,5.0,172.0,165.98
161,2024-05-19 15:40:00,7.0,0.0,1002.71,36.33,40.67,40698.01,5.0,172.0,297.84
162,2024-05-19 15:50:00,7.0,0.0,1002.67,37.99,36.12,34626.16,5.0,172.0,217.48
163,2024-05-19 16:00:00,7.0,0.0,1002.63,37.54,35.6,25874.25,5.0,172.0,117.09
164,2024-05-19 16:10:00,7.0,0.0,1002.48,34.73,39.95,17472.58,5.0,172.0,53.57
165,2024-05-19 16:20:00,7.0,0.0,1002.66,33.62,42.2,18326.75,5.0,172.0,58.85
166,2024-05-19 16:30:00,7.0,0.0,1002.8,32.95,43.72,15658.67,5.0,172.0,41.98
167,2024-05-19 16:40:00,7.0,0.0,1002.91,32.02,46.19,11277.0,5.0,172.0,21.57
168,2024-05-19 16:50:00,7.0,0.0,1003.01,31.68,46.95,10674.83,5.0,172.0,19.05
169,2024-05-19 17:00:00,7.0,0.0,1003.07,31.08,48.86,8971.0,5.0,172.0,13.48
170,2024-05-19 17:10:00,7.0,0.0,1003.07,30.69,49.59,7569.75,5.0,172.0,9.94
171,2024-05-19 17:20:00,7.0,0.0,1003.12,30.2,51.19,5284.92,5.0,172.0,5.17
172,2024-05-19 17:30:00,7.0,0.0,1003.2,29.53,53.13,3252.17,5.0,172.0,2.02
173,2024-05-19 17:40:00,7.0,0.0,1003.25,28.94,55.64,2565.67,5.0,172.0,1.29
174,2024-05-19 17:50:00,7.0,0.0,1003.36,28.41,58.53,1766.25,5.0,172.0,0.67
175,2024-05-19 18:00:00,7.0,0.0,1003.37,27.94,61.03,1274.83,5.0,172.0,0.38
176,2024-05-19 18:10:00,7.0,0.0,1003.34,27.59,63.09,752.08,5.0,172.0,0.17
177,2024-05-19 18:20:00,7.0,0.0,1003.32,27.25,64.64,262.17,5.0,172.0,0.03
178,2024-05-19 18:30:00,7.0,0.0,1003.32,26.9,66.61,87.5,5.0,172.0,0.01
179,2024-05-19 18:40:00,7.0,0.0,1003.37,26.65,67.69,27.78,5.0,172.0,0.0
180,2024-05-20 04:50:00,7.0,0.0,1003.5,22.7,89.88,32.71,5.0,172.0,0.0
181,2024-05-20 05:00:00,7.0,0.0,1003.53,22.73,89.45,127.33,5.0,172.0,0.01
182,2024-05-20 05:10:00,7.0,0.0,1003.64,22.82,88.56,487.5,5.0,172.0,0.09
183,2024-05-20 05:20:00,7.0,0.0,1003.69,22.9,87.1,1166.25,5.0,172.0,0.37
184,2024-05-20 05:30:00,7.0,0.0,1003.78,23.04,86.3,2227.08,5.0,172.0,1.1
185,2024-05-20 05:40:00,7.0,0.0,1003.78,23.26,85.45,3596.33,5.0,172.0,2.53
186,2024-05-20 05:50:00,7.0,0.0,1003.8,23.58,84.22,4768.92,5.0,172.0,4.17
187,2024-05-20 06:00:00,7.0,0.0,1003.93,24.07,82.42,6685.75,5.0,172.0,7.76
188,2024-05-20 06:10:00,7.0,0.0,1004.04,24.6,81.02,8541.42,5.0,172.0,12.56
189,2024-05-20 06:20:00,7.0,0.0,1004.1,25.07,79.56,9920.08,5.0,172.0,16.54
190,2024-05-20 06:30:00,7.0,0.0,1004.21,25.73,76.61,11577.33,5.0,172.0,22.17
191,2024-05-20 06:40:00,7.0,0.0,1004.28,26.37,73.44,14318.75,5.0,172.0,33.91
192,2024-05-20 06:50:00,7.0,0.0,1004.38,27.31,69.14,20857.67,5.0,172.0,73.15
193,2024-05-20 07:00:00,7.0,0.0,1004.52,28.55,64.26,22619.5,5.0,172.0,84.16
194,2024-05-20 07:10:00,7.0,0.0,1004.54,28.79,63.41,19914.83,5.0,172.0,63.76
195,2024-05-20 07:20:00,7.0,0.0,1004.61,29.26,61.65,21751.08,5.0,172.0,75.66
196,2024-05-20 07:30:00,7.0,0.0,1004.64,29.38,60.55,20664.83,5.0,172.0,68.64
197,2024-05-20 07:40:00,7.0,0.0,1004.66,30.03,58.7,24476.5,5.0,172.0,95.06
198,2024-05-20 07:50:00,7.0,0.0,1004.62,31.17,54.81,32034.58,5.0,172.0,161.93
199,2024-05-20 08:00:00,7.0,0.0,1004.68,32.31,50.74,35442.75,5.0,172.0,199.53
200,2024-05-20 08:10:00,7.0,0.0,1004.77,33.49,47.88,37857.33,5.0,172.0,224.56
201,2024-05-20 08:20:00,7.0,0.0,1004.8,34.6,44.09,50237.39,5.0,172.0,395.9
202,2024-05-20 08:30:00,7.0,0.0,1004.85,36.36,39.84,52768.29,5.0,172.0,437.53
203,2024-05-20 08:40:00,7.0,0.0,1004.81,38.51,35.05,62812.28,5.0,172.0,630.83
204,2024-05-20 08:50:00,7.0,0.0,1004.91,40.02,31.6,61845.92,5.0,172.0,593.78
205,2024-05-20 09:00:00,7.0,0.0,1004.96,41.43,28.45,69203.4,5.0,172.0,734.39
206,2024-05-20 09:10:00,7.0,0.0,1005.0,42.96,25.9,68479.98,5.0,172.0,714.42
207,2024-05-20 09:20:00,7.0,0.0,1005.07,43.45,24.41,64628.56,5.0,172.0,638.16
208,2024-05-20 09:30:00,7.0,0.0,1005.0,43.59,23.66,57689.03,5.0,172.0,511.84
209,2024-05-20 09:40:00,7.0,0.0,1004.82,42.46,25.14,45209.8,5.0,172.0,319.92
210,2024-05-20 09:50:00,7.0,0.0,1004.76,40.61,28.57,38816.46,5.0,172.0,237.38
211,2024-05-20 10:00:00,7.0,0.0,1004.77,38.94,32.4,38863.83,5.0,172.0,239.58
212,2024-05-20 10:10:00,7.0,0.0,1004.71,37.73,34.93,43249.16,5.0,172.0,295.29
213,2024-05-20 10:20:00,7.0,0.0,1004.68,37.45,35.79,42713.69,5.0,172.0,294.31
214,2024-05-20 10:30:00,7.0,0.0,1004.64,37.88,35.21,44783.7,5.0,172.0,322.86
215,2024-05-20 10:40:00,7.0,0.0,1004.56,39.19,33.31,51333.48,5.0,172.0,418.55
216,2024-05-20 10:50:00,7.0,0.0,1004.43,40.61,30.81,51778.93,5.0,172.0,423.78
217,2024-05-20 11:00:00,7.0,0.0,1004.37,41.14,29.5,51886.74,5.0,172.0,424.78
218,2024-05-20 11:10:00,7.0,0.0,1004.27,41.2,29.13,50889.29,5.0,172.0,414.95
219,2024-05-20 11:20:00,7.0,0.0,1004.13,41.16,29.36,46915.15,5.0,172.0,354.32
220,2024-05-20 11:30:00,7.0,0.0,1004.0,41.39,28.97,45182.78,5.0,172.0,330.47
221,2024-05-20 11:40:00,7.0,0.0,1003.8,41.31,28.82,42847.2,5.0,172.0,300.14
222,2024-05-20 11:50:00,7.0,0.0,1003.69,40.29,30.8,46441.85,5.0,172.0,348.52
223,2024-05-20 12:00:00,7.0,0.0,1003.7,40.52,30.28,58890.78,5.0,172.0,542.15
224,2024-05-20 12:10:00,7.0,0.0,1003.7,40.27,31.68,52087.63,5.0,172.0,431.79
225,2024-05-20 12:20:00,7.0,0.0,1003.58,38.45,35.57,44608.08,5.0,172.0,320.49
226,2024-05-20 12:30:00,7.0,0.0,1003.48,38.68,35.95,37368.08,5.0,172.0,224.72
227,2024-05-20 12:40:00,7.0,0.0,1003.39,38.78,35.46,43507.15,5.0,172.0,297.7
228,2024-05-20 12:50:00,7.0,0.0,1003.32,39.66,34.04,43036.41,5.0,172.0,289.78
229,2024-05-20 13:00:00,7.0,0.0,1003.16,40.49,33.03,40427.7,5.0,172.0,256.83
230,2024-05-20 13:10:00,7.0,0.0,1003.05,39.64,34.05,31111.5,5.0,172.0,155.69
231,2024-05-20 13:20:00,7.0,0.0,1003.01,37.8,37.86,24069.17,5.0,172.0,95.17
232,2024-05-20 13:30:00,7.0,0.0,1002.83,36.34,41.39,18997.58,5.0,172.0,60.03
233,2024-05-20 13:40:00,7.0,0.0,1002.78,35.02,44.64,19824.17,5.0,172.0,64.65
234,2024-05-20 13:50:00,7.0,0.0,1002.78,33.95,47.09,23422.33,5.0,172.0,89.04
235,2024-05-20 14:00:00,7.0,0.0,1002.75,33.58,47.91,24513.25,5.0,172.0,97.02
236,2024-05-20 14:10:00,7.0,0.0,1002.71,33.48,47.73,24594.33,5.0,172.0,97.76
237,2024-05-20 14:20:00,7.0,0.0,1002.71,33.14,48.79,21676.25,5.0,172.0,77.08
238,2024-05-20 14:30:00,7.0,0.0,1002.68,32.95,51.18,25318.33,5.0,172.0,105.28
239,2024-05-20 14:40:00,7.0,0.0,1002.73,32.64,54.69,31231.75,5.0,172.0,160.47
240,2024-05-20 14:50:00,7.0,0.0,1002.72,32.02,56.35,31048.58,5.0,172.0,158.08
241,2024-05-20 15:00:00,7.0,0.0,1002.73,32.31,53.73,32138.42,5.0,172.0,168.5
242,2024-05-20 15:10:00,7.0,0.0,1002.68,32.37,53.12,30339.83,5.0,172.0,150.12
243,2024-05-20 15:20:00,7.0,0.0,1002.66,32.52,52.46,26323.33,5.0,172.0,111.11
244,2024-05-20 15:30:00,7.0,0.0,1002.68,32.14,52.66,20725.25,5.0,172.0,69.18
245,2024-05-20 15:40:00,7.0,0.0,1002.64,31.41,55.07,16672.84,5.0,172.0,45.06
246,2024-05-20 15:50:00,7.0,0.0,1002.63,30.45,59.26,16064.33,5.0,172.0,40.9
247,2024-05-20 16:00:00,7.0,0.0,1002.61,30.14,61.35,16311.5,5.0,172.0,43.74
248,2024-05-20 16:10:00,7.0,0.0,1002.63,30.09,62.17,15802.83,5.0,172.0,42.81
249,2024-05-20 16:20:00,7.0,0.0,1002.65,30.18,62.65,14954.33,5.0,172.0,37.09
250,2024-05-20 16:30:00,7.0,0.0,1002.82,29.99,63.62,14494.5,5.0,172.0,34.81
251,2024-05-20 16:40:00,7.0,0.0,1002.88,29.86,64.87,12078.67,5.0,172.0,24.47
252,2024-05-20 16:50:00,7.0,0.0,1002.97,29.62,65.91,10535.25,5.0,172.0,18.76
253,2024-05-20 17:00:00,7.0,0.0,1003.01,29.21,67.22,7812.5,5.0,172.0,10.58
254,2024-05-20 17:10:00,7.0,0.0,1003.06,28.84,68.3,6600.75,5.0,172.0,7.55
255,2024-05-20 17:20:00,7.0,0.0,1003.18,28.52,69.73,5982.42,5.0,172.0,6.28
256,2024-05-20 17:30:00,7.0,0.0,1003.38,28.17,72.15,5815.08,5.0,172.0,5.98
257,2024-05-20 17:40:00,7.0,0.0,1003.5,28.08,72.8,5052.92,5.0,172.0,4.69
258,2024-05-20 17:50:00,7.0,0.0,1003.66,27.93,72.97,2942.92,5.0,172.0,1.77
259,2024-05-20 18:00:00,7.0,0.12,1003.71,27.67,73.72,1302.5,5.0,172.0,0.38
260,2024-05-20 18:10:00,7.0,0.0,1003.79,27.42,74.99,727.83,5.0,172.0,0.15
