,序號,答案
279,20240329153001,1746.553466796875
280,20240329154001,1735.401611328125
281,20240329155001,1735.401611328125
282,20240329160001,1737.0963134765625
283,20240329161001,1759.6982421875
284,20240329162001,1818.07080078125
285,20240329163001,1718.035888671875
286,20240329164001,1706.884033203125
287,20240329165001,1706.884033203125
288,20240428090001,1465.1270751953125
289,20240428091001,1531.2138671875
290,20240428092001,1524.71630859375
291,20240428093001,1429.533447265625
292,20240428094001,1448.489501953125
293,20240428095001,1448.489501953125
294,20240428100001,1479.6199951171875
295,20240428101001,1520.2110595703125
296,20240428102001,1503.5533447265625
297,20240428103001,1408.3704833984375
298,20240428104001,1427.3265380859375
299,20240428105001,1441.846435546875
300,20240428110001,1525.7459716796875
301,20240428111001,1591.8330078125
302,20240428112001,1608.56982421875
303,20240428113001,1513.386962890625
304,20240428114001,1532.343017578125
305,20240428115001,1560.0408935546875
306,20240428120001,1592.5621337890625
307,20240428121001,1627.744384765625
308,20240428122001,1621.246826171875
309,20240428123001,1502.82958984375
310,20240428124001,1521.556884765625
311,20240428125001,1527.4527587890625
312,20240428130001,1516.308837890625
313,20240428131001,1582.3958740234375
314,20240428132001,1586.0584716796875
315,20240428133001,1505.30517578125
316,20240428134001,1530.4755859375
317,20240428135001,1530.4755859375
318,20240428140001,1531.9073486328125
319,20240428141001,1597.994384765625
320,20240428142001,1591.496826171875
321,20240428143001,1491.4619140625
322,20240428144001,1510.41796875
323,20240428145001,1510.41796875
324,20240428150001,1532.3704833984375
325,20240428151001,1598.457275390625
326,20240428152001,1591.959716796875
327,20240428153001,1485.71044921875
328,20240428154001,1485.3848876953125
329,20240428155001,1485.4326171875
330,20240428160001,1496.71435546875
331,20240428161001,1572.9613037109375
332,20240428162001,1566.4637451171875
333,20240428163001,1491.9248046875
334,20240428164001,1510.880859375
335,20240428165001,1510.880859375
336,20240430090001,1516.11572265625
337,20240430091001,1570.169189453125
338,20240430092001,1627.142333984375
339,20240430093001,1531.837890625
340,20240430094001,1516.517578125
341,20240430095001,1516.517578125
342,20240430100001,1596.0379638671875
343,20240430101001,1648.23046875
344,20240430102001,1684.5052490234375
345,20240430103001,1561.0035400390625
346,20240430104001,1553.7000732421875
347,20240430105001,1553.7000732421875
348,20240430110001,1698.8367919921875
349,20240430111001,1672.403564453125
350,20240430112001,1676.088623046875
351,20240430113001,1634.5625
352,20240430114001,1633.10302734375
353,20240430115001,1458.0679931640625
354,20240430120001,1588.24072265625
355,20240430121001,1771.387939453125
356,20240430122001,1582.546142578125
357,20240430123001,1545.058349609375
358,20240430124001,1535.5595703125
359,20240430125001,1443.982421875
360,20240430130001,1500.61083984375
361,20240430131001,1676.8477783203125
362,20240430132001,1697.4561767578125
363,20240430133001,1662.4488525390625
364,20240430134001,1635.7181396484375
365,20240430135001,1616.938232421875
366,20240430140001,1669.7171630859375
367,20240430141001,1700.34423828125
368,20240430142001,1774.380615234375
369,20240430143001,1698.9464111328125
370,20240430144001,1687.7945556640625
371,20240430145001,1687.7945556640625
372,20240430150001,1756.13134765625
373,20240430151001,1736.2347412109375
374,20240430152001,1709.4835205078125
375,20240430153001,1594.1478271484375
376,20240430154001,1582.9959716796875
377,20240430155001,1618.652099609375
378,20240430160001,1682.2357177734375
379,20240430161001,1733.35546875
380,20240430162001,1729.8388671875
381,20240430163001,1629.803955078125
382,20240430164001,1618.652099609375
383,20240430165001,1618.652099609375
384,20240515090001,1796.3282470703125
385,20240515091001,1843.157958984375
386,20240515092001,1839.641357421875
387,20240515093001,1744.45849609375
388,20240515094001,1718.03759765625
389,20240515095001,1756.1026611328125
390,20240515100001,1874.0667724609375
391,20240515101001,1925.186279296875
392,20240515102001,1921.669677734375
393,20240515103001,1822.638427734375
394,20240515104001,1803.578857421875
395,20240515105001,1884.6251220703125
396,20240515110001,1994.024169921875
397,20240515111001,2079.60986328125
398,20240515112001,1980.001220703125
399,20240515113001,1902.199462890625
400,20240515114001,1935.0009765625
401,20240515115001,1934.9273681640625
402,20240515120001,2026.11181640625
403,20240515121001,1994.3914794921875
404,20240515122001,1998.73046875
405,20240515123001,2028.6019287109375
406,20240515124001,2031.8765869140625
407,20240515125001,1877.3211669921875
408,20240515130001,1937.28076171875
409,20240515131001,2090.6396484375
410,20240515132001,2074.349853515625
411,20240515133001,1959.68701171875
412,20240515134001,1988.987548828125
413,20240515135001,1992.017822265625
414,20240515140001,2045.9508056640625
415,20240515141001,2082.506103515625
416,20240515142001,2105.747314453125
417,20240515143001,2010.00244140625
418,20240515144001,1927.83447265625
419,20240515145001,1914.8077392578125
420,20240515150001,1966.6175537109375
421,20240515151001,2017.73681640625
422,20240515152001,2014.2203369140625
423,20240515153001,1924.345947265625
424,20240515154001,1932.4757080078125
425,20240515155001,1938.6900634765625
426,20240515160001,2002.274169921875
427,20240515161001,2053.393310546875
428,20240515162001,2049.876953125
429,20240515163001,1949.8419189453125
430,20240515164001,1938.6900634765625
431,20240515165001,1938.6900634765625
432,20240520090001,1534.3095703125
433,20240520091001,1592.998779296875
434,20240520092001,1594.1595458984375
435,20240520093001,1503.2886962890625
436,20240520094001,1522.2447509765625
437,20240520095001,1532.45263671875
438,20240520100001,1628.570556640625
439,20240520101001,1689.542724609375
440,20240520102001,1686.3914794921875
441,20240520103001,1591.2086181640625
442,20240520104001,1610.1646728515625
443,20240520105001,1620.37255859375
444,20240520110001,1703.7828369140625
445,20240520111001,1762.4722900390625
446,20240520112001,1763.633056640625
447,20240520113001,1668.4501953125
448,20240520114001,1687.40625
449,20240520115001,1697.6141357421875
450,20240520120001,1785.2398681640625
451,20240520121001,1843.9290771484375
452,20240520122001,1845.08984375
453,20240520123001,1749.906982421875
454,20240520124001,1768.863037109375
455,20240520125001,1779.0709228515625
456,20240520130001,1764.2445068359375
457,20240520131001,1822.9339599609375
458,20240520132001,1824.0947265625
459,20240520133001,1734.219970703125
460,20240520134001,1753.176025390625
461,20240520135001,1778.6719970703125
462,20240520140001,1785.06884765625
463,20240520141001,1843.75830078125
464,20240520142001,1844.9190673828125
465,20240520143001,1744.8841552734375
466,20240520144001,1763.8402099609375
467,20240520145001,1763.8402099609375
468,20240520150001,1785.531982421875
469,20240520151001,1844.22119140625
470,20240520152001,1845.3819580078125
471,20240520153001,1745.3470458984375
472,20240520154001,1764.3031005859375
473,20240520155001,1764.3031005859375
474,20240520160001,1785.531982421875
475,20240520161001,1844.22119140625
476,20240520162001,1845.3819580078125
477,20240520163001,1745.3470458984375
478,20240520164001,1764.3031005859375
479,20240520165001,1764.3031005859375
480,20240613090001,1469.7147216796875
481,20240613091001,1513.4365234375
482,20240613092001,1542.8111572265625
483,20240613093001,1447.6282958984375
484,20240613094001,1436.4764404296875
485,20240613095001,1436.4764404296875
486,20240613100001,1372.5799560546875
487,20240613101001,1390.8060302734375
488,20240613102001,1464.1910400390625
489,20240613103001,1369.0081787109375
490,20240613104001,1359.8853759765625
491,20240613105001,1370.09326171875
492,20240613110001,1534.1287841796875
493,20240613111001,1634.806396484375
494,20240613112001,1717.8736572265625
495,20240613113001,1618.5223388671875
496,20240613114001,1630.0804443359375
497,20240613115001,1524.506103515625
498,20240613120001,1657.9720458984375
499,20240613121001,1640.87744140625
500,20240613122001,1685.8309326171875
501,20240613123001,1649.7889404296875
502,20240613124001,1640.70751953125
503,20240613125001,1534.6466064453125
504,20240613130001,1530.733154296875
505,20240613131001,1638.087646484375
506,20240613132001,1667.044921875
507,20240613133001,1616.458740234375
508,20240613134001,1578.1865234375
509,20240613135001,1578.1865234375
510,20240613140001,1620.646484375
511,20240613141001,1754.715576171875
512,20240613142001,1784.0902099609375
513,20240613143001,1688.3453369140625
514,20240613144001,1575.8162841796875
515,20240613145001,1586.024169921875
516,20240613150001,1612.34033203125
517,20240613151001,1656.0625
518,20240613152001,1685.4371337890625
519,20240613153001,1585.4022216796875
520,20240613154001,1574.2503662109375
521,20240613155001,1530.2401123046875
522,20240613160001,1568.3299560546875
523,20240613161001,1612.05224609375
524,20240613162001,1641.4268798828125
525,20240613163001,1541.3919677734375
526,20240613164001,1530.2401123046875
527,20240613165001,1530.2401123046875
528,20240615090001,1650.839111328125
529,20240615091001,1690.271240234375
530,20240615092001,1716.744140625
531,20240615093001,1621.561279296875
532,20240615094001,1654.866455078125
533,20240615095001,1572.6453857421875
534,20240615100001,1599.75390625
535,20240615101001,1630.3809814453125
536,20240615102001,1662.7142333984375
537,20240615103001,1648.1375732421875
538,20240615104001,1631.0992431640625
539,20240615105001,1622.4765625
540,20240615110001,1553.1143798828125
541,20240615111001,1562.2635498046875
542,20240615112001,1588.7364501953125
543,20240615113001,1552.6947021484375
544,20240615114001,1551.7105712890625
545,20240615115001,1551.7105712890625
546,20240615120001,1606.3551025390625
547,20240615121001,1634.0897216796875
548,20240615122001,1712.6978759765625
549,20240615123001,1312.9549560546875
550,20240615124001,1359.2657470703125
551,20240615125001,1259.8323974609375
552,20240615130001,1277.0775146484375
553,20240615131001,1265.5711669921875
554,20240615132001,1330.2109375
555,20240615133001,1588.89306640625
556,20240615134001,1664.6121826171875
557,20240615135001,1668.9334716796875
558,20240615140001,1703.762451171875
559,20240615141001,1712.91162109375
560,20240615142001,1725.69189453125
561,20240615143001,1642.12255859375
562,20240615144001,1630.970703125
563,20240615145001,1630.970703125
564,20240615150001,1669.0550537109375
565,20240615151001,1719.93896484375
566,20240615152001,1848.1947021484375
567,20240615153001,1729.5621337890625
568,20240615154001,1718.4102783203125
569,20240615155001,1722.5787353515625
570,20240615160001,1763.6922607421875
571,20240615161001,1723.5269775390625
572,20240615162001,1732.5098876953125
573,20240615163001,1632.4749755859375
574,20240615164001,1619.2940673828125
575,20240615165001,1610.369384765625
576,20240703090001,1241.2989501953125
577,20240703091001,1304.3436279296875
578,20240703092001,1366.0733642578125
579,20240703093001,1320.40576171875
580,20240703094001,1305.08544921875
581,20240703095001,1305.08544921875
582,20240703100001,1168.615234375
583,20240703101001,1214.169921875
584,20240703102001,1221.578369140625
585,20240703103001,1174.95751953125
586,20240703104001,1163.8056640625
587,20240703105001,1163.8056640625
588,20240703110001,1173.6195068359375
589,20240703111001,1245.732666015625
590,20240703112001,1135.440673828125
591,20240703113001,1112.0078125
592,20240703114001,1117.76171875
593,20240703115001,1088.9747314453125
594,20240703120001,1239.75244140625
595,20240703121001,1264.8145751953125
596,20240703122001,1264.687744140625
597,20240703123001,1403.0579833984375
598,20240703124001,1388.4852294921875
599,20240703125001,1252.920166015625
600,20240703130001,1255.996337890625
601,20240703131001,1281.0584716796875
602,20240703132001,1282.5216064453125
603,20240703133001,1005.8934936523438
604,20240703134001,1368.10888671875
605,20240703135001,1355.3358154296875
606,20240703140001,1341.47265625
607,20240703141001,1397.9794921875
608,20240703142001,1405.19384765625
609,20240703143001,1370.1864013671875
610,20240703144001,1353.1634521484375
611,20240703145001,1317.090087890625
612,20240703150001,1342.547607421875
613,20240703151001,1367.6097412109375
614,20240703152001,1480.3817138671875
615,20240703153001,1406.4627685546875
616,20240703154001,1395.3109130859375
617,20240703155001,1395.3109130859375
618,20240703160001,1414.356201171875
619,20240703161001,1404.2237548828125
620,20240703162001,1387.9737548828125
621,20240703163001,1336.5008544921875
622,20240703164001,1323.3199462890625
623,20240703165001,1314.395263671875
624,20240707090001,1708.6717529296875
625,20240707091001,1749.9364013671875
626,20240707092001,1748.1954345703125
627,20240707093001,1701.5745849609375
628,20240707094001,1783.3741455078125
629,20240707095001,1588.5240478515625
630,20240707100001,1492.868896484375
631,20240707101001,1517.9310302734375
632,20240707102001,1516.1900634765625
633,20240707103001,1486.03466796875
634,20240707104001,1474.8828125
635,20240707105001,1474.8828125
636,20240707110001,1530.246826171875
637,20240707111001,1558.55322265625
638,20240707112001,1554.6380615234375
639,20240707113001,1422.9102783203125
640,20240707114001,1413.2305908203125
641,20240707115001,1142.0262451171875
642,20240707120001,1124.4129638671875
643,20240707121001,1149.47509765625
644,20240707122001,1100.1065673828125
645,20240707123001,1192.5653076171875
646,20240707124001,1177.9925537109375
647,20240707125001,1042.427490234375
648,20240707130001,1096.1121826171875
649,20240707131001,1121.17431640625
650,20240707132001,1149.1031494140625
651,20240707133001,1083.2540283203125
652,20240707134001,1400.7091064453125
653,20240707135001,1387.9361572265625
654,20240707140001,1377.0538330078125
655,20240707141001,1508.1768798828125
656,20240707142001,1504.6666259765625
657,20240707143001,1498.9527587890625
658,20240707144001,1467.8035888671875
659,20240707145001,1467.8035888671875
660,20240707150001,1653.70751953125
661,20240707151001,1628.3218994140625
662,20240707152001,1630.7493896484375
663,20240707153001,1656.583984375
664,20240707154001,1627.942138671875
665,20240707155001,1638.1500244140625
666,20240707160001,1625.591552734375
667,20240707161001,1671.146240234375
668,20240707162001,1669.4052734375
669,20240707163001,1617.932373046875
670,20240707164001,1562.770263671875
671,20240707165001,1562.770263671875
672,20240125090002,2015.8895263671875
673,20240125091002,2060.49853515625
674,20240125092002,2116.470947265625
675,20240125093002,2101.271728515625
676,20240125094002,2088.992919921875
677,20240125095002,2091.423583984375
678,20240125100002,1987.2105712890625
679,20240125101002,2031.8197021484375
680,20240125102002,2087.792236328125
681,20240125103002,2072.593017578125
682,20240125104002,2060.314208984375
683,20240125105002,2062.744873046875
684,20240125110002,2055.19970703125
685,20240125111002,2099.808837890625
686,20240125112002,2116.94091796875
687,20240125113002,2101.74169921875
688,20240125114002,2089.462890625
689,20240125115002,2091.8935546875
690,20240125120002,1920.9095458984375
691,20240125121002,1965.5184326171875
692,20240125122002,2050.000732421875
693,20240125123002,2096.703125
694,20240125124002,2084.42431640625
695,20240125125002,2060.0009765625
696,20240125130002,2030.131103515625
697,20240125131002,2074.739990234375
698,20240125132002,2130.71240234375
699,20240125133002,2115.513427734375
700,20240125134002,2103.234619140625
701,20240125135002,2103.234619140625
702,20240125140002,2015.29931640625
703,20240125141002,2059.908203125
704,20240125142002,2115.880615234375
705,20240125143002,2100.681640625
706,20240125144002,2088.40283203125
707,20240125145002,2088.40283203125
708,20240125150002,2019.919921875
709,20240125151002,2064.52880859375
710,20240125152002,2120.501220703125
711,20240125153002,2105.30224609375
712,20240125154002,2093.0234375
713,20240125155002,2093.0234375
714,20240125160002,2007.9132080078125
715,20240125161002,2052.5224609375
716,20240125162002,2108.49462890625
717,20240125163002,2093.295654296875
718,20240125164002,2081.016845703125
719,20240125165002,2081.016845703125
720,20240128090002,1899.50341796875
721,20240128091002,1944.1123046875
722,20240128092002,1997.1038818359375
723,20240128093002,1981.9046630859375
724,20240128094002,1999.73388671875
725,20240128095002,2002.16455078125
726,20240128100002,1849.69775390625
727,20240128101002,1894.306640625
728,20240128102002,1947.2984619140625
729,20240128103002,1932.0992431640625
730,20240128104002,1949.928466796875
731,20240128105002,1952.359130859375
732,20240128110002,1917.6868896484375
733,20240128111002,1962.2957763671875
734,20240128112002,2015.28759765625
735,20240128113002,2000.08837890625
736,20240128114002,2017.9176025390625
737,20240128115002,2020.3482666015625
738,20240128120002,1912.6480712890625
739,20240128121002,1957.2572021484375
740,20240128122002,2010.2490234375
741,20240128123002,1995.0498046875
742,20240128124002,2012.8790283203125
743,20240128125002,1988.4556884765625
744,20240128130002,1931.4588623046875
745,20240128131002,1976.0677490234375
746,20240128132002,2029.059326171875
747,20240128133002,2013.860107421875
748,20240128134002,2031.6893310546875
749,20240128135002,2031.6893310546875
750,20240128140002,1911.4012451171875
751,20240128141002,1956.0101318359375
752,20240128142002,2009.001708984375
753,20240128143002,1993.802490234375
754,20240128144002,2011.6317138671875
755,20240128145002,2011.6317138671875
756,20240128150002,1916.0218505859375
757,20240128151002,1960.6307373046875
758,20240128152002,2013.622314453125
759,20240128153002,1998.423095703125
760,20240128154002,2016.2523193359375
761,20240128155002,2016.2523193359375
762,20240128160002,1904.01513671875
763,20240128161002,1948.624267578125
764,20240128162002,2001.6158447265625
765,20240128163002,1986.4166259765625
766,20240128164002,2004.245849609375
767,20240128165002,2004.245849609375
768,20240213090002,2054.658447265625
769,20240213091002,2074.13916015625
770,20240213092002,2068.222900390625
771,20240213093002,2017.69384765625
772,20240213094002,2009.7271728515625
773,20240213095002,2033.942138671875
774,20240213100002,1948.6832275390625
775,20240213101002,2001.5594482421875
776,20240213102002,1998.5767822265625
777,20240213103002,1953.0548095703125
778,20240213104002,1936.486083984375
779,20240213105002,1969.25
780,20240213110002,2057.761474609375
781,20240213111002,2176.88818359375
782,20240213112002,2174.10009765625
783,20240213113002,2050.462158203125
784,20240213114002,2045.385498046875
785,20240213115002,2047.816162109375
786,20240213120002,2056.10595703125
787,20240213121002,2055.041015625
788,20240213122002,2064.703125
789,20240213123002,2030.638671875
790,20240213124002,2020.4305419921875
791,20240213125002,1963.912841796875
792,20240213130002,2038.6964111328125
793,20240213131002,2074.15771484375
794,20240213132002,2212.749267578125
795,20240213133002,2039.7413330078125
796,20240213134002,2031.546875
797,20240213135002,2003.191162109375
798,20240213140002,2023.9185791015625
799,20240213141002,2053.56005859375
800,20240213142002,2047.643798828125
801,20240213143002,1997.11376953125
802,20240213144002,1984.8350830078125
803,20240213145002,1994.9952392578125
804,20240213150002,2038.6993408203125
805,20240213151002,2087.622802734375
806,20240213152002,2087.920654296875
807,20240213153002,2065.89990234375
808,20240213154002,2115.522705078125
809,20240213155002,2115.522705078125
810,20240213160002,2176.027587890625
811,20240213161002,2205.66943359375
812,20240213162002,2199.7529296875
813,20240213163002,2149.222900390625
814,20240213164002,2136.944091796875
815,20240213165002,2136.944091796875
816,20240226090002,1940.403564453125
817,20240226091002,1985.0126953125
818,20240226092002,2040.9854736328125
819,20240226093002,1990.4554443359375
820,20240226094002,2008.28466796875
821,20240226095002,2010.71533203125
822,20240226100002,1949.6435546875
823,20240226101002,1994.252685546875
824,20240226102002,2050.22509765625
825,20240226103002,1999.6951904296875
826,20240226104002,2017.5244140625
827,20240226105002,2019.955078125
828,20240226110002,2017.6326904296875
829,20240226111002,2062.241943359375
830,20240226112002,2118.214599609375
831,20240226113002,2067.68408203125
832,20240226114002,2085.51318359375
833,20240226115002,2087.94384765625
834,20240226120002,2012.5941162109375
835,20240226121002,2057.203125
836,20240226122002,2113.175537109375
837,20240226123002,2062.6455078125
838,20240226124002,2080.474609375
839,20240226125002,2056.05126953125
840,20240226130002,2011.2412109375
841,20240226131002,2055.85009765625
842,20240226132002,2111.82275390625
843,20240226133002,2061.292724609375
844,20240226134002,2079.121826171875
845,20240226135002,2079.121826171875
846,20240226140002,1996.409423828125
847,20240226141002,2041.018310546875
848,20240226142002,2096.9912109375
849,20240226143002,2046.4609375
850,20240226144002,2064.2900390625
851,20240226145002,2064.2900390625
852,20240226150002,2001.492919921875
853,20240226151002,2046.10205078125
854,20240226152002,2102.074951171875
855,20240226153002,2051.544677734375
