
"日/時","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","總和"
"22","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.25","0.67","1.66","3.89","4.11","4.27","3.73","3.52","2.66","1.53","0.37","0.00","0.00","0.00","0.00","0.00","0.00","26.66"
"23","0.00","0.00","0.00","0.00","0.00","0.00","0.03","1.23","2.27","3.31","4.01","4.11","4.58","3.28","3.32","2.27","1.41","0.45","0.00","0.00","0.00","0.00","0.00","0.00","30.27"
"24","0.00","0.00","0.00","0.00","0.00","0.00","0.03","1.34","2.62","3.50","4.11","4.46","3.94","1.78","2.24","1.76","1.59","0.47","0.00","0.00","0.00","0.00","0.00","0.00","27.84"
"25","0.00","0.00","0.00","0.00","0.00","0.00","0.03","1.47","2.61","3.55","4.24","4.80","4.80","4.29","3.76","2.74","1.72","0.52","0.00","0.00","0.00","0.00","0.00","0.00","34.53"
"26","0.00","0.00","0.00","0.00","0.00","0.00","0.04","1.46","2.62","3.55","4.23","4.80","4.80","4.30","3.27","1.23","1.12","0.53","0.00","0.00","0.00","0.00","0.00","0.00","31.95"
"27","0.00","0.00","0.00","0.00","0.00","0.00","0.04","1.38","2.63","3.54","4.21","4.79","4.77","4.32","3.68","2.76","1.67","0.49","0.00","0.00","0.00","0.00","0.00","0.00","34.28"
"28","0.00","0.00","0.00","0.00","0.00","0.00","0.18","1.49","2.38","2.28","1.62","1.02","1.03","0.72","0.63","0.61","0.55","0.00","0.00","0.00","0.00","0.00","0.00","0.00","12.51"
"29","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.30","0.67","1.09","1.02","2.14","2.38","2.34","2.39","2.12","1.21","0.26","0.00","0.00","0.00","0.00","0.00","0.00","15.92"
"30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.03","0.11","0.09","0.58","0.62","0.48","0.48","0.91","1.29","0.78","0.12","0.00","0.00","0.00","0.00","0.00","0.00","5.49"
"31","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.75","0.82","1.02","0.63","0.51","0.64","0.43","0.45","0.50","0.42","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.17"
"總和","0.00","0.00","0.00","0.00","0.00","0.00","1.93","22.90","41.55","58.01","71.37","76.68","75.82","65.40","62.36","46.08","30.89","8.74","0.00","0.00","0.00","0.00","0.00","0.00","總和"
