DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
2024-04-19 14:10:00,4.0,0.37,1003.84,30.1,56.3,13195.08,32.67
2024-04-19 14:20:00,4.0,0.25,1003.65,30.38,55.55,16737.42,48.41
2024-04-19 14:30:00,4.0,0.73,1003.64,30.01,56.44,12648.58,26.86
2024-04-19 14:40:00,4.0,0.17,1003.71,29.59,58.02,10894.17,20.18
2024-04-19 14:50:00,4.0,0.0,1003.66,29.45,58.32,9648.92,15.57
2024-04-19 15:00:00,4.0,0.0,1003.68,29.16,59.17,7866.08,10.71
2024-04-19 15:10:00,4.0,0.0,1003.67,29.02,59.74,9469.58,15.38
2024-04-19 15:20:00,4.0,0.56,1003.73,28.9,60.06,10927.58,19.09
2024-04-19 15:30:00,4.0,0.82,1003.74,28.74,60.22,12328.92,25.37
2024-04-19 15:40:00,4.0,1.27,1003.72,28.47,61.76,12176.5,25.87
2024-04-19 15:50:00,4.0,0.43,1003.73,28.38,63.27,10389.33,19.28
2024-04-19 16:00:00,4.0,1.46,1003.84,27.98,65.69,8510.08,12.64
2024-04-19 16:10:00,4.0,1.52,1004.02,27.32,67.89,6467.0,7.26
2024-04-19 16:20:00,4.0,0.7,1004.14,26.95,68.9,5052.0,4.24
2024-04-19 16:30:00,4.0,0.52,1004.15,27.05,68.3,6816.17,7.68
2024-04-19 16:40:00,4.0,0.37,1004.24,27.59,67.38,10630.83,20.79
2024-04-19 16:50:00,4.0,0.2,1004.25,27.94,66.54,7177.67,9.29
2024-04-19 17:00:00,4.0,0.47,1004.35,27.68,67.54,5111.83,4.92
2024-04-19 17:10:00,4.0,0.0,1004.36,27.51,67.8,4846.67,4.09
2024-04-19 17:20:00,4.0,0.24,1004.28,27.4,68.04,4781.67,3.64
2024-04-19 17:30:00,4.0,0.0,1004.29,27.07,69.27,3573.75,1.99
2024-04-19 17:40:00,4.0,0.25,1004.46,26.64,70.58,2131.0,0.82
2024-04-19 17:50:00,4.0,0.49,1004.68,26.26,71.52,776.17,0.12
2024-04-19 18:00:00,4.0,0.16,1004.8,26.02,71.78,335.75,0.02
2024-04-19 18:10:00,4.0,0.0,1004.86,25.89,72.54,148.17,0.0
2024-04-19 18:20:00,4.0,0.0,1004.84,25.74,73.44,54.48,0.0
2024-04-20 05:10:00,4.0,0.65,1003.29,21.48,93.05,47.74,0.0
2024-04-20 05:20:00,4.0,0.06,1003.41,21.36,93.36,228.17,0.02
2024-04-20 05:30:00,4.0,2.2,1003.43,21.61,93.03,782.75,0.14
2024-04-20 05:40:00,4.0,2.47,1003.5,22.15,89.29,1753.58,0.63
2024-04-20 05:50:00,4.0,0.91,1003.57,22.27,88.18,3189.84,1.72
2024-04-20 06:00:00,4.0,2.27,1003.65,22.46,87.03,5422.17,5.38
2024-04-20 06:10:00,4.0,2.1,1003.73,24.06,80.52,8365.67,24.88
2024-04-20 06:20:00,4.0,1.67,1003.77,25.65,74.9,13224.58,44.36
2024-04-20 06:30:00,4.0,2.39,1003.89,27.02,69.26,20594.58,77.54
2024-04-20 06:40:00,4.0,2.47,1003.9,28.28,64.59,27006.58,127.22
2024-04-20 06:50:00,4.0,2.32,1003.94,29.62,59.33,31828.75,170.37
2024-04-20 07:00:00,4.0,2.95,1003.94,30.03,56.6,37281.91,231.15
2024-04-20 07:10:00,4.0,1.98,1003.97,31.74,51.58,43909.34,317.25
2024-04-20 07:20:00,4.0,2.18,1004.06,32.89,47.81,51246.87,421.73
2024-04-20 07:30:00,4.0,2.43,1004.08,34.42,42.58,58440.66,304.71
2024-04-20 07:40:00,4.0,2.2,1004.21,35.23,41.2,65658.17,612.87
2024-04-20 07:50:00,4.0,2.74,1004.31,35.81,38.99,71130.55,685.96
2024-04-20 08:00:00,4.0,2.65,1004.27,36.28,37.93,74673.81,743.76
2024-04-20 08:10:00,4.0,2.13,1004.34,37.88,35.35,80336.12,415.48
2024-04-20 08:20:00,4.0,2.56,1004.41,38.36,33.43,80381.76,372.82
2024-04-20 08:30:00,4.0,2.38,1004.38,38.91,32.76,86629.68,441.9
2024-04-20 08:40:00,4.0,2.24,1004.4,40.26,30.09,94204.94,528.9
2024-04-20 08:50:00,4.0,2.55,1004.48,41.09,28.54,98058.7,553.45
2024-04-21 05:10:00,4.0,0.6,1003.54,22.89,88.33,50.83,0.01
2024-04-21 05:20:00,4.0,1.54,1003.61,22.85,87.89,259.58,0.04
2024-04-21 05:30:00,4.0,2.23,1003.68,23.15,85.99,930.5,0.34
2024-04-21 05:40:00,4.0,2.58,1003.75,23.37,85.29,2363.17,1.6
2024-04-21 05:50:00,4.0,2.87,1003.77,23.49,85.32,3871.0,3.19
2024-04-21 06:00:00,4.0,2.68,1003.78,23.82,84.49,4705.5,4.41
2024-04-21 06:10:00,4.0,3.49,1003.81,24.39,81.98,6815.17,10.85
2024-04-21 06:20:00,4.0,2.77,1003.73,24.94,78.71,9433.33,18.27
2024-04-21 06:30:00,4.0,1.43,1003.91,26.36,73.73,18509.5,73.79
2024-04-21 06:40:00,4.0,1.59,1004.11,28.79,63.51,22568.0,98.36
2024-04-21 06:50:00,4.0,1.88,1004.2,29.03,61.24,27546.17,138.29
2024-04-21 07:00:00,4.0,1.68,1004.39,30.51,56.74,28040.58,143.8
2024-04-21 07:10:00,4.0,2.09,1004.63,29.84,58.81,25742.67,117.68
2024-04-21 07:20:00,4.0,1.42,1004.71,29.71,58.67,21876.33,86.23
2024-04-21 07:30:00,4.0,2.39,1004.69,29.2,59.35,23235.42,98.25
2024-04-21 07:40:00,4.0,1.77,1004.76,30.03,57.86,33633.52,211.88
2024-04-21 07:50:00,4.0,1.57,1004.8,32.94,50.14,53381.2,508.94
2024-04-21 08:00:00,4.0,1.78,1004.84,35.73,41.63,60611.11,631.32
2024-04-21 08:10:00,4.0,1.98,1004.89,38.3,35.53,79554.3,978.06
2024-04-21 08:20:00,4.0,1.81,1004.97,38.16,35.36,59465.96,608.94
2024-04-21 08:30:00,4.0,1.44,1004.92,38.84,33.42,62640.5,686.51
2024-04-21 08:40:00,4.0,0.8,1004.82,39.0,33.01,52460.12,483.78
2024-04-21 08:50:00,4.0,1.21,1004.87,39.9,31.73,61548.18,650.96
2024-04-21 09:00:00,4.0,1.98,1004.91,38.57,33.53,46145.01,381.45
2024-04-21 09:10:00,4.0,0.87,1004.93,38.15,35.44,48240.88,404.16
2024-04-21 09:20:00,4.0,1.46,1004.96,37.69,36.21,39924.5,296.95
2024-04-21 09:30:00,4.0,1.32,1004.92,38.09,34.86,48436.74,423.24
2024-04-21 09:40:00,4.0,1.56,1004.88,39.14,32.25,56734.53,542.33
2024-04-21 09:50:00,4.0,1.52,1004.84,39.85,30.44,63699.4,637.92
2024-04-21 10:00:00,4.0,1.15,1004.82,40.82,28.63,67269.25,673.43
2024-04-21 10:10:00,4.0,1.64,1004.78,42.53,25.4,101359.92,921.0
2024-04-21 10:20:00,4.0,1.91,1004.66,45.27,21.96,116625.81,813.66
2024-04-21 10:30:00,4.0,1.71,1004.58,46.56,20.13,112031.92,699.56
2024-04-21 10:40:00,4.0,1.64,1004.57,47.15,18.98,78759.36,463.6
2024-04-21 10:50:00,4.0,1.41,1004.58,46.39,20.22,88857.62,547.88
2024-04-21 11:00:00,4.0,1.66,1004.46,47.04,19.29,110316.44,911.04
2024-04-21 11:10:00,4.0,1.24,1004.18,48.52,17.79,76199.18,539.58
2024-04-21 11:20:00,4.0,1.47,1004.2,46.37,20.24,75501.09,814.54
2024-04-21 11:30:00,4.0,1.44,1004.18,48.56,18.16,117407.81,1166.18
2024-04-21 11:40:00,4.0,1.33,1004.05,50.52,16.12,111488.54,966.66
2024-04-21 11:50:00,4.0,2.05,1003.85,48.93,17.83,117267.83,1023.0
2024-04-21 12:00:00,4.0,1.58,1003.7,49.49,17.24,110472.59,967.0
2024-04-21 12:10:00,4.0,1.41,1003.61,50.59,15.76,102102.92,950.28
2024-04-21 12:20:00,4.0,1.7,1003.45,51.34,15.66,92838.06,915.53
2024-04-21 12:30:00,4.0,1.85,1003.3,50.75,16.82,85611.21,873.33
2024-04-21 12:40:00,4.0,2.26,1003.19,50.12,18.9,64866.81,841.05
2024-04-21 12:50:00,4.0,2.32,1003.0,49.16,19.66,67252.54,947.3
2024-04-21 13:00:00,4.0,2.58,1002.98,49.1,18.76,57926.03,920.28
2024-04-21 13:10:00,4.0,2.38,1002.76,48.77,19.1,51394.75,869.02
2024-04-21 13:20:00,4.0,2.72,1002.8,48.29,19.69,46971.03,1165.03
2024-04-21 13:30:00,4.0,2.5,1002.82,47.56,20.78,43181.24,1436.52
2024-04-21 13:40:00,4.0,2.4,1002.87,47.38,20.96,40696.87,1373.54
2024-04-21 13:50:00,4.0,2.74,1002.82,46.6,21.79,39104.16,1318.84
2024-04-21 14:00:00,4.0,1.99,1002.85,47.31,20.91,38850.16,1222.78
2024-04-21 14:10:00,4.0,2.66,1002.85,46.61,21.77,36365.08,1092.69
2024-04-21 14:20:00,4.0,2.11,1002.85,46.37,22.03,34198.83,962.28
2024-04-21 14:30:00,4.0,2.16,1002.85,46.54,21.57,31507.33,804.65
2024-04-21 14:40:00,4.0,2.25,1002.87,45.73,22.99,30249.75,731.42
2024-04-21 14:50:00,4.0,2.86,1002.91,44.75,24.48,28466.33,627.32
2024-04-21 15:00:00,4.0,2.49,1002.97,43.68,25.56,26948.58,552.54
2024-04-21 15:10:00,4.0,2.47,1003.0,43.74,25.94,24387.83,438.17
2024-04-21 15:20:00,4.0,2.52,1002.93,42.73,29.23,20631.67,284.85
2024-04-21 15:30:00,4.0,3.09,1002.98,40.92,34.32,18503.08,233.24
2024-04-21 15:40:00,4.0,2.66,1003.02,40.96,34.22,14919.5,227.75
2024-04-21 15:50:00,4.0,2.17,1003.11,40.78,34.37,13763.5,166.18
2024-04-21 16:00:00,4.0,2.33,1003.26,39.57,36.99,12046.17,84.78
2024-04-21 16:10:00,4.0,2.2,1003.32,36.0,45.99,8861.58,20.24
2024-04-21 16:20:00,4.0,1.86,1003.41,34.37,50.52,8311.92,23.21
2024-04-21 16:30:00,4.0,2.39,1003.48,34.99,49.27,11443.83,43.13
2024-04-21 16:40:00,4.0,1.8,1003.56,34.34,50.97,12753.29,39.82
2024-04-21 16:50:00,4.0,1.55,1003.62,33.54,53.52,10946.25,24.71
2024-04-21 17:00:00,4.0,1.52,1003.65,32.65,55.83,7359.42,11.17
2024-04-21 17:10:00,4.0,1.25,1003.74,31.44,59.99,4185.92,3.19
2024-04-21 17:20:00,4.0,0.97,1003.89,30.61,63.1,2857.42,1.67
2024-04-21 17:30:00,4.0,0.74,1004.04,30.25,64.44,2668.75,1.58
2024-04-21 17:40:00,4.0,0.67,1004.06,30.11,65.44,2459.33,1.6
2024-04-21 17:50:00,4.0,0.43,1004.1,30.12,65.49,1611.33,0.7
2024-04-21 18:00:00,4.0,0.44,1004.3,29.97,66.39,745.08,0.19
2024-04-21 18:10:00,4.0,0.5,1004.34,29.79,66.7,342.0,0.05
2024-04-21 18:20:00,4.0,0.59,1004.4,29.28,68.88,84.58,0.0
2024-04-21 18:30:00,4.0,0.78,1004.39,28.97,70.05,23.33,0.0
2024-04-22 05:10:00,4.0,0.14,1003.96,23.7,88.85,63.89,0.0
2024-04-22 05:20:00,4.0,0.0,1003.85,23.58,88.91,277.25,0.02
2024-04-22 05:30:00,4.0,0.0,1003.84,23.68,89.09,885.75,0.22
2024-04-22 05:40:00,4.0,0.02,1003.86,24.01,88.01,2297.67,1.48
2024-04-22 05:50:00,4.0,0.25,1003.94,24.58,85.57,4712.33,5.4
2024-04-22 06:00:00,4.0,1.12,1004.06,25.14,82.67,5838.83,7.6
2024-04-22 06:10:00,4.0,0.76,1004.14,25.51,81.48,7514.5,11.38
2024-04-22 06:20:00,4.0,0.78,1004.1,26.12,77.91,9846.33,18.87
2024-04-22 06:30:00,4.0,0.52,1004.04,27.57,72.93,18441.42,77.33
2024-04-22 06:40:00,4.0,0.74,1003.94,31.51,57.23,25618.25,143.6
2024-04-22 06:50:00,4.0,1.2,1004.12,32.41,53.8,32467.5,217.41
2024-04-22 07:00:00,4.0,1.63,1004.29,35.34,45.76,43664.18,389.5
2024-04-22 07:10:00,4.0,1.94,1004.45,36.69,41.57,50119.33,486.77
2024-04-22 07:20:00,4.0,0.7,1004.33,37.67,38.53,39916.05,313.04
2024-04-22 07:30:00,4.0,1.2,1004.27,36.76,39.31,42604.08,336.58
2024-04-22 07:40:00,4.0,1.18,1004.34,37.84,37.44,49140.13,451.74
2024-04-22 07:50:00,4.0,1.49,1004.39,38.91,35.23,52867.11,511.52
2024-04-22 08:00:00,4.0,0.98,1004.45,38.98,35.42,52078.98,532.6
2024-04-22 08:10:00,4.0,1.43,1004.44,42.16,30.11,72537.51,940.68
2024-04-22 08:20:00,4.0,1.75,1004.48,44.16,26.62,83511.74,1082.38
2024-04-22 08:30:00,4.0,1.52,1004.47,46.2,23.41,91467.58,674.89
2024-04-22 08:40:00,4.0,1.37,1004.48,47.53,21.34,84623.47,536.11
2024-04-22 08:50:00,4.0,0.91,1004.44,47.3,21.45,86669.75,587.91
2024-04-23 05:10:00,4.0,0.7,1002.46,23.68,93.99,40.7,0.0
2024-04-23 05:20:00,4.0,1.3,1002.58,23.55,93.88,127.0,0.0
2024-04-23 05:30:00,4.0,0.13,1002.51,23.49,94.08,292.5,0.02
2024-04-23 05:40:00,4.0,0.09,1002.38,23.51,94.06,734.33,0.14
2024-04-23 05:50:00,4.0,0.4,1002.28,23.51,93.6,1232.67,0.33
2024-04-23 06:00:00,4.0,0.0,1002.33,23.51,93.65,1907.67,0.65
2024-04-23 06:10:00,4.0,0.89,1002.4,23.57,93.87,2835.5,1.33
2024-04-23 06:20:00,4.0,0.71,1002.55,24.06,92.8,8312.67,11.41
2024-04-23 06:30:00,4.0,0.41,1002.72,25.43,87.41,16373.92,53.23
2024-04-23 06:40:00,4.0,0.86,1002.85,26.51,79.98,16615.25,50.31
2024-04-23 06:50:00,4.0,1.41,1003.06,26.22,81.27,16963.0,56.97
2024-04-23 07:00:00,4.0,1.45,1003.28,28.06,75.58,28223.58,164.56
2024-04-23 07:10:00,4.0,1.07,1003.5,28.5,75.39,21383.75,86.03
2024-04-23 07:20:00,4.0,0.99,1003.42,31.02,66.55,38234.09,329.17
2024-04-23 07:30:00,4.0,1.25,1003.56,31.95,61.71,38462.66,331.52
2024-04-23 07:40:00,4.0,1.41,1003.67,33.22,57.42,36667.31,266.16
2024-04-23 07:50:00,4.0,1.62,1003.7,32.46,58.85,27745.47,195.64
2024-04-23 08:00:00,4.0,1.02,1003.69,30.45,64.27,15822.83,47.46
2024-04-23 08:10:00,4.0,1.23,1003.76,29.73,66.0,16852.25,53.19
2024-04-23 08:20:00,4.0,1.41,1003.79,29.41,67.02,17689.17,58.82
2024-04-23 08:30:00,4.0,0.64,1003.83,30.94,62.85,30942.05,183.37
2024-04-23 08:40:00,4.0,0.87,1003.8,31.91,59.1,34697.93,212.08
2024-04-23 08:50:00,4.0,0.87,1003.9,34.61,50.12,50242.87,460.62
2024-04-23 17:00:00,4.0,0.16,1000.82,29.49,63.47,4459.67,4.16
2024-04-23 17:10:00,4.0,0.64,1000.92,29.13,65.79,3392.33,2.22
2024-04-23 17:20:00,4.0,0.6,1001.08,28.69,67.29,1714.33,0.56
2024-04-23 17:30:00,4.0,0.02,1001.23,28.28,68.43,1130.93,0.27
2024-04-23 17:40:00,4.0,0.19,1001.15,27.96,69.9,744.5,0.14
2024-04-23 17:50:00,4.0,0.42,1001.15,27.53,71.39,459.17,0.05
2024-04-23 18:00:00,4.0,0.78,1001.16,27.21,73.04,212.33,0.02
2024-04-23 18:10:00,4.0,1.48,1001.34,26.97,73.46,84.5,0.0
2024-04-23 18:20:00,4.0,0.66,1001.36,26.85,73.9,31.17,0.0
2024-04-24 05:20:00,4.0,0.12,1003.53,24.23,90.1,53.08,0.0
2024-04-24 05:30:00,4.0,0.03,1003.68,24.12,91.46,296.0,0.03
2024-04-24 05:40:00,4.0,0.28,1003.84,24.05,92.08,504.17,0.07
2024-04-24 05:50:00,4.0,0.4,1003.84,24.02,92.37,856.33,0.18
