DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
2024-02-10 11:00:00,15.0,0.0,1027.22,16.58,80.07,10064.0,17.7
2024-02-10 11:10:00,15.0,0.0,1027.15,16.72,78.41,9268.08,15.2
2024-02-10 11:20:00,15.0,0.0,1027.07,16.6,75.59,10072.75,18.04
2024-02-10 11:30:00,15.0,0.0,1027.01,16.66,75.29,9392.67,16.06
2024-02-10 11:40:00,15.0,0.0,1026.93,16.82,74.41,9408.92,16.11
2024-02-10 11:50:00,15.0,0.0,1026.85,16.9,74.26,8654.16,13.82
2024-02-10 12:00:00,15.0,0.0,1026.75,17.27,73.63,11101.75,23.93
2024-02-10 12:10:00,15.0,0.0,1026.6,17.53,73.13,7558.83,11.28
2024-02-10 12:20:00,15.0,0.0,1026.52,17.26,69.49,8955.0,15.86
2024-02-10 12:30:00,15.0,0.0,1026.35,17.55,71.39,8642.83,15.14
2024-02-10 12:40:00,15.0,0.0,1026.24,17.88,70.88,10143.58,21.0
2024-02-10 12:50:00,15.0,0.0,1026.08,18.13,71.12,10640.25,22.58
2024-02-10 13:00:00,15.0,0.0,1025.95,18.4,70.66,10287.33,21.32
2024-02-10 13:10:00,15.0,0.0,1025.84,18.57,69.55,10567.0,22.61
2024-02-10 13:20:00,15.0,0.0,1025.76,18.62,68.74,9031.75,17.2
2024-02-10 13:30:00,15.0,0.0,1025.7,18.34,68.08,11055.33,25.27
2024-02-10 13:40:00,15.0,0.0,1025.72,18.34,69.01,9545.33,19.27
2024-02-10 13:50:00,15.0,0.0,1025.66,18.07,70.4,8733.67,16.16
2024-02-10 14:00:00,15.0,0.0,1025.61,18.19,68.62,8289.83,13.92
2024-02-10 14:10:00,15.0,0.0,1025.63,17.77,68.96,7646.5,11.71
2024-02-10 14:20:00,15.0,0.0,1025.59,17.91,69.9,7519.83,11.42
2024-02-10 14:30:00,15.0,0.0,1025.52,17.76,70.2,6407.58,8.6
2024-02-10 14:40:00,15.0,0.0,1025.52,17.79,72.18,7161.88,10.44
2024-02-10 14:50:00,15.0,0.0,1025.54,18.07,71.24,7161.84,10.61
2024-02-10 15:00:00,15.0,0.0,1025.52,17.92,69.83,6772.09,9.55
2024-02-10 15:10:00,15.0,0.0,1025.58,17.94,69.94,6780.25,9.51
2024-02-10 15:20:00,15.0,0.0,1025.62,17.63,66.32,6664.35,9.27
2024-02-10 15:30:00,15.0,0.0,1025.63,17.33,69.55,5390.92,6.03
2024-02-10 15:40:00,15.0,0.0,1025.64,17.12,69.52,4204.84,3.79
2024-02-10 15:50:00,15.0,0.0,1025.66,16.89,71.84,3662.75,2.91
2024-02-10 16:00:00,15.0,0.0,1025.71,16.68,70.43,3027.75,2.01
2024-02-10 16:10:00,15.0,0.0,1025.84,16.5,72.86,2549.42,1.46
2024-02-10 16:20:00,15.0,0.0,1025.97,16.43,74.55,2068.42,1.0
2024-02-10 16:30:00,15.0,0.0,1026.05,16.2,74.74,1398.75,0.48
2024-02-10 16:40:00,15.0,0.0,1026.12,16.03,75.83,1300.75,0.41
2024-02-10 16:50:00,15.0,0.0,1026.19,15.91,76.77,995.83,0.26
2024-02-10 17:00:00,15.0,0.0,1026.32,15.88,76.03,583.33,0.11
2024-02-10 17:10:00,15.0,0.0,1026.41,15.73,77.52,397.83,0.06
2024-02-10 17:20:00,15.0,0.0,1026.49,15.55,78.94,239.17,0.02
2024-02-10 17:30:00,15.0,0.0,1026.66,15.43,79.4,133.67,0.01
2024-02-10 17:40:00,15.0,0.0,1026.78,15.43,79.35,57.42,0.0
2024-02-10 17:50:00,15.0,0.0,1026.83,15.48,78.23,23.33,0.0
2024-02-11 06:10:00,15.0,0.0,1028.52,9.94,95.66,52.38,0.01
2024-02-11 06:20:00,15.0,0.0,1028.63,9.93,95.88,236.0,0.04
2024-02-11 06:30:00,15.0,0.0,1028.82,10.05,95.05,727.17,0.19
2024-02-11 06:40:00,15.0,0.0,1029.02,10.24,94.46,1601.83,0.78
2024-02-11 06:50:00,15.0,0.0,1029.24,10.75,94.94,3003.25,3.33
2024-02-11 07:00:00,15.0,0.0,1029.34,11.19,95.3,4620.83,5.55
2024-02-11 07:10:00,15.0,0.0,1029.5,11.96,94.43,6828.0,12.49
2024-02-11 07:20:00,15.0,0.0,1029.61,12.8,90.79,8635.5,17.03
2024-02-11 07:30:00,15.0,0.0,1029.72,14.01,87.69,13056.0,39.1
2024-02-11 07:40:00,15.0,0.0,1029.83,15.76,82.12,19770.75,97.34
2024-02-11 07:50:00,15.0,0.0,1029.82,16.1,73.82,13566.67,33.45
2024-02-11 08:00:00,15.0,0.0,1029.98,16.26,74.35,28952.35,151.84
2024-02-11 08:10:00,15.0,0.0,1029.99,18.06,68.87,19554.0,87.49
2024-02-11 08:20:00,15.0,0.0,1030.12,18.0,67.56,32880.64,117.24
2024-02-11 08:30:00,15.0,0.0,1030.24,21.98,56.98,28360.04,234.32
2024-02-11 08:40:00,15.0,0.0,1030.27,22.51,52.47,33453.0,156.3
2024-02-11 08:50:00,15.0,0.0,1030.34,21.98,52.24,22768.17,80.46
2024-02-11 09:00:00,15.0,0.0,1030.39,21.74,49.93,22328.34,76.23
2024-02-11 09:10:00,15.0,0.0,1030.44,20.35,51.43,21768.17,76.1
2024-02-11 09:20:00,15.0,0.02,1030.5,20.07,51.12,21492.17,69.72
2024-02-11 09:30:00,15.0,0.02,1030.55,20.65,49.58,61662.72,457.12
2024-02-11 09:40:00,15.0,0.03,1030.53,25.92,38.92,91147.74,1743.4
2024-02-11 09:50:00,15.0,0.05,1030.55,27.78,33.06,94562.88,1850.9
2024-02-11 10:00:00,15.0,0.12,1030.49,28.4,31.83,98493.72,1937.51
2024-02-11 10:10:00,15.0,0.1,1030.48,28.65,30.4,100218.72,1968.61
2024-02-11 10:20:00,15.0,0.12,1030.39,29.29,28.08,100507.48,1968.05
2024-02-11 10:30:00,15.0,0.1,1030.42,28.54,29.07,99858.81,1960.95
2024-02-11 10:40:00,15.0,0.09,1030.28,29.03,28.13,98149.44,1933.11
2024-02-11 10:50:00,15.0,0.13,1030.2,29.18,27.3,96734.22,1903.12
2024-02-11 11:00:00,15.0,0.1,1030.12,28.77,27.21,100844.39,2001.78
2024-02-11 11:10:00,15.0,0.1,1029.94,29.72,27.3,101743.91,2003.32
2024-02-11 11:20:00,15.0,0.06,1029.84,29.98,26.42,100614.57,1987.45
2024-02-11 11:30:00,15.0,0.04,1029.7,30.5,25.02,98476.53,1942.47
2024-02-11 11:40:00,15.0,0.03,1029.56,30.49,24.7,72215.19,1308.31
2024-02-11 11:50:00,15.0,0.06,1029.43,23.87,33.73,15071.0,37.11
2024-02-11 12:00:00,15.0,0.22,1029.23,21.2,39.61,14247.92,33.24
2024-02-11 12:10:00,15.0,0.08,1029.15,20.66,41.82,13358.67,29.6
2024-02-11 12:20:00,15.0,0.11,1029.04,20.48,41.26,12438.42,25.95
2024-02-11 12:30:00,15.0,0.03,1028.92,20.27,41.45,11552.0,22.83
2024-02-11 12:40:00,15.0,0.05,1028.74,20.4,40.11,10896.25,20.48
2024-02-11 12:50:00,15.0,0.1,1028.52,20.16,41.1,10503.92,19.27
2024-02-11 13:00:00,15.0,0.09,1028.41,19.94,41.11,9964.58,17.38
2024-02-11 13:10:00,15.0,0.05,1028.3,19.85,41.54,9664.33,16.61
2024-02-11 13:20:00,15.0,0.08,1028.12,19.86,41.95,9672.75,16.88
2024-02-11 13:30:00,15.0,0.17,1028.02,19.93,39.7,10028.92,18.27
2024-02-11 13:40:00,15.0,0.2,1028.04,19.91,41.14,10088.42,19.49
2024-02-11 13:50:00,15.0,0.11,1027.94,20.02,38.57,12255.0,29.99
2024-02-11 14:00:00,15.0,0.12,1027.88,20.31,39.21,10322.42,22.4
2024-02-11 14:10:00,15.0,0.05,1027.82,19.84,43.42,8822.78,15.03
2024-02-11 14:20:00,15.0,0.03,1027.77,19.69,41.71,8445.91,14.18
2024-02-11 14:30:00,15.0,0.06,1027.68,19.99,44.52,9346.08,18.46
2024-02-11 14:40:00,15.0,0.02,1027.63,20.33,41.0,10313.17,23.29
2024-02-11 14:50:00,15.0,0.0,1027.65,20.89,40.88,12028.75,31.95
2024-02-11 15:00:00,15.0,0.0,1027.69,21.15,40.98,13746.58,42.0
2024-02-11 15:10:00,15.0,0.02,1027.65,21.3,40.84,14279.75,45.88
2024-02-11 15:20:00,15.0,0.05,1027.62,21.28,38.97,13974.83,44.1
2024-02-11 15:30:00,15.0,0.0,1027.6,21.76,39.28,13332.92,40.21
2024-02-11 15:40:00,15.0,0.04,1027.54,21.21,40.6,10726.42,25.95
2024-02-11 15:50:00,15.0,0.03,1027.57,20.78,41.41,9184.41,19.07
2024-02-11 16:00:00,15.0,0.0,1027.6,20.6,40.44,8465.75,16.8
2024-02-11 16:10:00,15.0,0.0,1027.72,20.76,40.23,7776.25,14.58
2024-02-11 16:20:00,15.0,0.0,1027.82,20.62,41.29,6626.5,10.53
2024-02-11 16:30:00,15.0,0.0,1027.92,20.36,41.91,5745.92,7.98
2024-02-11 16:40:00,15.0,0.0,1028.03,19.87,42.64,4784.17,5.58
2024-02-11 16:50:00,15.0,0.0,1028.06,19.65,44.3,3682.17,3.46
2024-02-11 17:00:00,15.0,0.0,1028.01,19.24,46.86,2813.89,2.12
2024-02-11 17:10:00,15.0,0.0,1028.04,18.74,48.92,1756.67,0.91
2024-02-11 17:20:00,15.0,0.0,1028.06,18.48,48.63,992.58,0.34
2024-02-11 17:30:00,15.0,0.0,1028.11,18.1,50.28,521.75,0.1
2024-02-11 17:40:00,15.0,0.0,1028.15,17.64,51.44,212.92,0.02
2024-02-11 17:50:00,15.0,0.0,1028.15,17.12,54.26,61.39,0.01
2024-02-12 06:10:00,15.0,0.0,1028.36,13.28,76.8,42.26,0.01
2024-02-12 06:20:00,15.0,0.0,1028.46,13.42,75.4,170.83,0.02
2024-02-12 06:30:00,15.0,0.0,1028.71,13.52,76.03,466.92,0.08
2024-02-12 06:40:00,15.0,0.0,1028.9,14.1,72.61,850.42,0.24
2024-02-12 06:50:00,15.0,0.0,1029.07,14.45,73.17,1180.17,0.4
2024-02-12 07:00:00,15.0,0.0,1029.18,14.75,72.94,1407.58,0.57
2024-02-12 07:10:00,15.0,0.0,1029.29,15.03,71.78,1587.67,0.73
2024-02-12 07:20:00,15.0,0.0,1029.42,15.29,70.16,1934.81,1.02
2024-02-12 07:30:00,15.0,0.0,1029.51,15.54,68.94,2473.5,1.62
2024-02-12 07:40:00,15.0,0.0,1029.57,15.9,66.69,3399.92,2.85
2024-02-12 07:50:00,15.0,0.0,1029.71,16.29,66.3,4398.0,4.58
2024-02-12 08:00:00,15.0,0.0,1029.88,16.64,64.79,5079.33,6.07
2024-02-12 08:10:00,15.0,0.0,1029.94,17.06,63.44,5736.17,7.72
2024-02-12 08:20:00,15.0,0.0,1030.03,17.66,61.0,6812.42,10.59
2024-02-12 08:30:00,15.0,0.0,1030.06,18.21,59.57,9035.5,18.32
2024-02-12 08:40:00,15.0,0.0,1030.27,18.76,57.54,10520.83,24.23
2024-02-12 08:50:00,15.0,0.0,1030.3,19.6,56.54,13931.33,42.34
2024-02-12 09:00:00,15.0,0.0,1030.2,20.85,52.66,18608.58,73.88
2024-02-12 09:10:00,15.0,0.0,1030.26,22.1,49.02,18873.42,76.47
2024-02-12 09:20:00,15.0,0.0,1030.27,22.69,48.23,20130.17,88.08
2024-02-12 09:30:00,15.0,0.0,1030.29,23.26,47.47,24137.58,124.95
2024-02-12 09:40:00,15.0,0.0,1030.28,24.67,43.28,29917.07,192.1
2024-02-12 09:50:00,15.0,0.0,1030.2,25.36,40.05,31946.17,216.88
2024-02-12 10:00:00,15.0,0.0,1030.03,26.74,37.42,34305.66,243.46
2024-02-12 10:10:00,15.0,0.0,1029.94,27.49,35.13,38944.7,321.81
2024-02-12 10:20:00,15.0,0.0,1029.78,29.58,31.97,73936.21,1169.86
2024-02-12 10:30:00,15.0,0.0,1029.59,36.99,24.18,107183.77,2004.75
2024-02-12 10:40:00,15.0,0.0,1029.36,39.44,18.05,104014.08,1923.96
2024-02-12 10:50:00,15.0,0.0,1029.12,39.0,18.38,101791.16,1886.72
2024-02-12 11:00:00,15.0,0.0,1029.01,36.68,20.62,104799.85,1981.52
2024-02-12 11:10:00,15.0,0.03,1028.92,38.63,17.33,110989.01,2059.44
2024-02-12 11:20:00,15.0,0.1,1028.74,34.82,21.48,80846.61,1366.2
2024-02-12 11:30:00,15.0,0.08,1028.65,30.03,27.64,33128.91,229.33
2024-02-12 11:40:00,15.0,0.03,1028.47,26.63,32.78,34566.84,256.38
2024-02-12 11:50:00,15.0,0.0,1028.3,25.54,34.68,27038.67,154.26
2024-02-12 12:00:00,15.0,0.0,1028.26,25.67,34.66,25644.67,141.79
2024-02-12 12:10:00,15.0,0.0,1028.15,25.82,34.9,21052.83,97.08
2024-02-12 12:20:00,15.0,0.0,1027.93,25.22,35.65,20930.42,96.35
2024-02-12 12:30:00,15.0,0.0,1027.68,25.43,37.19,22525.0,110.79
2024-02-12 12:40:00,15.0,0.0,1027.56,26.32,35.01,24130.58,128.46
2024-02-12 12:50:00,15.0,0.0,1027.42,26.17,35.67,26564.5,156.62
2024-02-12 13:00:00,15.0,0.0,1027.26,26.4,35.8,27020.18,162.06
2024-02-12 13:10:00,15.0,0.0,1027.13,26.08,35.59,24198.42,132.02
2024-02-12 13:20:00,15.0,0.0,1027.0,25.9,34.98,19095.58,83.81
2024-02-12 13:30:00,15.0,0.0,1026.86,24.85,38.85,14326.58,48.0
2024-02-12 13:40:00,15.0,0.0,1026.81,24.07,42.13,9123.25,19.87
2024-02-12 13:50:00,15.0,0.0,1026.79,22.81,45.45,7190.0,12.43
2024-02-12 14:00:00,15.0,0.0,1026.66,21.98,46.79,5394.83,7.12
2024-02-12 14:10:00,15.0,0.0,1026.58,21.42,47.71,4095.0,3.96
2024-02-12 14:20:00,15.0,0.0,1026.54,21.04,50.23,3288.75,2.44
2024-02-12 14:30:00,15.0,0.0,1026.5,20.6,51.17,2828.17,1.77
2024-02-12 14:40:00,15.0,0.0,1026.46,20.6,49.02,2613.17,1.48
2024-02-12 14:50:00,15.0,0.0,1026.44,20.57,49.26,2513.33,1.41
2024-02-12 15:00:00,15.0,0.0,1026.43,20.41,50.44,2271.25,1.14
2024-02-12 15:10:00,15.0,0.0,1026.38,20.37,50.05,2123.75,1.02
2024-02-12 15:20:00,15.0,0.0,1026.41,20.19,51.11,1823.58,0.76
2024-02-12 15:30:00,15.0,0.0,1026.45,20.18,50.0,1674.67,0.67
2024-02-12 15:40:00,15.0,0.0,1026.5,20.12,50.85,1644.33,0.65
2024-02-12 15:50:00,15.0,0.0,1026.55,19.99,51.36,1939.54,0.91
2024-02-12 16:00:00,15.0,0.0,1026.62,19.85,52.73,1952.92,0.94
2024-02-12 16:10:00,15.0,0.0,1026.69,19.85,52.44,1702.42,0.73
2024-02-12 16:20:00,15.0,0.0,1026.76,19.68,54.56,1268.67,0.43
2024-02-12 16:30:00,15.0,0.0,1026.83,19.47,54.77,975.42,0.28
2024-02-12 16:40:00,15.0,0.0,1026.99,19.37,55.17,780.17,0.2
2024-02-12 16:50:00,15.0,0.0,1027.14,19.35,54.83,734.25,0.18
2024-02-12 17:00:00,15.0,0.0,1027.21,19.18,55.57,628.0,0.14
2024-02-12 17:10:00,15.0,0.0,1027.3,19.05,55.9,412.75,0.07
2024-02-12 17:20:00,15.0,0.0,1027.36,19.07,55.83,273.75,0.03
2024-02-12 17:30:00,15.0,0.0,1027.37,18.8,58.74,141.17,0.01
2024-02-12 17:40:00,15.0,0.0,1027.36,18.62,61.08,56.42,0.0
2024-02-12 17:50:00,15.0,0.0,1027.44,18.51,61.52,26.39,0.0
2024-02-13 06:10:00,15.0,0.0,1026.4,14.03,74.64,49.4,0.01
2024-02-13 06:20:00,15.0,0.0,1026.35,13.81,76.09,230.67,0.03
2024-02-13 06:30:00,15.0,0.0,1026.42,13.83,76.64,721.75,0.19
2024-02-13 06:40:00,15.0,0.0,1026.47,13.92,77.1,1704.5,0.88
2024-02-13 06:50:00,15.0,0.0,1026.41,14.45,75.73,3503.17,5.96
2024-02-13 07:00:00,15.0,0.0,1026.49,14.95,73.19,3870.75,3.05
2024-02-13 07:10:00,15.0,0.0,1026.64,15.16,74.75,6206.58,9.86
2024-02-13 07:20:00,15.0,0.0,1026.76,16.62,68.45,7739.75,14.81
2024-02-13 07:30:00,15.0,0.0,1026.83,17.53,67.66,10053.75,23.39
2024-02-13 07:40:00,15.0,0.0,1026.81,18.48,63.9,12898.75,38.54
2024-02-13 07:50:00,15.0,0.0,1026.92,18.4,59.76,9907.91,20.67
2024-02-13 08:00:00,15.0,0.0,1026.86,18.54,55.97,12356.0,30.87
2024-02-13 08:10:00,15.0,0.0,1026.8,19.52,53.2,17692.5,58.47
2024-02-13 08:20:00,15.0,0.0,1026.85,20.2,50.63,28729.01,131.41
2024-02-13 08:30:00,15.0,0.0,1026.95,23.77,47.65,38618.37,432.38
2024-02-13 08:40:00,15.0,0.0,1027.04,23.67,46.64,27137.67,157.38
2024-02-13 08:50:00,15.0,0.0,1027.02,23.92,45.64,27188.33,155.9
2024-02-13 09:00:00,15.0,0.0,1027.02,23.97,46.32,26057.59,146.99
2024-02-13 09:10:00,15.0,0.0,1027.0,23.93,46.07,23669.33,120.06
2024-02-13 09:20:00,15.0,0.0,1027.05,23.97,47.42,20929.5,84.15
2024-02-13 09:30:00,15.0,0.0,1027.08,23.67,47.79,40985.03,117.22
2024-02-13 09:40:00,15.0,0.0,1026.94,29.76,37.24,99944.7,1727.45
2024-02-13 09:50:00,15.0,0.0,1026.71,35.4,26.81,102569.39,1896.64
2024-02-13 10:00:00,15.0,0.0,1026.54,37.7,23.89,105037.94,1894.06
2024-02-13 10:10:00,15.0,0.0,1026.46,38.77,21.48,106915.49,1905.14
2024-02-13 10:20:00,15.0,0.0,1026.3,40.26,18.83,108678.05,1917.83
2024-02-13 10:30:00,15.0,0.02,1026.11,39.33,18.99,108627.92,1931.22
2024-02-13 10:40:00,15.0,0.08,1025.78,36.56,20.65,108375.09,1987.89
2024-02-13 10:50:00,15.0,0.05,1025.51,34.63,23.58,108506.45,2018.29
2024-02-13 11:00:00,15.0,0.0,1025.37,36.48,20.86,108409.78,1990.05
2024-02-13 11:10:00,15.0,0.02,1025.1,36.63,20.9,107090.69,1968.45
2024-02-13 11:20:00,15.0,0.0,1024.97,36.9,21.12,104796.8,1941.49
2024-02-13 11:30:00,15.0,0.0,1024.72,36.87,21.08,102678.46,1916.1
2024-02-13 11:40:00,15.0,0.1,1024.53,36.34,21.82,96904.02,1824.5
2024-02-13 11:50:00,15.0,0.05,1024.34,31.14,28.64,17114.91,97.57
2024-02-13 12:00:00,15.0,0.05,1024.16,26.5,37.32,15183.17,46.14
2024-02-13 12:10:00,15.0,0.08,1023.96,26.4,35.75,22410.83,108.83
2024-02-13 12:20:00,15.0,0.1,1023.84,26.64,34.12,26942.42,156.73
2024-02-13 12:30:00,15.0,0.05,1023.72,27.11,33.07,28597.08,178.38
2024-02-13 12:40:00,15.0,0.06,1023.52,27.12,34.08,24628.33,134.86
2024-02-13 12:50:00,15.0,0.0,1023.31,27.43,34.0,22511.92,114.15
2024-02-13 13:00:00,15.0,0.03,1023.17,27.16,34.27,22511.42,115.5
2024-02-13 13:10:00,15.0,0.02,1023.09,27.26,35.16,24399.67,135.57
2024-02-13 13:20:00,15.0,0.0,1023.03,27.79,34.59,26346.08,157.55
2024-02-13 13:30:00,15.0,0.03,1022.99,27.65,34.9,23829.17,129.48
2024-02-13 13:40:00,15.0,0.0,1022.86,27.18,36.26,21205.42,102.93
2024-02-13 13:50:00,15.0,0.0,1022.69,27.22,37.15,19170.75,85.23
2024-02-13 14:00:00,15.0,0.0,1022.59,27.47,36.06,18738.17,81.46
2024-02-13 14:10:00,15.0,0.0,1022.44,26.84,38.75,20964.17,102.04
2024-02-13 14:20:00,15.0,0.02,1022.38,26.88,38.08,20321.0,95.79
2024-02-13 14:30:00,15.0,0.0,1022.3,26.86,37.82,18129.08,76.69
2024-02-13 14:40:00,15.0,0.0,1022.26,26.52,38.72,15694.5,57.71
2024-02-13 14:50:00,15.0,0.0,1022.24,26.26,39.29,13403.61,42.48
2024-02-13 15:00:00,15.0,0.0,1022.17,25.7,40.65,11920.08,33.62
2024-02-13 15:10:00,15.0,0.02,1022.09,25.21,41.85,9389.25,20.35
2024-02-13 15:20:00,15.0,0.03,1022.1,24.98,42.98,10804.17,26.93
2024-02-13 15:30:00,15.0,0.0,1022.1,25.05,42.65,9608.92,21.43
2024-02-13 15:40:00,15.0,0.0,1022.08,24.44,43.87,7005.75,10.9
2024-02-13 15:50:00,15.0,0.0,1022.13,23.55,47.02,5237.0,5.51
2024-02-13 16:00:00,15.0,0.0,1022.15,23.06,47.81,4996.92,4.94
2024-02-13 16:10:00,15.0,0.0,1022.15,23.0,47.08,4895.42,4.86
2024-02-13 16:20:00,15.0,0.0,1022.2,22.84,48.76,3909.34,3.08
2024-02-13 16:30:00,15.0,0.0,1022.19,22.15,51.6,3093.92,1.76
2024-02-13 16:40:00,15.0,0.0,1022.23,21.88,52.59,2905.67,1.52
2024-02-13 16:50:00,15.0,0.0,1022.28,21.68,54.08,2872.0,1.62
2024-02-13 17:00:00,15.0,0.0,1022.28,21.11,56.12,2466.5,1.24
2024-02-13 17:10:00,15.0,0.0,1022.36,20.73,57.85,2017.33,0.84
2024-02-13 17:20:00,15.0,0.0,1022.42,20.51,57.95,1542.58,0.55
2024-02-13 17:30:00,15.0,0.0,1022.53,20.24,59.86,960.46,0.24
2024-02-13 17:40:00,15.0,0.0,1022.58,19.94,61.18,409.25,0.06
2024-02-13 17:50:00,15.0,0.0,1022.68,19.35,63.79,95.17,0.01
2024-02-13 18:00:00,15.0,0.0,1022.7,18.92,64.77,23.33,0.0
2024-02-14 06:10:00,15.0,0.0,1022.74,13.79,82.68,68.89,0.01
2024-02-14 06:20:00,15.0,0.0,1022.82,13.63,83.06,318.0,0.06
2024-02-14 06:30:00,15.0,0.0,1022.98,13.71,82.95,939.92,0.34
2024-02-14 06:40:00,15.0,0.0,1023.04,14.04,82.57,2246.75,2.25
2024-02-14 06:50:00,15.0,0.0,1023.05,16.34,75.77,9247.25,61.68
2024-02-14 07:00:00,15.0,0.0,1023.12,18.55,67.12,8898.67,30.29
2024-02-14 07:10:00,15.0,0.0,1023.21,19.96,60.94,11233.75,36.97
2024-02-14 07:20:00,15.0,0.0,1023.26,18.89,63.4,7788.75,15.49
2024-02-14 07:30:00,15.0,0.0,1023.33,19.6,62.31,14818.5,53.18
2024-02-14 07:40:00,15.0,0.0,1023.41,20.68,59.07,18769.33,79.32
2024-02-14 07:50:00,15.0,0.0,1023.44,20.72,57.69,10559.75,23.61
2024-02-14 08:00:00,15.0,0.0,1023.5,20.11,59.69,10815.0,18.34
2024-02-14 08:10:00,15.0,0.0,1023.53,20.39,59.94,19036.17,55.33
2024-02-14 08:20:00,15.0,0.0,1023.66,20.91,58.54,23167.53,39.58
2024-02-14 08:30:00,15.0,0.0,1023.75,22.32,54.51,39469.0,301.21
2024-02-14 08:40:00,15.0,0.0,1023.83,22.5,53.06,13963.17,33.12
2024-02-14 08:50:00,15.0,0.0,1023.94,22.37,53.88,25675.35,92.92
2024-02-14 09:00:00,15.0,0.0,1023.87,23.28,51.65,13802.5,38.58
2024-02-14 09:10:00,15.0,0.0,1023.76,22.52,52.03,10908.08,22.62
2024-02-14 09:20:00,15.0,0.0,1023.61,22.63,52.18,11502.0,22.28
2024-02-14 09:30:00,15.0,0.0,1023.61,23.43,51.14,30619.86,58.04
