序號,答案,mask
20240217094001,914.92,1
20240217095001,1739.12,1
20240217100001,1754.52,1
20240217101001,1768.32,1
20240217102001,1788.33,1
20240217103001,1686.53,1
20240217104001,1658.92,1
20240217105001,1714.68,1
20240217110001,1811.92,1
20240217111001,1883.89,1
20240217112001,1717.99,1
20240217113001,1841.13,1
20240217114001,1885.04,1
20240217115001,1850.8,1
20240217120001,1830.16,1
20240217121001,1756.08,1
20240217122001,1928.55,1
20240217123001,935.96,1
20240217124001,612.81,1
20240217125001,371.5,1
20240217130001,1058.34,1
20240217131001,986.79,1
20240217132001,343.9,1
20240217133001,122.9,1
20240217134001,79.15,1
20240217135001,109.86,1
20240217140001,54.11,1
20240217141001,35.44,1
20240217142001,41.01,1
20240217143001,60.89,1
20240217144001,70.32,1
20240217145001,125.02,1
20240217150001,121.61,1
20240217151001,149.89,1
20240217152001,86.19,1
20240217153001,110.89,1
20240217154001,98.95,1
20240217155001,58.08,1
20240217160001,60.88,1
20240217161001,35.65,1
20240217162001,21.99,1
20240217163001,13.56,1
20240217164001,9.46,1
20240217165001,6.99,1
20240217090002,1052.62,0
20240217091002,254.87,0
20240217092002,1709.24,0
20240217093002,1798.74,0
20240217094002,1055.52,0
20240217095002,1708.72,0
20240217100002,1867.27,0
20240217101002,1890.19,0
20240217102002,1915.07,0
20240217103002,1782.22,0
20240217104002,1510.4,0
20240217105002,2012.81,0
20240217110002,1999.6,0
20240217111002,1880.44,0
20240217112002,1943.27,0
20240217113002,1980.7,0
20240217114002,1973.64,0
20240217115002,1898.12,0
20240217120002,1948.5,0
20240217121002,1800.2,0
20240217122002,2054.88,0
20240217123002,934.01,0
20240217124002,776.11,0
20240217125002,502.95,0
20240217130002,1262.35,0
20240217131002,903.83,0
20240217132002,340.64,0
20240217133002,118.46,0
20240217134002,86.16,0
20240217135002,115.65,0
20240217140002,51.32,0
20240217141002,37.86,0
20240217142002,45.18,0
20240217143002,65.05,0
20240217144002,78.95,0
20240217145002,133.93,0
20240217150002,130.98,0
20240217151002,158.11,0
20240217152002,90.89,0
20240217153002,120.53,0
20240217154002,102.61,0
20240217155002,60.64,0
20240217160002,63.95,0
20240217161002,35.31,0
20240217162002,21.16,0
20240217163002,13.18,0
20240217164002,9.29,0
20240217165002,6.64,0
20240228090002,1185.17,0
20240228091002,1358.85,0
20240228092002,1409.35,0
20240228093002,1525.59,0
20240228094002,1605.79,0
20240228095002,1660.82,0
20240228100002,1764.37,0
20240228101002,1775.87,0
20240228102002,1842.14,0
20240228103002,1860.23,0
20240228104002,1905.37,0
20240228105002,1726.23,0
20240228110002,1894.02,0
20240228111002,1994.29,0
20240228112002,1739.79,0
20240228113002,1790.47,0
20240228114002,1913.64,0
20240228115002,2051.2,0
20240228120002,1821.77,0
20240228121002,2071.0,0
20240228122002,1496.35,0
20240228123002,1086.77,0
20240228124002,385.17,0
20240228125002,215.17,0
20240228130002,119.02,0
20240228131002,105.81,0
20240228132002,63.04,0
20240228133002,55.22,0
20240228134002,155.65,0
20240228135002,139.93,0
20240228140002,113.07,0
20240228141002,75.12,0
20240228142002,34.78,0
20240228143002,19.72,0
20240228144002,16.97,0
20240228145002,20.6,0
20240228150002,17.28,0
20240228151002,12.53,0
20240228152002,9.18,0
20240228153002,3.69,0
20240228154002,1.39,0
20240228155002,0.57,0
20240228160002,0.44,0
20240228161002,0.48,0
20240228162002,0.41,0
20240228163002,0.4,0
20240228164002,0.58,0
20240228165002,0.47,0
20240304090002,1175.44,0
20240304091002,1283.49,0
20240304092002,1396.31,0
20240304093002,1494.6,0
20240304094002,1577.94,0
20240304095002,1640.26,0
20240304100002,1692.23,0
20240304101002,1755.4,0
20240304102002,1784.49,0
20240304103002,1827.49,0
20240304104002,1844.66,0
20240304105002,1861.64,0
20240304110002,1853.02,0
20240304111002,1818.61,0
20240304112002,1827.54,0
20240304113002,1869.55,0
20240304114002,1879.57,0
20240304115002,1862.88,0
20240304120002,1845.67,0
20240304121002,1858.24,0
20240304122002,1852.92,0
20240304123002,1816.68,0
20240304124002,1841.47,0
20240304125002,1835.67,0
20240304130002,1800.91,0
20240304131002,1756.04,0
20240304132002,1719.53,0
20240304133002,1493.27,0
20240304134002,1568.95,0
20240304135002,1355.15,0
20240304140002,1392.98,0
20240304141002,1416.91,0
20240304142002,1326.78,0
20240304143002,580.43,0
20240304144002,1046.91,0
20240304145002,498.19,0
20240304150002,550.57,0
20240304151002,328.93,0
20240304152002,613.53,0
20240304153002,509.82,0
20240304154002,325.32,0
20240304155002,268.67,0
20240304160002,198.49,0
20240304161002,83.21,0
20240304162002,62.73,0
20240304163002,48.27,0
20240304164002,10.37,0
20240304165002,8.59,0
20240316090002,1111.36,0
20240316091002,1215.99,0
20240316092002,1344.08,0
20240316093002,1305.6,0
20240316094002,755.64,0
20240316095002,783.08,0
20240316100002,1729.54,0
20240316101002,1742.71,0
20240316102002,1730.56,0
20240316103002,1727.26,0
20240316104002,1731.4,0
20240316105002,1708.23,0
20240316110002,1099.0,0
20240316111002,1224.07,0
20240316112002,1228.87,0
20240316113002,1601.17,0
20240316114002,1903.76,0
20240316115002,1816.75,0
20240316120002,1867.32,0
20240316121002,1646.22,0
20240316122002,1868.66,0
20240316123002,1673.05,0
20240316124002,1669.98,0
20240316125002,1101.05,0
20240316130002,994.05,0
20240316131002,783.96,0
20240316132002,833.98,0
20240316133002,1362.07,0
20240316134002,1078.88,0
20240316135002,302.84,0
20240316140002,484.01,0
20240316141002,323.97,0
20240316142002,208.08,0
20240316143002,150.86,0
20240316144002,142.95,0
20240316145002,193.4,0
20240316150002,178.91,0
20240316151002,134.75,0
20240316152002,104.2,0
20240316153002,86.36,0
20240316154002,102.05,0
20240316155002,60.53,0
20240316160002,44.06,0
20240316161002,39.09,0
20240316162002,29.36,0
20240316163002,19.68,0
20240316164002,11.82,0
20240316165002,6.37,0
20240317090002,1134.22,0
20240317091002,1260.07,0
20240317092002,1358.99,0
20240317093002,1448.98,0
20240317094002,1522.27,0
20240317095002,1585.05,0
20240317100002,1627.0,0
20240317101002,1658.46,0
20240317102002,1680.1,0
20240317103002,1703.94,0
20240317104002,1752.88,0
20240317105002,1780.34,0
20240317110002,1842.55,0
20240317111002,1881.41,0
20240317112002,1514.85,0
20240317113002,1484.02,0
20240317114002,1387.79,0
20240317115002,572.03,0
20240317120002,1096.55,0
20240317121002,528.6,0
20240317122002,178.07,0
20240317123002,158.92,0
20240317124002,241.07,0
20240317125002,182.48,0
20240317130002,115.98,0
20240317131002,130.71,0
20240317132002,152.78,0
20240317133002,131.67,0
20240317134002,188.7,0
20240317135002,248.21,0
20240317140002,154.01,0
20240317141002,116.35,0
20240317142002,79.37,0
20240317143002,54.27,0
20240317144002,56.34,0
20240317145002,33.11,0
20240317150002,24.25,0
20240317151002,17.52,0
20240317152002,10.79,0
20240317153002,9.36,0
20240317154002,19.26,0
20240317155002,25.52,0
20240317160002,18.67,0
20240317161002,15.41,0
20240317162002,14.36,0
20240317163002,12.09,0
20240317164002,6.8,0
20240317165002,4.0,0
20240326090002,1162.61,1
20240326091002,1263.97,1
20240326092002,1356.91,1
20240326093002,1422.91,1
20240326094002,1493.23,1
20240326095002,1549.55,1
20240326100002,1621.15,1
20240326101002,1673.42,1
20240326102002,1724.8,1
20240326103002,1566.64,1
20240326104002,1616.12,1
20240326105002,1518.9,1
20240326110002,1919.49,1
20240326111002,1835.87,1
20240326112002,477.85,1
20240326113002,45.33,1
20240326114002,31.49,1
20240326115002,33.81,1
20240326120002,18.42,1
20240326121002,9.65,1
20240326122002,8.91,1
20240326123002,7.93,1
20240326124002,6.58,1
20240326125002,9.25,1
20240326130002,17.4,1
20240326131002,12.47,1
20240326132002,13.79,1
20240326133002,12.56,1
20240326134002,6.47,1
20240326135002,2.29,1
20240326140002,2.96,1
20240326141002,1.9,1
20240326142002,1.45,1
20240326143002,1.51,1
20240326144002,1.88,1
20240326145002,2.45,1
20240326150002,2.43,1
20240326151002,2.29,1
20240326152002,3.2,1
20240326153002,2.47,1
20240326154002,2.46,1
20240326155002,2.79,1
20240326160002,1.79,1
20240326161002,1.73,1
20240326162002,1.55,1
20240326163002,1.39,1
20240326164002,1.41,1
20240326165002,0.97,1
20240331090002,538.77,0
20240331091002,410.02,0
20240331092002,1155.67,0
20240331093002,1575.63,0
20240331094002,1202.77,0
20240331095002,1664.06,0
20240331100002,1385.15,0
20240331101002,1075.86,0
20240331102002,603.67,0
20240331103002,307.98,0
20240331104002,226.82,0
20240331105002,206.24,0
20240331110002,529.0,0
20240331111002,270.08,0
20240331112002,484.01,0
20240331113002,577.23,0
20240331114002,211.95,0
20240331115002,1425.79,0
20240331120002,567.15,0
20240331121002,1127.49,0
20240331122002,1413.87,0
20240331123002,251.2,0
20240331124002,52.95,0
20240331125002,455.5,0
20240331130002,666.46,0
20240331131002,582.76,0
20240331132002,669.54,0
20240331133002,415.77,0
20240331134002,680.38,0
20240331135002,270.8,0
20240331140002,119.94,0
20240331141002,126.65,0
20240331142002,449.91,0
20240331143002,156.16,0
20240331144002,145.28,0
20240331145002,248.78,0
20240331150002,118.02,0
20240331151002,93.82,0
20240331152002,194.22,0
20240331153002,53.44,0
20240331154002,51.84,0
20240331155002,37.84,0
20240331160002,30.13,0
20240331161002,34.02,0
20240331162002,26.01,0
20240331163002,20.18,0
20240331164002,7.59,0
20240331165002,8.43,0
20240402090002,1238.89,0
20240402091002,1335.19,0
20240402092002,1414.67,0
20240402093002,1495.82,0
20240402094002,1558.72,0
20240402095002,1601.12,0
20240402100002,1672.81,0
20240402101002,1730.18,0
20240402102002,1747.16,0
20240402103002,1751.66,0
20240402104002,1752.46,0
20240402105002,1771.22,0
20240402110002,1791.62,0
20240402111002,1817.11,0
20240402112002,1817.95,0
20240402113002,1835.07,0
20240402114002,1816.39,0
20240402115002,1775.09,0
20240402120002,1796.97,0
20240402121002,1771.84,0
20240402122002,1489.91,0
20240402123002,1794.64,0
20240402124002,1731.13,0
20240402125002,1769.44,0
20240402130002,1794.63,0
20240402131002,1795.07,0
20240402132002,1575.34,0
20240402133002,1166.04,0
20240402134002,640.75,0
20240402135002,462.85,0
20240402140002,452.62,0
20240402141002,348.04,0
20240402142002,258.05,0
20240402143002,184.35,0
20240402144002,488.71,0
20240402145002,921.36,0
20240402150002,714.51,0
20240402151002,469.56,0
20240402152002,490.76,0
20240402153002,181.45,0
20240402154002,151.32,0
20240402155002,60.95,0
20240402160002,90.81,0
20240402161002,38.76,0
20240402162002,40.62,0
20240402163002,14.52,0
20240402164002,25.64,0
20240402165002,10.39,0
20240428090002,258.16,1
20240428091002,554.25,1
20240428092002,186.27,1
20240428093002,37.74,1
20240428094002,20.31,1
20240428095002,23.25,1
20240428100002,37.89,1
20240428101002,128.57,1
20240428102002,452.11,1
20240428103002,553.34,1
20240428104002,1208.44,1
20240428105002,688.84,1
20240428110002,963.53,1
20240428111002,1259.07,1
20240428112002,1174.05,1
20240428113002,474.0,1
20240428114002,300.05,1
20240428115002,302.1,1
20240428120002,386.16,1
20240428121002,372.38,1
20240428122002,244.7,1
20240428123002,288.27,1
20240428124002,273.35,1
20240428125002,135.89,1
20240428130002,88.79,1
20240428131002,78.11,1
20240428132002,74.56,1
20240428133002,56.22,1
20240428134002,44.02,1
20240428135002,44.97,1
20240428140002,39.51,1
20240428141002,39.62,1
20240428142002,45.31,1
20240428143002,94.7,1
20240428144002,159.02,1
20240428145002,146.56,1
20240428150002,220.7,1
20240428151002,372.23,1
20240428152002,192.98,1
20240428153002,112.69,1
20240428154002,100.23,1
20240428155002,120.85,1
20240428160002,134.9,1
20240428161002,69.46,1
20240428162002,36.62,1
20240428163002,25.83,1
20240428164002,23.43,1
20240428165002,24.18,1
20240430090002,976.18,1
20240430091002,1072.18,1
20240430092002,1159.1,1
20240430093002,1227.0,1
20240430094002,1290.3,1
20240430095002,1255.45,1
20240430100002,1236.39,1
20240430101002,871.1,1
20240430102002,1235.75,1
20240430103002,1511.38,1
20240430104002,1661.07,1
20240430105002,1372.46,1
20240430110002,1690.44,1
20240430111002,1590.45,1
20240430112002,1689.73,1
20240430113002,1696.36,1
20240430114002,1753.25,1
20240430115002,1686.1,1
20240430120002,692.29,1
20240430121002,1505.87,1
20240430122002,784.11,1
20240430123002,1514.14,1
20240430124002,1623.02,1
20240430125002,853.84,1
20240430130002,809.34,1
20240430131002,817.92,1
20240430132002,1092.27,1
20240430133002,1383.08,1
20240430134002,1232.32,1
20240430135002,1130.01,1
20240430140002,1022.7,1
20240430141002,777.49,1
20240430142002,445.8,1
20240430143002,290.27,1
20240430144002,260.86,1
20240430145002,356.91,1
20240430150002,134.46,1
20240430151002,41.62,1
20240430152002,67.2,1
20240430153002,43.7,1
20240430154002,19.92,1
20240430155002,12.14,1
20240430160002,6.66,1
20240430161002,4.09,1
20240430162002,3.37,1
20240430163002,5.88,1
20240430164002,3.0,1
20240430165002,5.11,1
20240708090002,688.04,1
20240708091002,751.88,1
20240708092002,812.06,1
20240708093002,865.12,1
20240708094002,914.47,1
20240708095002,967.17,1
20240708100002,1029.09,1
20240708101002,1014.89,1
20240708102002,568.11,1
20240708103002,590.37,1
20240708104002,670.45,1
20240708105002,1217.46,1
20240708110002,1325.06,1
20240708111002,1272.52,1
20240708112002,1107.61,1
20240708113002,1227.33,1
20240708114002,1210.56,1
20240708115002,1202.42,1
20240708120002,1195.78,1
20240708121002,1188.93,1
20240708122002,1189.72,1
20240708123002,1155.57,1
20240708124002,1113.65,1
20240708125002,1083.42,1
20240708130002,1050.32,1
20240708131002,983.94,1
20240708132002,919.78,1
20240708133002,1006.73,1
20240708134002,966.38,1
20240708135002,867.76,1
20240708140002,424.66,1
20240708141002,625.2,1
20240708142002,580.54,1
20240708143002,112.28,1
20240708144002,36.49,1
20240708145002,50.94,1
20240708150002,152.14,1
20240708151002,386.46,1
20240708152002,421.62,1
20240708153002,70.03,1
20240708154002,22.07,1
20240708155002,40.37,1
20240708160002,61.3,1
20240708161002,33.74,1
20240708162002,4.19,1
20240708163002,7.29,1
20240708164002,4.0,1
20240708165002,4.88,1
20240716090002,684.24,1
20240716091002,747.54,1
20240716092002,808.4,1
20240716093002,866.98,1
20240716094002,901.62,1
20240716095002,966.42,1
20240716100002,1017.0,1
20240716101002,1109.76,1
20240716102002,760.19,1
20240716103002,948.41,1
20240716104002,1079.82,1
20240716105002,1184.7,1
20240716110002,1195.45,1
20240716111002,1202.22,1
20240716112002,1209.28,1
20240716113002,1226.51,1
20240716114002,1224.88,1
20240716115002,1221.57,1
20240716120002,1215.21,1
20240716121002,1198.31,1
20240716122002,1194.18,1
20240716123002,1194.12,1
20240716124002,1174.8,1
20240716125002,1113.64,1
20240716130002,1068.22,1
20240716131002,1024.66,1
20240716132002,979.01,1
20240716133002,923.61,1
20240716134002,877.0,1
20240716135002,814.13,1
20240716140002,772.5,1
20240716141002,808.03,1
20240716142002,650.18,1
20240716143002,576.94,1
20240716144002,488.98,1
20240716145002,316.96,1
